instrument_type,symbol,scrip_name,scrip_code,isin,isin_reinvestment
Equity,ARTEMISMED,Artemis Medicare Services Ltd,542919,INE025R01021,
Equity,ARUNIS,Arunis Abode Ltd,526935,INE377D01018,
Equity,ABVL,Arunjyoti Bio Ventures Ltd,530881,INE485K01014,
Equity,ARVINDFASN,Arvind Fashions Ltd,542484,INE955V01021,
Equity,ARVSMART,Arvind SmartSpaces Ltd,539301,INE034S01021,
Equity,ARYACAPM,Aryaman Capital Markets Ltd,538716,INE229R01011,
Equity,ARYAN,Aryan Share and Stock Brokers Ltd,542176,INE016X01010,
Equity,ASARFI,Asarfi Hospital Ltd,543943,INE0DN001027,
Equity,AGOL,Ashapuri Gold Ornament Ltd,542579,INE05FR01029,
Equity,ASHIKA,Ashika Credit Capital Ltd,543766,INE094B01013,
Equity,ASHNI,Ashnisha Industries Ltd,541702,INE694W01024,
Equity,ASHOKAMET,Ashoka Metcast Ltd,540923,INE760Y01011,
Equity,ASIACAP,Asia Capital Ltd,538777,INE131Q01011,
Equity,ASIANENE,Asian Energy Services Ltd,530355,INE276G01015,
Equity,ASIANHOTNR,Asian Hotels (North) Limited,500023,INE363A01022,
Equity,ASIAN,Asian Warehousing Ltd,543927,INE04Z101016,
Equity,ASPIRA,Aspira Pathlab & Diagnostics Ltd,540788,INE500C01017,
Equity,ASSAMENT,Assam Entrade Ltd,542911,INE165G01010,
Equity,ASSOCIATED,Associated Coaters Ltd,544183,INE0RIQ01013,
Equity,ASTERDM,Aster DM Healthcare Ltd,540975,INE914M01019,
Equity,ASTRAL,Astral Ltd,532830,INE006I01046,
Equity,ASTRON,Astron Paper & Board Mill Ltd,540824,INE646X01014,
Equity,ATALREAL,Atal Realtech Ltd,543911,INE0ALR01029,
Equity,ATAM,Atam Valves Ltd,543236,INE09KD01013,
Equity,ATHCON,Athena Constructions Ltd,539099,INE291R01011,
Equity,ATISHAY,Atishay Ltd,538713,INE011R01013,
Equity,ATLANTAA,Atlantaa Ltd,532759,INE285H01022,
Equity,AUSOMENT,AuSom Enterprise Limited,509009,INE218C01016,
Equity,AURUM,Aurum PropTech Ltd,539289,INE898S01029,
Equity,AURUMPP,Aurum PropTech Ltd,890168,IN9898S01027,
Equity,AIIL,Authum Investment & Infrastructure Ltd,539177,INE206F01022,
Equity,AVADHSUGAR,Avadh Sugar & Energy Ltd,540649,INE349W01017,
Equity,AVALON,Avalon Technologies Ltd,543896,INE0LCL01028,
Equity,AVEER,Aveer Foods Ltd,543737,INE09BN01011,
Equity,DMART,Avenue Supermarts Ltd,540376,INE192R01011,
Equity,APIL,Avi Products India Ltd,523896,INE316O01021,
Equity,AVONMORE,Avonmore Capital & Management Services Limited,511589,INE323B01016,
Equity,AVROIND,Avro India Ltd,543512,INE652Z01017,
Equity,AWFIS,Awfis Space Solutions Ltd,544181,INE108V01019,
Equity,AXISHCETF,Axis NIFTY Healthcare ETF,543348,INF846K01Z12,
Equity,AXISTECETF,Axis NIFTY IT ETF,543347,INF846K01Y96,
Equity,AXISCETF,Axis NIFTY India Consumption ETF,543357,INF846K016C7,
Equity,AXISCADES,Axiscades Technologies Ltd,532395,INE555B01013,
Equity,AXITA,Axita Cotton Ltd,542285,INE02EZ01022,
Equity,AZAD,Azad Engineering Ltd,544061,INE02IJ01035,
Equity,AZTEC,Aztec Fluids & Machinery Ltd,544177,INE0SCB01016,
Equity,BNALTD,B & A LTD.,508136,INE489D01011,
Equity,BAPACK,B&A Packaging India Limited,523186,INE00FM01013,
Equity,BBTCL,B&B Triplewall Containers Ltd,543668,INE01EE01011,
Equity,BRRL,B-Right Realestate Ltd,543543,INE0IZQ01016,
Equity,BAGFILMS,B.A.G.FILMS & MEDIA LTD.,532507,INE116D01028,
Equity,BCP,B.C. Power Controls Ltd,537766,INE905P01028,
Equity,BJDUP,B.J.DUPLEX BOARDS LTD.,531647,INE265C01025,
Equity,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,532719,INE350H01032,
Equity,BNRSEC,B.N.RATHI SECURITIES LTD.,523019,INE710D01010,
Equity,B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,531268,INE151B01011,
Equity,BABA,BABA ARTS LTD.-$,532380,INE893A01036,
Equity,BACPHAR,BACIL PHARMA LTD.,524516,INE711D01018,
Equity,BAJAJ-AUTO,BAJAJ AUTO LTD.,532977,INE917I01010,
Equity,BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,500031,INE193E01025,
Equity,BAJAJFINSV,BAJAJ FINSERV LTD.,532978,INE918I01026,
Equity,BAJGLOB,BAJAJ GLOBAL LTD.,512261,INE553H01015,
Equity,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,500490,INE118A01012,
Equity,BAJAJST,BAJAJ STEEL INDUSTRIES LTD.,507944,INE704G01024,
Equity,BALPHARMA,BAL PHARMA LTD.,524824,INE083D01012,
Equity,BALAMINES,BALAJI AMINES LTD.-$,530999,INE050E01027,
Equity,BALAJITELE,BALAJI TELEFILMS LTD.,532382,INE794B01026,
Equity,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,502355,INE787D01026,
Equity,BALMLAWRIE,BALMER LAWRIE & CO.LTD.,523319,INE164A01016,
Equity,BLIL,BALMER LAWRIE INVESTMENTS LTD.,532485,INE525F01017,
Equity,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,500038,INE119A01028,
Equity,BALTE,BALURGHAT TECHNOLOGIES LTD.,520127,INE654B01014,
Equity,BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,519295,INE921D01013,
Equity,BAMPSL,BAMPSL SECURITIES LTD.,531591,INE802A01037,
Equity,BANARBEADS,BANARAS BEADS LTD.,526849,INE655B01011,
Equity,BANASFN,BANAS FINANCE LTD.,509053,INE521L01030,
Equity,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,500039,INE213C01025,
Equity,BANG,BANG OVERSEAS LTD.,532946,INE863I01016,
Equity,BANKBARODA,BANK OF BARODA,532134,INE028A01039,
Equity,BANKINDIA,BANK OF INDIA,532149,INE084A01016,
Equity,MAHABANK,BANK OF MAHARASHTRA,532525,INE457A01014,
Equity,BASML,BANNARI AMMAN SPINNING MILLS LTD.,532674,INE186H01022,
Equity,BANARISUG,BANNARI AMMAN SUGARS LTD.,500041,INE459A01010,
Equity,BANSWRAS,BANSWARA SYNTEX LTD.-$,503722,INE629D01020,
Equity,BVCL,BARAK VALLEY CEMENTS LTD.,532916,INE139I01011,
Equity,BAROEXT,BARODA EXTRUSION LTD.,513502,INE927K01023,
Equity,BARODARY,BARODA RAYON CORPORATION LTD.,500270,INE461A01024,
Equity,ASMS,BARTRONICS INDIA LTD.,532694,INE855F01042,
Equity,BASANTGL,BASANT AGRO TECH (INDIA) LTD.-$,524687,INE473E01021,
Equity,BASF,BASF INDIA LTD.,500042,INE373A01013,
Equity,BATAINDIA,BATA INDIA LTD.,500043,INE176A01028,
Equity,BATLIBOI,BATLIBOI LTD.-$,522004,INE177C01022,
Equity,BAYERCROP,BAYER CROPSCIENCE LTD.,506285,INE462A01022,
Equity,BCCFUBA,BCC FUBA INDIA LTD.,517246,INE788D01016,
Equity,BCLENTERPR,BCL Enterprises Ltd,539621,INE368E01023,
Equity,BCLIND,BCL Industries Ltd-$,524332,INE412G01024,
Equity,BCPL,BCPL Railway Infrastructure Ltd,542057,INE00SW01015,
Equity,BDH,BDH INDUSTRIES LTD.,524828,INE278D01018,
Equity,BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,533270,INE844K01012,
Equity,BEEYU,BEEYU OVERSEAS LTD.,532645,INE052B01011,
Equity,BEMHY,BEMCO HYDRAULICS LTD.,522650,INE142E01014,
Equity,BEML,BEML LTD.,500048,INE258A01016,
Equity,BLAL,BEML Land Assets Ltd,543898,INE0N7W01012,
Equity,BENARAS,BENARES HOTELS LTD.,509438,INE664D01019,
Equity,BENGALASM,BENGAL & ASSAM COMPANY LTD.,533095,INE083K01017,
Equity,BENGALS,BENGAL STEEL INDUSTRIES LTD.,512404,INE523W01017,
Equity,BENGALT,BENGAL TEA & FABRICS LTD.,532230,INE665D01016,
Equity,BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.,512195,INE496M01017,
Equity,BERGEPAINT,BERGER PAINTS INDIA LTD.,509480,INE463A01038,
Equity,BERVINL,BERVIN INVESTMENT & LEASING LTD.,531340,INE348I01018,
Equity,BERLDRG,BERYL DRUGS LTD.,524606,INE415H01017,
Equity,BERYLSE,BERYL SECURITIES LTD.,531582,INE508J01015,
Equity,BESTEAST,BEST EASTERN HOTELS LTD.,508664,INE553F01035,
Equity,BETXIND,BETEX INDIA LTD.,512477,INE765L01017,
Equity,BFINVEST,BF INVESTMENT LTD.,533303,INE878K01010,
Equity,BFUTILITIE,BF UTILITIES LTD.-$,532430,INE243D01012,
Equity,BFLAFL,BFL Asset Finvest Ltd,539662,INE948Q01018,
Equity,BGIL,BGIL FILMS & TECHNOLOGIES LTD.,511664,INE443D01018,
Equity,BGRENERGY,BGR ENERGY SYSTEMS LTD.,532930,INE661I01014,
Equity,BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,531719,INE414D01027,
Equity,BGWTATO,BHAGWATI AUTOCAST LTD.,504646,INE106G01014,
Equity,BHAGWOX,BHAGWATI OXYGEN LTD.,509449,INE026I01010,
Equity,BHAGYANGR,BHAGYANAGAR INDIA LTD.,512296,INE458B01036,
Equity,BHANDARI,BHANDARI HOSIERY EXPORTS LTD.,512608,INE474E01029,
Equity,BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,500052,INE922A01025,
Equity,ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC,540787,INF109KB15Y7,
Equity,BHARATAGRI,BHARAT AGRI FERT & REALTY LTD.,531862,INE842D01029,
Equity,BHARAT,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.,511501,INE900A01013,
Equity,BBL,BHARAT BIJLEE LTD.-$,503960,INE464A01036,
Equity,BEL,BHARAT ELECTRONICS LTD.,500049,INE263A01024,
Equity,BHARATFORG,BHARAT FORGE LTD.,500493,INE465A01025,
Equity,BHARATGEAR,BHARAT GEARS LTD.,505688,INE561C01019,
Equity,BHEL,BHARAT HEAVY ELECTRICALS LTD.,500103,INE257A01026,
Equity,BIBCL,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.-$,524663,INE994B01014,
Equity,BPCL,BHARAT PETROLEUM CORPORATION LTD.,500547,INE029A01011,
Equity,BHARATRAS,BHARAT RASAYAN LTD.,590021,INE838B01013,
Equity,BHARATSE,BHARAT SEATS LTD.-$,523229,INE415D01024,
Equity,BHARTIARTL,BHARTI AIRTEL LTD.,532454,INE397D01024,
Equity,BIL,BHARTIYA INTERNATIONAL LTD.,526666,INE828A01016,
Equity,BHASKAGR,BHASKAR AGROCHEMICALS LTD.,524534,INE972C01018,
Equity,BHEEMACEM,BHEEMA CEMENTS LTD.,518017,INE333H01020,
Equity,BHILSPIN,BHILWARA SPINNERS LTD.,514272,INE436C01014,
Equity,BTTL,BHILWARA TECHNICAL TEXTILES LTD.,533108,INE274K01012,
Equity,BIHSPONG,BIHAR SPONGE IRON LTD.,500058,INE819C01011,
Equity,BIJHANS,BIJOY HANS LTD.,524723,INE491D01017,
Equity,BI,BILCARE LTD.-$,526853,INE986A01012,
Equity,BIMETAL,BIMETAL BEARINGS LTD.-$,505681,INE469A01019,
Equity,BINANIIND,BINANI INDUSTRIES LTD.,500059,INE071A01013,
Equity,ZBINTXPP,BINAYAK TEX PROCESSORS LTD.,523054,INE626H01019,
Equity,BIOCON,BIOCON LTD.,532523,INE376G01013,
Equity,BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,524396,INE829A01014,
Equity,BIRLACORPN,BIRLA CORPORATION LTD.,500335,INE340A01012,
Equity,BIRLAPREC,BIRLA PRECISION TECHNOLOGIES LTD.,522105,INE372E01025,
Equity,BITS,BITS LTD.,526709,INE839A01021,
Equity,BKV,BKV INDUSTRIES LTD.,519500,INE356C01022,
Equity,BLACKROSE,BLACK ROSE INDUSTRIES LTD.,514183,INE761G01016,
Equity,BLBLIMITED,BLB LTD.,532290,INE791A01024,
Equity,BLISSGVS,BLISS GVS PHARMA LTD.,506197,INE416D01022,
Equity,BLOOM,BLOOM DEKOR LTD.-$,526225,INE253C01013,
Equity,BLOIN,BLOOM INDUSTRIES LTD.,513422,INE373E01015,
Equity,BLSE,BLS E-Services Ltd,544107,INE0NLT01010,
Equity,BLSINFOTE,BLS INFOTECH LTD.,531175,INE606B01022,
Equity,BLS,BLS International Services Ltd,540073,INE153T01027,
Equity,BLUECHIP,BLUE CHIP INDIA LTD.,531936,INE657B01025,
Equity,BLUECHIPT,BLUE CHIP TEX INDUSTRIES LTD.,506981,INE472D01017,
Equity,BLUEDART,BLUE DART EXPRESS LTD.,526612,INE233B01017,
Equity,BLUESTARCO,BLUE STAR LTD.,500067,INE472A01039,
Equity,BMW,BMW Industries Ltd,542669,INE374E01021,
Equity,BNHOLDINGS,BN Holdings Ltd,526125,INE00HZ01011,
Equity,BNRUDY,BNR UDYOG LTD.,530809,INE355C01016,
Equity,BODALCHEM,BODAL CHEMICALS LTD.,524370,INE338D01028,
Equity,BBTC,BOMBAY BURMAH TRADING CORP.LTD.,501425,INE050A01025,
Equity,BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LTD.,501430,INE691K01017,
Equity,BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.,500020,INE032A01023,
Equity,BOMBWIR,BOMBAY WIRE ROPES LTD.,504648,INE089T01023,
Equity,BOSCHLTD,BOSCH LTD.,500530,INE323A01026,
Equity,BMAL,BOTHRA METALS & ALLOYS LTD.,535279,INE583M01012,
Equity,BPL,BPL LTD.,500074,INE110A01019,
Equity,BRADYM,BRADY & MORRIS ENGINEERING CO.LTD.,505690,INE856A01017,
Equity,BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LTD.,535693,INE320I01017,
Equity,BRAWN,BRAWN BIOTECH LTD.,530207,INE899B01015,
Equity,BRIDGESE,BRIDGE SECURITIES LTD.,530249,INE958C01017,
Equity,BRIGADE,BRIGADE ENTERPRISES LTD.,532929,INE791I01019,
Equity,BRIGHTBR,BRIGHT BROTHERS LTD.-$,526731,INE630D01010,
Equity,BRIJLEAS,BRIJLAXMI LEASING & FINANCE LTD.,532113,INE957E01031,
Equity,BRITANNIA,BRITANNIA INDUSTRIES LTD.,500825,INE216A01030,
Equity,BROOKS,BROOKS LABORATORIES LTD.,533543,INE650L01011,
Equity,BSELALGO,BSEL Algo Ltd,532123,INE395A01016,
Equity,BSL,BSL LTD.,514045,INE594B01012,
Equity,BURNPUR,BURNPUR CEMENT LTD.,532931,INE817H01014,
Equity,BAIDFIN,Baid Finserv Ltd,511724,INE020D01022,
Equity,BAJAJCON,Bajaj Consumer Care Ltd,533229,INE933K01021,
Equity,BAJFINANCE,Bajaj Finance Limited,500034,INE296A01024,
Equity,NIFTYBETF,Bajaj Finserv Nifty 50 ETF,544092,INF0QA701722,
Equity,BANKBETF,Bajaj Finserv Nifty Bank ETF,544093,INF0QA701714,
Equity,BAJAJHCARE,Bajaj Healthcare Ltd,539872,INE411U01027,
Equity,BAJAJHIND,Bajaj Hindusthan Sugar Limited,500032,INE306A01021,
Equity,BAJAJHFL,Bajaj Housing Finance Limited,544252,INE377Y01014,
Equity,BAJEL,Bajel Projects Ltd,544042,INE0KQN01018,
Equity,BALGOPAL,Balgopal Commercial Ltd,539834,INE119R01014,
Equity,BALKRISHNA,Balkrishna Paper Mills Ltd,539251,INE875R01011,
Equity,BALUFORGE,Balu Forge Industries Ltd,531112,INE011E01029,
Equity,BANDARAM,Bandaram Pharma Packtech Ltd,524602,INE875N01036,
Equity,BANDHANBNK,Bandhan Bank Ltd,541153,INE545U01014,
Equity,IDFSENSEXE,Bandhan S&P BSE SENSEX ETF,540154,INF194KA1T91,
Equity,BFFL,Bangalore Fort Farms Ltd,539120,INE578R01011,
Equity,BRPL,Bansal Roofing Products Ltd,538546,INE319Q01012,
Equity,BARBEQUE,Barbeque-Nation Hospitality Ltd,543283,INE382M01027,
Equity,BAZELINTER,Bazel International Ltd,539946,INE217E01014,
Equity,BEARDSELL,Beardsell Ltd,539447,INE520H01022,
Equity,BNL,Beekay Niryat Ltd,539546,INE679E01015,
Equity,BEEKAY,Beekay Steel Industries Ltd,539018,INE213D01015,
Equity,BELLACASA,Bella Casa Fashion & Retail Ltd,539399,INE344T01014,
Equity,BENARA,Benara Bearings and Pistons Ltd,541178,INE495Z01011,
Equity,BENCHMARK,Benchmark Computer Solutions Ltd,544052,INE0Q2Z01013,
Equity,BESTAGRO,Best Agrolife Ltd,539660,INE052T01013,
Equity,BHAGERIA,Bhageria Industries Ltd,530803,INE354C01027,
Equity,BGJL,Bhakti Gems and Jewellery Ltd,540545,INE986W01016,
Equity,BHANDERI,Bhanderi Infracon Ltd,538576,INE336Q01016,
Equity,BDL,Bharat Dynamics Ltd,541143,INE171Z01026,
Equity,BPLPHARMA,Bharat Parenterals Ltd,541096,INE365Y01019,
Equity,BRNL,Bharat Road Network Ltd,540700,INE727S01012,
Equity,BHARATWIRE,Bharat Wire Ropes Ltd,539799,INE316L01019,
Equity,AIRTELPP,Bharti Airtel  Ltd,890157,IN9397D01014,
Equity,BHARTIHEXA,Bharti Hexacom Ltd,544162,INE343G01021,
Equity,BCCL,Bhatia Colour Chem Ltd,543497,INE0KQ001017,
Equity,BHATIA,Bhatia Communications & Retail (India) Ltd,540956,INE341Z01025,
Equity,BIGBLOC,Bigbloc Construction Ltd,540061,INE412U01025,
Equity,BIKAJI,Bikaji Foods International Ltd,543653,INE00E101023,
Equity,BILLWIN,Billwin Industries Ltd,543209,INE0CRS01012,
Equity,BINDALEXPO,Bindal Exports Ltd,540148,INE564V01013,
Equity,BIOGEN,Biogen Pharmachem Industries Ltd,531752,INE703D01023,
Equity,BIRLACABLE,Birla Cable Ltd,500060,INE800A01015,
Equity,BSOFT,Birlasoft Ltd,532400,INE836A01035,
Equity,BISIL,Bisil Plast Limited,531671,INE214D01021,
Equity,BIZOTIC,Bizotic Commercial Ltd,543926,INE0OJ401014,
Equity,BBOX,Black Box Ltd,500463,INE676A01027,
Equity,BLUECLOUDS,Blue Cloud Softech Solutions Ltd,539607,INE373T01039,
Equity,BLUEJET,Blue Jet Healthcare Ltd,544009,INE0KBH01020,
Equity,BTML,Bodhi Tree Multimedia Ltd,543767,INE0EEJ01023,
Equity,BOMOXY-B1,Bombay Oxygen Investments Ltd,509470,INE01TL01014,
Equity,BOMTALKIES,Bombay Talkies Ltd,511246,INE910D01024,
Equity,BONDADA,Bondada Engineering Ltd,543971,INE0Q8P01011,
Equity,BONLON,Bonlon Industries Ltd,543211,INE0B9A01018,
Equity,BOROLTD,Borosil Ltd,543212,INE02PY01013,
Equity,BORORENEW,Borosil Renewables Ltd,502219,INE666D01022,
Equity,BOROSCI,Borosil Scientific Ltd,544184,INE02L001032,
Equity,BCONCEPTS,Brand Concepts Ltd,543442,INE977Y01011,
Equity,BRANDBUCKT,Brandbucket Media & Technology Ltd,543439,INE0ILD01014,
Equity,BRIGHT,Bright Outdoor Media Ltd,543831,INE0OMI01019,
Equity,BRIPORT,Brilliant Portfolios Ltd,539434,INE661F01010,
Equity,BRISK,Brisk Technovision Ltd,544101,INE0Q6L01014,
Equity,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd,517421,INE295F01017,
Equity,MAPMYINDIA,C.E. Info Systems Ltd,543425,INE0BV301023,
Equity,CJGEL,C.J.GELATINE PRODUCTS LTD.,507515,INE557D01015,
Equity,CALCOM,CALCOM VISION LTD.,517236,INE216C01010,
Equity,CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,532386,INE526B01014,
Equity,CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,532801,INE627H01017,
Equity,CAMEXLTD,CAMEX LTD.,524440,INE198C01010,
Equity,CAMLINFINE,CAMLIN FINE SCIENCES LTD.,532834,INE052I01032,
Equity,CANFINHOME,CAN FIN HOMES LTD.,511196,INE477A01020,
Equity,CANBK,CANARA BANK,532483,INE476A01022,
Equity,CANTABIL,CANTABIL RETAIL INDIA LTD.,533267,INE068L01024,
Equity,CAPTRUST,CAPITAL TRUST LTD.,511505,INE707C01018,
Equity,CAPLIPOINT,CAPLIN POINT LABORATORIES LTD.,524742,INE475E01026,
Equity,CAPRIHANS,CAPRIHANS INDIA LTD.-$,509486,INE479A01018,
Equity,CAPRO,CAPROLACTAM CHEMICALS LTD.,507486,INE470N01010,
Equity,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,513375,INE120A01034,
Equity,CARERATING,CARE Ratings Ltd,534804,INE752H01013,
Equity,CAREERP,CAREER POINT LTD.,533260,INE521J01018,
Equity,CASTROLIND,CASTROL INDIA LTD.,500870,INE172A01027,
Equity,CCLINTER,CCL INTERNATIONAL LTD.,531900,INE778E01031,
Equity,CCL,CCL PRODUCTS (INDIA) LTD.,519600,INE421D01022,
Equity,CDG,CDG Petchem Ltd,534796,INE198N01017,
Equity,CEATLTD,CEAT LTD.,500878,INE482A01020,
Equity,CEEJAY,CEEJAY FINANCE LTD.,530789,INE358C01010,
Equity,CEENIK,CEENIK EXPORTS (INDIA) LTD.,531119,INE418D01010,
Equity,CEETAIN,CEETA INDUSTRIES LTD.,514171,INE760J01012,
Equity,CELEBRITY,CELEBRITY FASHIONS LTD.,532695,INE185H01016,
Equity,CENLUB,CENLUB INDUSTRIES LTD.,522251,INE627F01011,
Equity,CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,531380,INE405H01018,
Equity,CENTRALBK,CENTRAL BANK OF INDIA,532885,INE483A01010,
Equity,CENTRUM,CENTRUM CAPITAL LTD.,501150,INE660C01027,
Equity,CENTUM,CENTUM ELECTRONICS LTD.,517544,INE320B01020,
Equity,CENTENKA,CENTURY ENKA LTD.,500280,INE485A01015,
Equity,CENTEXT,CENTURY EXTRUSIONS LTD.,500083,INE281A01026,
Equity,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,532548,INE348B01021,
Equity,CENTURYTEX,CENTURY TEXTILES & INDUSTRIES LTD.,500040,INE055A01016,
Equity,CERA,CERA SANITARYWARE LTD.,532443,INE739E01017,
Equity,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.,532413,INE345B01019,
Equity,CESL,CES Limited,512341,INE396F01013,
Equity,CESC,CESC LTD.,500084,INE486A01021,
Equity,CFF,CFF Fluid Control Ltd,543920,INE0NJ001013,
Equity,CGPOWER,CG Power and Industrial Solutions Ltd,500093,INE067A01029,
Equity,CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.,531489,INE084D01010,
Equity,CHADPAP,CHADHA PAPERS LTD.,531946,INE669W01018,
Equity,CLSEL,CHAMAN LAL SETIA EXPORTS LTD.-$,530307,INE419D01026,
Equity,CHMBBRW,CHAMBAL BREWERIES & DISTILLERIES LTD.,512301,INE417N01011,
Equity,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS LTD.,500085,INE085A01013,
Equity,CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$,530309,INE368D01025,
Equity,CHRTEDCA,CHARTERED CAPITAL & INVESTMENT LTD.,511696,INE953B01010,
Equity,CHLOGIST,CHARTERED LOGISTICS LTD.,531977,INE558F01026,
Equity,CHDCHEM,CHD Chemicals Ltd,539800,INE043U01010,
Equity,CHEMBOND,CHEMBOND CHEMICALS LTD.-$,530871,INE995D01025,
Equity,CHEMOPH,CHEMO PHARMA LABORATORIES LTD.,506365,INE320M01019,
Equity,CMMHOSP,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$,523489,INE889F01017,
Equity,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,500110,INE178A01016,
Equity,CHEVIOT,CHEVIOT CO.LTD.-$,526817,INE974B01016,
Equity,CHLLTD,CHL LTD.,532992,INE790D01020,
Equity,CHOICEIN,CHOICE INTERNATIONAL LTD.,531358,INE102B01014,
Equity,CHOKSI,CHOKSI IMAGING LTD.,530427,INE865B01016,
Equity,CHOKSILA,CHOKSI LABORATORIES LTD.,526546,INE493D01013,
Equity,CHORDIA,CHORDIA FOOD PRODUCTS LTD.,519475,INE975C01011,
Equity,CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,501833,INE490A01015,
Equity,CIANAGRO,CIAN Agro Industries & Infrastructure Ltd,519477,INE052V01019,
Equity,CIEINDIA,CIE Automotive India Ltd,532756,INE536H01010,
Equity,CIGNITITEC,CIGNITI TECHNOLOGIES LTD.,534758,INE675C01017,
Equity,CNOVAPETRO,CIL NOVA PETROCHEMICALS LTD.,533407,INE672K01025,
Equity,CILSEC,CIL SECURITIES LTD.,530829,INE830A01012,
Equity,CINDRELL,CINDRELLA FINANCIAL SERVICES LTD.,531283,INE897D01015,
Equity,CINDHO,CINDRELLA HOTELS LTD.-$,526373,INE908C01012,
Equity,CINERAD,CINERAD COMMUNICATIONS LTD.,530457,INE959B01017,
Equity,CINEVISTA,CINEVISTA LTD.,532324,INE039B01026,
Equity,CIPLA,CIPLA LTD.,500087,INE059A01026,
Equity,CITADEL,CITADEL REALTY AND DEVELOPERS LTD.,502445,INE906D01014,
Equity,CITIPOR,CITIPORT FINANCIAL SERVICES LTD.,531235,INE494D01011,
Equity,CUB,CITY UNION BANK LTD.,532210,INE491A01021,
Equity,CLEDUCATE,CL Educate Ltd,540403,INE201M01029,
Equity,CLASELE,CLASSIC ELECTRICALS LTD.,512213,INE02BR01017,
Equity,CLIOINFO,CLIO INFOTECH LTD.,530839,INE011B01017,
Equity,CMSINFO,CMS Info Systems Ltd,543441,INE925R01014,
Equity,CNIRESLTD,CNI RESEARCH LTD.,512018,INE135H01029,
Equity,COALINDIA,COAL INDIA LTD.,533278,INE522F01014,
Equity,COASTCORP,COASTAL CORPORATION LTD.,501831,INE377E01016,
Equity,COARO,COASTAL ROADWAYS LTD.,520131,INE229E01019,
Equity,COCHMAL,COCHIN MALABAR ESTATES & INDUSTRIES LTD.,508571,INE788M01017,
Equity,COCHINM,COCHIN MINERALS & RUTILE LTD.-$,513353,INE105D01013,
Equity,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,500830,INE259A01022,
Equity,COLINZ,COLINZ LABORATORIES LTD.,531210,INE923C01011,
Equity,COMCL,COMFORT COMMOTRADE LTD.,534691,INE456N01019,
Equity,COMFINCAP,COMFORT FINCAP LTD.,535267,INE274M01026,
Equity,COMFINTE,COMFORT INTECH LTD.-$,531216,INE819A01049,
Equity,COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,531041,INE823B01015,
Equity,COMPINFO,COMPUAGE INFOCOM LTD.,532456,INE070C01037,
Equity,COMPUSOFT,COMPUCOM SOFTWARE LTD.-$,532339,INE453B01029,
Equity,COMPUPN,COMPUTER POINT LTD.,507833,INE607B01012,
Equity,CONART,CONART ENGINEERS LTD.-$,522231,INE714D01012,
Equity,CONFIPET,CONFIDENCE PETROLEUM INDIA LTD.,526829,INE552D01024,
Equity,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,531344,INE111A01025,
Equity,CONTILI,CONTIL INDIA LTD.,531067,INE080G01011,
Equity,CONTCHM,CONTINENTAL CHEMICALS LTD.,506935,INE423K01015,
Equity,CONTICON,CONTINENTAL CONTROLS LTD.,531460,INE545B01022,
Equity,CONTPTR,CONTINENTAL PETROLEUMS LTD.,523232,INE369D01023,
Equity,CONTROLPR,CONTROL PRINT LTD.-$,522295,INE663B01015,
Equity,CORALFINAC,CORAL INDIA FINANCE & HOUSING LTD.,531556,INE558D01021,
