date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2021-02-01 00:00:00+05:30,364.08,374.16,362.71,368.19,639305.0,0.0,0.0,0.0
2021-02-02 00:00:00+05:30,373.87,400.24,370.59,396.52,1499601.0,0.0,0.0,0.0
2021-02-03 00:00:00+05:30,401.27,410.22,394.03,402.54,1023770.0,0.0,0.0,0.0
2021-02-04 00:00:00+05:30,406.36,414.92,402.64,409.59,685406.0,0.0,0.0,0.0
2021-02-05 00:00:00+05:30,414.97,417.81,400.88,402.1,658799.0,0.0,0.0,0.0
2021-02-08 00:00:00+05:30,408.9,412.92,400.29,401.56,803027.0,0.0,0.0,0.0
2021-02-09 00:00:00+05:30,404.21,404.89,386.59,388.69,734358.0,0.0,0.0,0.0
2021-02-10 00:00:00+05:30,390.45,390.5,378.02,381.01,680537.0,0.0,0.0,0.0
2021-02-11 00:00:00+05:30,381.21,385.61,377.98,378.95,445939.0,0.0,0.0,0.0
2021-02-12 00:00:00+05:30,381.69,388.45,379.64,382.77,698854.0,0.0,0.0,0.0
2021-02-15 00:00:00+05:30,383.65,387.03,378.61,383.75,302556.0,0.0,0.0,0.0
2021-02-16 00:00:00+05:30,383.41,385.17,373.47,376.12,464991.0,0.0,0.0,0.0
2021-02-17 00:00:00+05:30,374.35,379.64,372.1,376.75,372380.0,0.0,0.0,0.0
2021-02-18 00:00:00+05:30,377.78,401.27,373.72,397.16,1136869.0,0.0,0.0,0.0
2021-02-19 00:00:00+05:30,397.99,409.93,391.48,394.91,808501.0,0.0,0.0,0.0
2021-02-22 00:00:00+05:30,397.99,397.99,385.22,386.83,300877.0,0.0,0.0,0.0
2021-02-23 00:00:00+05:30,386.59,407.09,386.34,396.67,876903.0,0.0,0.0,0.0
2021-02-24 00:00:00+05:30,399.7,403.67,393.93,397.7,234201.0,0.0,0.0,0.0
2021-02-25 00:00:00+05:30,398.92,402.74,394.42,399.56,316326.0,0.0,0.0,0.0
2021-02-26 00:00:00+05:30,393.44,399.16,387.91,391.63,470941.0,0.0,0.0,0.0
