username,exchange,segment,symbol,scrip_name,position,quantity,open_datetime,open_side,open_price,open_amount,close_datetime,close_side,close_price,close_amount,pnl_amount,pnl_percentage,brokerage
,NSE,EQ,NIFTYBEES,NIFTY BEES,LONG,1.0,2021-02-09 14:25:00,BUY,162.52,162.52,2021-06-14 13:19:01,SELL,168.95,168.95,6.43,3.96,0.55
,NSE,EQ,PNB,PUNJAB NATBK,LONG,30.0,2020-07-29 14:12:52,BUY,32.95,988.5,2021-06-14 13:20:29,SELL,41.45,1243.5,255.0,25.8,3.7
,NSE,EQ,SBIN,STATE BANK OF INDIA,LONG,14.0,2021-05-10 11:04:16,BUY,365.0,5110.0,2021-06-04 12:15:06,SELL,436.0,6104.0,994.0,19.45,18.61
,NSE,EQ,TATACHEM,TATA CHEMICALS LTD.,LONG,20.0,2021-06-15 13:16:17,BUY,751.2,15024.0,2022-08-10 09:33:26,SELL,1030.0,20600.0,5576.0,37.11,58.93
,NSE,EQ,TATAPOWER,TATA POWER,LONG,19.0,2021-02-08 11:39:33,BUY,90.0,1710.0,2022-08-10 09:30:24,SELL,230.15,4372.85,2662.85,155.72,9.93
,NSE,EQ,VOLTAS,VOLTAS LTD,LONG,4.0,2021-06-15 13:36:57,BUY,1059.0,4236.0,2022-08-10 09:15:00,SELL,986.0,3944.0,-292.0,-6.89,13.65
,NSE,EQ,YESBANK,YES BANK LTD,LONG,100.0,2020-07-27 10:47:51,BUY,12.3,1230.0,2021-11-10 13:16:26,SELL,13.0,1300.0,70.0,5.69,4.21
,NSE,EQ,YESBANK,YES BANK LTD,LONG,50.0,2020-07-29 14:11:01,BUY,11.75,587.5,2021-11-10 13:16:26,SELL,13.0,650.0,62.5,10.64,2.06
,FON,FO,NIFTY,NIFTY-CE-23550-03APR2025,LONG,150.0,2025-04-02 10:52:14,BUY,14.7,2205.0,2025-04-03 12:04:34,SELL,1.0,150.0,-2055.0,-93.2,47.42
,FON,FO,NIFTY,NIFTY-CE-24150-24APR2025,LONG,300.0,2025-04-22 14:45:20,BUY,105.0,31500.0,2025-04-22 14:48:09,SELL,91.35,27405.0,-4095.0,-13.0,75.61
,FON,FO,NIFTY,NIFTY-CE-24200-08MAY2025,LONG,75.0,2025-04-28 10:29:11,BUY,300.0,22500.0,2025-04-28 14:24:45,SELL,343.35,25751.25,3251.25,14.45,73.67
,FON,FO,NIFTY,NIFTY-CE-24200-08MAY2025,LONG,75.0,2025-04-28 10:29:11,BUY,300.0,22500.0,2025-04-28 14:24:45,SELL,343.4,25755.0,3255.0,14.47,73.68
,FON,FO,NIFTY,NIFTY-CE-24250-30APR2025,LONG,300.0,2025-04-28 14:44:08,BUY,135.0,40500.0,2025-04-28 14:47:57,SELL,127.75,38325.0,-2175.0,-5.37,86.82
,FON,FO,NIFTY,NIFTY-CE-24350-08MAY2025,LONG,75.0,2025-05-06 12:15:21,BUY,93.8,7035.0,2025-05-06 12:33:43,SELL,95.2,7140.0,105.0,1.49,54.57
,FON,FO,NIFTY,NIFTY-CE-24350-30APR2025,LONG,375.0,2025-04-29 10:14:39,BUY,84.0,31500.0,2025-04-30 12:59:49,SELL,14.9,5587.5,-25912.5,-82.26,53.77
,FON,FO,NIFTY,NIFTY-CE-24350-30APR2025,LONG,225.0,2025-04-29 10:39:20,BUY,65.8,14805.0,2025-04-30 12:59:49,SELL,14.9,3352.5,-11452.5,-77.36,51.01
,FON,FO,NIFTY,NIFTY-CE-24350-30APR2025,LONG,600.0,2025-04-30 14:48:07,BUY,8.9,5340.0,2025-04-30 14:51:28,SELL,6.2,3720.0,-1620.0,-30.34,51.09
,FON,FO,NIFTY,NIFTY-CE-24500-08MAY2025,LONG,1800.0,2025-05-08 10:30:00,BUY,5.5,9900.0,2025-05-08 12:51:01,SELL,2.0,3600.0,-6300.0,-63.64,51.11
,FON,FO,NIFTY,NIFTY-CE-24500-08MAY2025,LONG,1800.0,2025-05-08 14:27:34,BUY,1.0,1800.0,2025-05-08 14:29:18,SELL,0.9,1620.0,-180.0,-10.0,48.88
,FON,FO,NIFTY,NIFTY-CE-24800-15MAY2025,LONG,75.0,2025-05-12 09:16:45,BUY,48.0,3600.0,2025-05-12 09:43:56,SELL,70.0,5250.0,1650.0,45.83,52.57
,FON,FO,NIFTY,NIFTY-CE-25100-15MAY2025,LONG,450.0,2025-05-14 11:14:46,BUY,9.5,4275.0,2025-05-14 11:47:15,SELL,7.0,3150.0,-1125.0,-26.32,50.49
,FON,FO,NIFTY,NIFTY-CE-25100-15MAY2025,EXPIRED,600.0,2025-05-15 15:08:32,BUY,1.3,780.0,2025-05-15 15:30:00,EXPIRED,0.0,0.0,-780.0,-100.0,47.22
