date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2025-03-03 00:00:00+05:30,3485.0,3523.25,3476.15,3493.05,4990439.0,0.0,0.0,
2025-03-04 00:00:00+05:30,3474.0,3551.0,3464.3,3532.05,2797737.0,0.0,0.0,
2025-03-05 00:00:00+05:30,3520.85,3600.35,3520.85,3547.05,2501894.0,0.0,0.0,
2025-03-06 00:00:00+05:30,3557.0,3609.45,3536.1,3601.6,2786513.0,0.0,0.0,
2025-03-07 00:00:00+05:30,3600.0,3625.0,3574.4,3611.2,2051315.0,0.0,0.0,
2025-03-10 00:00:00+05:30,3606.5,3622.1,3582.6,3589.65,1004626.0,0.0,0.0,
2025-03-11 00:00:00+05:30,3558.0,3588.75,3537.65,3575.3,1995450.0,0.0,0.0,
2025-03-12 00:00:00+05:30,3565.0,3569.25,3486.85,3506.2,3174167.0,0.0,0.0,
2025-03-13 00:00:00+05:30,3502.3,3524.3,3484.1,3511.05,1693004.0,0.0,0.0,
2025-03-17 00:00:00+05:30,3489.0,3530.45,3477.35,3497.7,2690906.0,0.0,0.0,
2025-03-18 00:00:00+05:30,3497.7,3497.7,3497.7,3497.7,0.0,0.0,0.0,
2025-03-19 00:00:00+05:30,3547.0,3547.0,3462.75,3497.1,3051244.0,0.0,0.0,
2025-03-20 00:00:00+05:30,3512.0,3578.95,3512.0,3563.15,2845192.0,0.0,0.0,
2025-03-21 00:00:00+05:30,3475.0,3616.25,3465.0,3578.1,4161925.0,0.0,0.0,
2025-03-24 00:00:00+05:30,3600.0,3649.75,3566.6,3628.95,1834751.0,0.0,0.0,
2025-03-25 00:00:00+05:30,3645.0,3710.0,3638.0,3657.75,3135390.0,0.0,0.0,
2025-03-26 00:00:00+05:30,3647.75,3680.5,3625.85,3635.8,1734499.0,0.0,0.0,
2025-03-27 00:00:00+05:30,3614.85,3663.0,3610.5,3651.2,2527399.0,0.0,0.0,
