date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2023-12-01 00:00:00+05:30,47.88,48.48,46.39,46.69,1407479.0,0.0,0.0,0.0
2023-12-04 00:00:00+05:30,47.58,48.38,46.79,47.58,1267712.0,0.0,0.0,0.0
2023-12-05 00:00:00+05:30,48.28,48.68,46.69,48.38,2348600.0,0.0,0.0,0.0
2023-12-06 00:00:00+05:30,48.68,48.98,47.28,47.53,1314098.0,0.0,0.0,0.0
2023-12-07 00:00:00+05:30,47.28,48.08,45.89,47.63,903852.0,0.0,0.0,0.0
2023-12-08 00:00:00+05:30,47.63,48.38,46.34,46.74,1083151.0,0.0,0.0,0.0
2023-12-11 00:00:00+05:30,49.03,49.03,49.03,49.03,1265571.0,0.0,0.0,0.0
2023-12-12 00:00:00+05:30,49.83,50.38,47.83,48.13,3017778.0,0.0,0.0,0.0
2023-12-13 00:00:00+05:30,48.88,49.63,48.33,49.18,2514527.0,0.0,0.0,0.0
2023-12-14 00:00:00+05:30,46.04,47.38,45.49,46.54,2519451.0,0.0,0.0,0.0
2023-12-15 00:00:00+05:30,47.33,47.33,45.99,46.14,889913.0,0.0,0.0,0.0
2023-12-18 00:00:00+05:30,46.29,47.04,45.99,46.49,1232287.0,0.0,0.0,0.0
2023-12-19 00:00:00+05:30,46.49,46.59,45.89,45.99,752722.0,0.0,0.0,0.0
2023-12-20 00:00:00+05:30,45.99,46.34,43.69,43.69,1722046.0,0.0,0.0,0.0
2023-12-21 00:00:00+05:30,42.1,44.89,41.55,43.54,1248297.0,0.0,0.0,0.0
2023-12-22 00:00:00+05:30,44.79,45.69,43.64,45.69,1010514.0,0.0,0.0,0.0
2023-12-26 00:00:00+05:30,46.59,46.74,44.19,45.49,1658962.0,0.0,0.0,0.0
2023-12-27 00:00:00+05:30,45.84,45.89,43.24,43.24,2305548.0,0.0,0.0,0.0
2023-12-28 00:00:00+05:30,41.1,42.3,41.1,41.1,4664640.0,0.0,0.0,0.0
2023-12-29 00:00:00+05:30,41.1,41.85,39.5,41.3,1236183.0,0.0,0.0,0.0
