date,open,high,low,close,volume,dividends,stock_splits
2024-06-03 00:00:00+05:30,1520.89,1525.88,1436.12,1440.31,795009,0.0,0.0
2024-06-04 00:00:00+05:30,1453.18,1453.18,1289.57,1378.03,1516268,0.0,0.0
2024-06-05 00:00:00+05:30,1371.3,1448.89,1320.78,1438.82,1531081,0.0,0.0
2024-06-06 00:00:00+05:30,1463.05,1486.99,1436.12,1472.32,1384239,0.0,0.0
2024-06-07 00:00:00+05:30,1481.05,1530.87,1454.32,1520.59,1811579,0.0,0.0
2024-06-10 00:00:00+05:30,1517.85,1520.59,1466.04,1478.06,2163902,0.0,0.0
2024-06-11 00:00:00+05:30,1492.62,1495.96,1467.74,1474.52,856521,0.0,0.0
2024-06-12 00:00:00+05:30,1483.0,1490.97,1468.53,1477.76,445042,0.0,0.0
2024-06-13 00:00:00+05:30,1486.39,1516.85,1479.01,1483.39,1067007,0.0,0.0
2024-06-14 00:00:00+05:30,1488.98,1494.86,1468.58,1475.96,619161,0.0,0.0
2024-06-18 00:00:00+05:30,1476.01,1510.92,1469.43,1506.68,881537,0.0,0.0
2024-06-19 00:00:00+05:30,1517.65,1521.84,1484.54,1511.77,602415,0.0,0.0
2024-06-20 00:00:00+05:30,1521.89,1556.1,1502.94,1548.42,932609,0.0,0.0
2024-06-21 00:00:00+05:30,1570.46,1634.24,1551.16,1584.47,2620495,0.0,0.0
2024-06-24 00:00:00+05:30,1588.16,1617.63,1558.39,1605.17,946346,0.0,0.0
2024-06-25 00:00:00+05:30,1606.66,1626.61,1570.76,1574.8,576522,0.0,0.0
2024-06-26 00:00:00+05:30,1580.68,1625.61,1580.68,1588.36,845281,0.0,0.0
2024-06-27 00:00:00+05:30,1585.72,1608.86,1545.83,1556.9,886087,0.0,0.0
2024-06-28 00:00:00+05:30,1575.05,1694.13,1561.58,1630.35,4102178,0.0,0.0
