date,open,high,low,close,volume,dividends,stock_splits
2021-03-01 00:00:00+05:30,15.95,16.9,15.75,16.3,182912199,0.0,0.0
2021-03-02 00:00:00+05:30,16.5,16.65,16.25,16.3,82198118,0.0,0.0
2021-03-03 00:00:00+05:30,16.4,16.55,16.25,16.35,95262247,0.0,0.0
2021-03-04 00:00:00+05:30,16.25,16.75,16.05,16.6,147502225,0.0,0.0
2021-03-05 00:00:00+05:30,16.6,16.9,16.3,16.35,102085430,0.0,0.0
2021-03-08 00:00:00+05:30,16.55,16.65,16.25,16.25,67424765,0.0,0.0
2021-03-09 00:00:00+05:30,16.25,16.4,15.95,16.05,77245066,0.0,0.0
2021-03-10 00:00:00+05:30,16.1,16.25,16.0,16.05,44844215,0.0,0.0
2021-03-12 00:00:00+05:30,16.0,16.25,15.85,15.9,81941288,0.0,0.0
2021-03-15 00:00:00+05:30,15.7,15.75,15.45,15.65,80249970,0.0,0.0
2021-03-16 00:00:00+05:30,15.65,15.65,15.4,15.45,53393224,0.0,0.0
2021-03-17 00:00:00+05:30,15.45,15.55,15.05,15.1,81186413,0.0,0.0
2021-03-18 00:00:00+05:30,15.2,15.3,14.8,14.9,92968773,0.0,0.0
2021-03-19 00:00:00+05:30,14.85,15.05,14.3,14.95,133410477,0.0,0.0
2021-03-22 00:00:00+05:30,14.95,15.1,14.75,14.85,62159949,0.0,0.0
2021-03-23 00:00:00+05:30,14.9,15.05,14.75,14.9,61085946,0.0,0.0
2021-03-24 00:00:00+05:30,14.85,15.0,14.6,14.65,59903730,0.0,0.0
2021-03-25 00:00:00+05:30,14.65,14.7,14.1,14.2,110609689,0.0,0.0
2021-03-26 00:00:00+05:30,14.25,14.5,14.0,14.05,106766399,0.0,0.0
2021-03-30 00:00:00+05:30,14.15,16.85,14.0,16.3,336230897,0.0,0.0
