date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2022-03-02 00:00:00+05:30,48.32,49.24,47.54,48.76,4423481.0,0.0,0.0,0.0
2022-03-03 00:00:00+05:30,49.68,50.89,49.48,50.11,5200564.0,0.0,0.0,0.0
2022-03-04 00:00:00+05:30,49.92,50.31,48.71,49.58,4357376.0,0.0,0.0,0.0
2022-03-07 00:00:00+05:30,47.11,48.51,47.11,47.25,7542675.0,0.0,0.0,0.0
2022-03-08 00:00:00+05:30,47.25,48.76,47.2,48.51,3934743.0,0.0,0.0,0.0
2022-03-09 00:00:00+05:30,50.21,50.94,49.48,50.94,4630516.0,0.0,0.0,0.0
2022-03-10 00:00:00+05:30,53.46,53.46,53.46,53.46,3681794.0,0.0,0.0,0.0
2022-03-11 00:00:00+05:30,53.46,55.3,50.79,53.8,8401751.0,0.0,0.0,0.0
2022-03-14 00:00:00+05:30,55.3,55.3,52.88,53.95,4640510.0,0.0,0.0,0.0
2022-03-15 00:00:00+05:30,54.92,54.92,52.3,52.78,4745850.0,0.0,0.0,0.0
2022-03-16 00:00:00+05:30,53.36,53.85,52.39,52.59,3514883.0,0.0,0.0,0.0
2022-03-17 00:00:00+05:30,52.68,54.33,50.21,53.02,35676564.0,0.0,0.0,0.0
2022-03-21 00:00:00+05:30,51.81,52.2,50.94,51.28,4960335.0,0.0,0.0,0.0
2022-03-22 00:00:00+05:30,51.42,51.42,49.87,51.23,2944445.0,0.0,0.0,0.0
2022-03-23 00:00:00+05:30,51.42,51.67,50.89,51.08,2783034.0,0.0,0.0,0.0
2022-03-24 00:00:00+05:30,50.94,51.08,49.97,50.6,2452206.0,0.0,0.0,0.0
2022-03-25 00:00:00+05:30,50.6,51.42,50.55,50.65,2800983.0,0.0,0.0,0.0
2022-03-28 00:00:00+05:30,50.7,50.94,49.53,49.92,3074861.0,0.0,0.0,0.0
2022-03-29 00:00:00+05:30,50.45,50.45,49.05,49.24,3865767.0,0.0,0.0,0.0
2022-03-30 00:00:00+05:30,49.58,51.67,49.53,51.67,4544749.0,0.0,0.0,0.0
