date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2025-03-03 00:00:00+05:30,279.45,286.35,279.3,283.55,11471554.0,0.0,0.0,0.0
2025-03-04 00:00:00+05:30,279.0,283.1,276.3,280.0,9331785.0,0.0,0.0,0.0
2025-03-05 00:00:00+05:30,281.4,286.95,278.65,285.1,10285712.0,0.0,0.0,0.0
2025-03-06 00:00:00+05:30,288.45,292.0,283.5,285.9,9782051.0,0.0,0.0,0.0
2025-03-07 00:00:00+05:30,287.4,287.7,282.9,284.8,8097300.0,0.0,0.0,0.0
2025-03-10 00:00:00+05:30,284.45,285.65,277.95,280.9,8165123.0,0.0,0.0,0.0
2025-03-11 00:00:00+05:30,277.0,279.3,273.2,277.75,8602609.0,0.0,0.0,0.0
2025-03-12 00:00:00+05:30,277.7,277.7,262.2,268.55,18584311.0,0.0,0.0,0.0
2025-03-13 00:00:00+05:30,268.55,271.1,263.35,264.0,8683943.0,0.0,0.0,0.0
2025-03-17 00:00:00+05:30,264.0,265.2,258.9,259.85,12697926.0,0.0,0.0,0.0
2025-03-18 00:00:00+05:30,259.85,259.85,259.85,259.85,0.0,0.0,0.0,0.0
2025-03-19 00:00:00+05:30,262.0,266.5,256.25,265.7,14044300.0,0.0,0.0,0.0
2025-03-20 00:00:00+05:30,269.2,273.95,267.5,268.0,17038774.0,0.0,0.0,0.0
2025-03-21 00:00:00+05:30,264.0,269.55,260.2,264.3,22659168.0,0.0,0.0,0.0
2025-03-24 00:00:00+05:30,267.05,271.65,265.4,269.4,9269617.0,0.0,0.0,0.0
2025-03-25 00:00:00+05:30,272.0,274.7,269.35,271.0,12563930.0,0.0,0.0,0.0
2025-03-26 00:00:00+05:30,272.0,272.25,266.75,267.4,7308412.0,0.0,0.0,0.0
2025-03-27 00:00:00+05:30,270.0,273.55,269.6,272.2,14783522.0,0.0,0.0,0.0
2025-03-28 00:00:00+05:30,271.0,271.85,261.6,262.25,14283389.0,0.0,0.0,0.0
