date,open,high,low,close,volume,dividends,stock_splits
2021-01-01 00:00:00+05:30,842.67,846.44,834.56,844.31,470271,0.0,0.0
2021-01-04 00:00:00+05:30,845.25,888.02,845.25,879.35,2897219,0.0,0.0
2021-01-05 00:00:00+05:30,881.09,908.8,875.1,904.7,3867519,0.0,0.0
2021-01-06 00:00:00+05:30,909.0,965.23,909.0,959.29,7456425,0.0,0.0
2021-01-07 00:00:00+05:30,975.33,992.01,946.77,967.71,3734212,0.0,0.0
2021-01-08 00:00:00+05:30,970.18,979.09,948.4,955.48,1525747,0.0,0.0
2021-01-11 00:00:00+05:30,958.75,960.73,931.72,955.23,1639562,0.0,0.0
2021-01-12 00:00:00+05:30,955.43,969.19,942.46,952.12,1026418,0.0,0.0
2021-01-13 00:00:00+05:30,953.35,969.19,953.25,964.24,1300730,0.0,0.0
2021-01-14 00:00:00+05:30,963.25,963.65,940.63,950.58,599023,0.0,0.0
2021-01-15 00:00:00+05:30,950.38,963.15,942.27,945.88,803504,0.0,0.0
2021-01-18 00:00:00+05:30,947.41,955.28,932.56,950.83,815585,0.0,0.0
2021-01-19 00:00:00+05:30,955.33,964.79,947.81,957.36,576221,0.0,0.0
2021-01-20 00:00:00+05:30,959.29,995.92,952.76,988.65,3130168,0.0,0.0
2021-01-21 00:00:00+05:30,999.88,1008.79,960.98,969.84,2160359,0.0,0.0
2021-01-22 00:00:00+05:30,1000.87,1029.58,969.14,1022.41,5778738,0.0,0.0
2021-01-25 00:00:00+05:30,1024.04,1027.01,983.4,1011.27,2143108,0.0,0.0
2021-01-27 00:00:00+05:30,998.74,1002.8,940.48,960.28,2217110,0.0,0.0
2021-01-28 00:00:00+05:30,942.46,981.91,942.46,960.78,1206307,0.0,0.0
2021-01-29 00:00:00+05:30,970.18,1000.87,966.32,976.17,1720621,0.0,0.0
