date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2020-08-03 00:00:00+05:30,180.72,183.17,178.88,180.95,72454278.0,0.0,0.0,
2020-08-04 00:00:00+05:30,181.99,182.41,179.31,180.34,43866676.0,0.0,0.0,
2020-08-05 00:00:00+05:30,181.42,185.28,179.78,180.2,68888892.0,0.0,0.0,
2020-08-06 00:00:00+05:30,181.0,183.07,179.07,179.73,59740172.0,0.0,0.0,
2020-08-07 00:00:00+05:30,180.2,180.81,178.41,179.45,44822338.0,0.0,0.0,
2020-08-10 00:00:00+05:30,180.58,184.01,180.44,182.41,48784530.0,0.0,0.0,
2020-08-11 00:00:00+05:30,183.54,185.24,182.37,183.59,43890305.0,0.0,0.0,
2020-08-12 00:00:00+05:30,184.48,192.25,183.17,191.35,157818228.0,0.0,0.0,
2020-08-13 00:00:00+05:30,193.43,195.12,188.95,190.04,70443118.0,0.0,0.0,
2020-08-14 00:00:00+05:30,191.07,192.01,183.17,184.95,56169088.0,0.0,0.0,
2020-08-17 00:00:00+05:30,186.79,186.98,180.25,181.75,54787889.0,0.0,0.0,
2020-08-18 00:00:00+05:30,182.41,184.25,180.44,183.64,46294169.0,0.0,0.0,
2020-08-19 00:00:00+05:30,184.86,188.53,184.39,185.47,59296062.0,0.0,0.0,
2020-08-20 00:00:00+05:30,182.6,184.81,181.9,183.31,37504602.0,0.0,0.0,
2020-08-21 00:00:00+05:30,187.31,189.66,186.04,186.74,68041871.0,0.0,0.0,
2020-08-24 00:00:00+05:30,188.25,190.88,186.93,189.61,53850253.0,0.0,0.0,
2020-08-25 00:00:00+05:30,192.01,196.2,190.79,195.73,105394375.0,0.0,0.0,
2020-08-26 00:00:00+05:30,196.25,197.99,194.04,197.52,66749637.0,0.0,0.0,
2020-08-27 00:00:00+05:30,198.13,203.78,198.13,202.98,80997993.0,0.0,0.0,
2020-08-28 00:00:00+05:30,204.25,212.63,204.06,211.64,95974037.0,0.0,0.0,
