date,open,high,low,close,volume,dividends,stock_splits
2022-01-03 00:00:00+05:30,490.45,497.76,488.96,494.53,32748423,0.0,0.0
2022-01-04 00:00:00+05:30,493.73,495.92,481.06,486.58,24100985,0.0,0.0
2022-01-05 00:00:00+05:30,483.94,489.71,480.56,486.73,15420105,0.0,0.0
2022-01-06 00:00:00+05:30,478.53,489.91,474.15,485.83,16563230,0.0,0.0
2022-01-07 00:00:00+05:30,487.02,492.44,480.76,487.57,15532165,0.0,0.0
2022-01-10 00:00:00+05:30,490.06,501.78,488.27,500.59,25193771,0.0,0.0
2022-01-11 00:00:00+05:30,499.89,504.76,495.07,498.21,16269193,0.0,0.0
2022-01-12 00:00:00+05:30,502.73,508.69,500.39,504.12,16255334,0.0,0.0
2022-01-13 00:00:00+05:30,500.89,510.63,491.75,508.79,27572553,0.0,0.0
2022-01-14 00:00:00+05:30,505.86,512.22,502.53,506.75,12655602,0.0,0.0
2022-01-17 00:00:00+05:30,511.62,523.65,508.84,521.76,27942414,0.0,0.0
2022-01-18 00:00:00+05:30,524.64,525.24,504.02,507.65,19353195,0.0,0.0
2022-01-19 00:00:00+05:30,506.85,518.98,501.68,517.63,21799071,0.0,0.0
2022-01-20 00:00:00+05:30,516.74,519.97,508.84,512.52,18364451,0.0,0.0
2022-01-21 00:00:00+05:30,507.25,510.68,491.2,498.75,17946821,0.0,0.0
2022-01-24 00:00:00+05:30,496.61,501.19,470.43,475.5,25228959,0.0,0.0
2022-01-25 00:00:00+05:30,470.87,489.46,464.76,487.52,22565698,0.0,0.0
2022-01-27 00:00:00+05:30,477.78,499.6,473.66,491.35,26676094,0.0,0.0
2022-01-28 00:00:00+05:30,497.41,506.21,492.24,494.23,21784640,0.0,0.0
