date,open,high,low,close,volume,dividends,stock_splits
2023-01-02 00:00:00+05:30,3167.32,3173.0,3142.26,3167.75,709547,0.0,0.0
2023-01-03 00:00:00+05:30,3158.58,3224.62,3152.07,3216.22,1245178,0.0,0.0
2023-01-04 00:00:00+05:30,3211.7,3231.76,3191.79,3219.43,1231668,0.0,0.0
2023-01-05 00:00:00+05:30,3234.53,3241.42,3187.66,3215.98,1826057,0.0,0.0
2023-01-06 00:00:00+05:30,3205.2,3206.7,3108.07,3119.29,2488376,0.0,0.0
2023-01-09 00:00:00+05:30,3136.24,3231.42,3128.61,3224.57,2885060,0.0,0.0
2023-01-10 00:00:00+05:30,3190.63,3203.25,3137.3,3191.99,3864655,0.0,0.0
2023-01-11 00:00:00+05:30,3195.58,3253.27,3177.18,3233.07,2720512,0.0,0.0
2023-01-12 00:00:00+05:30,3233.36,3253.76,3220.3,3238.56,2250391,0.0,0.0
2023-01-13 00:00:00+05:30,3246.86,3281.93,3210.05,3277.6,1742837,0.0,0.0
2023-01-16 00:00:00+05:30,3229.36,3264.41,3210.91,3245.96,1843607,8.0,0.0
2023-01-17 00:00:00+05:30,3242.02,3292.45,3233.26,3289.14,1688475,0.0,0.0
2023-01-18 00:00:00+05:30,3290.7,3318.88,3283.15,3300.44,2421189,0.0,0.0
2023-01-19 00:00:00+05:30,3290.7,3297.51,3272.2,3283.98,1585044,0.0,0.0
2023-01-20 00:00:00+05:30,3276.1,3304.96,3266.94,3274.25,1529349,0.0,0.0
2023-01-23 00:00:00+05:30,3298.49,3328.67,3266.94,3324.68,1067916,0.0,0.0
2023-01-24 00:00:00+05:30,3334.51,3360.75,3327.01,3345.51,1387863,0.0,0.0
2023-01-25 00:00:00+05:30,3334.8,3344.25,3315.04,3339.14,874110,0.0,0.0
2023-01-27 00:00:00+05:30,3335.48,3354.96,3292.94,3320.93,1785879,0.0,0.0
2023-01-30 00:00:00+05:30,3329.64,3367.08,3296.1,3342.93,1953798,0.0,0.0
