date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2024-07-01 00:00:00+05:30,18.0,18.25,17.35,17.55,43263229.0,0.0,0.0,0.0
2024-07-02 00:00:00+05:30,17.68,17.7,17.25,17.29,23888380.0,0.0,0.0,0.0
2024-07-03 00:00:00+05:30,17.5,17.58,17.0,17.25,23214653.0,0.0,0.0,0.0
2024-07-04 00:00:00+05:30,17.1,17.54,17.05,17.12,24375181.0,0.0,0.0,0.0
2024-07-05 00:00:00+05:30,17.15,17.39,16.85,16.98,31302410.0,0.0,0.0,0.0
2024-07-08 00:00:00+05:30,17.0,17.2,16.25,16.37,38851638.0,0.0,0.0,0.0
2024-07-09 00:00:00+05:30,16.39,17.18,16.37,17.14,45847287.0,0.0,0.0,0.0
2024-07-10 00:00:00+05:30,17.24,17.37,16.4,16.78,26011645.0,0.0,0.0,0.0
2024-07-11 00:00:00+05:30,17.06,17.06,16.47,16.54,24668519.0,0.0,0.0,0.0
2024-07-12 00:00:00+05:30,16.58,16.69,16.2,16.23,21771588.0,0.0,0.0,0.0
2024-07-15 00:00:00+05:30,16.29,16.6,15.65,16.21,37931259.0,0.0,0.0,0.0
2024-07-16 00:00:00+05:30,16.28,16.45,16.05,16.09,14979398.0,0.0,0.0,0.0
2024-07-18 00:00:00+05:30,16.0,16.09,15.57,15.78,21331830.0,0.0,0.0,0.0
2024-07-19 00:00:00+05:30,15.77,15.77,15.11,15.19,26358307.0,0.0,0.0,0.0
2024-07-22 00:00:00+05:30,14.97,15.83,14.64,15.43,28373358.0,0.0,0.0,0.0
2024-07-23 00:00:00+05:30,15.79,15.93,14.75,15.25,28917246.0,0.0,0.0,0.0
2024-07-24 00:00:00+05:30,15.25,16.01,15.25,16.01,26317824.0,0.0,0.0,0.0
2024-07-25 00:00:00+05:30,16.4,16.81,16.11,16.81,24263037.0,0.0,0.0,0.0
2024-07-26 00:00:00+05:30,17.65,17.65,16.71,16.87,71959926.0,0.0,0.0,0.0
2024-07-29 00:00:00+05:30,17.05,17.05,16.41,16.49,27879112.0,0.0,0.0,0.0
2024-07-30 00:00:00+05:30,16.5,17.24,16.46,16.86,36182718.0,0.0,0.0,0.0
