-5.11
6.15
6.15
0.78
-0.22
2.83
-2.05
5.09
0.38
-0.50
-0.11
3.56
2.86
-0.83
-2.39
-2.39
-0.41
3.82
-1.82
-1.82
1.54
0.61
-0.42
-0.36
-1.66
1.35
0.68
1.66
0.21
0.04
-2.09
-0.22
-1.26
0.18
0.25
-0.78
-0.39
-0.23
0.15
0.09
-0.62
-0.10
-0.46
-0.46
-0.57
0.19
-0.27
-0.30
0.48
0.00
-0.33
-1.19
-0.78
-0.10
