username,date,company,amount,exchange,segment,scrip_code,instrument_type,strike_price,expiry,trade_num,trade_time,side,quantity,price
deepshikhapatel,2024-05-29 00:00:00,TATA MOTORS,3778.4,NSE,EQ,500570,Equity,0,,63517933,11:54:26,Buy,4,944.6
deepshikhapatel,2024-06-25 00:00:00,DSP BlackRock Tax Saver Fund -,499.99,BMF,MF,F740K01OK1,MF,0,,,,Buy,3.49,143.35
deepshikhapatel,2024-06-25 00:00:00,HDFC INDEX FUND - NIFTY PLAN -,500.01,BMF,MF,F179K01WM1,MF,0,,,,Buy,2.2,227.49
deepshikhapatel,2024-06-28 00:00:00,I T C LTD,2547.6,NSE,EQ,500875,Equity,0,,24818849,09:25:05,Buy,6,424.6
deepshikhapatel,2024-07-31 00:00:00,DSP BlackRock Tax Saver Fund -,500.01,BMF,MF,F740K01OK1,MF,0,,,,Buy,3.25,153.76
deepshikhapatel,2024-07-31 00:00:00,HDFC INDEX FUND - NIFTY PLAN -,999.91,BMF,MF,F179K01WM1,MF,0,,,,Buy,4.18,239.38
deepshikhapatel,2024-08-02 00:00:00,ICICIPRAMC - BHARATIWIN,954.8,NSE,EQ,540787,Equity,0,,203231865,10:12:01,Buy,8,119.35
deepshikhapatel,2024-08-05 00:00:00,SYNCOM FORMU (BSE INDONEXT),44.58,NSE,EQ,524470,Equity,0,,612760270,13:18:32,Buy,3,14.86
deepshikhapatel,2024-08-26 00:00:00,DSP BlackRock Tax Saver Fund -,499.92,BMF,MF,F740K01OK1,MF,0,,,,Buy,3.25,154.01
deepshikhapatel,2024-08-26 00:00:00,HDFC INDEX FUND - NIFTY PLAN -,500.09,BMF,MF,F179K01WM1,MF,0,,,,Buy,2.08,240.43
deepshikhapatel,2024-09-25 00:00:00,DSP BlackRock Tax Saver Fund -,499.98,BMF,MF,F740K01OK1,MF,0,,,,Buy,3.14,159.43
deepshikhapatel,2024-09-25 00:00:00,HDFC INDEX FUND - NIFTY PLAN -,500.1,BMF,MF,F179K01WM1,MF,0,,,,Buy,2,249.93
deepshikhapatel,2024-09-25 00:00:00,ICICIPRAMC - BHARATIWIN,1071.9,NSE,EQ,540787,Equity,0,,204106803,11:13:32,Buy,9,119.1
deepshikhapatel,2024-09-25 00:00:00,TATA MOTORS,1924.2,NSE,EQ,500570,Equity,0,,603985931,11:11:54,Buy,2,962.1
deepshikhapatel,2024-10-25 00:00:00,DSP BlackRock Tax Saver Fund -,499.99,BMF,MF,F740K01OK1,MF,0,,,,Buy,3.34,149.52
deepshikhapatel,2024-10-25 00:00:00,HDFC INDEX FUND - NIFTY PLAN -,499.89,BMF,MF,F179K01WM1,MF,0,,,,Buy,2.15,232.4
deepshikhapatel,2024-11-08 00:00:00,ICICIPRAMC - BHARATIWIN,5706,NSE,EQ,540787,Equity,0,,202744689,10:31:50,Buy,50,114.12
deepshikhapatel,2024-11-08 00:00:00,Indian Railway Finance,455.13,NSE,EQ,543257,Equity,0,,202818900,10:35:15,Buy,3,151.71
deepshikhapatel,2024-11-08 00:00:00,TATA MOTORS,16225,NSE,EQ,500570,Equity,0,,602775356,10:31:11,Buy,20,811.25
deepshikhapatel,2024-11-08 00:00:00,TATA POWER,3087,NSE,EQ,500400,Equity,0,,602835266,10:33:50,Buy,7,441
deepshikhapatel,2024-11-08 00:00:00,TCS LTD,4141.2,NSE,EQ,532540,Equity,0,,602853285,10:34:46,Buy,1,4141.2
deepshikhapatel,2024-11-25 00:00:00,DSP BlackRock Tax Saver Fund -,499.91,BMF,MF,F740K01OK1,MF,0,,,,Buy,3.31,150.89
deepshikhapatel,2024-11-25 00:00:00,HDFC INDEX FUND - NIFTY PLAN -,499.94,BMF,MF,F179K01WM1,MF,0,,,,Buy,2.15,233.07
deepshikhapatel,2024-12-23 00:00:00,DSP BlackRock Tax Saver Fund -,1999.89,BMF,MF,F740K01OK1,MF,0,,,,Buy,13.43,148.9
deepshikhapatel,2024-12-23 00:00:00,HDFC INDEX FUND - NIFTY PLAN -,2000,BMF,MF,F179K01WM1,MF,0,,,,Buy,8.75,228.52
deepshikhapatel,2024-12-24 00:00:00,SYNCOM FORMU (BSE INDONEXT),2023,NSE,EQ,524470,Equity,0,,601678206,10:05:32,Buy,100,20.23
deepshikhapatel,2024-12-24 00:00:00,TATA MOTORS,2939.8,NSE,EQ,500570,Equity,0,,601651380,10:04:23,Buy,4,734.95
deepshikhapatel,2025-01-02 00:00:00,SYNCOM FORMU (BSE INDONEXT),2045,NSE,EQ,524470,Equity,0,,604593313,11:49:28,Buy,100,20.45
deepshikhapatel,2025-01-02 00:00:00,SYNCOM FORMU (BSE INDONEXT),2803.02,NSE,EQ,524470,Equity,0,,604593315,11:49:28,Buy,137,20.46
deepshikhapatel,2025-01-02 00:00:00,SYNCOM FORMU (BSE INDONEXT),5132.95,NSE,EQ,524470,Equity,0,,604593314,11:49:28,Buy,251,20.45
deepshikhapatel,2025-01-03 00:00:00,HDFC TAX SAVER - DIRECT PLAN -,4999.88,BMF,MF,F179K01YS4,MF,0,,,,Buy,3.48,1437.99
deepshikhapatel,2025-01-13 00:00:00,ADANI PORTS LTD,1097.25,NSE,EQ,532921,Equity,0,,775439,09:25,Buy,1,1097.25
deepshikhapatel,2025-01-13 00:00:00,I T C LTD,2202.25,NSE,EQ,500875,Equity,0,,201032162,09:25:59,Buy,5,440.45
deepshikhapatel,2025-01-13 00:00:00,ICICIPRAMC - BHARATIWIN,205.12,NSE,EQ,540787,Equity,0,,201106208,09:27:11,Buy,2,102.56
deepshikhapatel,2025-01-13 00:00:00,ICICIPRAMC - BHARATIWIN,2053,NSE,EQ,540787,Equity,0,,200949889,09:24:39,Buy,20,102.65
deepshikhapatel,2025-01-13 00:00:00,Indian Railway Finance,1350.2,NSE,EQ,543257,Equity,0,,200992334,09:25:20,Buy,10,135.02
deepshikhapatel,2025-02-05 00:00:00,DSP BlackRock Tax Saver Fund -,1999.95,BMF,MF,F740K01OK1,MF,0,,,,Buy,13.84,144.51
deepshikhapatel,2025-02-05 00:00:00,HDFC INDEX FUND - NIFTY PLAN -,1999.87,BMF,MF,F179K01WM1,MF,0,,,,Buy,8.76,228.19
deepshikhapatel,2025-02-05 00:00:00,HDFC TAX SAVER - DIRECT PLAN -,5000.21,BMF,MF,F179K01YS4,MF,0,,,,Buy,3.56,1406.13
deepshikhapatel,2025-03-06 00:00:00,DSP BlackRock Tax Saver Fund -,1999.83,BMF,MF,F740K01OK1,MF,0,,,,Buy,14.43,138.58
deepshikhapatel,2025-03-06 00:00:00,HDFC INDEX FUND - NIFTY PLAN -,1999.82,BMF,MF,F179K01WM1,MF,0,,,,Buy,9.2,217.3
deepshikhapatel,2025-03-07 00:00:00,HDFC TAX SAVER - DIRECT PLAN -,4999.32,BMF,MF,F179K01YS4,MF,0,,,,Buy,3.72,1343.54
