date,company,amount,exchange,segment,scrip_code,instrument_type,strike_price,expiry,trade_num,trade_time,side,quantity,price,qt,amt,remark,note
2022-08-12 00:00:00,DATA PATTERNS INDIA LTD,1664,NSE,EQ,543428,Equity,,,0,00:00:00,SELL,2,832,-2,-1664,,
2022-10-04 00:00:00,SUZLON ENERGY LIMITED,0,NSE,EQ,532667,Equity,,,0,00:00:00,BUY,71,0,71,0,,
2023-09-07 00:00:00,ORIENT GREEN POWER CO LTD,2740,NSE,EQ,533263,Equity,,,0,00:00:00,SELL,200,13.7,-200,-2740,-2740,
2023-09-29 00:00:00,ORIENT GREEN POWER CO LTD,0,NSE,EQ,533263,Equity,,,0,00:00:00,BUY,214,0,214,0,,
2023-11-20 00:00:00,ORIENT GREEN POWER CO LTD,6960,NSE,EQ,533263,Equity,,,0,00:00:00,SELL,300,23.2,-300,-6960,-6960,
2023-11-20 00:00:00,ORIENT GREEN POWER CO LTD,2320,NSE,EQ,533263,Equity,,,0,00:00:00,SELL,100,23.2,-100,-2320,-2320,
2023-11-23 00:00:00,PRAKASH STEELAGE LTD,330,NSE,EQ,533239,Equity,,,0,00:00:00,SELL,60,5.5,-60,-330,,
2023-11-23 00:00:00,PRAKASH STEELAGE LTD,55,NSE,EQ,533239,Equity,,,0,00:00:00,SELL,10,5.5,-10,-55,,
2023-11-23 00:00:00,PRAKASH STEELAGE LTD,55,NSE,EQ,533239,Equity,,,0,00:00:00,SELL,10,5.5,-10,-55,,
2023-11-23 00:00:00,PRAKASH STEELAGE LTD,55,NSE,EQ,533239,Equity,,,0,00:00:00,SELL,10,5.5,-10,-55,,
2023-11-23 00:00:00,PRAKASH STEELAGE LTD,55,NSE,EQ,533239,Equity,,,0,00:00:00,SELL,10,5.5,-10,-55,,
2023-11-23 00:00:00,PRAKASH STEELAGE LTD,825,NSE,EQ,533239,Equity,,,0,00:00:00,SELL,150,5.5,-150,-825,,
2023-11-23 00:00:00,PRAKASH STEELAGE LTD,275,NSE,EQ,533239,Equity,,,0,00:00:00,SELL,50,5.5,-50,-275,,
2024-01-18 00:00:00,CAPITAL TRADE LINKS LTD,40.2,NSE,EQ,538476,Equity,,,0,00:00:00,SELL,1,40.2,-1,-40.2,,
2024-01-18 00:00:00,RATTANINDIA POWER LIMITED,525,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,50,10.5,-50,-525,,
2024-01-18 00:00:00,RATTANINDIA POWER LIMITED,525,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,50,10.5,-50,-525,,
2024-01-18 00:00:00,RATTANINDIA POWER LIMITED,1050,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,100,10.5,-100,-1050,,
2024-01-18 00:00:00,RATTANINDIA POWER LIMITED,63,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,6,10.5,-6,-63,,
2024-01-18 00:00:00,RATTANINDIA POWER LIMITED,3087,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,294,10.5,-294,-3087,,
2024-01-19 00:00:00,CRESSANDA SOLUTIONS LTD.,600,NSE,EQ,512379,Equity,,,0,00:00:00,SELL,25,24,-25,-600,,
2024-01-25 00:00:00,LLOYDS ENGG WORK LIMITED,0,NSE,EQ,539992,Equity,,,0,00:00:00,BUY,5,0,5,0,,bonus
2024-02-12 00:00:00,K.P. Energy Limited,0,NSE,EQ,539686,Equity,,,0,00:00:00,BUY,120,0,120,0,,
2024-03-13 00:00:00,URJA GLOBAL LIMITED,1000,NSE,EQ,526987,Equity,,,0,00:00:00,SELL,50,20,-50,-1000,,
2024-03-13 00:00:00,URJA GLOBAL LIMITED,1000,NSE,EQ,526987,Equity,,,0,00:00:00,SELL,50,20,-50,-1000,,
2024-06-21 00:00:00,DEEPAK NITRITE LTD,2546,NSE,EQ,506401,Equity,,,0,00:00:00,BUY,1,2546,1,2546,,
2024-06-21 00:00:00,IDFC FIRST BANK LIMITED,1920.5,NSE,EQ,539437,Equity,,,0,00:00:00,BUY,23,83.5,23,1920.5,,
2024-06-21 00:00:00,KNR CONSTRU LTD.,2824,NSE,EQ,532942,Equity,,,0,00:00:00,BUY,8,353,8,2824,,
2024-07-04 00:00:00,CAPITAL TRADE LINKS LTD,2147.78,NSE,EQ,538476,Equity,,,0,00:00:00,SELL,34,63.17,-34,-2147.78,,
2024-07-04 00:00:00,RATTANINDIA POWER LIMITED,102.72,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,6,17.12,-6,-102.72,,
2024-07-04 00:00:00,RATTANINDIA POWER LIMITED,1609.28,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,94,17.12,-94,-1609.28,,
2024-07-04 00:00:00,RATTANINDIA POWER LIMITED,1712,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,100,17.12,-100,-1712,,
2024-07-29 00:00:00,VISESH INFOTECNICS LTD,82,NSE,EQ,532411,Equity,,,0,00:00:00,SELL,200,0.41,-200,-82,,
2024-08-27 00:00:00,ORIENT GREEN POWER CO LTD - RE,0,NSE,EQ,5332631,Equity,,,0,00:00:00,BUY,61,0,61,0,0,
