Security Code,Security Id,Security Name,ISIN No,Instrument
513307,SYNTHFO,SYNTHIKO FOILS LTD.,INE363L01029,Equity
513309,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$,INE327C01031,Equity
513337,GUJTLRM,GUJARAT TOOLROOM LTD.,INE145J01032,Equity
513349,AJMERA,AJMERA REALTY & INFRA INDIA LTD.,INE298G01027,Equity
513353,COCHINM,COCHIN MINERALS & RUTILE LTD.-$,INE105D01013,Equity
513361,ISWL,INDIA STEEL WORKS LTD.,INE072A01029,Equity
513369,KVFORGE,Krishanveer Forge Ltd,INE013J01016,Equity
513375,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,INE120A01034,Equity
513377,MMTC,MMTC LTD.,INE123F01029,Equity
513397,VALLABHSQ,VALLABH STEELS LTD.-$,INE457E01016,Equity
513401,ASHIS,ASHIANA ISPAT LTD.,INE587D01012,Equity
513403,PMTELELIN,P.M.TELELINNKS LTD.,INE092C01015,Equity
513418,SMFIL,Smiths & Founders (India) Limited,INE728B01032,Equity
513422,BLOIN,BLOOM INDUSTRIES LTD.,INE373E01015,Equity
513430,MAITRI,Maitri Enterprises Ltd,INE501L01024,Equity
513436,SHAHALLOYS,SHAH ALLOYS LTD.,INE640C01011,Equity
513452,ELANGO,ELANGO INDUSTRIES LTD.,INE594D01018,Equity
513456,KANSHST,KANISHK STEEL INDUSTRIES LTD.,INE791E01018,Equity
513460,MAHALXSE,MAHALAXMI SEAMLESS LTD.-$,INE257F01017,Equity
513472,SIMPLEXCAS,SIMPLEX CASTINGS LTD.,INE658D01011,Equity
513488,SSWRL,SHREE STEEL WIRE ROPES LTD.,INE387D01025,Equity
513496,SIZEMASTER,Sizemasters Technology Ltd,INE235U01012,Equity
513498,SOUTHMG,SOUTHERN MAGNESIUM & CHEMICALS LTD.,INE308N01012,Equity
513502,BAROEXT,BARODA EXTRUSION LTD.,INE927K01023,Equity
513507,GUJCONT,GUJARAT CONTAINERS LTD.,INE276I01011,Equity
513509,KALYANIFRG,KALYANI FORGE LTD.,INE314G01014,Equity
513511,PANCHMAHQ,PANCHMAHAL STEEL LTD.,INE798F01010,Equity
513513,ADITYA,ADITYA ISPAT LTD.,INE570B01012,Equity
513515,SRIND,S.R.INDUSTRIES LTD.,INE329C01011,Equity
513517,STEELCAS,STEELCAST LTD.,INE124E01020,Equity
513519,PITTIENG,Pitti Engineering Ltd-$,INE450D01021,Equity
513528,GLITTEKG,GLITTEK GRANITES LTD.,INE741B01027,Equity
513532,PRADPME,PRADEEP METALS LTD.,INE770A01010,Equity
513536,GNRL,Gujarat Natural Resources Limited,INE207H01018,Equity
513540,TNSTLTU,TAMILNADU STEEL TUBES LTD.,INE176E01012,Equity
513548,SHRDAIS,SHARDA ISPAT LTD.,INE385M01012,Equity
513554,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.,INE451L01014,Equity
513566,NOVIS,NOVA IRON & STEEL LTD.,INE608C01026,Equity
513575,STERPOW,Sterling Powergensys Limited,INE067E01013,Equity
513579,FFPL,FOUNDRY FUEL PRODUCTS LTD.,INE617C01027,Equity
513599,HINDCOPPER,HINDUSTAN COPPER LTD.,INE531E01026,Equity
513629,TULSYAN,TULSYAN NEC LTD.-$,INE463D01016,Equity
513642,AXELPOLY,AXEL POLYMERS LTD.,INE197C01012,Equity
513683,NLCINDIA,NLC India Ltd,INE589A01014,Equity
513687,SPECTRA,SPECTRA INDUSTRIES LTD.,INE848B01012,Equity
513693,KAJARIR,KIC METALIKS LTD.,INE434C01027,Equity
513699,SOLIDSTON,SOLID STONE COMPANY LTD.,INE584G01012,Equity
513709,SHILGRAVQ,SHILP GRAVURES LTD.-$,INE960A01017,Equity
513713,WHITEORG,White Organic Agro Ltd,INE146C01019,Equity
513721,MFSINTRCRP,MFS INTERCORP LTD.,INE614F01019,Equity
513729,AROGRANITE,ARO GRANITE INDUSTRIES LTD.-$,INE210C01013,Equity
514010,RUDRAECO,Rudra Ecovation Ltd,INE723D01021,Equity
514028,RAJKSYN,RAJKAMAL SYNTHETICS LTD.,INE376L01013,Equity
514030,DEEPAKSP,DEEPAK SPINNERS LTD.-$,INE272C01013,Equity
514036,LOYALTEX,LOYAL TEXTILE MILLS LTD.-$,INE970D01010,Equity
514043,HIMATSEIDE,HIMATSINGKA SEIDE LTD.,INE049A01027,Equity
514045,BSL,BSL LTD.,INE594B01012,Equity
514060,MARKOBENZ,Markobenz Ventures Ltd,INE229N01010,Equity
514087,PBMPOLY,PBM POLYTEX LTD.-$,INE501F01018,Equity
514113,ADINATH,ADINATH TEXTILES LTD.,INE207C01019,Equity
514128,KONARKSY,KONARK SYNTHETIC LTD.,INE517D01019,Equity
514138,SURYALA,SURYALATA SPINNING MILLS LTD.-$,INE132C01027,Equity
514140,SURYVANSP,SURYAVANSHI SPINNING MILLS LTD.-$,INE431C01023,Equity
514142,TTL,T T LTD.-$,INE592B01016,Equity
514162,WELSPUNLIV,Welspun Living Ltd,INE192B01031,Equity
514165,INDIANACRY,INDIAN ACRYLICS LTD.,INE862B01013,Equity
514167,GANECOS,GANESHA ECOSPHERE LTD.,INE845D01014,Equity
514171,CEETAIN,CEETA INDUSTRIES LTD.,INE760J01012,Equity
514175,VARDMNPOLY,VARDHMAN POLYTEX LTD.,INE835A01029,Equity
514183,BLACKROSE,BLACK ROSE INDUSTRIES LTD.,INE761G01016,Equity
514197,STCORP,S&T CORPORATION LTD.,INE110Q01023,Equity
514223,RAMGOPOLY,RAMGOPAL POLYTEX LTD.,INE410D01017,Equity
514234,SANGAMIND,SANGAM (INDIA) LTD.,INE495C01010,Equity
514236,TTLEL,TTL Enterprises Ltd,INE664X01025,Equity
514238,MKVENTURES,Mkventures Capital Ltd,INE874A01010,Equity
514240,KUSHIND,Kush Industries Ltd,INE979D01011,Equity
514248,SRECR,SREECHEM RESINS LTD.,INE377C01010,Equity
514260,SURBHIN,SURBHI INDUSTRIES LTD.,INE899E01019,Equity
514264,SEASONST,SEASONS TEXTILES LTD.-$,INE707B01010,Equity
514266,ZENIFIB,ZENITH FIBRES LTD.-$,INE106C01013,Equity
514272,BHILSPIN,BHILWARA SPINNERS LTD.,INE436C01014,Equity
514274,AARVEEDEN,AARVEE DENIMS & EXPORTS LTD.,INE273D01019,Equity
514280,SANTETX,SANRHEA TECHNICAL TEXTILES LTD.,INE589J01015,Equity
514286,ASHIMASYN,ASHIMA LTD.,INE440A01010,Equity
514300,PIONEEREMB,PIONEER EMBROIDERIES LTD.-$,INE156C01018,Equity
514302,VIPPYSP,VIPPY SPINPRO LTD.,INE660D01017,Equity
514312,JAIHINDS,JAIHIND SYNTHETICS LTD.,INE156E01014,Equity
514316,RAGHUSYN,RAGHUVIR SYNTHETICS LTD.,INE969C01022,Equity
514318,JATTAINDUS,JATTASHANKAR INDUSTIES LTD.,INE722N01014,Equity
514322,KAMADGIRI,KAMADGIRI FASHION LTD.-$,INE535C01013,Equity
514324,OMNITEX,OMNITEX INDUSTRIES (INDIA) LTD.,INE814D01010,Equity
514326,PATSPINLTD,PATSPIN INDIA LTD.,INE790C01014,Equity
514330,ONEGLOBAL,One Global Service Provider Ltd,INE670O01013,Equity
514332,NEOINFRA,NEO INFRACON LTD.,INE216I01017,Equity
514336,GENESIS,Genesis Ibrc India Ltd,INE194N01016,Equity
514348,WINSOME,WINSOME YARNS LTD.,INE784B01035,Equity
514354,PREMIERPOL,PREMIER POLYFILM LTD.,INE309M01012,Equity
514358,EVERFIN,Everlon Financials Ltd,INE339D01034,Equity
514360,KRRAIL,K&R Rail Engineering Ltd,INE078T01026,Equity
514378,YARNSYN,YARN SYNDICATE LTD.,INE564C01013,Equity
514400,GARWSYN,GARWARE SYNTHETICS LTD.,INE340D01016,Equity
514402,ECOHOTELS,Eco Hotels And Resorts Ltd,INE638N01012,Equity
514412,SARUPINDUS,SARUP INDUSTRIES LTD.-$,INE305D01019,Equity
514418,MANORG,Mangalam Organics Limited,INE370D01013,Equity
514428,HINDADH,HINDUSTAN ADHESIVES LTD.,INE074C01013,Equity
514442,SRIKPRIND,SRI KPR INDUSTRIES LTD.,INE009C01019,Equity
514448,JYOTIRES,JYOTI RESINS & ADHESIVES LTD.,INE577D01013,Equity
514450,MHLXMIRU,MAHALAXMI RUBTECH LTD.,INE112D01035,Equity
514454,SOUTLAT,SOUTHERN LATEX LTD.,INE410M01018,Equity
514460,OSWAYRN,OSWAL YARNS LTD.,INE670H01017,Equity
514470,WINSOMTX,WINSOME TEXTILE INDUSTRIES LTD.-$,INE837B01031,Equity
515008,MODINSU,MODERN INSULATORS LTD.,INE219W01012,Equity
515018,REGENCERAM,REGENCY CERAMICS LTD.,INE277C01012,Equity
515030,ASAHIINDIA,ASAHI INDIA GLASS LTD.,INE439A01020,Equity
515037,MURUDCERA,MURUDESHWAR CERAMICS LTD.,INE692B01014,Equity
515043,SAINTGOBAIN,SAINT-GOBAIN SEKURIT INDIA LTD.,INE068B01017,Equity
515055,ANANTRAJ,Anant Raj Limited-$,INE242C01024,Equity
515059,MADHUDIN,MADHUSUDAN INDUSTRIES LTD.,INE469C01023,Equity
515085,RESTILE,RESTILE CERAMICS LTD.,INE298E01022,Equity
515093,MADHAV,MADHAV MARBLES & GRANITES LTD.,INE925C01016,Equity
515127,RAMASIGNS,Ramasigns Industries Ltd,INE650D01026,Equity
515145,HINDNATGLS,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$,INE952A01022,Equity
515147,HALDYNGL,Haldyn Glass Ltd-$,INE506D01020,Equity
516003,DUROPLY,Duroply Industries Ltd,INE932D01010,Equity
516016,SHREYANIND,SHREYANS INDUSTRIES LTD.-$,INE231C01019,Equity
516020,AGIOPAPER,AGIO PAPER & INDUSTRIES LTD.-$,INE112C01011,Equity
516022,STARPAPER,STAR PAPER MILLS LTD.,INE733A01018,Equity
516030,PAKKA,Pakka Ltd-$,INE551D01018,Equity
516032,TAHMARENT,Tahmar Enterprises Ltd,INE385D01029,Equity
516038,SOMAPPR,SOMA PAPERS & INDUSTRIES LTD.,INE737E01011,Equity
516064,ARROWGREEN,Arrow Greentech Ltd,INE570D01018,Equity
516072,VISHNU,VISHNU CHEMICALS LTD.,INE270I01022,Equity
516078,JUMBO,JUMBO BAG LTD.,INE699D01015,Equity
516082,NRAIL,N.R.AGARWAL INDUSTRIES LTD.,INE740D01017,Equity
516092,3PLAND,3P Land Holdings Ltd,INE105C01023,Equity
516096,SANPA,SANGAL PAPERS LTD.,INE384D01022,Equity
516098,VENTURA,VENTURA TEXTILES LTD.,INE810C01044,Equity
516106,SHKARTP,SHREE KARTHIK PAPERS LTD.,INE538D01015,Equity
516108,STHINPA,SOUTH INDIA PAPER MILLS LTD.,INE088G01014,Equity
516110,FAMILYCARE,Family Care Hospitals Ltd,INE146N01016,Equity
517015,VINDHYATEL,VINDHYA TELELINKS LTD.,INE707A01012,Equity
517035,RIR,RIR Power Electronics Ltd,INE302D01016,Equity
517041,ADORWELD,ADOR WELDING LTD.,INE045A01017,Equity
517044,IDM,INTERNATIONAL DATA MANAGEMENT LTD.,INE649R01010,Equity
517059,SALZERELEC,SALZER ELECTRONICS LTD.-$,INE457F01013,Equity
517063,JETKINGQ,JETKING INFOTRAIN LTD.,INE919C01019,Equity
517096,APLAB,APLAB LTD.-$,INE273A01015,Equity
517119,PCS,PCS TECHNOLOGY LTD.,INE834B01012,Equity
517146,USHAMART,USHA MARTIN LTD.,INE228A01035,Equity
517166,SPELS,SPEL SEMICONDUCTOR LTD.,INE252A01019,Equity
517168,SUBROS,SUBROS LTD.,INE287B01021,Equity
517170,EDVENSWA,Edvenswa Enterprises Ltd,INE125G01014,Equity
517172,PERVASIVE,Pervasive Commodities Ltd,INE443P01020,Equity
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,INE671A01010,Equity
517201,SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER LTD.,INE311D01017,Equity
517206,LUMAXIND,LUMAX INDUSTRIES LTD.,INE162B01018,Equity
517214,DIGISPICE,Digispice Technologies Ltd-$,INE927C01020,Equity
517236,CALCOM,CALCOM VISION LTD.,INE216C01010,Equity
517238,DYNAVSN,DYNAVISION LTD.,INE083E01010,Equity
517246,BCCFUBA,BCC FUBA INDIA LTD.,INE788D01016,Equity
517258,PRECISIO,PRECISION ELECTRONICS LTD.,INE143C01024,Equity
517264,FINELINE,FINE-LINE CIRCUITS LTD.,INE087E01011,Equity
517271,HBLPOWER,HBL POWER SYSTEMS LTD.-$,INE292B01021,Equity
517273,S&SPOWER,S&S POWER SWITCHGEAR LTD.,INE902B01017,Equity
517288,GUJARATPOLY,Gujarat Poly Electronics Ltd,INE541F01022,Equity
517300,GIPCL,GUJARAT INDUSTRIES POWER CO.LTD.,INE162A01010,Equity
517334,MOTHERSON,Samvardhana Motherson International Ltd,INE775A01035,Equity
517344,MINDTECK,MINDTECK (INDIA) LTD.,INE110B01017,Equity
517354,HAVELLS,HAVELLS INDIA LTD.,INE176B01034,Equity
517356,ACIIN,ACI INFOCOM LTD.,INE167B01025,Equity
517360,SBECSYS,SBEC SYSTEMS (INDIA) LTD.,INE689V01018,Equity
517370,INCAP,INCAP LTD.,INE437C01012,Equity
517372,GUJINTRX,GUJARAT INTRUX LTD.-$,INE877E01015,Equity
517380,IGARASHI,IGARASHI MOTORS INDIA LTD.,INE188B01013,Equity
517385,SYMPHONY,Symphony Limited,INE225D01027,Equity
517393,VINTRON,VINTRON INFORMATICS LTD.,INE043B01028,Equity
517397,PANELEC,PAN ELECTRONICS INDIA LTD.,INE648E01010,Equity
517399,VXLINSTR,VXL INSTRUMENTS LTD.,INE756A01019,Equity
517411,SHYAMTEL,SHYAM TELECOM LTD.,INE635A01023,Equity
517415,LEENEE,LEE & NEE SOFTWARES (EXPORTS) LTD.,INE791B01014,Equity
517417,PATELSAI,PATELS AIRTEMP (INDIA) LTD.,INE082C01024,Equity
517421,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd,INE295F01017,Equity
517423,INTEGSW,INTEGRA SWITCHGEAR LTD.,INE0IPL01018,Equity
517431,NARMP,NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD.,INE060D01010,Equity
517437,DUTRON,DUTRON POLYMERS LTD.-$,INE940C01015,Equity
517447,RSSOFTWARE,R.S.SOFTWARE INDIA LTD.,INE165B01029,Equity
517449,MAGNAELQ,MAGNA ELECTRO CASTINGS LTD.-$,INE437D01010,Equity
517467,MARSONS,MARSONS LIMITED,INE415B01044,Equity
517477,ELNET,ELNET TECHNOLOGIES LTD.-$,INE033C01019,Equity
517494,ACCEL,Accel Ltd,INE258C01038,Equity
517498,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD.,INE855C01015,Equity
517500,ROTO,ROTO PUMPS LTD.,INE535D01029,Equity
517506,TTKPRESTIG,TTK PRESTIGE LTD.,INE690A01028,Equity
517514,DHINDIA,D&H India Ltd-$,INE589D01018,Equity
517522,RAJRATAN,RAJRATAN GLOBAL WIRE LTD.,INE451D01029,Equity
517530,SURANAT&P,Surana Telecom And Power Limited,INE130B01031,Equity
517536,ONWARDTEC,ONWARD TECHNOLOGIES LTD.,INE229A01017,Equity
517544,CENTUM,CENTUM ELECTRONICS LTD.,INE320B01020,Equity
517546,ALFATRAN,ALFA TRANSFORMERS LTD.,INE209C01015,Equity
517554,NHCFOODS,NHC FOODS LTD.,INE141C01028,Equity
517556,PVP,PVP VENTURES LTD.,INE362A01016,Equity
517562,TRIGYN,TRIGYN TECHNOLOGIES LTD.,INE948A01012,Equity
517569,KEI,KEI INDUSTRIES LTD.,INE878B01027,Equity
518011,KEERTHI,KEERTHI INDUSTRIES LTD.,INE145L01012,Equity
518017,BHEEMACEM,BHEEMA CEMENTS LTD.,INE333H01020,Equity
518075,SURAJ,SURAJ PRODUCTS LTD.,INE069E01019,Equity
518091,APCL,ANJANI PORTLAND CEMENT LTD.-$,INE071F01012,Equity
519003,MODINATUR,Modi Naturals Limited,INE537F01012,Equity
519014,PRSNTIN,PRASHANT INDIA LTD.,INE100E01012,Equity
519031,SHAHFOOD,SHAH FOODS LTD.,INE455D01012,Equity
519064,ZKHANDEN,KHANDELWAL EXTRACTION LTD.,INE687W01010,Equity
519091,TASTYBITE,TASTY BITE EATABLES LTD.,INE488B01017,Equity
519097,RITESHIN,RITESH INTERNATIONAL LTD.,INE534D01014,Equity
519105,AVTNPL,AVT NATURAL PRODUCTS LTD.,INE488D01021,Equity
519126,HNDFDS,HINDUSTAN FOODS LTD.,INE254N01026,Equity
519136,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,INE289A01011,Equity
519152,VADILENT,VADILAL ENTERPRISES LTD.,INE693D01018,Equity
519156,VADILALIND,VADILAL INDUSTRIES LTD.-$,INE694D01016,Equity
519174,ASHAI,ASHIANA AGRO INDUSTRIES LTD.,INE709D01012,Equity
519183,ADFFOODS,ADF FOODS LTD.-$,INE982B01027,Equity
519191,RGRL,Retro Green Revolution Ltd,INE601N01010,Equity
519214,WILLIMFI,WILLIAMSON FINANCIAL SERVICES LTD.,INE188E01017,Equity
519216,AJANTSOY,AJANTA SOYA LTD.,INE601B01023,Equity
519224,WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD.,INE210A01017,Equity
519234,SIEL,Superior Industrial Enterprises Limited,INE843L01012,Equity
519238,SPTRSHI,SAPTARISHI AGRO INDUSTRIES LTD.,INE233P01017,Equity
519262,PRIMAGR,PRIMA AGRO LTD.,INE297D01018,Equity
519285,TARAI,TARAI FOODS LTD.,INE906C01016,Equity
519287,MODAIRY,MODERN DAIRIES LTD.,INE617B01011,Equity
519295,BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,INE921D01013,Equity
519299,PRIMIND,PRIME INDUSTRIES LTD.,INE543F01028,Equity
519307,VIKASWSP,VIKAS WSP LTD.,INE706A01022,Equity
519331,VSFPROJ,VSF PROJECTS LTD.,INE923K01014,Equity
519359,POONADAL,POONA DAL & OIL INDUSTRIES LTD.,INE809E01018,Equity
519367,TRANSFD,TRANSGLOBE FOODS LTD.,INE213P01027,Equity
519383,ANIKINDS,ANIK INDUSTRIES LTD.,INE087B01017,Equity
519397,SHINDL,SHARAT INDUSTRIES LTD.,INE220Z01013,Equity
519413,DATIWARE,Datiware Maritime Infra Ltd,INE673U01014,Equity
519415,KMGMILK,KMG MILK FOOD LTD.,INE873N01015,Equity
519421,KSE,KSE LTD.-$,INE953E01014,Equity
519439,PIONAGR,PIONEER AGRO EXTRACTS LTD.,INE062E01014,Equity
519455,NARBADA,NARBADA GEMS AND JEWELLERY LTD.,INE540C01021,Equity
519457,VIRATCRA,VIRAT CRANE INDUSTRIES LTD.,INE295C01014,Equity
519463,IBINFO,IB INFOTECH ENTERPRISES LTD.,INE678B01021,Equity
519471,AMBARPIL,Ambar Protein Industries Ltd,INE072V01017,Equity
519475,CHORDIA,CHORDIA FOOD PRODUCTS LTD.,INE975C01011,Equity
519477,CIANAGRO,CIAN Agro Industries & Infrastructure Ltd,INE052V01019,Equity
519483,TAIIND,TAI INDUSTRIES LTD.-$,INE358D01018,Equity
519494,NKIND,N.K.INDUSTRIES LTD.,INE542C01019,Equity
519500,BKV,BKV INDUSTRIES LTD.,INE356C01022,Equity
519506,NCCBLUE,NCC BLUE WATER PRODUCTS LTD.,INE630N01019,Equity
519528,NORBTEAEXP,NORBEN TEA & EXPORTS LTD.,INE369C01017,Equity
519532,ASIANTNE,ASIAN TEA & EXPORTS LTD.-$,INE822B01017,Equity
519552,HERITGFOOD,Heritage Foods Limited,INE978A01027,Equity
519566,SIMRAN,SIMRAN FARMS LTD.,INE354D01017,Equity
519574,HINDUST,HINDUSTAN AGRIGENETICS LTD.,INE092301014,Equity
519600,CCL,CCL PRODUCTS (INDIA) LTD.,INE421D01022,Equity
519602,KELLTONTEC,Kellton Tech Solutions Ltd.,INE164B01022,Equity
519604,SURFI,SURYO FOODS & INDUSTRIES LTD.,INE565E01016,Equity
519606,INTEGFD,INTEGRATED PROTEINS LTD.,INE177M01013,Equity
519612,MAHAANF,MAHAAN FOODS LTD.,INE734D01010,Equity
520008,RICOAUTO,RICO AUTO INDUSTRIES LTD.,INE209B01025,Equity
520021,OMAXAUTO,OMAX AUTOS LTD.,INE090B01011,Equity
520043,MUNJALSHOW,MUNJAL SHOWA LTD.,INE577A01027,Equity
520051,JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,INE039C01032,Equity
520056,TVSHLTD,TVS Holdings Ltd,INE105A01035,Equity
520057,JTEKTINDIA,Jtekt India Ltd,INE643A01035,Equity
520059,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,INE672B01032,Equity
520066,JAYBARMARU,JAY BHARAT MARUTI LTD.,INE571B01036,Equity
520073,RACLGEAR,RACL Geartech Ltd,INE704B01017,Equity
520075,SAMKRG,SAMKRG PISTONS & RINGS LTD.-$,INE706B01012,Equity
520081,ECSTSTL,EAST COAST STEEL LTD.,INE315F01013,Equity
520086,SICALLOG,SICAL LOGISTICS LTD.,INE075B01020,Equity
520111,RATNAMANI,RATNAMANI METALS & TUBES LTD.-$,INE703B01027,Equity
520113,VESUVIUS,VESUVIUS INDIA LTD.,INE386A01015,Equity
520119,ASAL,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,INE900C01027,Equity
520121,ARCEEIN,ARCEE INDUSTRIES LTD.,INE276D01012,Equity
520123,ABCINDQ,ABC INDIA LTD.-$,INE125D01011,Equity
520127,BALTE,BALURGHAT TECHNOLOGIES LTD.,INE654B01014,Equity
520131,COARO,COASTAL ROADWAYS LTD.,INE229E01019,Equity
520141,SIBARAUT,SIBAR AUTO PARTS LTD.,INE441C01014,Equity
520151,SHREYAS,SHREYAS SHIPPING & LOGISTICS LTD.,INE757B01015,Equity
520155,STARLOG,Starlog Enterprises Ltd,INE580C01019,Equity
521003,SHVSUIT,SHIVA SUITINGS LTD.,INE02Z901011,Equity
521005,TITANIN,Titan Intech Ltd,INE807M01023,Equity
521014,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS LTD.,INE022C01012,Equity
521016,ICIL,INDO COUNT INDUSTRIES LTD.,INE483B01026,Equity
521018,MARALOVER,MARAL OVERSEAS LTD.,INE882A01013,Equity
521034,SOMATEX,SOMA TEXTILES & INDUSTRIES LTD.,INE314C01013,Equity
521036,SOURCEIND,SOURCE INDUSTRIES (INDIA) LTD.,INE695C01015,Equity
521048,ADVLIFE,ADVANCE LIFESTYLES LTD.,INE900E01015,Equity
521054,KAKTEX,KAKATIYA TEXTILES LTD.,INE092E01011,Equity
521062,OCTAVE,Perfect-Octave Media Projects Ltd,INE814L01013,Equity
521064,TRIDENT,TRIDENT LTD.,INE064C01022,Equity
521068,HISARSP,HISAR SPINNING MILLS LTD.,INE689E01014,Equity
521070,ALOKINDS,ALOK INDUSTRIES LTD.,INE270A01029,Equity
521080,PASARI,PASARI SPINNING MILLS LTD.,INE604F01010,Equity
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,INE484D01012,Equity
521105,OLYMPTX,OLYMPIA INDUSTRIES LTD.,INE482O01021,Equity
521109,NAGREEKEXP,NAGREEKA EXPORTS LTD.-$,INE123B01028,Equity
521113,SUDTIND-B,SUDITI INDUSTRIES LTD.,INE691D01012,Equity
521131,SBFL,Shree Bhavya Fabrics Ltd,INE363D01018,Equity
521133,GEMSPIN,GEM SPINNERS INDIA LTD.,INE165F01020,Equity
521137,EUREKAI,EUREKA INDUSTRIES LTD.,INE958A01011,Equity
521141,ADITYASP,ADITYA SPINNERS LTD.,INE122D01026,Equity
521149,PRIMEURB,PRIME URBAN DEVELOPMENT INDIA LTD.,INE419E01024,Equity
521151,DHANFAB,DHANLAXMI FABRICS LTD.,INE953D01016,Equity
521161,SLSTLQ,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$,INE456D01010,Equity
521163,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,INE206B01013,Equity
521178,SRMCL,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,INE306D01017,Equity
521180,SUPERSPIN,SUPER SPINNING MILLS LTD.,INE662A01027,Equity
521194,SILINV,SIL INVESTMENTS LTD.,INE923A01015,Equity
521200,SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD.,INE713B01026,Equity
521206,SAMTEX,SAMTEX FASHIONS LTD.-$,INE931D01020,Equity
521216,DHANROTO,DHANALAXMI ROTO SPINNERS LTD.,INE220C01012,Equity
521220,DAMODARIND,DAMODAR INDUSTRIES LTD.-$,INE497D01022,Equity
521222,SANBLUE,SANBLUE CORPORATION LTD.,INE602D01027,Equity
521226,UNIROYAL,UNIROYAL INDUSTRIES LTD.,INE980D01019,Equity
521228,TATIAGLOB,TATIA GLOBAL VENNTURE LTD.,INE083G01031,Equity
521232,SUNILTX,SUNIL INDUSTRIES LTD.,INE124M01015,Equity
521234,SRINACHA,SRI NACHAMMAI COTTON MILLS LTD.-$,INE443E01016,Equity
521238,KDL,KKRRAFTON Developers Ltd,INE893C01032,Equity
521240,SAMBANDAM,SAMBANDAM SPINNING MILLS LTD.-$,INE304D01012,Equity
521242,KANDAGIRI,KANDAGIRI SPINNING MILLS LTD.-$,INE292D01019,Equity
521244,MKPMOB,MKP Mobility Ltd,INE676G01024,Equity
521246,PARASPETRO,PARAS PETROFILS LTD.,INE162C01024,Equity
521248,KITEX,KITEX GARMENTS LTD.,INE602G01020,Equity
522001,CRANEX,CRANEX LTD.,INE608B01010,Equity
522004,BATLIBOI,BATLIBOI LTD.-$,INE177C01022,Equity
522005,AUSTENG,AUSTIN ENGINEERING CO.LTD.,INE759F01012,Equity
522014,UNIDT,UNITED DRILLING TOOLS LTD.,INE961D01019,Equity
522017,FLUIDOM,FLUIDOMAT LTD.,INE459C01016,Equity
522027,EMAINDIA,EMA INDIA LTD.,INE279D01016,Equity
522029,WINDMACHIN,WINDSOR MACHINES LTD.,INE052A01021,Equity
522034,SHANTIGEAR,SHANTHI GEARS LTD.,INE631A01022,Equity
522036,MIVENMACH,MIVEN MACHINE TOOLS LTD.,INE338P01014,Equity
522064,HONDAPOWER,Honda India Power Products Ltd,INE634A01018,Equity
522073,HITECHGEAR,The Hi-Tech Gears Ltd,INE127B01011,Equity
522074,ELGIEQUIP,ELGI EQUIPMENTS LTD.,INE285A01027,Equity
522091,UVDRHOR,UNITED VAN DER HORST LTD.,INE890G01021,Equity
522101,KLBRENG-B,KILBURN ENGINEERING LTD.,INE338F01015,Equity
522105,BIRLAPREC,BIRLA PRECISION TECHNOLOGIES LTD.,INE372E01025,Equity
522108,YUKEN,YUKEN INDIA LTD.-$,INE384C01016,Equity
522113,TIMKEN,TIMKEN INDIA LTD.,INE325A01013,Equity
522122,VOITHPAPR,VOITH PAPER FABRICS INDIA LTD.-$,INE285C01015,Equity
522152,SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,INE410A01013,Equity
522163,DIACABS,Diamond Power Infrastructure Limited-$,INE989C01020,Equity
522165,INDSILHYD,INDSIL HYDRO POWER AND MANGANESE LTD.-$,INE867D01018,Equity
522171,TMTIND-B1,TMT (INDIA) LTD.,INE182E01010,Equity
522183,ITL,ITL INDUSTRIES LTD.-$,INE478D01014,Equity
522195,FRONTSP,FRONTIER SPRINGS LTD.,INE572D01014,Equity
522205,PRAJIND,PRAJ INDUSTRIES LTD.,INE074A01025,Equity
522207,RASANDIK,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,INE682D01011,Equity
522209,YOGISUNG,YOGI SUNG-WON (INDIA) LTD.,INE429B01011,Equity
522215,HLEGLAS,HLE Glascoat Ltd,INE461D01028,Equity
