Security Code,Security Id,Security Name,ISIN No,Instrument
540575,STARCEMENT,Star Cement Ltd,INE460H01021,Equity
540590,RIDDHICORP,Riddhi Corporate Services Ltd,INE325X01015,Equity
540595,TEJASNET,Tejas Networks Ltd,INE010J01012,Equity
540596,ERIS,Eris Lifesciences Ltd,INE406M01024,Equity
540602,GTPL,GTPL Hathway Ltd,INE869I01013,Equity
540611,AUBANK,AU Small Finance Bank Ltd,INE949L01017,Equity
540612,LOWVOLIETF,ICICI Prudential Nifty 100 Low Volatility 30 ETF,INF109KC19U5,Equity
540613,GEL,Gautam Exim Ltd,INE721X01015,Equity
540614,GGENG,G G Engineering Ltd,INE694X01030,Equity
540615,7NR,7NR Retail Ltd,INE413X01035,Equity
540642,SALASAR,Salasar Techno Engineering Ltd,INE170V01027,Equity
540647,GANGESSECU,Ganges Securities Ltd,INE335W01016,Equity
540648,PALASHSECU,Palash Securities Ltd,INE471W01019,Equity
540649,AVADHSUGAR,Avadh Sugar & Energy Ltd,INE349W01017,Equity
540650,MAGADSUGAR,Magadh Sugar & Energy Ltd,INE347W01011,Equity
540651,JIGAR,Jigar Cables Ltd,INE943X01015,Equity
540652,CTCL,Captain Technocast Ltd,INE931X01010,Equity
540654,GSTL,Globalspace Technologies Ltd,INE632W01016,Equity
540669,UTINEXT50,UTI Nifty Next 50 ETF,INF789F1AUW9,Equity
540673,SIS,SIS Ltd,INE285J01028,Equity
540678,COCHINSHIP,Cochin Shipyard Ltd,INE704P01025,Equity
540679,SMSLIFE,SMS Lifesciences India Ltd,INE320X01016,Equity
540680,KIOCL,KIOCL Ltd,INE880L01014,Equity
540681,CHOTHANI,Chothani Foods Ltd,INE344X01016,Equity
540686,SMRUTHIORG,Smruthi Organics Ltd,INE172E01011,Equity
540691,ABCAPITAL,Aditya Birla Capital Ltd,INE674K01013,Equity
540692,APEX,Apex Frozen Foods Ltd,INE346W01013,Equity
540693,SHISHIND,Shish Industries Ltd,INE145Y01015,Equity
540694,ANG,ANG Lifesciences India Ltd,INE236W01016,Equity
540696,KCDGROUP,KCD Industries India Ltd,INE185U01035,Equity
540699,DIXON,Dixon Technologies (India) Ltd,INE935N01020,Equity
540700,BRNL,Bharat Road Network Ltd,INE727S01012,Equity
540701,DCAL,Dishman Carbogen Amcis Ltd,INE385W01011,Equity
540702,LASA,Lasa Supergenerics Ltd,INE670X01014,Equity
540703,PROCLB,Pro Clb Global Ltd,INE438C01010,Equity
540704,MATRIMONY,Matrimony.com Ltd,INE866R01028,Equity
540709,RHFL,Reliance Home Finance Ltd,INE217K01011,Equity
540710,CAPACITE,Capacite Infraprojects Ltd,INE264T01014,Equity
540715,SAGAR,Sagar Diamonds Ltd,INE146Y01013,Equity
540716,ICICIGI,ICICI Lombard General Insurance Company Ltd,INE765G01017,Equity
540717,PQIF,Polo Queen Industrial and Fintech Ltd,INE689M01025,Equity
540718,AKM,AKM Creations Ltd,INE777X01017,Equity
540719,SBILIFE,SBI Life Insurance Company Ltd,INE123W01016,Equity
540724,DIAMONDYD,Prataap Snacks Ltd,INE393P01035,Equity
540725,SHAREINDIA,Share India Securities Ltd,INE932X01018,Equity
540726,TTFL,Trident Texofab Ltd,INE071Y01013,Equity
540727,POOJA,Poojawestern Metaliks Ltd,INE973X01012,Equity
540728,SAYAJIIND,Sayaji Industries Ltd,INE327G01032,Equity
540729,VANTABIO,Vanta Bioscience Ltd,INE695X01011,Equity
540730,MEHAI,Mehai Technology Ltd,INE062Y01012,Equity
540735,IRIS,IRIS Business Services Ltd,INE864K01010,Equity
540737,SGRL,Shree Ganesh Remedies Ltd,INE414Y01015,Equity
540738,STL,Shreeji Translogistics Ltd,INE402Y01028,Equity
540743,GODREJAGRO,Godrej Agrovet Ltd,INE850D01014,Equity
540749,MASFIN,MAS Financial Services Ltd,INE348L01012,Equity
540750,IEX,Indian Energy Exchange Ltd,INE022Q01020,Equity
540755,GICRE,General Insurance Corporation of India,INE481Y01014,Equity
540756,KAARYAFSL,Kaarya Facilities and Services Ltd,INE282Y01016,Equity
540757,SCPL,Sheetal Cool Products Ltd,INE501Y01019,Equity
540762,TIINDIA,Tube Investments of India Ltd,INE974X01010,Equity
540767,NAM-INDIA,Nippon Life India Asset Management Ltd,INE298J01013,Equity
540768,MAHLOG,Mahindra Logistics Ltd,INE766P01016,Equity
540769,NIACL,The New India Assurance Company Ltd,INE470Y01017,Equity
540774,IFGLEXPOR,IFGL Refractories Ltd,INE133Y01011,Equity
540775,KHADIM,Khadim India Ltd,INE834I01025,Equity
540776,5PAISA,5paisa Capital Ltd,INE618L01018,Equity
540777,HDFCLIFE,HDFC Life Insurance Company Ltd,INE795G01014,Equity
540782,SBRANDS,Sanghvi Brands Ltd,INE204Y01010,Equity
540786,SHARIKA,Sharika Enterprises Ltd,INE669Y01022,Equity
540787,ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC,INF109KB15Y7,Equity
540788,ASPIRA,Aspira Pathlab & Diagnostics Ltd,INE500C01017,Equity
540789,DNAMEDIA,Diligent Media Corporation Ltd,INE016M01021,Equity
540795,DYCL,Dynamic Cables Ltd,INE600Y01019,Equity
540796,RATNABHUMI,Ratnabhumi Developers Ltd,INE821Y01011,Equity
540797,SHALBY,Shalby Ltd,INE597J01018,Equity
540798,FSC,Future Supply Chain Solutions Ltd,INE935Q01015,Equity
540809,MRCAGRO,MRC Agrotech Ltd,INE333Y01017,Equity
540811,DML,Diggi Multitrade Ltd,INE158R01012,Equity
540821,SADHNA,Sadhna Broadcast Ltd,INE994R01028,Equity
540824,ASTRON,Astron Paper & Board Mill Ltd,INE646X01014,Equity
540843,RITHWIKFMS,Rithwik Facility Management Services Ltd,INE819Y01015,Equity
540850,JFL,Jhandewalas Foods Ltd,INE841Y01019,Equity
540874,7SEASL,7Seas Entertainment Ltd,INE454F01010,Equity
540879,APOLLO,Apollo Micro Systems Ltd,INE713T01028,Equity
540900,NEWGEN,Newgen Software Technologies Ltd,INE619B01017,Equity
540901,PRAXIS,Praxis Home Retail Ltd,INE546Y01022,Equity
540902,AMBER,Amber Enterprises India Ltd,INE371P01015,Equity
540903,CRPRISK,CRP Risk Management Ltd,INE422M01013,Equity
540904,TIRUFOAM,Tirupati Foam Ltd,INE115G01015,Equity
540914,SRUSTEELS,SRU Steels Ltd,INE425C01017,Equity
540923,ASHOKAMET,Ashoka Metcast Ltd,INE760Y01011,Equity
540935,GALAXYSURF,Galaxy Surfactants Ltd,INE600K01018,Equity
540936,GGL,Gautam Gems Ltd,INE063Z01017,Equity
540937,MEDICO,Medico Remedies Ltd,INE630Y01024,Equity
540938,GUJHYSPIN,Gujarat Hy-Spin Ltd,INE578V01013,Equity
540952,LAL,Lorenzini Apparels Ltd,INE740X01023,Equity
540953,KENVI,Kenvi Jewels Ltd,INE923Y01023,Equity
540954,IWP,The Indian Wood Products Company Ltd,INE586E01020,Equity
540955,TDSL,Tasty Dairy Specialities Ltd,INE773Y01014,Equity
540956,BHATIA,Bhatia Communications & Retail (India) Ltd,INE341Z01025,Equity
540961,SHIVAMILLS,Shiva Mills Ltd,INE644Y01017,Equity
540975,ASTERDM,Aster DM Healthcare Ltd,INE914M01019,Equity
540980,YSL,The Yamuna Syndicate Ltd,INE868X01014,Equity
541005,KANCOTEA,Kanco Tea & Industries Ltd,INE398L01017,Equity
541006,ANGEL,Angel Fibers Ltd,INE339Z01011,Equity
541019,HGINFRA,H.G. Infra Engineering Ltd,INE926X01010,Equity
541083,INFLAME,Inflame Appliances Ltd,INE464Z01017,Equity
541096,BPLPHARMA,Bharat Parenterals Ltd,INE365Y01019,Equity
541112,SHREESHAY,Shreeshay Engineers Ltd,INE452Z01012,Equity
541133,ACFL,Apex Capital And Finance Ltd,INE758W01019,Equity
541143,BDL,Bharat Dynamics Ltd,INE171Z01026,Equity
541144,ACTIVE,Active Clothing Co Ltd,INE380Z01015,Equity
541152,GOYALALUM,Goyal Aluminiums Ltd,INE705X01026,Equity
541153,BANDHANBNK,Bandhan Bank Ltd,INE545U01014,Equity
541154,HAL,Hindustan Aeronautics Ltd,INE066F01020,Equity
541161,KBCGLOBAL,KBC Global Ltd,INE278R01034,Equity
541163,SANDHAR,Sandhar Technologies Ltd,INE278H01035,Equity
541167,YASHO,Yasho Industries Ltd,INE616Z01012,Equity
541178,BENARA,Benara Bearings and Pistons Ltd,INE495Z01011,Equity
541179,ISEC,ICICI Securities Ltd,INE763G01038,Equity
541195,MIDHANI,Mishra Dhatu Nigam Ltd,INE099Z01011,Equity
541196,LEX,Lex Nimble Solutions Ltd,INE860Y01019,Equity
541206,OBCL,Orissa Bengal Carrier Ltd,INE426Z01016,Equity
541228,TRL,Taylormade Renewables Ltd,INE459Z01017,Equity
541233,LEMONTREE,Lemon Tree Hotels Ltd,INE970X01018,Equity
541269,CHEMFAB,Chemfab Alkalis Ltd,INE783X01023,Equity
541276,HARDWYN,Hardwyn India Ltd,INE626Z01029,Equity
541299,DLCL,Dr Lalchandani Labs Ltd,INE871Z01013,Equity
541301,ORIENTELEC,Orient Electric Ltd,INE142Z01019,Equity
541302,DHRUV,Dhruv Consultancy Services Ltd,INE506Z01015,Equity
541303,AKSHAR,Akshar Spintex Ltd,INE256Z01025,Equity
541304,INDOUS,Indo Us Bio-Tech Ltd,INE250Z01010,Equity
541313,BSE500IETF,ICICI Prudential S&P BSE 500 ETF,INF109KC1V59,Equity
541336,INDOSTAR,Indostar Capital Finance Ltd,INE896L01010,Equity
541337,MILEFUR,Milestone Furniture Ltd,INE424Z01011,Equity
541338,UHZAVERI,U. H. Zaveri Ltd,INE556Z01010,Equity
541347,PARVATI,Parvati Sweetners and Power Ltd,INE295Z01015,Equity
541352,MEGASTAR,Megastar Foods Ltd,INE00EM01016,Equity
541353,INNOVATORS,Innovators Facade Systems Ltd,INE870Z01015,Equity
541358,UCIL,Unifinz Capital India Ltd,INE926R01012,Equity
541400,ZIMLAB,Zim Laboratories Ltd,INE518E01015,Equity
541402,AFFORDABLE,Affordable Robotic & Automation Ltd,INE692Z01013,Equity
541403,DOLLAR,Dollar Industries Ltd,INE325C01035,Equity
541418,NGIL,Nakoda Group of Industries Ltd,INE236Y01012,Equity
541444,PALMJEWELS,Palm Jewels Ltd,INE838Z01012,Equity
541445,WAA,Waa Solar Ltd,INE799N01012,Equity
541450,ADANIGREEN,Adani Green Energy Ltd,INE364U01010,Equity
541503,UNICK,Unick Fix-A-Form And Printers Ltd,INE250G01010,Equity
541540,SOLARA,Solara Active Pharma Sciences Ltd,INE624Z01016,Equity
541546,GAYAHWS,Gayatri Highways Ltd,INE287Z01012,Equity
541556,RITES,RITES Ltd,INE320J01015,Equity
541557,FINEORG,Fine Organic Industries Ltd,INE686Y01026,Equity
541578,VARROC,Varroc Engineering Ltd,INE665L01035,Equity
541601,RAJNISH,Rajnish Wellness Ltd,INE685Z01033,Equity
541633,STRAEXPO,Sophia Traexpo Ltd,INE268X01017,Equity
541634,RAWEDGE,Raw Edge Industrial Solutions Ltd,INE960Z01014,Equity
541700,TCNSBRANDS,TCNS Clothing Co. Ltd,INE778U01029,Equity
541701,SUPERSHAKT,Supershakti Metaliks Ltd,INE00SY01011,Equity
541702,ASHNI,Ashnisha Industries Ltd,INE694W01024,Equity
541703,RACONTEUR,Raconteur Global Resources Ltd,INE00WY01013,Equity
541729,HDFCAMC,HDFC Asset Management Company Ltd,INE127D01025,Equity
541735,VIVANTA,Vivanta Industries Ltd,INE299W01022,Equity
541741,TINNATFL,Tinna Trade Ltd,INE401Z01019,Equity
541770,CREDITACC,CreditAccess Grameen Ltd,INE741K01010,Equity
541771,AMINTAN,Amin Tannery Ltd,INE572Z01017,Equity
541778,DEEP,Deep Polymers Ltd,INE00IY01012,Equity
541799,SMEL,Sungold Media and Entertainment Ltd,INE266S01011,Equity
541809,NEXT50IETF,ICICI Prudential Nifty Next 50 ETF,INF109KC1NS5,Equity
541865,ASRL,Add-Shop ERetail Ltd,INE01B501018,Equity
541890,SPACEINCUBA,Space Incubatrics Technologies Ltd,INE797Z01010,Equity
541929,SGIL,Synergy Green Industries Ltd,INE00QT01015,Equity
541945,RANJEET,Ranjeet Mechatronics Ltd,INE01A501019,Equity
541956,IRCON,IRCON International Ltd,INE962Y01021,Equity
541967,SKYGOLD,Sky Gold Ltd,INE01IU01018,Equity
541972,SETFSN50,SBI - ETF - SENSEX NEXT 50,INF200KA1VQ2,Equity
541973,MACH,Mac Hotels Ltd,INE004Z01011,Equity
541974,MANORAMA,Manorama Industries Ltd,INE00VM01036,Equity
541983,INNOVATIVE,Innovative Ideals and Services (India) Ltd,INE492Y01011,Equity
541988,AAVAS,AAVAS Financiers Ltd,INE216P01012,Equity
542011,GRSE,Garden Reach Shipbuilders & Engineers Ltd,INE382Z01011,Equity
542012,AAL,A-1 Acid Ltd,INE911Z01017,Equity
542013,DOLFIN,Dolfin Rubbers Ltd,INE666Y01010,Equity
542019,SHUBHAM,Shubham Polyspin Ltd,INE01J501010,Equity
542020,AKI,AKI India Ltd,INE642Z01026,Equity
542025,SUNRETAIL,Sun Retail Ltd,INE206Z01020,Equity
542034,SMGOLD,S. M. Gold Ltd,INE00Q901014,Equity
542046,VIVIDM,Vivid Mercantile Ltd,INE647Z01017,Equity
542057,BCPL,BCPL Railway Infrastructure Ltd,INE00SW01015,Equity
542066,ATGL,Adani Total Gas Ltd,INE399L01023,Equity
542123,PHOSPHATE,The Phosphate Company Ltd,INE398C01016,Equity
542131,NIFTYETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),INF769K01EG9,Equity
542141,TECHNOE,Techno Electric & Engineering Company Ltd,INE285K01026,Equity
542145,RONI,Roni Households Ltd,INE02AP01013,Equity
542146,SKIFL,Shree Krishna Infrastructure Ltd,INE951Z01013,Equity
542155,DGL,Diksha Greens Ltd,INE01GR01018,Equity
542176,ARYAN,Aryan Share and Stock Brokers Ltd,INE016X01010,Equity
542206,NIVAKA,Nivaka Fashions Ltd,INE139E01028,Equity
542216,DALBHARAT,Dalmia Bharat Ltd,INE00R701025,Equity
542230,ABSLNN50ET,Aditya Birla Sun Life Nifty Next 50 ETF,INF209KB16D7,Equity
542231,NILASPACES,Nila Spaces Ltd,INE00S901012,Equity
542232,SRD,Shankar Lal Rampal Dye-Chem Ltd,INE01NE01012,Equity
542233,TREJHARA,Trejhara Solutions Ltd,INE00CA01015,Equity
542248,DECCAN,Deccan Health Care Ltd,INE452W01019,Equity
542285,AXITA,Axita Cotton Ltd,INE02EZ01022,Equity
542323,KPIGREEN,KPI Green Energy Ltd,INE542W01017,Equity
542332,HIKLASS,Hi-Klass Trading and Investment Ltd,INE302R01024,Equity
542333,RPSGVENT,RPSG Ventures Ltd,INE425Y01011,Equity
542337,SPENCERS,Spencers Retail Ltd,INE020801028,Equity
542351,GLOSTERLTD,Gloster Ltd,INE350Z01018,Equity
542367,XELPMOC,Xelpmoc Design and Tech Ltd,INE01P501012,Equity
542376,SPACAPS,SPA Capital Services Ltd,INE726X01014,Equity
542377,AARSHYAM,Aar Shyam India Investment Company Ltd,INE512R01010,Equity
542383,RITCO,Ritco Logistics Ltd,INE01EG01016,Equity
542399,CHALET,Chalet Hotels Ltd,INE427F01016,Equity
542437,ANMOL,Anmol India Ltd,INE02AR01019,Equity
542446,JONJUA,Jonjua Overseas Ltd,INE793Z01027,Equity
542459,KRANTI,Kranti Industries Ltd,INE911T01010,Equity
542460,ANUP,The Anup Engineering Ltd,INE294Z01018,Equity
542484,ARVINDFASN,Arvind Fashions Ltd,INE955V01021,Equity
542513,UTISXN50,UTI S&P BSE Sensex Next 50 ETF,INF789F1AUU3,Equity
542524,AIHL,Ambassador Intra Holdings Ltd,INE342U01016,Equity
542544,JYOTIN,Jyot International Marketing Ltd,INE043R01016,Equity
542579,AGOL,Ashapuri Gold Ornament Ltd,INE05FR01029,Equity
542580,AARTECH,Aartech Solonics Ltd,INE01C001018,Equity
542592,HBEL,Humming Bird Education Ltd,INE02PC01019,Equity
542597,MSTCLTD,MSTC Ltd,INE255X01014,Equity
542599,ROOPSHRI,Roopshri Resorts Ltd,INE03WT01017,Equity
542627,CHANDNIMACH,Chandni Machines Ltd,INE01GZ01011,Equity
542628,NSL,Northern Spirits Ltd,INE01BL01012,Equity
542649,RVNL,Rail Vikas Nigam Ltd,INE415G01027,Equity
542650,METROPOLIS,Metropolis Healthcare Ltd,INE112L01020,Equity
542651,KPITTECH,KPIT Technologies Ltd,INE04I401011,Equity
542652,POLYCAB,Polycab India Ltd,INE455K01017,Equity
542654,VRFILMS,V R Films & Studios Ltd,INE06LG01010,Equity
542655,VIKASLIFE,Vikas Lifecare Ltd,INE161L01027,Equity
542665,NEOGEN,Neogen Chemicals Ltd,INE136S01016,Equity
542666,GKP,G. K. P. Printing & Packaging Ltd,INE05QJ01015,Equity
542667,WORL,White Organic Retail Ltd,INE06CG01019,Equity
542668,EVANS,Evans Electric Ltd,INE06TD01010,Equity
542669,BMW,BMW Industries Ltd,INE374E01021,Equity
542670,AEPL,Artemis Electricals and Projects Ltd,INE757T01025,Equity
542678,CHCL,Cian Healthcare Ltd,INE05BN01019,Equity
542679,DEL,Dhanashree Electronics Ltd,INE413F01016,Equity
542682,HARISH,Harish Textile Engineers Ltd,INE01K301012,Equity
542684,PPL,Prakash Pipes Ltd,INE050001010,Equity
542685,DGCONTENT,Digicontent Ltd,INE03JI01017,Equity
542694,PARSHVA,Parshva Enterprises Ltd,INE05MV01019,Equity
542721,ARL,Anand Rayons Ltd,INE02GA01012,Equity
542724,MURAE,Murae Organisor Ltd,INE060601023,Equity
542725,SBC,SBC Exports Ltd,INE04AK01028,Equity
542726,INDIAMART,IndiaMART InterMESH Ltd,INE933S01016,Equity
542728,SKIEL,SK International Export Ltd,INE04ST01013,Equity
542729,DCMNVL,DCM Nouvelle Ltd,INE08KP01019,Equity
542730,BANKIETF,ICICI Prudential Nifty Bank ETF,INF109KC15I8,Equity
542747,SNXT50BEES,Nippon India ETF S&P BSE Sensex Next 50,INF204KB15D0,Equity
542752,AFFLE,Affle (India) Ltd,INE00WC01027,Equity
542753,SEACOAST,Seacoast Shipping Services Ltd,INE277T01024,Equity
542758,PVTBANIETF,ICICI Prudential Nifty Private Bank ETF,INF109KC18U7,Equity
542759,SPANDANA,Spandana Sphoorty Financial Ltd,INE572J01011,Equity
542760,SWSOLAR,Sterling and Wilson Renewable Energy Ltd,INE00M201021,Equity
542770,ALPHALOGIC,Alphalogic Techsys Ltd,INE08E401029,Equity
542771,NOVATEOR,Novateor Research Laboratories Ltd,INE08JY01013,Equity
542772,360ONE,360 ONE WAM LTD,INE466L01038,Equity
542773,IIFLSEC,IIFL Securities Ltd,INE489L01022,Equity
542774,MUFIN,Mufin Green Finance Ltd,INE08KJ01020,Equity
542801,MISQUITA,Misquita Engineering Ltd,INE957W01025,Equity
542802,GALACTICO,Galactico Corporate Services Ltd,INE906Y01028,Equity
542803,VEL,Vaxfab Enterprises Ltd,INE560T01015,Equity
542804,NIESSPJ,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLANDIVIDEND PAYOUT,INF204KB12F2,Equity
542805,NIESSPI,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,INF204KB13E3,Equity
542806,NIESSPB,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT BONUS PLAN BONUS,INF204KB10E9,Equity
542807,NIESSPO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,INF204KB10F6,Equity
542808,NIESSPC,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,INF204KB14E1,Equity
542809,NIESSPP,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,INF204KB11F4,Equity
542810,NIESSPA,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - BONUS PLANBONUS,INF204KB18E2,Equity
542811,NIESSPG,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,INF204KB17E4,Equity
542812,FLUOROCHEM,Gujarat Fluorochemicals Ltd,INE09N301011,Equity
542813,NIEHSPA,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1- DIRECT DIVIDEND PLAN REINVESTMENT,INF204KB10G4,Equity
542814,NIEHSPB,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,INF204KB11G2,Equity
542815,NIEHSPC,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,INF204KB12G0,Equity
542816,NIEHSPF,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,INF204KB15G3,Equity
542817,NIEHSPI,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,INF204KB17F1,Equity
542818,NIEHSPK,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,INF204KB18F9,Equity
542819,NIEHSPM,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,INF204KB19F7,Equity
542820,NIEHSPN,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,INF204KB19G5,Equity
542830,IRCTC,Indian Railway Catering and Tourism Corporation Ltd,INE335Y01020,Equity
542836,NIESSPD,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN REINVESTMENT,INF204KB15E8,Equity
542837,NIESSPE,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,INF204KB11E7,Equity
542838,NIESSPF,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,INF204KB16E6,Equity
542839,NIEHSPD,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,INF204KB13G8,Equity
542840,NIESSPH,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,INF204KB12E5,Equity
542841,NIEHSPE,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,INF204KB14G6,Equity
542842,NIESSPK,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,INF204KB13F0,Equity
542843,NIEHSPG,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,INF204KB16F3,Equity
542844,NIEHSPH,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN DIVIDEND PAYOUT,INF204KB16G1,Equity
542845,NIEHSPJ,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,INF204KB17G9,Equity
542846,NIEHSPL,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,INF204KB18G7,Equity
542847,NIESSPL,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,INF204KB19E0,Equity
542848,NIESSPM,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,INF204KB14F8,Equity
542849,NIESSPN,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,INF204KB15F5,Equity
542850,GOBLIN,Goblin India Ltd,INE492Z01018,Equity
542851,GENSOL,Gensol Engineering Ltd,INE06H201014,Equity
542852,VISHWARAJ,Vishwaraj Sugar Industries Ltd,INE430N01022,Equity
542857,GREENPANEL,Greenpanel Industries Ltd,INE08ZM01014,Equity
542862,SHAHLON,Shahlon Silk Industries Ltd,INE052001026,Equity
542863,ABSLBANETF,Aditya Birla Sun Life Nifty Bank ETF,INF209KB17D5,Equity
542864,MOUNT,Mount Housing and Infrastructure Ltd,INE444X01014,Equity
542865,ANUROOP,Anuroop Packaging Ltd,INE490Z01012,Equity
542866,COLABCLOUD,Colab Cloud Platforms Ltd,INE317W01022,Equity
542867,CSBBANK,CSB Bank Ltd,INE679A01013,Equity
542904,UJJIVANSFB,Ujjivan Small Finance Bank Ltd,INE551W01018,Equity
542905,HINDWAREAP,Hindware Home Innovation Ltd,INE05AN01011,Equity
542906,EASUN,Easun Capital Markets Ltd,INE771C01014,Equity
542907,PRINCEPIPE,Prince Pipes and Fittings Ltd,INE689W01016,Equity
542911,ASSAMENT,Assam Entrade Ltd,INE165G01010,Equity
542918,GIANLIFE,Gian Life Care Ltd,INE063601012,Equity
542919,ARTEMISMED,Artemis Medicare Services Ltd,INE025R01021,Equity
542920,SUMICHEM,Sumitomo Chemical India Ltd,INE258G01013,Equity
542921,MIDCAPIETF,ICICI Prudential Nifty Midcap 150 ETF,INF109KC11W8,Equity
542922,NEXT50,Mirae Asset Nifty Next 50 ETF (MANXT50ETF),INF769K01FN2,Equity
542924,JANUSCORP,Janus Corporation Ltd,INE04OV01018,Equity
542931,VARDHANCFL,Vardhan Capital & Finance Ltd,INE128G01018,Equity
542933,UNIVPHOTO,Universus Photo Imagings Ltd,INE03V001013,Equity
542934,CBPL,Chandra Bhagat Pharma Ltd,INE07QQ01016,Equity
542938,OCTAVIUSPL,Octavius Plantations Ltd,INE117S01016,Equity
543064,SUVENPHAR,Suven Pharmaceuticals Ltd,INE03QK01018,Equity
543065,SMAUTO,SM Auto Stamping Ltd,INE0C4I01011,Equity
543066,SBICARD,SBI Cards and Payment Services Ltd,INE018E01016,Equity
543144,08MPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),INF204KB11T5,Equity
543145,08ADR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),INF204KB12S5,Equity
543146,08MPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),INF204KB12T3,Equity
543147,08AMD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),INF204KB13S3,Equity
543148,08AMR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),INF204KB14S1,Equity
