datetime,exchange,segment,symbol,scrip_name,side,amount,quantity,price,expiry_date
2022-06-02 14:36:58,FON,FO,NIFTY,NIFTY-CE-16600-02JUN2022,SELL,3500.0,100.0,35.0,2022-06-02
2022-06-03 00:00:00,NSE,EQ,VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,SELL,700.0,500.0,1.4,
2022-06-06 11:46:59,FON,FO,NIFTY,NIFTY-PE-16400-09JUN2022,BUY,4900.0,50.0,98.0,2022-06-09
2022-06-06 12:04:59,FON,FO,NIFTY,NIFTY-PE-16400-09JUN2022,SELL,4250.0,50.0,85.0,2022-06-09
2022-06-07 14:35:19,NSE,EQ,WIPRO,WIPRO LTD.,BUY,2335.0,5.0,467.0,
2022-07-06 00:00:00,NSE,EQ,CAMPUS,CAMPUS ACTIVEWEAR LIMITED,SELL,1732.75,5.0,346.55,
2022-08-12 00:00:00,NSE,EQ,DATAPATTNS,DATA PATTERNS INDIA LTD,SELL,1664.0,2.0,832.0,
2022-10-04 00:00:00,NSE,EQ,SUZLON,SUZLON ENERGY LIMITED,BUY,0.0,71.0,0.0,
2023-09-07 00:00:00,NSE,EQ,GREENPOWER,ORIENT GREEN POWER CO LTD,SELL,2740.0,200.0,13.7,
2023-09-29 00:00:00,NSE,EQ,GREENPOWER,ORIENT GREEN POWER CO LTD,BUY,0.0,214.0,0.0,
2023-11-20 00:00:00,NSE,EQ,GREENPOWER,ORIENT GREEN POWER CO LTD,SELL,9280.0,400.0,23.2,
2023-11-23 00:00:00,NSE,EQ,PRAKASHSTL,PRAKASH STEELAGE LTD,SELL,1650.0,300.0,5.5,
2023-12-05 13:44:10,FON,FO,NIFTY,NIFTY-CE-20800-07DEC2023,BUY,5400.0,50.0,108.0,2023-12-07
2023-12-05 15:11:06,FON,FO,NIFTY,NIFTY-CE-20800-07DEC2023,SELL,6087.5,50.0,121.75,2023-12-07
2023-12-08 14:55:19,FON,FO,NIFTY,NIFTY-CE-20950-14DEC2023,BUY,5750.0,50.0,115.0,2023-12-14
2023-12-08 15:09:58,FON,FO,NIFTY,NIFTY-CE-20950-14DEC2023,SELL,7050.0,50.0,141.0,2023-12-14
2023-12-12 14:00:35,FON,FO,NIFTY,NIFTY-PE-21050-14DEC2023,BUY,5750.0,50.0,115.0,2023-12-14
2023-12-12 14:45:53,FON,FO,NIFTY,NIFTY-PE-21050-14DEC2023,SELL,7127.5,50.0,142.55,2023-12-14
2023-12-13 10:03:10,FON,FO,NIFTY,NIFTY-PE-20850-14DEC2023,BUY,3150.0,50.0,63.0,2023-12-14
2023-12-13 11:00:21,FON,FO,NIFTY,NIFTY-PE-20850-14DEC2023,SELL,2750.0,50.0,55.0,2023-12-14
2023-12-13 13:21:37,FON,FO,NIFTY,NIFTY-CE-20850-14DEC2023,BUY,3237.5,50.0,64.75,2023-12-14
2023-12-13 14:17:24,FON,FO,NIFTY,NIFTY-CE-20850-14DEC2023,SELL,3957.5,50.0,79.15,2023-12-14
2023-12-14 13:11:54,FON,FO,NIFTY,NIFTY-CE-21100-14DEC2023,BUY,3750.0,50.0,75.0,2023-12-14
2023-12-14 13:50:40,FON,FO,NIFTY,NIFTY-CE-21100-14DEC2023,SELL,4550.0,50.0,91.0,2023-12-14
2023-12-15 12:47:04,FON,FO,NIFTY,NIFTY-CE-21350-21DEC2023,BUY,6150.0,50.0,123.0,2023-12-21
2023-12-15 13:13:49,FON,FO,NIFTY,NIFTY-CE-21350-21DEC2023,SELL,6020.0,50.0,120.4,2023-12-21
2023-12-19 14:32:15,FON,FO,NIFTY,NIFTY-CE-21500-21DEC2023,BUY,4400.0,50.0,88.0,2023-12-21
2023-12-19 14:46:45,FON,FO,NIFTY,NIFTY-CE-21500-21DEC2023,SELL,4100.0,50.0,82.0,2023-12-21
2023-12-20 13:12:16,FON,FO,NIFTY,NIFTY-PE-21500-21DEC2023,BUY,3200.0,50.0,64.0,2023-12-21
2023-12-20 13:26:54,FON,FO,NIFTY,NIFTY-PE-21500-21DEC2023,SELL,5000.0,50.0,100.0,2023-12-21
2023-12-20 14:15:51,FON,FO,NIFTY,NIFTY-PE-21250-21DEC2023,BUY,3150.0,50.0,63.0,2023-12-21
2023-12-20 14:17:25,FON,FO,NIFTY,NIFTY-PE-21250-21DEC2023,SELL,2500.0,50.0,50.0,2023-12-21
2023-12-21 14:41:07,FON,FO,NIFTY,NIFTY-CE-21250-21DEC2023,BUY,1567.5,50.0,31.35,2023-12-21
2023-12-21 15:24:11,FON,FO,NIFTY,NIFTY-CE-21250-21DEC2023,SELL,235.0,50.0,4.7,2023-12-21
2023-12-26 12:02:12,FON,FO,NIFTY,NIFTY-CE-21500-28DEC2023,BUY,5150.0,50.0,103.0,2023-12-28
2023-12-26 12:29:30,FON,FO,NIFTY,NIFTY-CE-21500-28DEC2023,SELL,4837.5,50.0,96.75,2023-12-28
2023-12-28 09:50:55,FON,FO,NIFTY,NIFTY-CE-21750-28DEC2023,BUY,3150.0,50.0,63.0,2023-12-28
2023-12-28 09:56:13,FON,FO,NIFTY,NIFTY-CE-21750-28DEC2023,SELL,2850.0,50.0,57.0,2023-12-28
2024-01-01 13:30:51,FON,FO,NIFTY,NIFTY-CE-21750-04JAN2024,BUY,6300.0,50.0,126.0,2024-01-04
2024-01-01 14:10:03,FON,FO,NIFTY,NIFTY-CE-21750-04JAN2024,SELL,8250.0,50.0,165.0,2024-01-04
2024-01-04 14:29:14,FON,FO,NIFTY,NIFTY-PE-21650-04JAN2024,BUY,700.0,50.0,14.0,2024-01-04
2024-01-05 14:27:22,FON,FO,NIFTY,NIFTY-PE-21650-11JAN2024,BUY,6250.0,50.0,125.0,2024-01-11
2024-01-05 14:32:02,FON,FO,NIFTY,NIFTY-PE-21650-11JAN2024,SELL,5900.0,50.0,118.0,2024-01-11
2024-01-12 11:01:15,FON,FO,NIFTY,NIFTY-CE-21900-18JAN2024,BUY,6000.0,50.0,120.0,2024-01-18
2024-01-12 11:05:39,FON,FO,NIFTY,NIFTY-CE-21900-18JAN2024,SELL,5600.0,50.0,112.0,2024-01-18
2024-01-16 12:16:50,FON,FO,NIFTY,NIFTY-PE-22100-18JAN2024,BUY,5700.0,50.0,114.0,2024-01-18
2024-01-16 12:22:45,FON,FO,NIFTY,NIFTY-PE-22100-18JAN2024,SELL,5500.0,50.0,110.0,2024-01-18
2024-01-18 00:00:00,NSE,EQ,CTL,CAPITAL TRADE LINKS LTD,SELL,40.2,1.0,40.2,
2024-01-18 00:00:00,NSE,EQ,RTNPOWER,RATTANINDIA POWER LIMITED,SELL,5250.0,500.0,10.5,
2024-01-19 00:00:00,NSE,EQ,CRESSAN,CRESSANDA SOLUTIONS LTD.,SELL,600.0,25.0,24.0,
2024-01-24 15:00:52,FON,FO,NIFTY,NIFTY-CE-21400-25JAN2024,BUY,6650.0,50.0,133.0,2024-01-25
2024-01-24 15:04:23,FON,FO,NIFTY,NIFTY-CE-21400-25JAN2024,SELL,6000.0,50.0,120.0,2024-01-25
2024-01-25 00:00:00,NSE,EQ,LLOYDSENGG,LLOYDS ENGG WORK LIMITED,BUY,0.0,5.0,0.0,
2024-02-01 12:53:39,FON,FO,NIFTY,NIFTY-CE-21750-01FEB2024,BUY,2100.0,50.0,42.0,2024-02-01
2024-02-01 13:02:04,FON,FO,NIFTY,NIFTY-CE-21750-01FEB2024,SELL,1327.5,50.0,26.55,2024-02-01
2024-02-12 00:00:00,NSE,EQ,KPEL,K.P. ENERGY LIMITED,BUY,0.0,120.0,0.0,
2024-02-16 13:32:23,FON,FO,BANKNIFTY,BANKNIFTY-PE-46500-21FEB2024,BUY,6450.0,15.0,430.0,2024-02-21
2024-02-16 13:35:44,FON,FO,BANKNIFTY,BANKNIFTY-PE-46500-21FEB2024,SELL,5625.0,15.0,375.0,2024-02-21
2024-02-16 13:39:08,FON,FO,BANKNIFTY,BANKNIFTY-CE-46500-21FEB2024,BUY,7035.0,15.0,469.0,2024-02-21
2024-02-16 13:57:05,FON,FO,BANKNIFTY,BANKNIFTY-CE-46500-21FEB2024,SELL,7836.0,15.0,522.4,2024-02-21
2024-02-21 12:45:49,FON,FO,NIFTY,NIFTY-PE-22250-22FEB2024,BUY,5000.0,50.0,100.0,2024-02-22
2024-02-21 12:47:17,FON,FO,NIFTY,NIFTY-PE-22250-22FEB2024,SELL,4857.5,50.0,97.15,2024-02-22
2024-02-22 13:39:46,FON,FO,NIFTY,NIFTY-CE-21950-22FEB2024,BUY,2250.0,50.0,45.0,2024-02-22
2024-02-22 14:05:10,FON,FO,NIFTY,NIFTY-CE-21950-22FEB2024,SELL,5950.0,50.0,119.0,2024-02-22
2024-02-28 13:09:09,FON,FO,NIFTY,NIFTY-PE-22000-29FEB2024,BUY,7532.5,50.0,150.65,2024-02-29
2024-02-28 13:23:50,FON,FO,NIFTY,NIFTY-PE-22000-29FEB2024,SELL,5750.0,50.0,115.0,2024-02-29
2024-02-29 13:17:24,FON,FO,NIFTY,NIFTY-CE-21950-29FEB2024,BUY,3447.5,50.0,68.95,2024-02-29
2024-02-29 13:19:18,FON,FO,NIFTY,NIFTY-CE-21950-29FEB2024,SELL,3000.0,50.0,60.0,2024-02-29
2024-02-29 13:41:01,FON,FO,NIFTY,NIFTY-PE-21950-29FEB2024,BUY,1850.0,50.0,37.0,2024-02-29
2024-02-29 13:54:11,FON,FO,NIFTY,NIFTY-PE-21950-29FEB2024,SELL,1177.5,50.0,23.55,2024-02-29
2024-03-13 00:00:00,NSE,EQ,URJA,URJA GLOBAL LIMITED,SELL,2000.0,100.0,20.0,
2024-03-20 10:21:39,FON,FO,NIFTY,NIFTY-PE-21800-21MAR2024,BUY,5250.0,50.0,105.0,2024-03-21
2024-03-20 10:26:20,FON,FO,NIFTY,NIFTY-PE-21800-21MAR2024,SELL,5200.0,50.0,104.0,2024-03-21
2024-03-21 12:39:12,FON,FO,NIFTY,NIFTY-CE-21950-21MAR2024,BUY,2650.0,50.0,53.0,2024-03-21
2024-03-21 12:49:44,FON,FO,NIFTY,NIFTY-CE-21950-21MAR2024,SELL,2350.0,50.0,47.0,2024-03-21
2024-04-02 12:41:01,FON,FO,NIFTY,NIFTY-CE-22400-04APR2024,BUY,5550.0,50.0,111.0,2024-04-04
2024-04-02 12:51:52,FON,FO,NIFTY,NIFTY-CE-22400-04APR2024,SELL,5347.5,50.0,106.95,2024-04-04
2024-04-05 11:29:46,FON,FO,NIFTY,NIFTY-PE-22500-10APR2024,BUY,6400.0,50.0,128.0,2024-04-10
2024-04-05 11:36:01,FON,FO,NIFTY,NIFTY-PE-22500-10APR2024,SELL,6000.0,50.0,120.0,2024-04-10
2024-04-10 13:22:14,FON,FO,NIFTY,NIFTY-CE-22700-10APR2024,BUY,1315.0,50.0,26.3,2024-04-10
2024-04-10 13:48:18,FON,FO,NIFTY,NIFTY-CE-22700-10APR2024,SELL,1375.0,50.0,27.5,2024-04-10
2024-04-24 13:22:07,FON,FO,NIFTY,NIFTY-CE-22450-25APR2024,BUY,3652.5,50.0,73.05,2024-04-25
2024-04-24 13:37:09,FON,FO,NIFTY,NIFTY-CE-22450-25APR2024,SELL,3350.0,50.0,67.0,2024-04-25
2024-04-26 14:32:57,FON,FO,NIFTY,NIFTY-PE-22450-02MAY2024,BUY,2825.0,25.0,113.0,2024-05-02
2024-04-26 14:36:33,FON,FO,NIFTY,NIFTY-PE-22450-02MAY2024,SELL,2660.0,25.0,106.4,2024-05-02
2024-05-02 12:50:44,FON,FO,NIFTY,NIFTY-PE-22700-02MAY2024,BUY,1025.0,25.0,41.0,2024-05-02
2024-05-02 12:58:30,FON,FO,NIFTY,NIFTY-PE-22700-02MAY2024,SELL,875.0,25.0,35.0,2024-05-02
2024-05-10 13:30:49,FON,FO,NIFTY,NIFTY-CE-22050-16MAY2024,BUY,7652.5,50.0,153.05,2024-05-16
2024-05-10 14:01:51,FON,FO,NIFTY,NIFTY-CE-22050-16MAY2024,SELL,7880.0,50.0,157.6,2024-05-16
2024-06-05 13:55:06,FON,FO,NIFTY,NIFTY-CE-22400-06JUN2024,BUY,4423.75,25.0,176.95,2024-06-06
2024-06-05 14:12:07,FON,FO,NIFTY,NIFTY-CE-22400-06JUN2024,SELL,4756.25,25.0,190.25,2024-06-06
2024-06-06 13:32:05,FON,FO,NIFTY,NIFTY-CE-22700-06JUN2024,BUY,2000.0,25.0,80.0,2024-06-06
2024-06-06 13:49:38,FON,FO,NIFTY,NIFTY-CE-22700-06JUN2024,SELL,2750.0,25.0,110.0,2024-06-06
2024-06-12 14:46:55,FON,FO,BANKNIFTY,BANKNIFTY-CE-49900-12JUN2024,BUY,2940.0,30.0,98.0,2024-06-12
2024-06-12 14:58:50,FON,FO,BANKNIFTY,BANKNIFTY-CE-49900-12JUN2024,SELL,1201.5,30.0,40.05,2024-06-12
2024-06-18 11:22:38,FON,FO,FINNIFTY,FINNIFTY  -CE-22500-18JUN2024,BUY,1374.0,40.0,34.35,2024-06-18
2024-06-18 11:31:38,FON,FO,FINNIFTY,FINNIFTY  -CE-22500-18JUN2024,SELL,1000.0,40.0,25.0,2024-06-18
2024-06-20 14:01:07,FON,FO,FINNIFTY,FINNIFTY  -PE-23050-25JUN2024,BUY,6652.0,40.0,166.3,2024-06-25
2024-06-20 14:15:18,FON,FO,FINNIFTY,FINNIFTY  -PE-23050-25JUN2024,SELL,6400.0,40.0,160.0,2024-06-25
2024-06-21 00:00:00,NSE,EQ,DEEPAKNTR,DEEPAK NITRITE LTD,BUY,2546.0,1.0,2546.0,
2024-06-21 00:00:00,NSE,EQ,IDFCFIRSTB,IDFC FIRST BANK LIMITED,BUY,1920.5,23.0,83.5,
2024-06-21 00:00:00,NSE,EQ,KNRCON,KNR CONSTRU LTD.,BUY,2824.0,8.0,353.0,
2024-06-21 13:03:30,FON,FO,NIFTY,NIFTY-PE-23500-27JUN2024,BUY,3891.25,25.0,155.65,2024-06-27
2024-06-21 13:13:18,FON,FO,NIFTY,NIFTY-PE-23500-27JUN2024,SELL,3921.25,25.0,156.85,2024-06-27
2024-06-24 10:25:22,FON,FO,NIFTY,NIFTY-CE-23450-27JUN2024,BUY,3125.0,25.0,125.0,2024-06-27
2024-06-24 11:14:05,FON,FO,NIFTY,NIFTY-CE-23450-27JUN2024,SELL,4125.0,25.0,165.0,2024-06-27
2024-06-26 14:07:22,FON,FO,NIFTY,NIFTY-CE-23850-27JUN2024,BUY,2450.0,25.0,98.0,2024-06-27
2024-06-26 14:23:29,FON,FO,NIFTY,NIFTY-CE-23850-27JUN2024,SELL,2275.0,25.0,91.0,2024-06-27
2024-06-27 10:53:34,FON,FO,NIFTY,NIFTY-CE-23850-27JUN2024,BUY,2045.0,25.0,81.8,2024-06-27
2024-06-27 11:19:53,FON,FO,NIFTY,NIFTY-CE-23850-27JUN2024,SELL,2106.25,25.0,84.25,2024-06-27
2024-07-01 11:35:43,FON,FO,NIFTY,NIFTY-CE-24100-04JUL2024,BUY,3550.0,25.0,142.0,2024-07-04
2024-07-01 12:04:35,FON,FO,NIFTY,NIFTY-CE-24100-04JUL2024,SELL,3625.0,25.0,145.0,2024-07-04
2024-07-02 12:15:13,FON,FO,NIFTY,NIFTY-PE-24150-04JUL2024,BUY,2625.0,25.0,105.0,2024-07-04
2024-07-02 13:08:15,FON,FO,NIFTY,NIFTY-PE-24150-04JUL2024,SELL,3450.0,25.0,138.0,2024-07-04
2024-07-03 12:25:30,FON,FO,NIFTY,NIFTY-CE-24250-04JUL2024,BUY,2367.5,25.0,94.7,2024-07-04
2024-07-03 12:42:05,FON,FO,NIFTY,NIFTY-CE-24250-04JUL2024,SELL,2500.0,25.0,100.0,2024-07-04
2024-07-03 14:00:57,FON,FO,NIFTY,NIFTY-PE-24300-04JUL2024,BUY,2275.0,25.0,91.0,2024-07-04
2024-07-03 14:18:39,FON,FO,NIFTY,NIFTY-PE-24300-04JUL2024,SELL,2343.75,25.0,93.75,2024-07-04
2024-07-04 00:00:00,NSE,EQ,CTL,CAPITAL TRADE LINKS LTD,SELL,2147.78,34.0,63.17,
2024-07-04 00:00:00,NSE,EQ,RTNPOWER,RATTANINDIA POWER LIMITED,SELL,3424.0,200.0,17.12,
2024-07-04 11:11:17,FON,FO,NIFTY,NIFTY-CE-24300-04JUL2024,BUY,1311.25,25.0,52.45,2024-07-04
2024-07-04 11:36:02,FON,FO,NIFTY,NIFTY-CE-24300-04JUL2024,SELL,1206.25,25.0,48.25,2024-07-04
2024-07-08 13:14:58,FON,FO,NIFTY,NIFTY-CE-24300-11JUL2024,BUY,2750.0,25.0,110.0,2024-07-11
2024-07-08 13:29:07,FON,FO,NIFTY,NIFTY-CE-24300-11JUL2024,SELL,2656.25,25.0,106.25,2024-07-11
2024-07-09 13:01:17,FON,FO,NIFTY,NIFTY-CE-24400-11JUL2024,BUY,4500.0,50.0,90.0,2024-07-11
2024-07-09 13:18:15,FON,FO,NIFTY,NIFTY-CE-24400-11JUL2024,SELL,5782.5,50.0,115.65,2024-07-11
2024-07-09 14:01:30,FON,FO,NIFTY,NIFTY-CE-24350-11JUL2024,BUY,3702.5,25.0,148.1,2024-07-11
2024-07-09 14:08:12,FON,FO,NIFTY,NIFTY-CE-24350-11JUL2024,SELL,3750.0,25.0,150.0,2024-07-11
2024-07-11 11:00:35,FON,FO,NIFTY,NIFTY-PE-24300-11JUL2024,BUY,4150.0,50.0,83.0,2024-07-11
2024-07-11 11:02:45,FON,FO,NIFTY,NIFTY-PE-24300-11JUL2024,BUY,3555.0,50.0,71.1,2024-07-11
2024-07-11 11:04:18,FON,FO,NIFTY,NIFTY-PE-24300-11JUL2024,SELL,3900.0,50.0,78.0,2024-07-11
2024-07-11 11:11:20,FON,FO,NIFTY,NIFTY-PE-24300-11JUL2024,SELL,3887.5,50.0,77.75,2024-07-11
2024-07-11 13:55:58,FON,FO,NIFTY,NIFTY-CE-24300-11JUL2024,BUY,657.5,25.0,26.3,2024-07-11
2024-07-11 14:07:19,FON,FO,NIFTY,NIFTY-CE-24300-11JUL2024,SELL,675.0,25.0,27.0,2024-07-11
2024-07-18 14:58:18,FON,FO,NIFTY,NIFTY-PE-24800-18JUL2024,BUY,275.0,25.0,11.0,2024-07-18
2024-07-18 15:26:25,FON,FO,NIFTY,NIFTY-PE-24800-18JUL2024,SELL,3.75,25.0,0.15,2024-07-18
2024-07-19 12:19:33,FON,FO,NIFTY,NIFTY-CE-24700-25JUL2024,BUY,5200.0,25.0,208.0,2024-07-25
2024-07-19 12:25:13,FON,FO,NIFTY,NIFTY-CE-24700-25JUL2024,SELL,5025.0,25.0,201.0,2024-07-25
2024-07-22 13:29:40,FON,FO,NIFTY,NIFTY-CE-24500-25JUL2024,BUY,5625.0,25.0,225.0,2024-07-25
2024-07-22 14:03:42,FON,FO,NIFTY,NIFTY-CE-24500-25JUL2024,SELL,5675.0,25.0,227.0,2024-07-25
2024-07-23 10:29:00,FON,FO,NIFTY,NIFTY-PE-24450-25JUL2024,BUY,5775.0,25.0,231.0,2024-07-25
2024-07-23 10:34:05,FON,FO,NIFTY,NIFTY-PE-24450-25JUL2024,SELL,5206.25,25.0,208.25,2024-07-25
2024-07-24 13:16:22,FON,FO,NIFTY,NIFTY-CE-24350-25JUL2024,BUY,2075.0,25.0,83.0,2024-07-25
2024-07-24 13:20:39,FON,FO,NIFTY,NIFTY-CE-24350-25JUL2024,SELL,1875.0,25.0,75.0,2024-07-25
2024-07-25 14:46:36,FON,FO,NIFTY,NIFTY-PE-24400-25JUL2024,BUY,275.0,25.0,11.0,2024-07-25
2024-07-26 11:49:13,FON,FO,BANKNIFTY,BANKNIFTY-CE-50800-31JUL2024,BUY,6420.0,15.0,428.0,2024-07-31
2024-07-26 12:08:24,FON,FO,BANKNIFTY,BANKNIFTY-CE-50800-31JUL2024,SELL,6675.0,15.0,445.0,2024-07-31
2024-07-29 13:09:49,FON,FO,NIFTY,NIFTY-CE-24850-01AUG2024,BUY,3630.0,25.0,145.2,2024-08-01
2024-07-29 13:13:47,FON,FO,NIFTY,NIFTY-CE-24850-01AUG2024,SELL,3473.75,25.0,138.95,2024-08-01
2024-08-01 13:19:53,FON,FO,NIFTY,NIFTY-CE-25000-01AUG2024,BUY,575.0,25.0,23.0,2024-08-01
2024-08-01 15:25:10,FON,FO,NIFTY,NIFTY-CE-25000-01AUG2024,SELL,275.0,25.0,11.0,2024-08-01
2024-08-02 13:37:24,FON,FO,BANKNIFTY,BANKNIFTY-CE-51500-07AUG2024,BUY,5644.5,15.0,376.3,2024-08-07
2024-08-02 13:47:14,FON,FO,BANKNIFTY,BANKNIFTY-CE-51500-07AUG2024,SELL,5853.75,15.0,390.25,2024-08-07
2024-08-19 12:01:29,FON,FO,NIFTY,NIFTY-CE-24550-22AUG2024,BUY,3152.5,25.0,126.1,2024-08-22
2024-08-19 12:11:05,FON,FO,NIFTY,NIFTY-CE-24550-22AUG2024,SELL,2988.75,25.0,119.55,2024-08-22
2024-08-21 11:30:50,FON,FO,NIFTY,NIFTY-CE-24700-22AUG2024,BUY,2150.0,25.0,86.0,2024-08-22
2024-08-21 11:30:50,FON,FO,NIFTY,NIFTY-CE-24700-22AUG2024,BUY,2153.75,25.0,86.15,2024-08-22
2024-08-21 11:48:55,FON,FO,NIFTY,NIFTY-CE-24700-22AUG2024,SELL,1938.75,25.0,77.55,2024-08-22
2024-08-21 13:18:19,FON,FO,NIFTY,NIFTY-CE-24700-22AUG2024,SELL,1925.0,25.0,77.0,2024-08-22
2024-08-21 13:27:20,FON,FO,NIFTY,NIFTY-PE-24750-22AUG2024,BUY,2250.0,25.0,90.0,2024-08-22
2024-08-21 13:31:26,FON,FO,NIFTY,NIFTY-PE-24750-22AUG2024,SELL,2025.0,25.0,81.0,2024-08-22
2024-08-22 11:48:01,FON,FO,NIFTY,NIFTY-CE-24800-22AUG2024,BUY,1995.0,50.0,39.9,2024-08-22
2024-08-22 13:11:07,FON,FO,NIFTY,NIFTY-CE-24800-22AUG2024,SELL,792.5,50.0,15.85,2024-08-22
2024-09-05 13:16:27,FON,FO,NIFTY,NIFTY-PE-25200-05SEP2024,BUY,1000.0,25.0,40.0,2024-09-05
2024-09-05 14:22:42,FON,FO,NIFTY,NIFTY-PE-25200-05SEP2024,SELL,1200.0,25.0,48.0,2024-09-05
2024-09-06 13:17:53,FON,FO,NIFTY,NIFTY-PE-24850-12SEP2024,BUY,3763.75,25.0,150.55,2024-09-12
2024-09-06 13:33:54,FON,FO,NIFTY,NIFTY-PE-24850-12SEP2024,SELL,3467.5,25.0,138.7,2024-09-12
2024-09-09 13:16:40,FON,FO,NIFTY,NIFTY-CE-24850-12SEP2024,BUY,3325.0,25.0,133.0,2024-09-12
2024-09-09 13:33:48,FON,FO,NIFTY,NIFTY-CE-24850-12SEP2024,SELL,4278.75,25.0,171.15,2024-09-12
2024-09-11 10:19:17,FON,FO,NIFTY,NIFTY-CE-25000-12SEP2024,BUY,2375.0,25.0,95.0,2024-09-12
2024-09-11 10:39:46,FON,FO,BANKNIFTY,BANKNIFTY-CE-51300-11SEP2024,BUY,2367.0,15.0,157.8,2024-09-11
2024-09-11 10:46:34,FON,FO,BANKNIFTY,BANKNIFTY-CE-51300-11SEP2024,SELL,1890.75,15.0,126.05,2024-09-11
2024-09-11 10:47:32,FON,FO,NIFTY,NIFTY-CE-25000-12SEP2024,SELL,2346.25,25.0,93.85,2024-09-12
2024-09-11 12:04:22,FON,FO,NIFTY,NIFTY-CE-25000-12SEP2024,BUY,2951.25,25.0,118.05,2024-09-12
2024-09-11 12:12:33,FON,FO,NIFTY,NIFTY-CE-25000-12SEP2024,SELL,2750.0,25.0,110.0,2024-09-12
2024-09-12 11:10:54,FON,FO,NIFTY,NIFTY-CE-25000-12SEP2024,BUY,1450.0,25.0,58.0,2024-09-12
2024-09-12 11:25:50,FON,FO,NIFTY,NIFTY-CE-25000-12SEP2024,SELL,1196.25,25.0,47.85,2024-09-12
