datetime,exchange,segment,symbol,scrip_name,side,amount,quantity,price,expiry_date
2022-05-05 12:15:20,FON,FO,BANKNIFTY,BANKNIFTY-PE-35700-05MAY2022,SELL,5500.0,50.0,110.0,2022-05-05
2022-05-05 13:17:27,FON,FO,NIFTY,NIFTY-PE-16800-05MAY2022,BUY,3500.0,100.0,35.0,2022-05-05
2022-05-05 13:43:55,FON,FO,NIFTY,NIFTY-PE-16800-05MAY2022,SELL,4500.0,100.0,45.0,2022-05-05
2022-05-05 14:38:35,FON,FO,BANKNIFTY,BANKNIFTY-PE-35300-05MAY2022,BUY,1875.0,25.0,75.0,2022-05-05
2022-05-05 15:26:49,FON,FO,BANKNIFTY,BANKNIFTY-PE-35300-05MAY2022,SELL,1725.0,25.0,69.0,2022-05-05
2022-05-06 00:00:00,NSE,EQ,TTML,TATA TELESERV(MAHARASTRA),SELL,9688.0,70.0,138.4,
2022-05-06 11:38:23,FON,FO,NIFTY,NIFTY-CE-16450-12MAY2022,BUY,8000.0,50.0,160.0,2022-05-12
2022-05-06 12:25:26,FON,FO,NIFTY,NIFTY-CE-16450-12MAY2022,SELL,8095.0,50.0,161.9,2022-05-12
2022-05-06 14:50:05,FON,FO,NIFTY,NIFTY-PE-16350-12MAY2022,BUY,8200.0,50.0,164.0,2022-05-12
2022-05-06 14:56:57,FON,FO,NIFTY,NIFTY-PE-16350-12MAY2022,SELL,8550.0,50.0,171.0,2022-05-12
2022-05-09 00:00:00,NSE,EQ,CAMPUS,CAMPUS ACTIVEWEAR LIMITED,BUY,1700.0,5.0,340.0,
2022-05-09 00:00:00,NSE,EQ,LLOYDSENGG,LLOYDS ENGG WORK LIMITED,SELL,2766.0,200.0,13.83,
2022-05-09 00:00:00,NSE,EQ,LLOYDSENGG,LLOYDS ENGG WORK LIMITED,SELL,4230.0,300.0,14.1,
2022-05-11 12:50:40,FON,FO,NIFTY,NIFTY-PE-16100-12MAY2022,BUY,6150.0,50.0,123.0,2022-05-12
2022-05-11 13:10:04,FON,FO,NIFTY,NIFTY-PE-16100-12MAY2022,SELL,6950.0,50.0,139.0,2022-05-12
2022-05-12 10:13:28,FON,FO,BANKNIFTY,BANKNIFTY-PE-33900-12MAY2022,BUY,5000.0,25.0,200.0,2022-05-12
2022-05-12 10:37:34,FON,FO,BANKNIFTY,BANKNIFTY-PE-33900-12MAY2022,SELL,3750.0,25.0,150.0,2022-05-12
2022-05-12 11:03:40,FON,FO,NIFTY,NIFTY-PE-15900-12MAY2022,BUY,7900.0,100.0,79.0,2022-05-12
2022-05-12 11:07:08,FON,FO,NIFTY,NIFTY-PE-15900-12MAY2022,SELL,8400.0,100.0,84.0,2022-05-12
2022-05-12 11:52:19,FON,FO,NIFTY,NIFTY-PE-15900-12MAY2022,BUY,7900.0,100.0,79.0,2022-05-12
2022-05-12 12:35:08,FON,FO,NIFTY,NIFTY-PE-15900-12MAY2022,SELL,10000.0,100.0,100.0,2022-05-12
2022-05-12 14:51:46,FON,FO,BANKNIFTY,BANKNIFTY-CE-33500-12MAY2022,BUY,1275.0,25.0,51.0,2022-05-12
2022-05-12 14:54:06,FON,FO,BANKNIFTY,BANKNIFTY-CE-33500-12MAY2022,SELL,1450.0,25.0,58.0,2022-05-12
2022-05-12 14:58:30,FON,FO,BANKNIFTY,BANKNIFTY-CE-33500-12MAY2022,BUY,1325.0,25.0,53.0,2022-05-12
2022-05-12 15:01:28,FON,FO,BANKNIFTY,BANKNIFTY-CE-33500-12MAY2022,SELL,1450.0,25.0,58.0,2022-05-12
2022-05-13 13:19:50,FON,FO,NIFTY,NIFTY-CE-16050-19MAY2022,BUY,9550.0,50.0,191.0,2022-05-19
2022-05-13 14:24:51,FON,FO,NIFTY,NIFTY-CE-16050-19MAY2022,SELL,5550.0,50.0,111.0,2022-05-19
2022-05-16 10:57:59,FON,FO,NIFTY,NIFTY-PE-15850-19MAY2022,BUY,6900.0,50.0,138.0,2022-05-19
2022-05-16 12:37:53,FON,FO,NIFTY,NIFTY-PE-15850-19MAY2022,SELL,8400.0,50.0,168.0,2022-05-19
2022-05-16 13:13:39,FON,FO,NIFTY,NIFTY-PE-15750-19MAY2022,BUY,6300.0,50.0,126.0,2022-05-19
2022-05-16 13:26:39,FON,FO,NIFTY,NIFTY-PE-15750-19MAY2022,SELL,6500.0,50.0,130.0,2022-05-19
2022-05-17 09:35:02,FON,FO,NIFTY,NIFTY-CE-15950-19MAY2022,BUY,6650.0,50.0,133.0,2022-05-19
2022-05-17 09:53:08,FON,FO,NIFTY,NIFTY-CE-15950-19MAY2022,SELL,6400.0,50.0,128.0,2022-05-19
2022-05-17 11:28:04,FON,FO,BANKNIFTY,BANKNIFTY-CE-34100-19MAY2022,BUY,8000.0,25.0,320.0,2022-05-19
2022-05-17 11:55:36,FON,FO,BANKNIFTY,BANKNIFTY-CE-34100-19MAY2022,SELL,8375.0,25.0,335.0,2022-05-19
2022-05-17 12:55:12,FON,FO,NIFTY,NIFTY-CE-16150-19MAY2022,BUY,6750.0,50.0,135.0,2022-05-19
2022-05-17 13:53:56,FON,FO,NIFTY,NIFTY-CE-16150-19MAY2022,SELL,6750.0,50.0,135.0,2022-05-19
2022-05-17 14:05:27,FON,FO,BANKNIFTY,BANKNIFTY-CE-34200-19MAY2022,BUY,8475.0,25.0,339.0,2022-05-19
2022-05-17 14:19:51,FON,FO,BANKNIFTY,BANKNIFTY-CE-34200-19MAY2022,SELL,8625.0,25.0,345.0,2022-05-19
2022-05-20 10:06:15,FON,FO,NIFTY,NIFTY-CE-16200-26MAY2022,BUY,8000.0,50.0,160.0,2022-05-26
2022-05-20 12:02:50,FON,FO,NIFTY,NIFTY-CE-16200-26MAY2022,SELL,8200.0,50.0,164.0,2022-05-26
2022-05-25 00:00:00,NSE,EQ,JPPOWER,JAIPRAKASH POWER VEN. LTD,SELL,700.0,100.0,7.0,
2022-05-30 12:36:43,FON,FO,BANKNIFTY,BANKNIFTY-PE-35800-02JUN2022,BUY,8250.0,25.0,330.0,2022-06-02
2022-05-30 13:12:22,FON,FO,BANKNIFTY,BANKNIFTY-PE-35800-02JUN2022,SELL,7750.0,25.0,310.0,2022-06-02
2022-05-31 12:03:56,FON,FO,NIFTY,NIFTY-CE-16600-02JUN2022,BUY,7700.0,50.0,154.0,2022-06-02
2022-05-31 12:36:58,FON,FO,NIFTY,NIFTY-CE-16600-02JUN2022,SELL,6750.0,50.0,135.0,2022-06-02
2022-05-31 12:48:55,FON,FO,BANKNIFTY,BANKNIFTY-PE-35600-02JUN2022,BUY,6800.0,25.0,272.0,2022-06-02
2022-05-31 12:51:17,FON,FO,BANKNIFTY,BANKNIFTY-PE-35600-02JUN2022,SELL,6875.0,25.0,275.0,2022-06-02
2022-05-31 12:57:37,FON,FO,BANKNIFTY,BANKNIFTY-PE-35600-02JUN2022,BUY,6625.0,25.0,265.0,2022-06-02
2022-05-31 13:17:03,FON,FO,BANKNIFTY,BANKNIFTY-PE-35600-02JUN2022,SELL,6000.0,25.0,240.0,2022-06-02
2022-05-31 14:30:28,FON,FO,NIFTY,NIFTY-CE-16650-02JUN2022,BUY,6250.0,50.0,125.0,2022-06-02
2022-05-31 14:35:43,FON,FO,NIFTY,NIFTY-CE-16650-02JUN2022,SELL,5550.0,50.0,111.0,2022-06-02
2022-06-01 09:55:31,FON,FO,BANKNIFTY,BANKNIFTY-PE-35500-02JUN2022,BUY,5775.0,25.0,231.0,2022-06-02
2022-06-01 10:12:43,FON,FO,BANKNIFTY,BANKNIFTY-PE-35500-02JUN2022,SELL,5125.0,25.0,205.0,2022-06-02
2022-06-01 10:37:19,FON,FO,NIFTY,NIFTY-CE-16650-02JUN2022,BUY,4000.0,50.0,80.0,2022-06-02
2022-06-01 12:03:43,FON,FO,NIFTY,NIFTY-CE-16650-02JUN2022,SELL,3050.0,50.0,61.0,2022-06-02
2022-06-01 12:34:34,FON,FO,NIFTY,NIFTY-PE-16550-02JUN2022,BUY,4200.0,50.0,84.0,2022-06-02
2022-06-01 13:58:34,FON,FO,NIFTY,NIFTY-PE-16550-02JUN2022,SELL,6170.0,50.0,123.4,2022-06-02
2022-06-02 10:30:29,FON,FO,NIFTY,NIFTY-CE-16550-02JUN2022,BUY,2400.0,50.0,48.0,2022-06-02
2022-06-02 10:44:06,FON,FO,NIFTY,NIFTY-CE-16550-02JUN2022,SELL,2550.0,50.0,51.0,2022-06-02
2022-06-02 13:47:10,FON,FO,NIFTY,NIFTY-CE-16600-02JUN2022,BUY,3800.0,100.0,38.0,2022-06-02
2022-06-02 14:03:22,FON,FO,NIFTY,NIFTY-CE-16600-02JUN2022,SELL,4000.0,100.0,40.0,2022-06-02
2022-06-02 14:05:30,FON,FO,NIFTY,NIFTY-CE-16600-02JUN2022,BUY,4400.0,100.0,44.0,2022-06-02
2022-06-02 14:14:12,FON,FO,NIFTY,NIFTY-CE-16600-02JUN2022,SELL,2000.0,50.0,40.0,2022-06-02
2022-06-02 14:14:32,FON,FO,NIFTY,NIFTY-CE-16600-02JUN2022,SELL,2150.0,50.0,43.0,2022-06-02
2022-06-02 14:19:58,FON,FO,NIFTY,NIFTY-CE-16600-02JUN2022,BUY,4200.0,100.0,42.0,2022-06-02
