,high_amount,moving_avg,forcast
2023-06-16,95498.86,95786.71807692308,
2023-06-17,95498.86,95855.47076923076,
2023-06-18,95498.86,95914.01519230769,
2023-06-19,95000.26999999999,95944.0425,
2023-06-20,94649.04000000001,95967.31538461537,
2023-06-21,95762.38,96011.99865384615,
2023-06-22,95434.73000000001,96050.38096153847,
2023-06-23,95505.25,96087.64115384615,
2023-06-24,95505.25,96119.18250000001,
2023-06-25,95505.25,96132.39403846154,
2023-06-26,95505.82,96140.42634615385,
2023-06-27,94761.23999999999,96134.13980769229,
2023-06-28,94803.95999999999,96128.67480769231,
2023-06-29,94803.95999999999,96126.01115384615,
2023-06-30,94890.95999999999,96117.20942307691,
2023-07-01,94890.95999999999,96105.2546153846,
2023-07-02,94890.95999999999,96086.54942307691,
2023-07-03,96680.34,96097.58653846153,
2023-07-04,96734.72,96109.66942307694,
2023-07-05,96636.29000000001,96119.85942307694,
2023-07-06,97163.69,96126.32884615383,
2023-07-07,97073.45999999999,96126.9998076923,
2023-07-08,97073.45999999999,96145.69711538461,
2023-07-09,97073.45999999999,96157.22192307691,
2023-07-10,96010.43,96144.2503846154,
2023-07-11,97446.92,96158.90365384615,
2023-07-12,97489.51000000001,96174.37596153846,
2023-07-13,98011.95000000001,96190.90153846153,
2023-07-14,98833.9,96328.23346153846,
2023-07-15,98833.9,96498.90673076922,
2023-07-16,98833.9,96600.32865384615,
2023-07-17,98605.06,96640.16884615386,
2023-07-18,99321.55,96693.7876923077,
2023-07-19,98971.26,96740.6701923077,
2023-07-20,99136.29000000001,96726.36769230767,
2023-07-21,98871.19,96722.29807692308,
2023-07-22,98871.19,96718.22846153846,
2023-07-23,98871.19,96723.0825,
2023-07-24,98232.76999999999,96710.90596153846,
2023-07-25,100439.78,96741.17192307691,
2023-07-26,100051.53,96763.97153846153,
2023-07-27,99677.07,96762.65846153846,
2023-07-28,100442.13,96777.88192307693,
2023-07-29,100442.13,96776.77230769231,
2023-07-30,100442.13,96767.05192307693,
2023-07-31,100489.98,96904.72942307693,
2023-08-01,102554.68,97082.1126923077,
2023-08-02,101261.62,97234.62942307693,
2023-08-03,100397.42,97381.34711538462,
2023-08-04,101223.8,97508.07365384615,
2023-08-05,101223.8,97635.16673076923,
2023-08-06,101223.8,97751.0175,
2023-08-07,104788.67,97929.6676923077,
2023-08-08,105250.89,98117.20673076923,
2023-08-09,107220.48000000001,98342.6225,
2023-08-10,106936.95000000001,98572.17403846154,
2023-08-11,107953.2,98828.02326923076,
2023-08-12,107953.2,99062.46211538462,
2023-08-13,107953.2,99303.20192307692,
2023-08-14,109151.05,99565.62115384615,
2023-08-15,109151.05,99828.04038461538,
2023-08-16,108817.38,100084.04288461538,
2023-08-17,109022.58,100343.98057692309,
2023-08-18,107802.56,100594.7751923077,
2023-08-19,107802.56,100844.74826923077,
2023-08-20,107802.56,101094.72134615385,
2023-08-21,108727.23000000001,101360.80346153847,
2023-08-22,107734.11,101607.78711538462,
2023-08-23,108302.25,101865.69653846155,
2023-08-24,117663.44,102269.21769230768,
2023-08-25,117466.4,102667.90384615384,
2023-08-26,117466.4,103068.48288461537,
2023-08-27,117466.4,103458.91961538463,
2023-08-28,116628.84000000001,103834.98461538462,
2023-08-29,116888.52,104216.04346153847,
2023-08-30,117557.26999999999,104609.9628846154,
2023-08-31,117545.01999999999,105024.08961538461,
2023-09-01,118041.03,105420.13019230768,
2023-09-02,118041.03,105815.35173076924,
2023-09-03,118041.03,106200.52634615384,
2023-09-04,117840.42,106566.03634615385,
2023-09-05,118288.75,106940.16807692309,
2023-09-06,117554.39,107300.17749999999,
2023-09-07,118235.4,107677.68403846155,
2023-09-08,119717.32,108069.91038461539,
2023-09-09,119717.32,108468.87307692306,
2023-09-10,119717.32,108864.6621153846,
2023-09-11,120389.82,109278.48192307694,
2023-09-12,120340.73999999999,109691.35788461537,
2023-09-13,118416.67,110067.2325,
2023-09-14,118498.8,110456.96384615384,
2023-09-15,118529.19,110804.83711538462,
2023-09-16,118529.19,111160.17673076924,
2023-09-17,118529.19,111522.7175,
2023-09-18,117507.01000000001,111850.88826923075,
2023-09-19,117507.01000000001,112179.05903846155,
2023-09-20,117931.87999999999,112515.4003846154,
2023-09-21,117094.5,112834.71807692308,
2023-09-22,117458.36,113121.32730769229,
2023-09-23,117458.36,113432.80307692307,
2023-09-24,117458.36,113760.89807692308,
2023-09-25,117984.45999999999,114083.21846153846,
2023-09-26,119186.15,114428.64826923076,
2023-09-27,118744.73999999999,114765.58942307692,
2023-09-28,119027.1,115039.40538461538,
2023-09-29,119511.87,115313.655,
2023-09-30,119511.87,115550.02788461537,
2023-10-01,119511.87,115791.85326923078,
2023-10-02,119511.87,116014.13538461538,
2023-10-03,119786.17,116241.69249999999,
2023-10-04,119558.48,116464.87096153846,
2023-10-05,119488.86,116663.67499999999,
2023-10-06,120173.37,116875.6426923077,
2023-10-07,120173.37,117094.02711538461,
2023-10-08,120173.37,117308.46538461538,
2023-10-09,120521.6,117553.0623076923,
2023-10-10,129068.95999999999,117962.03153846154,
2023-10-11,130590.98999999999,118400.27057692308,
2023-10-12,132787.04,118862.95923076922,
2023-10-13,135518.13999999998,119397.26749999999,
2023-10-14,135518.13999999998,119920.65,
2023-10-15,135518.13999999998,120264.00961538461,
2023-10-16,134892.16,120599.12038461538,
2023-10-17,134128.13,120919.53826923078,
2023-10-18,134200.96,121241.35673076923,
2023-10-19,134079.86,121576.95326923077,
2023-10-20,133758.33000000002,121901.37269230769,
2023-10-21,133758.33000000002,122212.93153846155,
2023-10-22,133758.33000000002,122524.72596153847,
2023-10-23,132216.09,122797.32326923078,
2023-10-24,132216.09,123069.92057692308,
2023-10-25,129391.37,123288.19634615384,
2023-10-26,127448.77,123472.9723076923,
2023-10-27,128347.49,123666.40961538462,
2023-10-28,128347.49,123873.96923076923,
2023-10-29,128347.49,124068.43250000001,
2023-10-30,130464.09,124275.10115384616,
2023-10-31,130930.64,124490.74192307693,
2023-11-01,130143.47,124691.2448076923,
2023-11-02,131132.32,124897.83134615383,
2023-11-03,131094.78999999998,125104.64,
2023-11-04,131094.78999999998,125348.45000000001,
2023-11-05,131094.78999999998,125590.68057692307,
2023-11-06,132293.86,125855.38576923076,
2023-11-07,134180.97,126156.38153846153,
2023-11-08,135518.74,126483.10365384615,
2023-11-09,135350.77000000002,126826.25288461537,
2023-11-10,138003.2,127220.41038461539,
2023-11-11,138003.2,127606.39730769231,
2023-11-12,138599.18,128019.94884615384,
2023-11-13,141746.18,128487.02230769231,
2023-11-14,141746.18,128954.09576923077,
2023-11-15,142798.34,129441.40307692307,
2023-11-16,142279.88,129908.62269230769,
2023-11-17,142339.66999999998,130353.8826923077,
2023-11-18,142339.66999999998,130807.63134615385,
2023-11-19,142339.66999999998,131255.94999999998,
2023-11-20,142570.66,131699.38826923078,
2023-11-21,142101.11,132133.79673076922,
2023-11-22,139893.26,132525.74653846154,
2023-11-23,138642.21,132893.6376923077,
2023-11-24,139568.03,133274.05807692307,
2023-11-25,139568.03,133658.8571153846,
2023-11-26,139568.03,134044.995,
2023-11-27,139568.03,134417.96923076923,
2023-11-28,139583.37,134791.23846153848,
2023-11-29,139334.44,135159.72057692308,
2023-11-30,139364.54,135522.0848076923,
2023-12-01,141053.81,135752.5626923077,
2023-12-02,141053.81,135953.77076923076,
2023-12-03,141053.81,136112.7471153846,
2023-12-04,143337.37,136263.11692307692,
2023-12-05,143124.59,136409.3948076923,
2023-12-06,143169.8,136556.54211538463,
2023-12-07,144713.96,136745.4228846154,
2023-12-08,145235.66,136959.02923076923,
2023-12-09,145235.66,137171.235,
2023-12-10,145235.66,137385.7696153846,
2023-12-11,145131.76,137604.4894230769,
2023-12-12,145233.86,137825.17269230768,
2023-12-13,146063.18,138061.80442307692,
2023-12-14,126493.7,137951.75846153844,
2023-12-15,126747.22,137846.58788461538,
2023-12-16,126747.22,137795.73884615384,
2023-12-17,126747.22,137782.2475,
2023-12-18,141068.52000000002,138026.88269230767,
2023-12-19,140743.09,138265.25961538462,
2023-12-20,140521.97,138499.3842307692,
2023-12-21,139333.08000000002,138669.94173076923,
2023-12-22,139985.33000000002,138844.0703846154,
2023-12-23,139985.33000000002,139033.33692307695,
2023-12-24,139985.33000000002,139203.5871153846,
2023-12-25,139985.33000000002,139374.55903846154,
2023-12-26,140172.58000000002,139549.1319230769,
2023-12-27,141111.12,139741.75365384616,
2023-12-28,146400.7,140013.03903846155,
2023-12-29,145785.07,140236.1948076923,
2023-12-30,145785.07,140433.62423076926,
2023-12-31,145785.07,140634.28384615385,
2024-01-01,145596.69,140780.3125,
2024-01-02,148314.29,140978.6026923077,
2024-01-03,147968.02,141158.77269230768,
2024-01-04,147851.59,141276.18442307692,
2024-01-05,148923.74,141414.21442307692,
2024-01-06,148923.74,141532.0105769231,
2024-01-07,148923.74,141659.7771153846,
2024-01-08,148037.08000000002,141769.3426923077,
2024-01-09,147888.12,141876.04365384614,
2024-01-10,147462.7,141974.56346153846,
2024-01-11,149004.8,142098.2969230769,
2024-01-12,150648.49,142262.66961538463,
2024-01-13,150648.49,142469.50096153846,
2024-01-14,150648.49,142700.39096153848,
2024-01-15,150903.16999999998,142918.37442307692,
2024-01-16,152210.35,143161.49596153846,
2024-01-17,151053.46,143382.3696153846,
2024-01-18,150012.84000000003,143583.23134615383,
2024-01-19,150664.06,143796.32153846155,
2024-01-20,150898.66,144018.7103846154,
2024-01-21,150898.66,144240.5203846154,
2024-01-22,150898.66,144429.84442307692,
2024-01-23,149923.26,144600.41076923077,
2024-01-24,148853.1,144750.39711538464,
2024-01-25,149551.97999999998,144869.90884615385,
2024-01-26,149551.97999999998,144993.5125,
2024-01-27,149551.97999999998,145116.24673076923,
2024-01-28,149551.97999999998,145209.28557692308,
2024-01-29,152132.06,145341.90865384616,
2024-01-30,152264.98,145477.08788461538,
2024-01-31,152034.98,145607.84403846154,
2024-02-01,153778.83000000002,145774.13384615385,
2024-02-02,154554.83000000002,145953.38326923078,
2024-02-03,154554.83000000002,146116.68423076923,
2024-02-04,154554.83000000002,146656.32134615385,
2024-02-05,155175.22999999998,147203.01384615386,
2024-02-06,155670.94,147759.23923076922,
2024-02-07,158094.29,148362.0675,
2024-02-08,158818.01,148703.40384615387,
2024-02-09,154773.72,148973.22365384616,
2024-02-10,154773.72,149247.29576923075,
2024-02-11,154773.72,149544.23115384614,
2024-02-12,149521.01,149727.60961538463,
2024-02-13,146615.86,149855.1198076923,
2024-02-14,148432.03999999998,150017.55653846153,
2024-02-15,149872.39,150207.6923076923,
2024-02-16,150369.47,150403.78634615385,
2024-02-17,150369.47,150581.83153846156,
2024-02-18,150369.47,150658.15403846154,
2024-02-19,150379.28,150746.50423076923,
2024-02-20,151122.54,150849.14788461538,
2024-02-21,152368.88,150975.75961538462,
2024-02-22,152322.98,151105.11134615383,
2024-02-23,154242.52000000002,151219.11576923076,
2024-02-24,154242.52000000002,151339.77923076923,
2024-02-25,154242.52000000002,151462.68173076923,
2024-02-26,154211.36,151564.36673076922,
2024-02-27,155020.86,151681.61903846153,
2024-02-28,152761.63,151755.4246153846,
2024-02-29,152064.72999999998,151832.87942307693,
2024-03-01,153658.59,151943.85,
2024-03-02,153587.29,152061.63057692308,
2024-03-03,153587.29,152149.7553846154,
2024-03-04,154544.61,152224.68076923076,
2024-03-05,154151.58000000002,152292.0478846154,
2024-03-06,153221.23,152341.52365384615,
2024-03-07,158213.55,152482.1078846154,
2024-03-08,158213.55,152597.55403846156,
2024-03-09,158213.55,152735.24807692308,
2024-03-10,158213.55,152892.95403846155,
2024-03-11,156553.36,153006.2098076923,
2024-03-12,156139.52000000002,153106.99557692307,
2024-03-13,154062.91,153167.84653846154,
2024-03-14,152444.1,153197.56653846154,
2024-03-15,153540.7,153267.13269230767,
2024-03-16,153540.7,153357.27884615384,
2024-03-17,153540.7,153433.985,
2024-03-18,153308.74,153506.2303846154,
2024-03-19,151626.9,153546.13269230767,
2024-03-20,150901.25,153572.08019230768,
2024-03-21,151708.43,153563.9334615385,
2024-03-22,151519.41,153549.59557692308,
2024-03-23,151519.41,153539.68076923076,
2024-03-24,151519.41,153496.2303846154,
2024-03-25,151519.41,153437.85692307694,
2024-03-26,151714.97999999998,153383.24442307692,
2024-03-27,153156.69,153356.35711538463,
2024-03-28,155286.99,153358.50634615385,
2024-03-29,155286.99,153351.12269230772,
2024-03-30,155286.99,153297.13615384616,
2024-03-31,155286.99,153229.2319230769,
2024-04-01,156950.53,153271.09365384615,
2024-04-02,157623.88,153325.90442307692,
2024-04-03,159046.68,153408.07673076924,
2024-04-04,160015.55,153609.8948076923,
2024-04-05,159808.97,153863.60846153848,
2024-04-06,159808.97,154082.3955769231,
2024-04-07,159808.97,154273.48365384614,
2024-04-08,210436.33000000002,155428.61557692307,
2024-04-09,211442.64,156603.09961538462,
2024-04-10,210969.86,157768.49173076922,
2024-04-11,210969.86,158933.6951923077,
2024-04-12,305198.95,161896.7030769231,
2024-04-13,305198.95,164835.7428846154,
2024-04-14,305198.95,167775.66538461536,
2024-04-15,307120.03,170715.6175,
2024-04-16,304262.22,173600.61173076925,
2024-04-17,304262.22,176485.60596153844,
2024-04-18,304434.87,179374.5196153846,
2024-04-19,300568.37,182173.5101923077,
2024-04-20,300568.37,185015.94749999998,
2024-04-21,300568.37,187871.7867307692,
2024-04-22,303289.02,190749.29499999998,
2024-04-23,305554.2,193671.73557692306,
2024-04-24,307369.7,196629.0896153846,
2024-04-25,310297.02,199624.32826923078,
2024-04-26,316486.7,202746.1575,
2024-04-27,316486.7,205885.87807692308,
2024-04-28,316486.7,208929.5925,
2024-04-29,318900.96,212019.73500000002,
2024-04-30,319016.96,215112.10826923078,
2024-05-01,319016.96,218204.48153846155,
2024-05-02,318892.2,221326.3823076923,
2024-05-03,319184.21,224461.85711538463,
2024-05-04,319184.21,227637.26673076922,
2024-05-05,319184.21,230843.8073076923,
2024-05-06,319705.85,234039.29096153847,
2024-05-07,318994.24,237221.0898076923,
2024-05-08,318131.52,240386.2978846154,
2024-05-09,316336.95,243521.45576923076,
2024-05-10,313119.35,246627.07980769227,
2024-05-11,313119.35,249746.65865384616,
2024-05-12,313119.35,252850.7148076923,
2024-05-13,312816.69,255952.58557692307,
2024-05-14,313587.63,259069.28211538462,
2024-05-15,316425.54,262240.55384615384,
2024-05-16,316814.29,265419.3015384616,
2024-05-17,318341.75,268623.66250000003,
2024-05-18,318640.45,271806.04250000004,
2024-05-19,318640.45,274947.4551923077,
2024-05-20,318640.45,278088.8678846154,
2024-05-21,320504.91000000003,281266.1355769231,
2024-05-22,321317.59,284459.03173076926,
2024-05-23,322809.69,287648.63096153847,
2024-05-24,322237.51,290814.27769230766,
2024-05-25,322237.51,293952.5628846154,
2024-05-26,322237.51,297072.2159615385,
2024-05-27,323439.41,300218.9551923077,
2024-05-28,320401.21,303307.2675,
2024-05-29,322159.46,306429.3923076923,
2024-05-30,321663.27,308568.3719230769,
2024-05-31,321298.27,310680.98019230773,
2024-06-01,321298.27,312802.6803846154,
2024-06-02,321298.27,314924.3805769231,
2024-06-03,330455.0,315410.07384615386,
2024-06-04,325508.34,315800.63903846155,
2024-06-05,327219.99,316224.1205769231,
2024-06-06,338449.87,316826.61750000005,
2024-06-07,337002.69,317456.2419230769,
2024-06-08,337002.69,318085.86634615384,
2024-06-09,337002.69,318712.1705769231,
2024-06-10,337750.49,319427.21134615387,
2024-06-11,335235.5,320093.88692307693,
2024-06-12,334579.96,320747.9559615385,
2024-06-13,336054.65,321378.06423076923,
2024-06-14,333623.14,321917.8515384616,
2024-06-15,333623.14,322422.72538461536,
2024-06-16,333623.14,322871.3046153846,
2024-06-17,333623.14,323200.8515384616,
2024-06-18,336887.64,323593.1773076923,
2024-06-19,335195.83,323952.9682692308,
2024-06-20,337045.75,324301.90653846157,
2024-06-21,336254.93,324633.40596153843,
2024-06-22,336254.93,324964.90538461535,
2024-06-23,336254.93,325298.80403846153,
2024-06-24,333731.57,325578.5609615384,
2024-06-25,332761.29,325839.6586538461,
2024-06-26,332580.63,326097.2821153846,
2024-06-27,335112.9,326393.5715384615,
2024-06-28,337001.78,326739.8703846153,
2024-06-29,337001.78,327102.76,
2024-06-30,337001.78,327500.1605769231,
2024-07-01,338417.07,327986.6551923077,
2024-07-02,338199.78,328468.9711538461,
2024-07-03,340061.64,328987.0921153846,
2024-07-04,341490.0,329538.50192307687,
2024-07-05,343342.74,330110.7155769231,
2024-07-06,343342.74,330628.3540384615,
2024-07-07,343342.74,331138.5165384616,
2024-07-08,348119.07,331711.1573076924,
2024-07-09,349886.83,332312.0492307692,
2024-07-10,350229.89,332919.53846153844,
2024-07-11,350618.1,333534.49326923076,
2024-07-12,355461.75,334206.7401923077,
2024-07-13,355461.75,334863.35865384614,
2024-07-14,355461.75,335491.28288461536,
2024-07-15,357481.05000000005,336169.04326923075,
2024-07-16,358523.7,336866.8546153846,
2024-07-17,358523.7,337564.6659615385,
2024-07-18,360449.8,338276.4042307692,
2024-07-19,361270.56,339062.3532692308,
2024-07-20,361270.56,339814.4898076923,
2024-07-21,361270.56,340576.1684615385,
2024-07-22,357977.66000000003,341281.5413461539,
2024-07-23,362997.36,342083.446923077,
2024-07-24,366184.29,342946.6396153846,
2024-07-25,363077.96,343574.0042307693,
2024-07-26,370575.92,344440.68846153846,
2024-07-27,370575.92,345274.45634615386,
2024-07-28,370575.92,345892.265,
2024-07-29,371668.51,346558.9153846154,
2024-07-30,369451.05,347182.92230769235,
2024-07-31,369617.49,347810.13,
2024-08-01,372379.45999999996,348476.07173076924,
2024-08-02,373151.31,349205.2219230769,
2024-08-03,373151.31,349946.9786538461,
2024-08-04,373151.31,350660.37596153846,
2024-08-05,361848.07,351203.1630769231,
2024-08-06,361995.83999999997,351748.7919230769,
2024-08-07,362365.67,352301.53288461536,
2024-08-08,362716.33,352861.0173076923,
2024-08-09,364601.29,353393.97211538465,
2024-08-10,364601.29,353959.4617307692,
2024-08-11,364601.29,354489.3759615384,
2024-08-12,367147.88,355083.4711538461,
2024-08-13,365367.87,355643.33538461535,
2024-08-14,363486.49,356167.01923076925,
2024-08-15,363486.49,356739.2292307692,
2024-08-16,369661.33,357448.8453846154,
2024-08-17,369661.33,358161.93576923077,
2024-08-18,369661.33,358826.32865384617,
2024-08-19,372693.13,359512.7007692308,
2024-08-20,371609.33999999997,360178.23076923075,
2024-08-21,373774.37,360885.3959615385,
2024-08-22,375717.86,361602.7188461538,
2024-08-23,375200.20999999996,362314.26557692315,
2024-08-24,375200.20999999996,362990.0073076924,
2024-08-25,375200.20999999996,363638.28057692305,
2024-08-26,379454.8,364332.74326923076,
2024-08-27,380104.75,365039.705,
2024-08-28,378720.21,365720.04096153844,
2024-08-29,380966.63,366351.7248076923,
2024-08-30,381808.92,366965.6111538462,
2024-08-31,381808.92,367572.90019230766,
2024-09-01,381808.92,368172.7236538462,
2024-09-02,383312.17,368708.30865384615,
2024-09-03,383620.02,369249.81384615385,
2024-09-04,382195.27999999997,369763.92019230773,
2024-09-05,382116.49,370237.67865384615,
2024-09-06,387544.67,370795.77423076925,
2024-09-07,387544.67,371353.86980769224,
2024-09-08,387544.67,371874.92500000005,
2024-09-09,383744.2,372307.1103846154,
2024-09-10,389396.6,372847.99576923077,
2024-09-11,390399.85,373408.17442307685,
2024-09-12,396176.88,374142.7748076923,
2024-09-13,393035.59,374720.4330769231,
2024-09-14,393035.59,375236.8042307692,
2024-09-15,393035.59,375812.9125,
2024-09-16,393092.79000000004,376245.9292307692,
2024-09-17,392962.19,376676.4344230769,
2024-09-18,392568.39,377099.3665384616,
2024-09-19,392718.89,377504.1815384615,
2024-09-20,392444.39,377946.3611538461,
2024-09-21,392444.39,378385.33999999997,
2024-09-22,392444.39,378771.20403846155,
2024-09-23,393305.19,379158.7786538462,
2024-09-24,394269.89,379564.9051923077,
2024-09-25,394027.19,379966.3644230769,
2024-09-26,394632.39,380596.83211538463,
2024-09-27,395762.69,381246.19461538456,
2024-09-28,395762.69,381888.445,
2024-09-29,395762.69,382523.95192307694,
2024-09-30,395762.69,383123.2096153846,
2024-10-01,394274.7,383693.85211538465,
2024-10-02,394274.7,384264.49461538467,
2024-10-03,388606.99,384677.1698076923,
2024-10-04,387670.1,385106.0588461539,
2024-10-05,387670.1,385571.1282692307,
2024-10-06,387670.1,386036.1976923077,
2024-10-07,385401.49,386338.89307692304,
2024-10-08,384885.35,386631.6626923077,
2024-10-09,385722.32,386940.52788461535,
2024-10-10,382623.3,387131.4926923077,
2024-10-11,380919.76,387310.5392307692,
2024-10-12,380919.76,387447.9505769231,
2024-10-13,380919.76,387547.9871153846,
2024-10-14,383729.94,387712.02038461535,
2024-10-15,384729.61,387895.27807692304,
2024-10-16,382132.6,388028.5932692308,
2024-10-17,380703.51,388052.6069230769,
2024-10-18,377445.83,388001.4738461539,
2024-10-19,377445.83,387976.9665384615,
2024-10-20,377445.83,387909.25884615385,
2024-10-21,376929.37,387815.42134615383,
2024-10-22,372264.76,387631.8798076923,
2024-10-23,368541.19,387376.73115384614,
2024-10-24,366676.04,387056.80557692307,
2024-10-25,368357.04,386763.2867307692,
2024-10-26,368357.04,386497.16673076927,
2024-10-27,368357.04,386232.561923077,
2024-10-28,371789.44,385929.5767307692,
2024-10-29,372108.41,385632.7255769231,
2024-10-30,373258.2,385357.9857692308,
2024-10-31,373258.2,385156.33192307694,
2024-11-01,376414.57,384906.6775,
2024-11-02,376414.57,384637.72980769235,
2024-11-03,376414.57,384257.6853846154,
2024-11-04,374620.95,383903.5576923077,
2024-11-05,371154.57,383482.76884615386,
2024-11-06,375055.27,383136.99346153846,
2024-11-07,374803.67,382785.2796153846,
2024-11-08,371911.06,382380.4501923077,
2024-11-09,371911.06,381983.1938461539,
2024-11-10,371911.06,381583.04326923075,
2024-11-11,371249.69,381175.4528846154,
2024-11-12,366114.39,380669.1067307693,
2024-11-13,360466.42000000004,380054.14576923073,
2024-11-14,358657.26,379387.8394230769,
2024-11-15,358657.26,378702.98115384614,
2024-11-16,358657.26,378022.7901923077,
2024-11-17,358657.26,377330.9607692308,
2024-11-18,357888.77999999997,376602.61634615384,
2024-11-19,362191.56,375957.0176923077,
2024-11-20,362191.56,375311.4190384615,
2024-11-21,355772.58999999997,374542.37865384616,
2024-11-22,363994.64,373960.0698076923,
2024-11-23,363994.64,373377.7609615385,
2024-11-24,363994.64,372904.4465384616,
2024-11-25,369476.52,372554.57,
2024-11-26,369708.07999999996,372209.14653846156,
2024-11-27,369971.0,371868.7792307692,
2024-11-28,370783.1,371587.6563461539,
2024-11-29,370809.98,371316.9761538462,
2024-11-30,370809.98,371030.2003846154,
2024-12-01,370809.98,370803.0211538461,
2024-12-02,370550.27999999997,370603.6080769231,
2024-12-03,374309.68,370476.49115384615,
2024-12-04,376249.77999999997,370386.6838461539,
2024-12-05,377028.77999999997,370257.8153846153,
2024-12-06,,,377238.2860477914
2024-12-07,,,377228.1258981778
2024-12-08,,,377572.4288051111
2024-12-09,,,377709.11533110996
2024-12-10,,,377623.2470237247
2024-12-11,,,377885.2034878785
2024-12-12,,,377267.55103139376
2024-12-13,,,377542.7811388707
2024-12-14,,,377848.8521214594
2024-12-15,,,376988.41718499875
2024-12-16,,,376546.96169189055
2024-12-17,,,376276.92099194904
2024-12-18,,,376602.37605983927
2024-12-19,,,377149.3813080388
2024-12-20,,,376586.65553049964
2024-12-21,,,376720.217920534
2024-12-22,,,376657.67700638087
2024-12-23,,,377345.7136338691
2024-12-24,,,378531.624585247
2024-12-25,,,377373.85162424546
2024-12-26,,,377195.6823099256
2024-12-27,,,377004.18863816105
2024-12-28,,,380085.46566815337
2024-12-29,,,377641.42602656374
2024-12-30,,,377016.8430534397
2024-12-31,,,377523.17505467485
2025-01-01,,,376868.04800586874
2025-01-02,,,377044.14978741674
2025-01-03,,,377199.98465786845
2025-01-04,,,377352.3442441534
2025-01-05,,,377553.6167522426
2025-01-06,,,377773.38588224485
2025-01-07,,,378280.74060656613
2025-01-08,,,377832.0513178415
2025-01-09,,,378151.43424863566
2025-01-10,,,378465.34018295945
2025-01-11,,,378478.7767882215
2025-01-12,,,378552.0906355514
2025-01-13,,,379231.9777978781
2025-01-14,,,379101.73846126604
2025-01-15,,,378915.7589785912
2025-01-16,,,379353.3566307255
2025-01-17,,,380484.06662706484
2025-01-18,,,381762.39177276514
2025-01-19,,,382844.25263595645
2025-01-20,,,383296.5029377282
2025-01-21,,,383424.46375923883
2025-01-22,,,383370.22298089426
2025-01-23,,,383640.48704806087
2025-01-24,,,383726.49714358745
2025-01-25,,,383847.3925311767
2025-01-26,,,383818.18989571685
2025-01-27,,,384060.02327139175
2025-01-28,,,384049.8631217781
2025-01-29,,,384394.1660287114
2025-01-30,,,384530.8525547103
2025-01-31,,,384444.98424732505
2025-02-01,,,384706.9407114788
2025-02-02,,,384089.2882549941
2025-02-03,,,384364.518362471
2025-02-04,,,384670.5893450597
2025-02-05,,,383810.1544085991
2025-02-06,,,383368.6989154909
2025-02-07,,,383098.65821554937
2025-02-08,,,383424.1132834396
2025-02-09,,,383971.1185316391
2025-02-10,,,383408.3927541
2025-02-11,,,383541.95514413435
2025-02-12,,,383479.4142299812
2025-02-13,,,384167.4508574694
2025-02-14,,,385353.36180884734
2025-02-15,,,384195.5888478458
2025-02-16,,,384017.41953352594
2025-02-17,,,383825.9258617614
2025-02-18,,,386907.2028917537
2025-02-19,,,384463.16325016407
2025-02-20,,,383838.58027704
2025-02-21,,,384344.9122782752
2025-02-22,,,383689.78522946907
2025-02-23,,,383865.88701101707
2025-02-24,,,384021.7218814688
2025-02-25,,,384174.08146775374
2025-02-26,,,384375.35397584294
2025-02-27,,,384595.1231058452
2025-02-28,,,385102.47783016646
2025-03-01,,,384653.78854144184
2025-03-02,,,384973.171472236
2025-03-03,,,385287.0774065598
2025-03-04,,,385300.5140118218
2025-03-05,,,385373.8278591517
2025-03-06,,,386053.7150214784
2025-03-07,,,385923.47568486637
2025-03-08,,,385737.4962021915
2025-03-09,,,386175.0938543258
2025-03-10,,,387305.80385066516
2025-03-11,,,388584.12899636547
2025-03-12,,,389665.9898595568
2025-03-13,,,390118.2401613285
2025-03-14,,,390246.20098283916
2025-03-15,,,390191.9602044946
2025-03-16,,,390462.2242716612
2025-03-17,,,390548.2343671878
2025-03-18,,,390669.129754777
2025-03-19,,,390639.9271193172
2025-03-20,,,390881.7604949921
2025-03-21,,,390871.60034537845
2025-03-22,,,391215.90325231175
2025-03-23,,,391352.5897783106
2025-03-24,,,391266.7214709254
2025-03-25,,,391528.67793507915
2025-03-26,,,390911.0254785944
2025-03-27,,,391186.25558607135
2025-03-28,,,391492.32656866004
2025-03-29,,,390631.8916321994
2025-03-30,,,390190.4361390912
2025-03-31,,,389920.3954391497
2025-04-01,,,390245.8505070399
2025-04-02,,,390792.85575523943
2025-04-03,,,390230.1299777003
2025-04-04,,,390363.6923677347
2025-04-05,,,390301.1514535815
2025-04-06,,,390989.18808106973
2025-04-07,,,392175.0990324477
2025-04-08,,,391017.3260714461
2025-04-09,,,390839.15675712633
2025-04-10,,,390647.6630853617
2025-04-11,,,393728.940115354
2025-04-12,,,391284.9004737644
2025-04-13,,,390660.31750064035
2025-04-14,,,391166.6495018755
2025-04-15,,,390511.5224530694
2025-04-16,,,390687.6242346174
2025-04-17,,,390843.45910506917
2025-04-18,,,390995.81869135407
2025-04-19,,,391197.09119944327
2025-04-20,,,391416.8603294455
2025-04-21,,,391924.2150537668
2025-04-22,,,391475.52576504217
2025-04-23,,,391794.9086958363
2025-04-24,,,392108.8146301601
2025-04-25,,,392122.2512354222
2025-04-26,,,392195.56508275203
2025-04-27,,,392875.45224507875
2025-04-28,,,392745.2129084667
2025-04-29,,,392559.2334257919
