date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2024-03-01 00:00:00+05:30,8.05,8.65,8.05,8.05,2377142.0,0.0,0.0,0.0
2024-03-04 00:00:00+05:30,8.3,8.7,8.3,8.7,1689189.0,0.0,0.0,0.0
2024-03-05 00:00:00+05:30,8.7,8.7,8.3,8.3,823250.0,0.0,0.0,0.0
2024-03-06 00:00:00+05:30,7.95,8.2,7.9,7.9,707759.0,0.0,0.0,0.0
2024-03-07 00:00:00+05:30,7.7,8.25,7.6,8.25,805156.0,0.0,0.0,0.0
2024-03-11 00:00:00+05:30,8.65,8.65,8.1,8.4,997920.0,0.0,0.0,0.0
2024-03-12 00:00:00+05:30,8.6,8.6,8.0,8.0,689631.0,0.0,0.0,0.0
2024-03-13 00:00:00+05:30,7.9,8.0,7.6,7.6,405576.0,0.0,0.0,0.0
2024-03-14 00:00:00+05:30,7.25,7.95,7.25,7.8,833046.0,0.0,0.0,0.0
2024-03-15 00:00:00+05:30,7.8,8.0,7.5,7.85,505796.0,0.0,0.0,0.0
2024-03-18 00:00:00+05:30,8.0,8.0,7.5,7.7,428392.0,0.0,0.0,0.0
2024-03-19 00:00:00+05:30,7.85,7.85,7.35,7.4,385843.0,0.0,0.0,0.0
2024-03-20 00:00:00+05:30,7.45,7.75,7.3,7.55,352006.0,0.0,0.0,0.0
2024-03-21 00:00:00+05:30,7.8,7.9,7.55,7.9,336312.0,0.0,0.0,0.0
2024-03-22 00:00:00+05:30,8.15,8.25,7.7,8.25,476480.0,0.0,0.0,0.0
2024-03-26 00:00:00+05:30,8.25,8.45,7.9,8.0,456534.0,0.0,0.0,0.0
2024-03-27 00:00:00+05:30,7.9,8.1,7.65,7.7,437329.0,0.0,0.0,0.0
2024-03-28 00:00:00+05:30,7.75,7.95,7.5,7.65,616633.0,0.0,0.0,0.0
