Date,Company,Amount,Exchange,Segment,Scrip Code,Instrument Type,Strike Price,Expiry,Trade Num,Trade Time,Side,Quantity,Price
2024-06-13,KPIT Technologies Ltd,3000,NSE,EQ,542651,Equity,0,,55207344,13:58:03,Buy,2,1500
2024-06-13,NIFTY,1547.5,FON,FO,NIFTY,European Call,23350,13-06-2024,80966655,13:28:13,Sell,25,61.9
2024-06-13,NIFTY,1475,FON,FO,NIFTY,European Call,23350,13-06-2024,78615493,12:11:08,Buy,25,59
2024-06-04,Indian Railway Catering and To,2688.6,NSE,EQ,542830,Equity,0,,32326896,12:19:21,Buy,3,896.2
2024-05-24,SBI Magnum Tax Gain Scheme - D,999.75,BMF,MF,F200K01UM9,MF,0,,,,Buy,2.33,428.89
2024-05-24,MIRAE ASSET TAX SAVER FUND - D,999.95,BMF,MF,F769K01DM9,MF,0,,,,Buy,20.51,48.77
