date,company,amount,exchange,segment,scrip_code,instrument_type,strike_price,expiry,trade_num,trade_time,side,quantity,price
2020-04-21 00:00:00,TATA MOTORS,1051.4,NSE,EQ,500570,Equity,0,,79300205,14:41:30,Buy,14,75.1
2020-05-04 00:00:00,TATA MOTORS,419,NSE,EQ,500570,Equity,0,,79614488,14:33:45,Buy,5,83.8
2020-05-05 00:00:00,BHAGERI IND,1165.5,NSE,EQ,530803,Equity,0,,2154030,11:31:20,Buy,10,116.55
2020-05-19 00:00:00,BHAGERI IND,500,NSE,EQ,530803,Equity,0,,4006651,14:44:06,Buy,5,100
2020-06-15 00:00:00,BHAGERI IND,1695,NSE,EQ,530803,Equity,0,,1767306,10:57:42,Sell,15,113
2020-07-03 00:00:00,TATA MOTORS,1560,NSE,EQ,500570,Equity,0,,77496665,13:31:19,Buy,15,104
2020-07-27 00:00:00,YES BANK LTD,1230,NSE,EQ,532648,Equity,0,,76719820,10:47:51,Buy,100,12.3
2020-07-29 00:00:00,PUNJAB NATBK,988.5,NSE,EQ,532461,Equity,0,,52597861,14:12:52,Buy,30,32.95
2020-07-29 00:00:00,VODAFONE IDEA LTD,164,NSE,EQ,532822,Equity,0,,28455875,14:14:01,Buy,20,8.2
2020-07-29 00:00:00,YES BANK LTD,587.5,NSE,EQ,532648,Equity,0,,78905919,14:11:01,Buy,50,11.75
2020-07-30 00:00:00,VODAFONE IDEA LTD,397.5,NSE,EQ,532822,Equity,0,,29444896,15:15:54,Buy,50,7.95
2021-02-08 00:00:00,TATA POWER,6480,NSE,EQ,500400,Equity,0,,77809513,11:39:33,Buy,72,90
2021-02-09 00:00:00,GOLDBEES,83.64,NSE,EQ,590095,Equity,0,,29821602,14:25:00,Buy,2,41.82
2021-02-09 00:00:00,NIFTY BEES,162.52,NSE,EQ,590103,Equity,0,,53501905,14:25:00,Buy,1,162.52
2021-02-22 00:00:00,TATA POWER,2970,NSE,EQ,500400,Equity,0,,77846479,11:44:35,Buy,33,90
2021-03-04 00:00:00,Heranba Industries Limited,14421,NSE,EQ,543266,Equity,0,,,,Buy,23,627
2021-03-05 00:00:00,Heranba Industries Limited,9840,NSE,EQ,543266,Equity,0,,31557281,15:24:27,Sell,12,820
2021-03-09 00:00:00,Heranba Industries Limited,8525,NSE,EQ,543266,Equity,0,,26612985,10:38:35,Sell,11,775
