username,date,company,amount,exchange,segment,scrip_code,instrument_type,strike_price,expiry,trade_num,trade_time,side,quantity,price
,2025-05-08 00:00:00,NIFTY,2550,FON,FO,NIFTY,European Call,24500,08-05-2025,2578667,12:51:01,Sell,1275,2
,2025-05-08 00:00:00,NIFTY,540,FON,FO,NIFTY,European Call,24500,08-05-2025,4078523,14:29:18,Sell,600,0.9
,2025-05-08 00:00:00,NIFTY,675,FON,FO,NIFTY,European Call,24500,08-05-2025,4048434,14:27:34,Buy,675,1
,2025-05-08 00:00:00,NIFTY,9900,FON,FO,NIFTY,European Call,24500,08-05-2025,1689080,10:30,Buy,1800,5.5
,2025-05-12 00:00:00,NIFTY,3600,FON,FO,NIFTY,European Call,24800,15-05-2025,175417,09:16:45,Buy,75,48
,2025-05-12 00:00:00,NIFTY,5250,FON,FO,NIFTY,European Call,24800,15-05-2025,867030,09:43:56,Sell,75,70
,2025-05-14 00:00:00,NIFTY,1080,FON,FO,NIFTY,European Call,26000,22-05-2025,8480833,15:27:53,Buy,300,3.6
,2025-05-14 00:00:00,NIFTY,2625,FON,FO,NIFTY,European Call,25100,15-05-2025,3302421,11:47:15,Sell,375,7
,2025-05-14 00:00:00,NIFTY,2700,FON,FO,NIFTY,European Call,26000,22-05-2025,8480834,15:27:53,Buy,750,3.6
,2025-05-14 00:00:00,NIFTY,3562.5,FON,FO,NIFTY,European Call,25100,15-05-2025,2894010,11:14:46,Buy,375,9.5
,2025-05-14 00:00:00,NIFTY,525,FON,FO,NIFTY,European Call,25100,15-05-2025,3302422,11:47:15,Sell,75,7
,2025-05-14 00:00:00,NIFTY,712.5,FON,FO,NIFTY,European Call,25100,15-05-2025,2894011,11:14:46,Buy,75,9.5
,2025-05-15 00:00:00,NIFTY,487.5,FON,FO,NIFTY,European Call,25100,15-05-2025,16079517,15:08:32,Buy,375,1.3
,2025-05-15 00:00:00,NIFTY,97.5,FON,FO,NIFTY,European Call,25100,15-05-2025,16079513,15:08:32,Buy,75,1.3
,2025-05-15 00:00:00,NIFTY,97.5,FON,FO,NIFTY,European Call,25100,15-05-2025,16079516,15:08:32,Buy,75,1.3
,2025-05-15 00:00:00,NIFTY,97.5,FON,FO,NIFTY,European Call,25100,15-05-2025,16079518,15:08:32,Buy,75,1.3
