date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2023-07-03 00:00:00+05:30,4.95,5.3,4.9,5.3,81719889.0,0.0,0.0,0.0
2023-07-04 00:00:00+05:30,5.4,5.55,5.05,5.2,78463130.0,0.0,0.0,0.0
2023-07-05 00:00:00+05:30,5.3,5.35,5.15,5.2,23537571.0,0.0,0.0,0.0
2023-07-06 00:00:00+05:30,5.25,5.4,5.2,5.2,18956225.0,0.0,0.0,0.0
2023-07-07 00:00:00+05:30,5.25,5.4,5.1,5.15,29389123.0,0.0,0.0,0.0
2023-07-10 00:00:00+05:30,5.2,5.2,4.95,5.05,19361904.0,0.0,0.0,0.0
2023-07-11 00:00:00+05:30,5.05,5.1,4.95,5.0,16383297.0,0.0,0.0,0.0
2023-07-12 00:00:00+05:30,5.0,5.05,4.85,4.85,18697893.0,0.0,0.0,0.0
2023-07-13 00:00:00+05:30,4.9,5.0,4.7,4.75,17235653.0,0.0,0.0,0.0
2023-07-14 00:00:00+05:30,4.8,4.85,4.3,4.7,54548232.0,0.0,0.0,0.0
2023-07-17 00:00:00+05:30,4.7,4.75,4.65,4.65,11243803.0,0.0,0.0,0.0
2023-07-18 00:00:00+05:30,4.7,4.75,4.3,4.55,18318971.0,0.0,0.0,0.0
2023-07-19 00:00:00+05:30,4.55,4.7,4.55,4.55,9093740.0,0.0,0.0,0.0
2023-07-20 00:00:00+05:30,4.6,5.0,4.55,4.75,37193338.0,0.0,0.0,0.0
2023-07-21 00:00:00+05:30,4.8,5.0,4.75,4.95,20630047.0,0.0,0.0,0.0
2023-07-24 00:00:00+05:30,5.05,5.2,5.0,5.1,39442187.0,0.0,0.0,0.0
2023-07-25 00:00:00+05:30,5.2,5.4,5.15,5.15,63272762.0,0.0,0.0,0.0
2023-07-26 00:00:00+05:30,5.0,5.05,4.8,4.9,20998583.0,0.0,0.0,0.0
2023-07-27 00:00:00+05:30,4.9,5.0,4.85,4.85,12717241.0,0.0,0.0,0.0
2023-07-28 00:00:00+05:30,4.85,4.9,4.8,4.85,19547725.0,0.0,0.0,0.0
