Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-01 00:00:00+05:30,184.0068934879849,185.54732695194878,182.46647518860362,183.31121826171875,25968357,0.0,0.0
2020-01-02 00:00:00+05:30,183.85782431325603,193.49793423081837,183.46029994814145,192.55380249023438,57289863,0.0,0.0
2020-01-03 00:00:00+05:30,191.7090561933776,194.44207807628496,188.08159685098846,189.92018127441406,47572728,0.0,0.0
2020-01-06 00:00:00+05:30,189.8207905507778,189.8207905507778,183.9075281188927,184.50381469726562,28621212,0.0,0.0
2020-01-07 00:00:00+05:30,185.84548018055105,188.23065674805122,181.17450055652327,183.55967712402344,34995035,0.0,0.0
2020-01-08 00:00:00+05:30,179.08746096307058,183.06276538029562,179.08746096307058,181.42295837402344,21862695,0.0,0.0
2020-01-09 00:00:00+05:30,183.70877005861985,191.5599905848503,183.1124683022499,190.8146209716797,40803142,0.0,0.0
2020-01-10 00:00:00+05:30,190.81460684548034,197.7713893867218,188.82695469083993,195.13775634765625,60252338,0.0,0.0
2020-01-13 00:00:00+05:30,193.5476366759865,196.52911503299785,190.2183131114906,195.0383758544922,40535961,0.0,0.0
2020-01-14 00:00:00+05:30,194.49177086339026,197.0260305311336,192.40474508640062,194.64085388183594,29867542,0.0,0.0
2020-01-15 00:00:00+05:30,193.7960918613346,200.45472377955102,192.8022657492252,199.11306762695312,38485962,0.0,0.0
2020-01-16 00:00:00+05:30,198.26831068176236,199.36152547817176,195.68435670729463,196.33035278320312,28118140,0.0,0.0
2020-01-17 00:00:00+05:30,196.03221483755965,198.21862940992867,194.49178121910052,196.0819091796875,18204088,0.0,0.0
2020-01-20 00:00:00+05:30,196.77757521409256,200.20627235536082,193.10042153846305,193.7960968017578,28976013,0.0,0.0
2020-01-21 00:00:00+05:30,194.29300052855683,195.18743794341788,189.02571922044157,190.2183074951172,20859400,0.0,0.0
2020-01-22 00:00:00+05:30,190.7649187797683,191.3115261731797,183.1124607657577,184.45413208007812,32952072,0.0,0.0
2020-01-23 00:00:00+05:30,185.59702466157316,189.22448387025,182.66524069180358,187.23683166503906,33032086,0.0,0.0
2020-01-24 00:00:00+05:30,186.83931096053954,189.82078932693113,183.85783259414794,185.34857177734375,21791825,0.0,0.0
2020-01-27 00:00:00+05:30,184.5534949440378,185.7460831743004,179.73344768743848,181.07510375976562,30132428,0.0,0.0
2020-01-28 00:00:00+05:30,182.7646185168462,183.16215806602068,173.82018338229418,175.01278686523438,38283588,0.0,0.0
2020-01-29 00:00:00+05:30,177.69611582705204,187.73375068367545,177.4476592935032,186.88900756835938,61585660,0.0,0.0
