Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-01 00:00:00+05:30,46.95000076293945,47.5,46.5,46.650001525878906,102291841,0.0,0.0
2020-01-02 00:00:00+05:30,46.79999923706055,48.5,46.400001525878906,47.349998474121094,122242838,0.0,0.0
2020-01-03 00:00:00+05:30,47.349998474121094,48.25,46.849998474121094,47.099998474121094,94827592,0.0,0.0
2020-01-06 00:00:00+05:30,46.75,46.75,45.0,45.150001525878906,102880221,0.0,0.0
2020-01-07 00:00:00+05:30,45.70000076293945,46.400001525878906,43.95000076293945,45.04999923706055,111094678,0.0,0.0
2020-01-08 00:00:00+05:30,46.25,47.20000076293945,45.29999923706055,46.04999923706055,140074287,0.0,0.0
2020-01-09 00:00:00+05:30,47.0,48.5,46.29999923706055,47.29999923706055,152025694,0.0,0.0
2020-01-10 00:00:00+05:30,47.95000076293945,48.349998474121094,43.79999923706055,44.75,303072426,0.0,0.0
2020-01-13 00:00:00+05:30,43.400001525878906,43.900001525878906,41.04999923706055,42.099998474121094,194734026,0.0,0.0
2020-01-14 00:00:00+05:30,41.75,41.75,36.54999923706055,38.54999923706055,314975429,0.0,0.0
2020-01-15 00:00:00+05:30,38.45000076293945,41.099998474121094,36.650001525878906,39.75,400694734,0.0,0.0
2020-01-16 00:00:00+05:30,40.150001525878906,40.900001525878906,39.75,39.95000076293945,126354618,0.0,0.0
2020-01-17 00:00:00+05:30,37.599998474121094,39.54999923706055,37.0,39.25,125635833,0.0,0.0
2020-01-20 00:00:00+05:30,39.5,40.20000076293945,38.45000076293945,38.650001525878906,89703186,0.0,0.0
2020-01-21 00:00:00+05:30,38.599998474121094,39.20000076293945,38.099998474121094,38.349998474121094,67215936,0.0,0.0
2020-01-22 00:00:00+05:30,38.70000076293945,39.0,38.0,38.45000076293945,62400795,0.0,0.0
2020-01-23 00:00:00+05:30,38.54999923706055,41.400001525878906,38.349998474121094,40.95000076293945,178774952,0.0,0.0
2020-01-24 00:00:00+05:30,41.20000076293945,45.0,41.099998474121094,42.79999923706055,289854100,0.0,0.0
2020-01-27 00:00:00+05:30,42.29999923706055,43.45000076293945,41.849998474121094,42.400001525878906,134241973,0.0,0.0
2020-01-28 00:00:00+05:30,42.5,43.29999923706055,41.25,41.650001525878906,106167368,0.0,0.0
2020-01-29 00:00:00+05:30,41.849998474121094,42.349998474121094,41.0,41.20000076293945,141475654,0.0,0.0
2020-01-30 00:00:00+05:30,40.79999923706055,40.849998474121094,38.54999923706055,39.04999923706055,150556233,0.0,0.0
2020-01-31 00:00:00+05:30,39.29999923706055,40.20000076293945,38.70000076293945,39.25,117636393,0.0,0.0
2020-02-03 00:00:00+05:30,37.95000076293945,38.400001525878906,35.70000076293945,36.0,148030362,0.0,0.0
2020-02-04 00:00:00+05:30,36.150001525878906,36.400001525878906,34.45000076293945,34.95000076293945,138230643,0.0,0.0
2020-02-05 00:00:00+05:30,35.099998474121094,39.70000076293945,34.04999923706055,37.599998474121094,281100614,0.0,0.0
2020-02-06 00:00:00+05:30,37.900001525878906,39.5,37.79999923706055,38.54999923706055,135268292,0.0,0.0
2020-02-07 00:00:00+05:30,38.79999923706055,39.95000076293945,38.150001525878906,38.70000076293945,127163152,0.0,0.0
2020-02-10 00:00:00+05:30,40.0,40.75,37.099998474121094,37.54999923706055,142245961,0.0,0.0
2020-02-11 00:00:00+05:30,37.75,38.099998474121094,36.70000076293945,36.849998474121094,96791648,0.0,0.0
2020-02-12 00:00:00+05:30,36.75,36.75,35.04999923706055,35.20000076293945,101372754,0.0,0.0
2020-02-13 00:00:00+05:30,36.95000076293945,38.0,36.0,37.20000076293945,168339964,0.0,0.0
2020-02-14 00:00:00+05:30,37.5,40.20000076293945,37.5,38.900001525878906,187898337,0.0,0.0
2020-02-17 00:00:00+05:30,39.5,40.099998474121094,36.599998474121094,37.150001525878906,116075992,0.0,0.0
2020-02-18 00:00:00+05:30,37.349998474121094,37.5,33.650001525878906,35.04999923706055,229070225,0.0,0.0
2020-02-19 00:00:00+05:30,34.0,36.20000076293945,33.599998474121094,35.29999923706055,127701131,0.0,0.0
2020-02-20 00:00:00+05:30,35.29999923706055,36.5,34.650001525878906,35.45000076293945,119436898,0.0,0.0
2020-02-24 00:00:00+05:30,35.5,35.900001525878906,34.150001525878906,34.95000076293945,105851722,0.0,0.0
2020-02-25 00:00:00+05:30,35.25,36.0,34.75,35.150001525878906,88184594,0.0,0.0
2020-02-26 00:00:00+05:30,34.900001525878906,37.04999923706055,34.45000076293945,36.54999923706055,149229469,0.0,0.0
2020-02-27 00:00:00+05:30,37.29999923706055,37.95000076293945,36.0,36.79999923706055,164315370,0.0,0.0
2020-02-28 00:00:00+05:30,35.150001525878906,35.849998474121094,34.29999923706055,34.599998474121094,141720001,0.0,0.0
2020-03-02 00:00:00+05:30,35.20000076293945,35.54999923706055,29.799999237060547,31.549999237060547,127750922,0.0,0.0
2020-03-03 00:00:00+05:30,32.45000076293945,33.29999923706055,30.5,31.200000762939453,164268356,0.0,0.0
2020-03-04 00:00:00+05:30,31.5,31.700000762939453,28.700000762939453,29.299999237060547,202851281,0.0,0.0
2020-03-05 00:00:00+05:30,29.399999618530273,37.849998474121094,28.0,36.79999923706055,784703310,0.0,0.0
2020-03-06 00:00:00+05:30,33.150001525878906,33.150001525878906,5.650000095367432,16.149999618530273,191175895,0.0,0.0
2020-03-09 00:00:00+05:30,17.0,22.799999237060547,16.200000762939453,21.25,727555369,0.0,0.0
2020-03-11 00:00:00+05:30,23.350000381469727,29.600000381469727,23.350000381469727,28.799999237060547,413642132,0.0,0.0
2020-03-12 00:00:00+05:30,28.700000762939453,28.700000762939453,17.450000762939453,25.049999237060547,337764206,0.0,0.0
2020-03-13 00:00:00+05:30,22.549999237060547,27.700000762939453,21.350000381469727,25.549999237060547,276659418,0.0,0.0
2020-03-16 00:00:00+05:30,26.700000762939453,40.400001525878906,26.049999237060547,37.099998474121094,166519072,0.0,0.0
2020-03-17 00:00:00+05:30,40.79999923706055,64.9000015258789,40.79999923706055,58.650001525878906,223459530,0.0,0.0
2020-03-18 00:00:00+05:30,64.5,87.30000305175781,49.900001525878906,60.45000076293945,364133191,0.0,0.0
2020-03-19 00:00:00+05:30,61.650001525878906,61.79999923706055,42.79999923706055,53.849998474121094,147322500,0.0,0.0
2020-03-20 00:00:00+05:30,59.20000076293945,67.30000305175781,41.25,45.849998474121094,118188727,0.0,0.0
