Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-01 00:00:00+05:30,667.0548053228191,671.5925931141309,664.8312782264929,668.7337646484375,2112415,0.0,0.0
2020-01-02 00:00:00+05:30,670.594345846194,672.3186720839955,663.3338849049135,666.7825927734375,5658200,0.0,0.0
2020-01-03 00:00:00+05:30,666.0565391573406,678.8530790518181,666.0565391573406,677.0379638671875,7882938,0.0,0.0
2020-01-06 00:00:00+05:30,677.1285582816158,684.1167613845623,668.4160293434671,670.5487670898438,6519403,0.0,0.0
2020-01-07 00:00:00+05:30,669.777515752671,673.9522585988392,658.0700004339724,660.6112060546875,7899363,0.0,0.0
2020-01-08 00:00:00+05:30,657.9338749582898,661.6094720578051,642.8230191800492,651.807861328125,8639443,0.0,0.0
2020-01-09 00:00:00+05:30,654.9842677411716,663.8783202836132,648.2683199926199,660.29345703125,13521186,0.0,0.0
2020-01-10 00:00:00+05:30,672.000884113223,674.2244108092465,662.9706769556427,669.9135131835938,9341405,0.0,0.0
2020-01-13 00:00:00+05:30,689.7436839007711,705.6259397800651,685.205896506687,702.0410766601562,36952038,0.0,0.0
2020-01-14 00:00:00+05:30,698.7738718894727,705.126774059323,696.2780888941744,703.9469604492188,11414418,0.0,0.0
2020-01-15 00:00:00+05:30,702.3134269999616,702.3134269999616,691.6950473882933,696.5958251953125,6047430,0.0,0.0
2020-01-16 00:00:00+05:30,699.4545925588455,701.0881850181689,689.9706053851947,696.0966186523438,5740586,0.0,0.0
2020-01-17 00:00:00+05:30,699.4545529814421,701.451190493379,691.7856812838392,696.8679809570312,3762957,0.0,0.0
2020-01-20 00:00:00+05:30,700.2713706508598,702.8125760588453,692.4210312222892,697.41259765625,3887680,0.0,0.0
2020-01-21 00:00:00+05:30,697.4125512857418,699.2730330270235,690.4243476642546,692.0125732421875,4448374,0.0,0.0
2020-01-22 00:00:00+05:30,697.41250694492,706.0796691834356,695.1889801986011,699.000732421875,9733935,0.0,0.0
2020-01-23 00:00:00+05:30,705.2629204401376,712.8864256983422,704.8999306710749,711.8427124023438,12528017,0.0,0.0
2020-01-24 00:00:00+05:30,704.0377830619898,713.7940269136384,702.0865121344929,710.3906860351562,7540490,0.0,0.0
2020-01-27 00:00:00+05:30,707.0326618981617,712.2511175423646,702.8125527433808,706.1704711914062,3741610,0.0,0.0
2020-01-28 00:00:00+05:30,708.8024455955525,709.5284805559915,700.6344276565512,706.0797729492188,5121009,0.0,0.0
2020-01-29 00:00:00+05:30,713.8847804137749,719.5116485683058,711.7520422276402,716.6982421875,6832757,0.0,0.0
2020-01-30 00:00:00+05:30,716.6981688676326,716.6981688676326,706.0797350384712,708.5301513671875,3859680,0.0,0.0
2020-01-31 00:00:00+05:30,708.3939805356221,712.3872556081706,700.2713300041574,704.21923828125,6092028,0.0,0.0
2020-02-03 00:00:00+05:30,709.7099732587443,717.8326240568487,693.8277168239259,696.4596557617188,6416745,0.0,0.0
2020-02-04 00:00:00+05:30,698.9100788303182,716.8797634505258,698.9100788303182,715.0192260742188,5771311,0.0,0.0
2020-02-05 00:00:00+05:30,708.8023521271517,713.340139272652,702.8124952522551,712.024169921875,6310409,0.0,0.0
2020-02-06 00:00:00+05:30,711.8428048527265,714.066332124559,698.8193750208699,700.0445556640625,7341622,0.0,0.0
2020-02-07 00:00:00+05:30,704.2192774977118,706.8511611027582,699.7268566391497,705.4444580078125,2853344,0.0,0.0
2020-02-10 00:00:00+05:30,702.4494846073711,706.0797145019828,698.5923653443461,701.7234497070312,3827682,0.0,0.0
2020-02-11 00:00:00+05:30,706.9872759982903,707.078009589007,698.0932237844681,702.0410766601562,4312817,0.0,0.0
2020-02-12 00:00:00+05:30,704.08316204316,710.8444771173057,703.4478606562684,708.8478393554688,2948825,0.0,0.0
2020-02-13 00:00:00+05:30,712.4325986207942,720.6006156750454,709.8914488380539,719.0123901367188,4387430,0.0,0.0
2020-02-14 00:00:00+05:30,721.0544845375666,725.3200161665927,712.0696424975526,713.7486572265625,5321680,0.0,0.0
2020-02-17 00:00:00+05:30,717.2427152310285,720.1015436489508,710.8898124293489,716.4713134765625,2929629,0.0,0.0
2020-02-18 00:00:00+05:30,712.4327044668107,725.1838774618049,711.2075238838124,723.913330078125,5083346,0.0,0.0
2020-02-19 00:00:00+05:30,726.0459337867882,730.4475651032071,722.5518598876027,726.454345703125,3985192,0.0,0.0
2020-02-20 00:00:00+05:30,728.9955989210639,731.5821157703398,720.4645358303671,723.3233642578125,4564569,0.0,0.0
2020-02-24 00:00:00+05:30,726.136782721903,736.5736946780452,718.921744423078,722.2796630859375,6627536,0.0,0.0
2020-02-25 00:00:00+05:30,725.1385065315412,731.4914095925185,721.8713214002062,724.593994140625,6996695,0.0,0.0
2020-02-26 00:00:00+05:30,720.5553418708063,727.3620236277704,708.348681508067,710.3906860351562,8760569,0.0,0.0
2020-02-27 00:00:00+05:30,706.079820349405,708.5756037760899,700.8159972917082,705.9436645507812,5223386,0.0,0.0
2020-02-28 00:00:00+05:30,680.6681677016172,686.8395480101951,655.3019229066869,664.0598754882812,14123957,0.0,0.0
2020-03-02 00:00:00+05:30,668.8699351135454,695.0983712799142,665.9203729844829,672.5455322265625,9821523,0.0,0.0
2020-03-03 00:00:00+05:30,685.2058943782944,688.8361242822854,672.7269790833254,677.9454345703125,7826587,0.0,0.0
2020-03-04 00:00:00+05:30,684.2076212131014,691.1050360539796,676.6294828545026,688.6092529296875,11013444,0.0,0.0
2020-03-05 00:00:00+05:30,693.1470073562491,702.0410593507814,682.2563178789659,684.8428344726562,7755293,0.0,0.0
2020-03-06 00:00:00+05:30,672.5001302969854,675.222802889281,661.7001735237137,670.6396484375,9216022,0.0,0.0
2020-03-09 00:00:00+05:30,657.5255615524529,658.7507423050074,632.5677245024979,639.3290405273438,10308654,0.0,0.0
2020-03-11 00:00:00+05:30,626.8046373758824,631.6146812609699,607.2013612693236,622.58447265625,16165009,0.0,0.0
2020-03-12 00:00:00+05:30,606.2483842654232,608.0634991883736,569.4923070756782,572.8502807617188,13965574,0.0,0.0
2020-03-13 00:00:00+05:30,537.2740450589315,605.3408581998434,517.3077798709306,582.9695434570312,16903113,0.0,0.0
2020-03-16 00:00:00+05:30,564.5007748319348,564.6369306164718,526.3833591680421,529.2421875,19140152,0.0,0.0
2020-03-17 00:00:00+05:30,533.7345458691238,537.2740422913848,499.15662712882033,503.6490478515625,16059887,0.0,0.0
2020-03-18 00:00:00+05:30,515.4926901174335,524.56826564767,479.1903879964875,484.9079895019531,15390183,0.0,0.0
2020-03-19 00:00:00+05:30,462.17368341162756,506.4171140769527,462.17368341162756,495.1180114746094,16583991,0.0,0.0
2020-03-20 00:00:00+05:30,498.70284723991665,560.3713905659105,497.34151098721446,531.1026611328125,21354894,0.0,0.0
2020-03-23 00:00:00+05:30,490.0810227333199,509.0943623790559,468.20891035738606,477.78363037109375,17146150,0.0,0.0
2020-03-24 00:00:00+05:30,473.7450711109258,545.5782779011012,473.7450711109258,535.2774658203125,20027097,0.0,0.0
2020-03-25 00:00:00+05:30,541.8118367322692,576.2990223199179,513.4052975768153,550.161376953125,18339548,0.0,0.0
2020-03-26 00:00:00+05:30,558.1478976758419,590.6838139441693,555.5159586028052,583.5595092773438,14843813,0.0,0.0
2020-03-27 00:00:00+05:30,603.5710437775939,612.5105174919996,582.8787459309507,592.3627319335938,13495283,0.0,0.0
2020-03-30 00:00:00+05:30,567.3141711508221,602.1644013115498,563.683941150451,568.7662963867188,14624804,0.0,0.0
2020-03-31 00:00:00+05:30,589.9123586534246,600.8030483516417,575.1191828919289,582.1981201171875,15175521,0.0,0.0
2020-04-01 00:00:00+05:30,575.7090491728663,578.5678773120433,539.0891280366333,547.0756225585938,13083824,0.0,0.0
2020-04-03 00:00:00+05:30,547.7109705089845,549.9798643387649,528.3346393598263,531.5564575195312,10221655,0.0,0.0
2020-04-07 00:00:00+05:30,558.1478795870929,584.6939372747717,556.2420309359129,579.9292602539062,15145605,0.0,0.0
2020-04-08 00:00:00+05:30,571.7611870893825,595.0400575780428,568.4485802768593,573.2132568359375,11806896,0.0,0.0
2020-04-09 00:00:00+05:30,587.0082544773466,592.4536001689601,573.6671464543094,577.4335327148438,11931114,0.0,0.0
2020-04-13 00:00:00+05:30,570.8537279226349,591.4552964318132,568.1764219356697,578.4772338867188,8330276,0.0,0.0
2020-04-15 00:00:00+05:30,591.1830399519654,592.9073661479148,576.8435856266414,579.9746704101562,11963447,0.0,0.0
2020-04-16 00:00:00+05:30,562.6403073688862,576.208303655212,547.7109747740911,566.1797485351562,17783287,0.0,0.0
