date,BHAGERIA,BPCL,GOLDBEES,HERANBA,IDEA,INFY,IRCTC,KPITTECH,LICI,MIRAE-ASSET-TAX-SAVER-DIRECT-GROWTH,NIFTYBEES,PNB,SBI-MAGNUM-TAXGAIN-SCHEME-DIR-GR,SBIN,TATACHEM,TATAMOTORS,TATAPOWER,VOLTAS,YESBANK
2021-04-17,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-18,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-19,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-20,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-21,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-22,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-23,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-24,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-25,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-26,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-27,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-28,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-29,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-30,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-05-01,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-05-02,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-05-03,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-05-04,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-05-05,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-05-06,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-05-07,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-05-08,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-05-09,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-05-10,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-11,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-12,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-13,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-14,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-15,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-16,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-17,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-18,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-19,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-20,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-21,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-22,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-23,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-24,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-25,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-26,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-27,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-28,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-29,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-30,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-05-31,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-06-01,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-06-02,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-06-03,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,365.0,,178.34,90.0,,12.12
2021-06-04,,,,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-06-05,,,,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-06-06,,,,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-06-07,,,,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-06-08,,,,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-06-09,,,,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-06-10,,,,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-06-11,,,,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-06-12,,,,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-06-13,,,,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-06-14,,,,,,,,,,,,,,,,178.34,90.0,,12.12
2021-06-15,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-16,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-17,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-18,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-19,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-20,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-21,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-22,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-23,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-24,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-25,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-26,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-27,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-28,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-29,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-06-30,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-01,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-02,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-03,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-04,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-05,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-06,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-07,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-08,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-09,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-10,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-11,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-12,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-13,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-14,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-15,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-16,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-17,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-18,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-19,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-20,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-21,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-22,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-23,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-24,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-25,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-26,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-27,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-28,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-29,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-30,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-07-31,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-01,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-02,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-03,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-04,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-05,,,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-06,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-07,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-08,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-09,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-10,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-11,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-12,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-13,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-14,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-15,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-16,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-17,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-18,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-19,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-20,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-21,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-22,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-23,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-24,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-25,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-26,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-27,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-28,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-29,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-30,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-08-31,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-01,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-02,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-03,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-04,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-05,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-06,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-07,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-08,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-09,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-10,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-11,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-12,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-13,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-14,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-15,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-16,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-17,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-18,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-19,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-20,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-21,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-22,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-23,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-24,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-25,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-26,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-27,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-28,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-29,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-09-30,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-01,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-02,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-03,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-04,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-05,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-06,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-07,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-08,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-09,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-10,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-11,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-12,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-13,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-14,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-15,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-16,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-17,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-18,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-19,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-20,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-21,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-22,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-23,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-24,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-25,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-26,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-27,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-28,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-29,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-30,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-10-31,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-11-01,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-11-02,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-11-03,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-11-04,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-11-05,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-11-06,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-11-07,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-11-08,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-11-09,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,12.12
2021-11-10,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-11,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-12,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-13,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-14,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-15,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-16,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-17,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-18,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-19,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-20,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-21,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-22,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-23,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-24,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-25,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-26,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-27,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-28,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-29,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-11-30,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-01,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-02,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-03,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-04,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-05,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-06,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-07,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-08,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-09,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-10,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-11,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-12,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-13,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-14,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-15,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-16,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-17,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-18,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-19,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-20,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-21,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-22,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-23,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-24,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-25,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-26,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-27,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-28,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-29,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-30,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2021-12-31,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-01,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-02,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-03,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-04,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-05,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-06,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-07,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-08,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-09,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-10,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-11,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-12,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-13,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-14,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-15,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-16,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-17,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-18,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-19,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-20,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-21,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-22,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-23,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-24,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-25,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-26,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-27,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-28,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-29,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-30,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-01-31,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-01,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-02,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-03,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-04,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-05,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-06,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-07,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-08,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-09,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-10,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-11,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-12,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-13,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-14,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-15,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-16,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-17,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-18,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
2022-02-19,,457.0,,,,,,,,,,,,,751.2,178.34,90.0,1059.0,
