username,date,company,amount,exchange,segment,scrip_code,instrument_type,strike_price,expiry,trade_num,trade_time,side,quantity,price
harshalk2022,2024-01-18 00:00:00,RATTANINDIA POWER LIMITED,3087,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,294,10.5
harshalk2022,2024-01-18 00:00:00,RATTANINDIA POWER LIMITED,525,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,50,10.5
harshalk2022,2024-01-18 00:00:00,RATTANINDIA POWER LIMITED,525,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,50,10.5
harshalk2022,2024-01-18 00:00:00,RATTANINDIA POWER LIMITED,63,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,6,10.5
harshalk2022,2024-01-19 00:00:00,CRESSANDA SOLUTIONS LTD.,600,NSE,EQ,512379,Equity,,,0,00:00:00,SELL,25,24
harshalk2022,2024-01-25 00:00:00,LLOYDS ENGG WORK LIMITED,0,NSE,EQ,539992,Equity,,,0,00:00:00,BUY,5,0
harshalk2022,2024-02-12 00:00:00,K.P. Energy Limited,0,NSE,EQ,539686,Equity,,,0,00:00:00,BUY,120,0
harshalk2022,2024-03-13 00:00:00,URJA GLOBAL LIMITED,1000,NSE,EQ,526987,Equity,,,0,00:00:00,SELL,50,20
harshalk2022,2024-03-13 00:00:00,URJA GLOBAL LIMITED,1000,NSE,EQ,526987,Equity,,,0,00:00:00,SELL,50,20
harshalk2022,2024-06-21 00:00:00,DEEPAK NITRITE LTD,2546,NSE,EQ,506401,Equity,,,0,00:00:00,BUY,1,2546
harshalk2022,2024-06-21 00:00:00,IDFC FIRST BANK LIMITED,1920.5,NSE,EQ,539437,Equity,,,0,00:00:00,BUY,23,83.5
harshalk2022,2024-06-21 00:00:00,KNR CONSTRU LTD.,2824,NSE,EQ,532942,Equity,,,0,00:00:00,BUY,8,353
harshalk2022,2024-07-04 00:00:00,CAPITAL TRADE LINKS LTD,2147.78,NSE,EQ,538476,Equity,,,0,00:00:00,SELL,34,63.17
harshalk2022,2024-07-04 00:00:00,RATTANINDIA POWER LIMITED,102.72,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,6,17.12
harshalk2022,2024-07-04 00:00:00,RATTANINDIA POWER LIMITED,1609.28,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,94,17.12
harshalk2022,2024-07-04 00:00:00,RATTANINDIA POWER LIMITED,1712,NSE,EQ,533122,Equity,,,0,00:00:00,SELL,100,17.12
harshalk2022,2024-07-29 00:00:00,VISESH INFOTECNICS LTD,82,NSE,EQ,532411,Equity,,,0,00:00:00,SELL,200,0.41
harshalk2022,2024-08-27 00:00:00,ORIENT GREEN POWER CO LTD - RE,0,NSE,EQ,5332631,Equity,,,0,00:00:00,BUY,61,0
