date,BHAGERIA,BPCL,GOLDBEES,HERANBA,IDEA,INFY,IRCTC,KPITTECH,LICI,NIFTYBEES,PNB,SBIN,TATACHEM,TATAMOTORS,TATAPOWER,VOLTAS,YESBANK
2021-07-09,273.2,456.9,41.58,716.4,9.05,1562.9,,,,169.07,41.0,423.75,764.9,306.3,124.45,1015.4,13.25
2021-07-12,270.9,451.0,41.5,727.9,9.0,1547.85,,,,169.04,40.9,427.45,778.9,307.45,123.8,1017.4,13.1
2021-07-13,275.05,450.25,41.52,720.8,8.85,1544.95,,,,170.17,40.9,429.1,782.95,310.95,124.05,1033.5,13.0
2021-07-14,287.7,448.7,41.64,716.3,8.8,1576.9,,,,170.6,40.7,431.05,777.3,309.55,124.55,1030.65,13.05
2021-07-15,289.75,447.05,41.98,716.1,8.75,1580.8,,,,171.28,40.35,431.7,777.8,310.25,124.45,1042.7,13.55
2021-07-16,286.35,448.0,41.85,724.3,9.45,1555.45,,,,171.41,40.85,430.0,781.0,311.25,124.15,1051.05,13.4
2021-07-19,283.5,453.9,41.62,769.0,9.15,1541.7,,,,169.77,40.3,427.9,779.65,308.85,125.8,1039.05,13.2
2021-07-20,277.7,453.8,41.69,799.1,9.0,1550.05,,,,168.54,39.75,420.9,759.65,302.15,121.8,1026.75,12.95
2021-07-22,284.15,460.9,41.3,789.95,9.25,1590.2,,,,170.36,40.0,422.05,762.7,302.55,123.7,1049.2,13.0
2021-07-23,284.7,461.35,41.36,807.45,8.35,1590.45,,,,170.57,40.05,428.9,755.05,295.55,122.9,1045.4,13.05
2021-07-26,287.95,456.0,41.4,824.6,8.3,1603.9,,,,170.28,39.35,423.3,758.3,293.15,122.6,1026.95,13.3
2021-07-27,271.45,453.3,41.35,829.55,8.4,1602.55,,,,169.68,39.15,429.95,743.6,291.4,121.15,1020.05,13.05
2021-07-28,269.3,453.45,41.37,813.0,8.35,1605.6,,,,169.34,38.4,425.5,738.75,284.45,120.35,1016.45,12.95
2021-07-29,268.2,449.1,41.68,821.15,8.25,1617.0,,,,169.95,39.4,441.55,751.7,292.9,122.75,1031.25,12.85
2021-07-30,273.85,445.5,41.92,809.9,8.25,1610.5,,,,169.69,39.5,431.8,763.15,293.95,125.0,1059.2,12.75
2021-08-02,273.2,457.8,41.53,802.7,8.25,1631.55,,,,171.0,40.7,434.9,774.65,296.85,133.45,1053.5,12.75
2021-08-03,272.75,463.4,41.48,806.5,7.4,1655.2,,,,173.27,40.3,446.5,772.25,303.7,132.6,1035.35,12.75
2021-08-04,264.1,457.15,41.53,811.25,6.0,1649.25,,,,174.67,39.4,456.95,763.45,298.15,131.65,1032.65,12.65
2021-08-05,254.75,453.5,41.56,811.0,5.95,1653.55,,,,175.13,38.85,441.85,769.3,299.7,134.55,1045.3,12.4
2021-08-06,251.4,455.6,41.3,815.25,7.1,1650.2,,,,174.85,39.55,435.65,823.65,300.05,135.15,1047.9,12.5
2021-08-09,246.85,452.5,40.36,815.55,6.9,1663.3,,,,175.41,38.75,433.4,846.3,298.1,132.05,1024.7,12.45
2021-08-10,236.65,444.7,40.22,749.0,6.65,1677.25,,,,175.63,37.5,426.45,843.65,294.2,130.05,998.2,12.3
2021-08-11,235.6,450.0,40.26,796.55,6.65,1677.55,,,,175.37,37.4,428.05,859.85,295.45,129.6,1000.5,11.95
2021-08-12,243.75,448.15,40.56,844.95,6.5,1689.6,,,,176.17,37.8,427.15,875.85,306.0,133.65,986.15,11.95
2021-08-13,247.9,454.9,40.5,837.6,6.3,1712.2,,,,177.94,37.75,431.2,879.0,307.25,132.55,985.85,11.9
2021-08-16,244.25,464.0,40.78,829.2,5.95,1704.4,,,,178.6,37.45,424.85,871.55,303.7,132.1,988.0,11.7
2021-08-17,243.4,465.0,41.18,803.4,5.75,1741.65,,,,178.91,36.75,421.5,865.35,297.7,131.1,989.35,11.25
2021-08-18,241.5,463.5,41.03,797.75,6.45,1733.45,,,,178.76,36.5,419.7,859.55,293.35,130.45,988.6,11.3
2021-08-20,240.95,455.2,40.97,775.5,5.95,1732.95,,,,177.32,35.6,406.7,839.35,283.1,126.2,977.7,11.15
2021-08-23,229.8,451.7,41.01,764.45,6.0,1738.75,,,,178.1,36.15,409.5,822.25,276.95,124.95,972.85,10.8
2021-08-24,239.25,456.4,41.18,797.7,6.25,1720.85,,,,179.46,36.35,417.6,829.85,279.8,125.9,973.65,11.0
2021-08-25,243.0,460.7,41.04,783.85,6.3,1735.55,,,,179.47,36.45,416.25,822.1,284.4,126.05,960.2,10.95
2021-08-26,236.7,466.75,40.8,786.25,5.9,1727.7,,,,179.52,35.8,410.75,826.6,284.3,125.65,957.4,10.95
2021-08-27,244.35,471.3,40.86,819.3,6.0,1708.8,,,,180.24,36.15,412.45,829.0,285.75,127.25,985.35,11.05
2021-08-30,245.1,472.55,41.01,827.75,5.95,1698.05,,,,182.57,36.75,422.7,834.4,291.95,129.15,986.35,10.9
2021-08-31,240.95,471.65,40.83,810.4,6.1,1706.45,,,,184.55,36.65,426.05,844.65,287.3,129.05,995.85,10.8
2021-09-01,237.95,477.0,40.83,796.5,6.1,1677.75,,,,184.31,37.35,429.9,840.7,295.25,133.4,1045.8,11.1
2021-09-02,250.95,479.8,40.92,801.45,7.15,1689.1,,,,185.96,37.45,429.75,846.5,293.15,133.6,1085.35,11.15
2021-09-03,250.05,491.3,40.92,793.1,7.25,1700.65,,,,186.91,38.05,431.4,841.0,295.55,133.85,1088.95,11.1
2021-09-06,247.9,490.8,41.21,781.1,7.25,1730.4,,,,187.55,37.85,431.05,839.2,297.45,132.2,1123.2,11.0
2021-09-07,244.8,481.95,41.06,772.85,8.25,1706.65,,,,187.17,37.4,429.1,823.05,294.6,130.05,1187.25,10.9
2021-09-08,247.85,489.55,40.88,777.35,8.05,1693.25,,,,187.14,37.65,431.35,832.3,295.25,133.25,1206.6,10.9
2021-09-09,245.85,491.15,40.79,776.15,8.4,1691.6,,,,187.42,37.55,432.3,829.25,298.95,132.75,1213.1,10.95
2021-09-13,252.95,498.1,40.72,769.3,7.95,1691.9,,,,187.11,37.6,432.85,837.3,301.2,131.05,1213.05,11.1
2021-09-14,251.95,493.1,40.73,776.65,8.7,1686.15,,,,187.54,37.8,433.0,835.75,306.1,133.0,1227.75,12.45
2021-09-15,266.35,489.95,40.96,797.7,8.95,1711.45,,,,189.01,38.75,443.85,858.8,311.95,140.05,1242.15,12.7
2021-09-16,260.1,439.05,40.52,796.65,11.25,1702.25,,,,190.22,41.8,463.7,865.4,311.65,140.25,1248.0,14.7
2021-09-17,257.65,436.25,40.2,780.15,11.15,1691.3,,,,189.82,39.75,454.1,844.5,308.6,137.9,1254.15,13.25
2021-09-20,249.7,420.4,40.17,752.85,10.75,1687.85,,,,187.86,38.1,437.45,799.75,298.95,134.3,1221.1,12.8
2021-09-21,249.1,413.8,40.23,761.0,10.8,1718.45,,,,189.66,38.1,438.8,801.95,301.95,135.85,1224.9,13.0
2021-09-22,251.1,420.15,40.6,810.8,10.4,1716.9,,,,189.69,38.15,438.85,825.3,310.1,137.85,1238.6,13.15
2021-09-23,249.95,419.95,40.34,808.4,10.55,1742.55,,,,192.29,38.5,449.8,847.15,321.5,143.65,1248.6,13.0
2021-09-24,251.75,414.8,40.05,787.75,11.5,1763.85,,,,192.63,37.9,440.75,884.95,317.95,139.1,1228.75,12.85
2021-09-27,260.2,420.6,40.01,799.95,11.35,1721.15,,,,192.79,38.35,446.6,914.75,331.65,138.75,1218.2,12.9
2021-09-28,255.1,429.6,39.94,793.0,10.95,1687.1,,,,191.44,39.15,444.9,906.4,329.3,140.05,1208.95,12.75
2021-09-29,264.65,436.9,40.02,806.45,11.25,1692.25,,,,191.15,39.65,460.0,933.1,330.25,151.6,1205.2,12.3
2021-09-30,270.5,432.2,39.72,797.6,11.9,1675.2,,,,190.11,40.1,453.0,919.3,333.35,158.75,1218.05,12.55
2021-10-01,280.95,433.05,40.21,787.2,11.4,1665.15,,,,189.22,40.6,451.65,910.9,333.3,163.75,1215.25,12.85
2021-10-04,294.55,435.85,40.24,819.6,11.4,1678.75,,,,191.03,41.1,463.15,935.75,342.0,168.6,1227.25,13.1
2021-10-05,310.1,443.85,40.35,808.1,11.55,1692.8,,,,192.2,41.05,464.7,930.95,344.95,179.4,1250.25,13.1
2021-10-06,315.5,447.2,40.45,807.9,11.45,1673.55,,,,190.19,39.9,457.2,962.55,336.05,175.95,1229.9,13.05
2021-10-07,313.8,449.2,40.55,813.25,11.35,1691.0,,,,191.82,39.9,457.9,959.05,376.5,177.75,1283.0,13.15
2021-10-08,308.65,449.45,40.54,802.8,11.35,1723.85,,,,192.58,40.3,458.0,965.65,382.95,176.85,1281.4,13.2
2021-10-11,308.6,454.4,40.7,790.05,10.85,1690.95,,,,193.09,40.45,469.25,968.3,415.75,191.5,1303.65,13.05
2021-10-12,301.6,455.25,40.84,789.5,10.65,1685.15,,,,193.66,41.25,483.0,970.8,420.85,195.8,1298.35,13.2
2021-10-13,297.4,458.65,40.92,779.45,10.7,1709.2,,,,195.56,41.45,481.7,1107.1,506.9,224.2,1310.9,13.25
2021-10-14,293.5,459.3,41.52,782.25,10.75,1715.75,,,,197.11,42.55,490.6,1084.05,497.6,222.6,1324.9,13.2
2021-10-18,295.45,462.5,40.98,775.05,10.6,1792.15,,,,198.91,46.0,497.95,1094.4,509.6,257.3,1337.7,13.95
2021-10-19,291.3,453.05,41.2,763.95,10.0,1822.15,,,,198.41,44.15,488.2,1079.9,481.9,229.75,1305.5,13.6
2021-10-20,278.6,441.1,41.06,745.3,10.6,1802.35,,,,197.3,43.1,499.9,1033.85,486.9,230.35,1247.6,13.5
2021-10-21,282.65,451.05,41.17,739.55,10.3,1753.65,,,,196.08,44.65,502.95,1003.8,508.0,226.15,1192.05,14.3
2021-10-22,275.3,447.25,41.29,748.1,10.25,1719.8,,,,195.68,43.95,502.95,987.7,490.9,222.0,1177.05,13.75
2021-10-25,268.5,431.7,41.58,719.25,10.4,1707.55,,,,195.71,44.9,506.5,980.6,479.9,213.6,1189.05,13.35
2021-10-26,279.55,431.05,41.66,723.35,10.4,1703.7,,,,197.13,45.85,512.55,1006.6,508.65,225.3,1193.2,13.45
2021-10-27,285.7,427.7,41.33,716.55,10.25,1728.95,,,,196.54,46.3,519.15,997.4,497.9,224.25,1180.75,13.05
2021-10-28,275.0,420.8,41.57,710.95,9.7,1703.9,,,,193.68,41.35,501.35,891.35,481.05,218.0,1155.3,12.75
2021-10-29,271.5,417.7,41.5,706.85,9.55,1667.75,,,,191.16,42.1,502.15,901.35,483.7,214.3,1204.55,12.8
2021-11-01,267.55,421.65,41.28,709.65,10.1,1700.05,,,,193.84,42.1,515.7,905.1,485.7,222.95,1245.4,13.05
2021-11-02,266.0,416.15,41.45,722.8,10.05,1697.9,,,,193.1,42.1,521.7,910.65,487.85,228.5,1221.1,13.05
2021-11-03,260.7,414.9,41.1,732.85,9.9,1702.5,,,,192.58,41.35,527.65,896.1,484.9,228.8,1210.4,13.0
2021-11-04,261.85,419.75,41.36,740.3,10.0,1708.7,,,,193.59,41.9,530.45,904.2,489.7,231.35,1220.05,13.15
2021-11-08,281.4,431.75,41.5,738.9,9.8,1737.5,,,,195.37,42.4,523.25,925.85,501.4,234.55,1239.9,13.1
2021-11-09,275.75,430.5,41.67,732.85,10.4,1742.5,,,,194.88,42.9,529.15,947.9,509.65,241.9,1252.05,13.1
2021-11-10,272.95,431.25,41.79,714.0,10.3,1740.15,,,,194.66,42.25,524.4,935.1,510.75,237.0,1247.6,13.0
2021-11-11,268.05,425.3,42.7,712.95,9.85,1733.3,,,,193.25,41.85,509.6,925.35,503.45,239.75,1248.9,13.25
2021-11-12,265.25,427.7,42.45,708.75,10.3,1780.2,,,,195.46,41.75,511.35,935.85,507.05,239.85,1264.35,13.15
2021-11-15,265.55,426.35,42.65,681.7,10.1,1787.15,,,,195.52,41.6,506.55,937.5,505.45,241.65,1267.0,13.05
2021-11-16,263.4,419.9,42.8,681.7,10.0,1792.3,,,,194.47,41.1,495.1,934.75,519.05,244.5,1231.65,13.05
2021-11-17,263.65,413.8,42.54,667.55,9.95,1787.45,,,,193.53,40.65,498.15,940.65,530.15,249.9,1235.45,13.0
2021-11-18,259.0,405.3,42.61,670.75,9.95,1779.4,,,,192.14,41.65,503.8,925.35,509.7,237.1,1235.2,12.85
2021-11-22,248.75,395.6,42.23,652.15,10.6,1759.4,,,,188.53,39.9,486.4,892.0,486.1,227.65,1185.4,12.55
2021-11-23,251.35,397.6,41.34,668.85,10.6,1736.9,,,,189.4,40.65,493.05,912.3,495.5,236.95,1206.3,12.55
2021-11-24,256.5,403.35,41.2,683.15,11.0,1696.0,,,,188.25,40.45,493.15,900.4,488.65,238.55,1199.6,12.6
2021-11-25,257.9,400.1,41.3,682.2,11.65,1722.4,,,,189.51,39.95,490.55,900.6,492.75,242.8,1201.35,12.75
2021-11-26,263.25,376.85,41.77,668.65,10.85,1691.65,,,,184.51,38.5,470.5,853.7,460.2,227.35,1164.3,12.45
2021-11-29,249.05,367.45,41.62,642.55,11.2,1696.35,,,,184.55,37.6,465.1,868.65,461.45,218.65,1177.0,12.15
2021-11-30,246.95,370.0,41.51,649.0,11.05,1712.65,,,,183.7,37.3,460.55,872.25,458.6,216.8,1201.0,12.4
2021-12-01,246.85,368.75,41.21,656.4,12.8,1714.9,,,,185.72,38.35,475.3,883.9,475.25,225.2,1222.65,12.45
2021-12-02,248.55,378.85,40.98,674.45,12.8,1748.25,,,,187.99,38.5,477.0,900.0,479.1,226.4,1230.4,12.6
2021-12-03,256.7,385.9,40.92,687.35,14.45,1735.55,,,,186.0,38.5,473.15,910.0,480.1,225.6,1246.6,12.55
2021-12-06,251.65,383.45,41.3,671.3,15.0,1695.3,,,,183.01,38.0,465.3,896.2,467.2,220.85,1226.3,12.6
2021-12-07,253.6,387.8,41.22,671.15,14.25,1711.65,,,,185.71,38.5,476.7,909.45,481.8,226.45,1254.45,13.1
2021-12-08,256.45,391.15,41.47,677.35,14.3,1753.35,,,,188.48,39.35,491.55,923.9,493.9,229.4,1253.1,13.25
2021-12-09,257.95,393.75,41.35,669.6,16.4,1763.45,,,,189.14,39.5,488.65,935.85,493.95,227.7,1250.75,14.0
2021-12-10,256.45,396.95,41.27,667.0,16.4,1759.25,,,,189.09,40.75,494.7,940.15,494.45,228.0,1250.75,14.45
2021-12-13,260.6,392.35,41.55,661.85,15.5,1744.65,,,,187.9,40.25,487.8,935.9,495.35,230.25,1233.45,14.0
2021-12-14,260.15,391.65,41.55,659.15,15.25,1752.15,,,,187.33,40.15,488.55,933.35,489.4,229.05,1230.85,13.95
2021-12-15,257.65,384.3,41.47,653.1,14.95,1734.2,,,,186.25,39.75,484.8,921.8,491.65,227.85,1211.75,13.75
2021-12-16,255.0,391.05,41.72,661.3,14.7,1771.6,,,,186.62,39.4,481.15,906.9,491.95,221.9,1217.8,13.4
2021-12-17,248.25,384.7,42.14,645.4,14.05,1820.85,,,,183.77,38.0,467.8,883.6,470.2,215.8,1198.25,13.15
2021-12-20,235.95,360.0,41.86,632.05,13.65,1798.9,,,,179.93,36.75,449.2,842.35,447.05,209.1,1164.55,12.75
2021-12-21,242.55,364.2,41.69,630.9,13.95,1811.6,,,,181.45,36.95,446.0,856.45,453.6,211.9,1174.05,13.0
2021-12-22,244.6,372.45,41.52,642.2,13.9,1824.7,,,,183.33,37.45,455.85,882.45,470.5,218.0,1189.45,13.65
2021-12-23,249.8,377.35,41.69,647.25,13.8,1857.6,,,,184.1,38.0,461.8,886.1,472.35,218.05,1209.8,13.55
2021-12-24,245.45,372.15,41.71,644.5,13.65,1863.5,,,,183.45,36.85,456.95,872.2,467.6,216.8,1196.5,13.25
2021-12-27,243.95,374.4,41.59,645.3,13.45,1866.15,,,,184.55,37.25,458.05,879.9,471.15,217.35,1195.75,13.2
2021-12-28,250.35,380.4,41.61,655.6,13.75,1888.0,,,,186.3,37.3,461.2,907.65,480.2,221.6,1207.0,13.45
2021-12-29,247.85,381.1,41.5,658.6,14.45,1885.55,,,,186.12,37.15,454.4,901.0,476.0,219.45,1201.25,13.9
2021-12-30,247.55,377.95,41.22,658.45,14.0,1892.85,,,,186.14,37.15,451.7,883.95,470.4,218.35,1198.8,13.55
2021-12-31,247.4,385.45,41.48,674.85,15.35,1887.75,,,,187.79,37.3,460.45,894.2,482.4,220.95,1219.15,13.7
2022-01-03,251.65,386.1,41.73,682.45,15.55,1898.45,,,,190.72,38.0,470.8,914.15,497.6,223.4,1233.2,14.05
2022-01-04,257.25,385.95,41.46,675.5,15.25,1899.15,,,,192.46,38.35,483.5,909.1,489.6,226.3,1245.5,14.5
2022-01-05,259.35,394.7,41.56,668.75,15.1,1844.65,,,,193.34,38.75,492.4,915.2,489.75,223.5,1249.5,14.5
2022-01-06,257.05,395.8,41.24,658.85,15.3,1817.8,,,,191.92,38.8,491.7,904.15,488.85,228.45,1249.8,14.25
2022-01-07,252.65,396.2,41.09,654.7,15.1,1814.3,,,,192.42,38.9,491.25,927.2,490.6,229.8,1270.9,13.95
2022-01-10,262.95,397.55,41.07,692.3,14.85,1850.75,,,,194.35,40.35,503.65,939.25,503.7,231.75,1253.75,14.0
2022-01-11,257.55,391.15,41.21,705.2,11.8,1855.6,,,,194.69,39.95,505.95,972.2,501.3,233.1,1247.05,13.9
2022-01-12,251.6,388.7,41.33,715.5,12.8,1877.45,,,,196.2,40.0,510.25,993.0,507.25,237.75,1275.3,13.75
2022-01-13,252.95,394.5,41.42,721.45,12.8,1896.8,,,,197.0,40.2,511.35,1014.05,511.95,245.3,1270.85,14.0
2022-01-14,250.2,398.45,41.53,715.75,12.75,1929.35,,,,197.36,40.15,508.35,1028.75,509.9,244.4,1303.65,14.05
2022-01-17,251.4,400.55,41.53,718.8,12.5,1939.5,,,,198.03,39.85,514.0,1029.25,525.0,247.85,1285.75,14.1
2022-01-18,245.95,398.1,41.52,723.7,12.05,1920.75,,,,195.97,39.1,506.8,1005.95,510.8,239.1,1262.65,13.8
2022-01-19,247.45,394.35,41.6,732.75,11.95,1867.05,,,,194.18,40.0,515.8,1011.65,520.85,248.5,1254.95,13.8
2022-01-20,248.05,393.05,42.05,734.85,12.05,1823.7,,,,192.18,40.0,511.4,998.05,515.7,248.65,1253.7,13.8
2022-01-21,240.35,381.7,41.84,729.45,11.85,1785.7,,,,190.64,38.8,502.7,965.0,501.85,241.95,1192.25,13.75
2022-01-24,234.3,373.1,42.04,688.9,10.95,1736.8,,,,185.79,38.0,494.15,912.15,478.45,229.55,1187.45,13.45
2022-01-25,234.6,382.55,42.06,703.45,11.3,1722.15,,,,187.07,39.4,514.65,919.25,490.55,238.8,1190.9,13.6
2022-01-27,231.05,382.2,41.82,696.7,10.65,1678.6,,,,185.33,41.15,528.95,910.9,494.4,241.05,1185.55,13.55
2022-01-28,234.85,382.5,41.43,717.4,10.8,1686.2,,,,185.1,40.85,523.45,944.05,497.3,244.05,1157.15,13.35
2022-01-31,241.3,397.05,41.25,716.65,10.65,1736.2,,,,187.63,41.55,538.3,933.75,517.75,246.05,1183.3,13.3
2022-02-01,242.0,378.85,41.55,698.85,10.7,1772.05,,,,189.7,41.3,532.3,953.25,504.3,249.85,1183.15,13.35
2022-02-02,245.25,382.1,41.51,708.8,11.4,1787.1,,,,192.12,42.8,539.8,966.75,506.4,250.6,1214.7,13.65
2022-02-03,243.55,377.05,41.56,701.0,11.35,1738.55,,,,190.01,42.6,540.1,965.35,504.5,252.85,1220.3,13.45
2022-02-04,243.35,375.65,41.6,696.4,11.3,1741.1,,,,189.59,41.5,530.3,957.7,500.6,254.35,1234.7,13.7
2022-02-07,259.4,372.45,41.63,690.15,10.95,1715.0,,,,186.34,41.7,533.25,953.2,494.6,251.8,1224.2,13.95
2022-02-08,248.4,377.4,41.82,673.6,10.85,1717.3,,,,186.81,42.0,531.35,927.9,492.75,234.85,1198.75,14.15
2022-02-09,248.1,375.6,41.99,669.35,10.8,1737.3,,,,189.03,41.6,535.25,967.55,501.25,238.0,1224.05,14.1
2022-02-10,251.7,369.65,42.17,675.45,11.15,1769.6,,,,190.11,40.8,540.55,959.8,507.45,241.3,1238.75,13.85
2022-02-11,248.7,369.55,42.19,670.25,10.8,1721.35,,,,188.0,39.75,529.6,914.7,498.85,232.3,1192.3,13.9
2022-02-14,236.9,361.7,42.96,646.4,10.15,1682.2,,,,182.59,37.1,501.4,885.8,471.45,220.5,1170.25,13.25
2022-02-15,245.3,368.9,42.72,655.75,10.65,1738.25,,,,187.59,38.4,524.8,912.7,504.0,230.4,1194.1,13.5
2022-02-16,242.4,374.1,42.64,650.85,10.6,1733.3,,,,187.14,38.55,516.7,904.95,498.45,231.35,1211.25,13.55
2022-02-17,239.9,373.0,43.39,650.5,10.55,1724.8,,,,186.93,38.05,512.95,896.85,499.95,227.75,1219.45,13.8
2022-02-18,237.7,373.15,43.18,643.25,10.65,1706.95,,,,186.64,37.75,515.3,886.9,493.15,225.75,1252.5,13.9
2022-02-21,230.45,368.75,43.1,618.75,11.25,1730.7,,,,186.29,37.5,511.85,876.9,494.45,225.0,1243.65,13.65
2022-02-22,223.6,355.3,43.38,601.05,10.9,1734.35,,,,185.27,37.2,498.4,868.5,478.25,222.65,1239.15,13.6
2022-02-23,225.25,357.1,43.09,603.2,10.7,1742.85,,,,185.05,37.35,498.7,864.1,477.0,221.2,1238.95,13.85
2022-02-24,209.5,333.05,44.62,575.7,9.65,1678.15,,,,178.36,32.0,472.65,785.6,427.95,204.3,1196.9,12.6
2022-02-25,217.9,336.35,43.62,598.05,10.25,1694.6,,,,180.85,34.95,482.95,826.4,459.75,220.0,1252.3,13.15
2022-02-28,224.25,349.8,43.59,586.65,10.3,1715.6,,,,181.84,34.9,483.2,841.25,454.05,223.05,1263.15,13.25
2022-03-02,219.65,342.1,44.39,579.25,10.45,1702.8,,,,180.1,35.35,474.25,855.85,447.6,225.4,1231.15,12.9
2022-03-03,219.4,346.4,44.4,581.5,11.1,1720.85,,,,178.86,35.1,467.4,889.55,437.1,226.6,1197.15,12.95
2022-03-04,219.15,348.35,44.65,578.75,10.35,1723.3,,,,176.26,34.6,461.95,861.55,417.25,221.45,1174.9,12.8
2022-03-07,214.75,338.0,46.0,557.7,9.55,1739.85,,,,172.33,34.2,440.3,848.75,394.0,216.2,1147.95,12.65
2022-03-08,218.45,341.6,45.93,560.7,9.9,1778.2,,,,173.4,34.9,440.3,869.9,391.75,226.95,1153.55,12.75
2022-03-09,226.35,342.65,45.66,580.1,10.3,1813.35,,,,176.98,35.6,451.7,890.9,405.9,229.25,1158.4,12.75
2022-03-10,227.7,349.0,44.8,590.4,10.25,1825.9,,,,179.65,35.95,468.7,909.6,419.6,232.25,1178.65,12.85
2022-03-11,231.55,362.0,45.28,594.85,10.4,1822.0,,,,179.98,36.25,470.35,927.25,418.15,233.15,1202.85,12.75
2022-03-14,231.05,359.65,44.64,602.65,10.2,1890.7,,,,182.61,36.8,485.15,931.85,411.7,231.55,1191.45,12.7
2022-03-15,229.0,350.3,44.33,665.05,10.0,1839.3,,,,180.6,36.0,485.85,920.65,413.65,227.4,1211.95,12.7
2022-03-16,233.8,356.3,44.23,658.15,10.3,1889.4,,,,183.66,35.9,492.75,938.05,424.9,230.45,1270.75,12.8
2022-03-17,238.15,364.2,44.23,649.75,10.25,1854.6,,,,186.71,36.0,501.9,939.5,433.8,231.75,1296.4,12.95
2022-03-21,239.7,357.2,44.14,656.45,10.05,1853.05,,,,185.38,35.7,490.6,939.25,427.95,227.95,1288.7,12.95
2022-03-22,244.1,368.4,44.32,643.7,10.05,1887.4,,,,187.34,35.6,493.7,954.7,440.35,231.4,1283.25,12.8
2022-03-23,240.15,366.6,44.42,647.65,10.0,1872.4,,,,186.34,35.7,490.65,962.0,435.8,234.3,1304.85,12.85
2022-03-24,235.85,362.6,44.58,635.6,10.15,1886.7,,,,186.09,35.55,487.1,972.7,433.2,239.5,1276.2,12.75
2022-03-25,231.0,360.3,44.79,634.55,10.1,1876.55,,,,185.82,35.4,490.7,975.1,432.1,241.35,1249.0,12.7
2022-03-28,226.15,359.7,44.49,606.9,9.95,1873.9,,,,186.32,35.65,497.5,956.65,432.7,239.6,1231.6,12.55
2022-03-29,220.45,358.45,44.18,604.5,9.85,1886.0,,,,187.22,34.95,495.0,987.5,433.7,239.1,1247.3,12.55
2022-03-30,222.7,360.05,44.11,610.0,9.85,1903.95,,,,188.91,35.05,494.3,983.9,435.65,241.7,1268.65,12.25
2022-03-31,222.6,359.35,44.12,604.8,9.65,1906.85,,,,188.87,35.05,493.55,974.35,433.75,238.65,1245.4,12.3
2022-04-01,233.9,374.4,44.57,615.5,10.1,1903.55,,,,190.47,36.35,508.2,987.2,441.15,245.45,1260.85,12.65
2022-04-04,237.25,380.2,44.22,627.45,10.25,1882.95,,,,195.19,36.9,512.4,1001.95,446.75,251.95,1276.75,13.1
2022-04-05,238.4,380.0,44.31,655.45,10.35,1861.1,,,,194.55,36.95,509.4,1003.75,458.05,273.6,1315.0,13.0
2022-04-06,244.1,385.8,44.49,643.85,10.8,1828.85,,,,193.0,37.6,513.95,1000.55,456.15,289.8,1322.0,14.7
2022-04-07,247.3,380.8,44.64,638.6,10.9,1811.0,,,,191.26,37.45,514.95,981.0,449.5,277.8,1301.2,15.55
2022-04-08,244.55,384.55,44.66,639.55,11.2,1814.6,,,,192.76,37.75,516.1,999.6,452.05,278.1,1317.6,15.65
2022-04-11,255.8,388.35,45.22,642.65,10.85,1766.55,,,,191.67,37.45,514.9,1006.65,452.05,282.9,1303.05,15.1
2022-04-12,255.2,380.6,45.2,631.45,10.6,1742.45,,,,190.42,36.75,512.85,974.65,438.3,275.15,1302.8,14.65
2022-04-13,253.3,379.0,45.73,631.15,10.4,1748.55,,,,189.54,36.65,517.7,976.95,431.05,273.1,1304.3,14.55
2022-04-18,267.0,371.75,46.19,622.7,10.1,1621.4,,,,186.23,36.2,509.5,988.05,433.8,257.9,1247.25,14.1
2022-04-19,258.3,375.85,45.98,621.65,9.9,1562.0,,,,183.68,35.7,511.8,968.55,424.95,246.45,1245.45,13.75
2022-04-20,252.8,389.95,45.22,617.6,10.0,1587.7,,,,185.86,35.7,509.3,970.35,440.55,249.65,1250.6,13.9
2022-04-21,253.15,397.7,45.21,644.0,10.0,1618.8,,,,188.1,35.95,516.3,983.05,448.05,258.85,1265.95,14.15
2022-04-22,259.35,393.4,45.33,654.55,9.95,1585.45,,,,186.09,35.4,500.6,973.2,438.85,253.1,1252.1,13.95
2022-04-25,254.85,369.7,44.9,634.8,9.8,1561.1,,,,183.86,34.9,494.75,936.45,425.15,247.35,1242.35,13.75
2022-04-26,255.5,372.85,44.64,627.85,10.0,1581.0,,,,186.11,35.6,505.5,962.25,434.9,248.85,1262.55,13.75
2022-04-27,252.35,366.5,44.43,621.25,9.6,1552.8,,,,184.78,35.4,497.25,961.85,430.25,247.35,1266.4,13.55
2022-04-28,255.95,369.35,44.33,619.75,9.55,1582.6,,,,186.41,35.35,507.5,959.35,436.05,248.25,1285.65,13.65
2022-04-29,252.25,362.6,44.79,615.45,9.5,1567.55,,,,185.43,35.1,496.3,940.15,437.6,242.35,1261.55,13.65
2022-05-02,248.55,366.45,44.16,621.35,9.3,1541.0,,,,185.12,35.05,491.0,1033.0,432.85,248.5,1230.95,13.8
2022-05-04,241.1,363.45,43.98,608.4,9.1,1535.55,,,,181.05,34.35,479.65,1034.55,423.5,244.95,1144.65,13.55
2022-05-05,237.9,361.0,44.54,604.85,9.05,1585.15,,,,181.01,34.25,480.0,1046.3,426.3,247.5,1157.45,13.5
2022-05-06,234.45,357.3,44.55,607.65,9.05,1542.85,,,,177.94,33.85,483.95,1032.5,408.55,245.2,1069.3,13.2
