date,BHAGERIA,BPCL,GOLDBEES,HERANBA,IDEA,INFY,IRCTC,KPITTECH,LICI,NIFTYBEES,PNB,SBIN,TATACHEM,TATAMOTORS,TATAPOWER,VOLTAS,YESBANK
2022-05-09,217.25,353.4,44.42,594.4,8.95,1570.35,,,,176.95,33.5,475.9,1007.1,403.95,230.0,1046.65,12.95
2022-05-10,212.2,353.45,44.26,592.0,8.7,1553.0,,,,176.16,33.3,475.2,967.35,391.75,222.15,988.7,13.0
2022-05-11,211.6,347.1,44.06,571.4,8.65,1526.75,,,,175.34,33.1,476.55,988.35,388.15,226.5,977.85,12.85
2022-05-12,203.45,339.95,44.02,563.05,8.15,1508.8,,,,171.72,28.6,462.65,935.4,372.3,219.05,949.4,12.55
2022-05-13,203.5,336.95,43.42,598.2,8.35,1504.4,,,,171.4,29.3,444.65,919.25,404.3,222.8,931.4,12.45
2022-05-16,208.45,336.1,43.14,551.15,9.4,1489.1,,,,172.13,29.55,455.0,921.6,405.35,226.6,951.5,12.7
2022-05-17,210.05,342.45,43.54,568.05,9.35,1518.45,,,875.25,176.44,29.95,467.3,971.8,424.15,241.15,988.0,13.3
2022-05-18,212.25,331.9,43.39,557.6,9.2,1509.2,,,876.35,176.05,29.7,458.0,980.35,415.15,237.7,985.6,13.9
2022-05-19,205.65,326.65,43.59,555.15,8.9,1427.15,,,840.85,171.7,29.2,447.5,952.1,398.65,228.45,945.45,13.45
2022-05-20,209.7,332.8,43.92,573.4,9.1,1455.15,,,826.15,175.92,29.95,462.4,989.15,418.0,233.25,975.15,13.95
2022-05-23,206.45,332.1,44.25,578.2,9.05,1468.4,,,816.85,175.53,30.6,460.9,970.2,421.45,229.8,995.65,13.75
2022-05-24,203.45,330.1,44.07,569.35,9.0,1441.0,,,823.1,175.09,30.3,462.05,964.35,425.75,227.0,1011.6,13.45
2022-05-25,198.7,326.15,44.12,548.35,8.75,1410.45,,,820.3,174.13,29.8,454.1,920.6,417.0,220.9,995.4,13.05
2022-05-26,197.25,324.35,43.87,564.0,8.6,1423.95,,,811.65,175.57,30.25,468.9,932.25,420.65,221.45,995.85,13.25
2022-05-27,199.4,322.35,44.08,567.75,8.9,1461.35,,,821.6,177.1,30.45,468.95,934.25,429.6,224.65,1008.45,13.4
2022-05-30,203.1,329.15,43.98,574.55,9.3,1526.8,,,837.75,180.43,31.65,474.6,949.95,442.4,233.25,1039.45,13.45
2022-05-31,202.4,326.2,43.95,572.6,9.6,1503.6,,,811.3,179.87,31.35,468.1,948.5,443.55,235.15,1018.05,13.15
2022-06-01,203.9,326.0,43.52,574.0,9.35,1478.55,,,810.4,179.59,31.4,468.3,945.3,444.6,232.75,1048.05,13.25
2022-06-02,204.7,329.35,43.98,576.05,9.55,1508.0,,,805.7,180.68,32.0,469.85,950.15,439.15,234.2,1048.25,13.35
2022-06-03,201.15,328.15,44.15,573.55,9.2,1521.7,,,800.25,180.21,31.55,464.5,935.7,431.9,231.05,1017.4,13.25
2022-06-06,196.8,319.35,44.0,578.55,9.25,1530.05,,,777.35,180.15,31.45,463.7,946.6,432.35,232.25,1012.45,13.15
2022-06-07,196.25,320.25,43.86,575.5,9.2,1506.7,,,753.0,178.56,31.25,463.4,941.2,435.85,234.75,999.55,13.05
2022-06-08,196.65,323.9,43.88,569.7,9.15,1500.0,,,738.05,178.08,31.15,471.3,936.6,435.65,233.0,991.2,13.2
2022-06-09,196.8,332.85,43.95,568.35,9.2,1515.0,,,721.7,179.4,31.1,466.95,941.65,428.5,233.05,999.6,13.2
2022-06-10,195.8,331.0,43.81,566.85,9.1,1476.8,,,709.7,176.46,30.9,461.85,944.35,428.05,230.25,992.55,12.95
2022-06-13,187.0,317.95,44.19,558.25,8.7,1424.5,,,668.25,171.87,30.1,445.85,906.4,406.7,219.5,980.55,12.8
2022-06-14,188.15,314.3,43.57,552.85,8.8,1440.55,,,674.3,171.3,29.9,448.1,908.45,405.15,220.4,986.5,12.7
2022-06-15,185.4,314.0,43.61,552.5,8.8,1422.2,,,690.15,171.1,29.95,451.35,872.75,414.1,218.95,994.75,12.75
2022-06-16,179.95,311.65,43.72,539.85,8.5,1397.2,,,669.35,167.56,29.05,441.6,853.75,392.95,209.8,955.45,12.5
2022-06-17,176.85,301.0,44.08,520.75,8.2,1387.3,,,654.55,166.87,29.05,441.0,838.05,388.95,210.3,955.3,12.45
2022-06-20,158.05,296.05,43.82,512.15,7.95,1414.15,,,661.4,167.31,28.45,434.7,793.2,382.7,194.9,945.95,12.35
2022-06-21,165.25,301.2,43.78,520.9,8.45,1449.9,,,665.2,170.26,29.75,450.75,821.4,397.6,204.55,980.4,12.6
2022-06-22,162.25,305.9,43.68,520.8,8.55,1437.25,,,668.6,168.08,29.3,447.65,794.3,393.1,201.3,947.9,12.45
2022-06-23,163.35,307.9,43.76,529.95,8.55,1452.45,,,665.15,169.71,29.25,451.4,792.65,407.2,202.95,967.0,12.45
2022-06-24,166.55,307.55,43.66,541.8,8.75,1441.1,,,661.65,171.16,29.55,454.25,808.0,409.3,207.9,992.15,12.75
2022-06-27,175.15,315.0,43.87,543.55,8.85,1474.6,,,664.8,172.62,29.55,461.2,813.65,414.5,208.15,981.75,12.85
2022-06-28,174.65,318.6,43.8,541.65,8.85,1480.15,,,663.35,172.65,29.75,464.25,814.95,417.1,208.65,976.15,12.85
2022-06-29,174.55,316.4,43.76,551.3,8.65,1463.25,,,678.5,171.86,29.75,459.1,806.75,416.95,207.3,972.5,12.7
2022-06-30,174.85,308.4,43.76,550.95,8.4,1461.9,,,673.9,171.6,29.0,465.9,793.35,411.8,202.2,972.4,12.65
2022-07-01,172.05,318.35,44.36,554.75,8.5,1479.4,,,676.65,171.64,29.45,466.85,795.35,412.7,207.0,956.45,12.65
2022-07-04,173.4,316.35,44.68,567.15,8.35,1488.0,,,692.3,172.63,30.0,473.45,803.35,408.45,211.45,965.65,12.65
2022-07-05,174.05,313.1,44.8,558.55,8.25,1475.95,,,702.65,172.04,29.7,472.15,803.4,412.0,212.8,957.65,12.65
2022-07-06,169.6,321.3,44.17,556.95,8.5,1491.65,,,702.95,174.12,29.95,479.95,813.15,416.35,214.0,976.1,12.65
2022-07-07,172.8,329.4,43.59,564.6,8.45,1498.7,,,698.05,175.54,31.0,486.75,819.65,430.85,214.55,972.3,12.85
2022-07-08,173.1,325.3,43.57,567.8,8.4,1514.45,,,708.1,176.28,30.65,488.55,836.45,441.55,220.05,968.65,12.8
2022-07-11,174.8,315.9,43.56,572.4,8.7,1473.15,,,718.2,176.23,31.05,488.2,843.1,437.05,220.75,964.4,13.15
2022-07-12,175.1,308.65,43.62,566.6,8.7,1438.6,,,717.6,175.1,30.8,484.95,835.05,430.55,221.5,956.85,13.35
2022-07-13,174.6,310.5,43.44,556.15,8.75,1444.45,,,718.85,174.06,30.8,486.5,837.85,427.1,220.75,984.0,13.25
2022-07-14,181.1,306.15,43.3,568.3,8.65,1428.85,,,712.3,173.93,30.4,479.35,841.15,428.05,221.35,986.45,13.3
2022-07-15,183.45,312.1,43.11,582.1,8.7,1430.35,,,708.5,175.02,30.3,479.1,854.5,440.2,225.0,983.0,13.3
2022-07-18,187.3,315.8,43.55,588.3,8.85,1489.9,,,696.5,177.39,31.35,490.3,858.8,450.9,227.8,1034.7,13.35
2022-07-19,187.15,316.55,43.39,592.3,8.95,1484.15,,,688.85,177.88,31.6,497.95,857.7,449.05,228.0,1052.85,13.5
2022-07-20,191.65,317.1,43.39,592.1,8.8,1515.3,,,687.7,179.53,31.4,508.6,862.6,453.45,227.6,1029.65,13.6
2022-07-21,188.0,322.7,43.03,592.9,9.0,1532.9,,,687.55,180.54,31.85,512.05,876.7,454.85,230.1,1011.4,14.3
2022-07-22,187.1,320.3,43.69,593.95,8.95,1506.3,,,688.65,181.89,31.8,513.7,870.75,454.9,230.85,1001.8,14.7
2022-07-25,184.0,317.15,43.6,584.15,8.9,1503.6,,,683.95,181.46,31.6,517.8,892.7,449.55,232.5,999.65,14.25
2022-07-26,182.2,318.45,43.46,561.2,8.85,1451.15,,,675.35,179.91,31.6,514.2,871.65,441.15,226.15,977.4,13.7
2022-07-27,182.65,324.6,43.57,560.0,8.75,1471.05,,,674.35,181.6,32.05,528.2,878.6,444.05,218.0,969.05,14.7
2022-07-28,181.95,326.05,44.02,557.05,8.65,1517.4,,,674.9,184.18,32.65,532.45,890.0,442.25,218.15,970.5,14.55
2022-07-29,181.85,330.3,44.06,567.45,8.75,1549.7,,,677.8,186.54,31.35,528.35,909.9,449.6,221.9,1004.75,14.95
2022-08-01,167.65,334.15,44.22,573.5,9.1,1551.05,,,682.9,188.63,33.4,533.75,944.05,479.2,230.35,999.25,15.25
2022-08-02,169.05,335.15,44.18,593.55,9.4,1543.6,,,685.5,188.62,34.2,542.1,942.95,476.25,232.65,999.6,17.15
2022-08-03,166.95,333.9,44.19,595.95,9.1,1566.1,,,678.3,189.11,34.0,540.85,937.95,467.8,232.5,982.2,16.45
2022-08-04,163.7,333.95,44.66,583.3,8.75,1599.9,,,673.7,189.17,33.4,533.25,950.8,468.9,227.65,1000.15,16.65
2022-08-05,166.65,336.4,44.72,584.25,8.75,1616.65,,,687.35,189.25,33.55,531.05,948.5,465.25,232.1,972.95,16.65
2022-08-08,167.55,325.65,44.62,574.8,8.65,1619.4,,,680.0,190.79,33.35,520.4,957.0,468.25,228.25,982.3,16.0
2022-08-10,170.9,328.3,44.87,583.25,8.6,1602.45,,,682.6,191.04,33.0,514.7,1074.15,475.55,228.5,973.95,15.4
2022-08-11,169.7,328.35,44.91,585.95,8.65,1619.95,,,682.65,192.34,33.4,524.75,1075.6,476.65,229.4,989.55,15.4
2022-08-12,170.45,333.9,45.0,595.6,8.7,1594.1,,,682.4,192.86,33.3,530.7,1118.9,477.55,232.4,1007.4,15.3
2022-08-16,169.2,345.9,44.65,564.15,8.85,1596.45,,,697.65,194.09,33.55,525.95,1122.5,489.85,236.0,1020.0,15.9
2022-08-17,167.85,353.15,44.6,566.4,9.0,1606.25,,,697.95,195.55,34.45,528.15,1107.1,485.4,237.3,1027.65,16.55
2022-08-18,169.3,347.05,44.55,562.1,8.9,1582.95,,,696.25,195.71,34.15,532.35,1118.25,484.8,237.95,1045.05,16.65
2022-08-19,167.15,338.25,44.42,558.5,8.8,1597.1,,,685.95,193.61,33.35,520.35,1124.15,471.0,232.65,1015.15,16.55
2022-08-22,165.35,333.65,43.99,560.6,8.65,1575.65,,,675.3,190.95,32.4,511.3,1087.5,454.6,224.15,977.15,16.35
2022-08-23,166.4,333.7,44.15,556.4,8.85,1542.4,,,671.1,192.19,33.05,521.9,1101.25,460.45,231.45,994.45,16.3
2022-08-24,169.5,329.55,44.33,555.3,9.2,1537.5,,,676.25,192.63,33.55,519.3,1095.15,463.2,229.6,995.7,16.6
2022-08-25,170.9,329.8,44.64,554.45,9.1,1518.15,,,677.85,191.78,35.25,520.4,1099.8,459.2,229.3,995.4,16.5
2022-08-26,170.95,329.1,44.3,563.8,9.15,1521.55,,,678.85,191.92,35.7,523.8,1110.6,465.05,235.1,1007.15,16.45
2022-08-29,167.7,326.2,43.85,555.6,8.85,1461.75,,,670.15,189.44,35.25,514.85,1132.4,453.35,232.65,980.5,16.2
2022-08-30,173.15,328.65,43.9,556.5,9.05,1492.95,,,673.5,193.92,35.85,531.25,1129.55,471.1,236.95,1001.2,16.45
2022-09-01,175.15,331.35,43.35,559.95,9.1,1464.2,,,668.7,191.82,35.8,533.3,1139.1,466.9,237.2,979.95,16.35
2022-09-02,179.6,321.95,43.37,560.65,8.95,1453.0,,,664.65,191.61,35.25,536.7,1119.8,461.75,235.2,971.5,16.2
2022-09-05,183.55,324.75,43.54,575.05,9.3,1461.3,,,659.8,192.98,35.7,538.9,1119.15,459.0,236.45,987.25,16.65
2022-09-06,181.9,324.25,43.5,567.8,9.15,1455.1,,,652.8,192.48,37.2,537.8,1120.0,457.75,247.35,985.6,16.75
2022-09-07,182.5,326.85,43.41,573.55,9.75,1457.65,,,653.15,192.37,37.6,532.85,1125.15,445.85,246.95,980.65,17.3
2022-09-08,187.4,339.85,43.6,577.65,9.7,1475.9,,,653.85,194.0,38.35,544.65,1116.9,442.2,244.9,975.5,17.75
2022-09-09,200.85,338.5,43.66,572.7,9.55,1511.65,,,653.3,194.6,39.0,553.35,1113.05,445.9,242.35,966.15,17.5
2022-09-12,200.95,342.6,43.6,574.15,9.65,1536.2,,,652.2,195.64,40.1,554.9,1159.75,451.0,242.8,966.9,17.55
2022-09-13,201.0,341.05,43.5,587.65,9.9,1544.95,,,670.25,196.95,39.55,558.0,1160.7,456.8,241.05,970.15,17.45
2022-09-14,198.95,336.15,43.18,586.75,9.75,1475.4,,,663.45,196.27,40.1,571.75,1155.9,450.2,241.5,955.35,17.25
2022-09-15,197.7,331.4,43.05,586.8,9.65,1432.8,,,672.6,195.69,40.45,572.15,1170.3,447.25,245.4,960.2,17.15
2022-09-16,195.2,321.3,42.26,567.25,9.2,1377.05,,,654.8,191.9,39.65,561.8,1105.75,432.5,236.3,912.9,16.75
2022-09-19,191.65,320.9,42.34,560.7,9.1,1390.3,,,654.75,192.75,40.4,572.25,1102.75,425.45,232.35,899.25,16.35
2022-09-20,194.4,322.9,42.49,564.1,9.15,1388.55,,,656.35,194.44,40.65,574.05,1113.65,434.25,235.25,910.15,16.4
2022-09-21,191.4,320.05,42.7,565.15,9.2,1377.25,,,652.45,193.5,40.15,569.7,1097.3,427.65,231.2,904.4,16.9
2022-09-22,189.35,315.85,42.99,572.3,9.1,1367.95,,,649.75,192.92,40.5,567.3,1150.05,432.2,231.65,897.8,16.75
2022-09-23,184.05,311.95,42.82,566.1,8.95,1365.45,,,642.8,189.64,38.15,550.6,1134.4,423.1,224.5,900.8,16.2
2022-09-26,173.3,304.9,42.64,545.65,9.0,1380.25,,,630.55,186.21,36.0,543.3,1063.35,397.5,215.3,882.4,15.5
2022-09-27,176.2,310.65,42.42,540.75,9.15,1393.55,,,628.8,186.05,36.7,536.5,1067.2,398.8,217.5,904.25,15.75
2022-09-28,176.4,306.0,42.3,542.55,9.0,1394.7,,,621.45,184.47,34.85,524.85,1047.95,399.1,213.9,900.8,15.45
2022-09-29,175.3,303.25,42.9,542.6,8.5,1398.65,,,619.55,184.07,34.9,521.75,1093.0,402.25,212.25,901.2,15.5
2022-09-30,175.6,304.8,43.16,540.95,8.8,1413.45,,,621.65,186.83,36.55,530.6,1104.75,404.6,216.5,906.45,15.65
2022-10-03,169.35,308.8,43.14,531.7,8.85,1393.75,,,620.6,184.25,35.45,519.75,1093.7,397.65,213.15,893.15,15.4
2022-10-04,172.1,311.45,44.05,529.7,9.0,1429.4,,,629.3,188.29,36.45,532.7,1140.95,407.9,219.05,924.95,16.2
2022-10-06,173.65,312.15,44.28,526.95,9.0,1455.15,,,628.9,188.94,36.65,537.3,1147.85,414.1,221.7,922.0,16.5
2022-10-07,174.75,307.4,44.49,527.95,9.1,1451.2,,,624.5,189.19,36.65,530.2,1181.8,412.15,222.5,910.35,16.55
2022-10-10,172.45,304.65,43.73,523.25,8.85,1462.65,,,619.4,188.75,36.55,530.75,1199.65,395.95,220.35,899.9,16.45
2022-10-11,170.9,299.75,43.42,519.45,8.65,1423.8,,,619.5,185.87,35.7,527.4,1164.35,393.35,217.15,873.6,16.15
2022-10-12,171.05,302.5,43.59,518.95,8.65,1428.7,,,615.65,187.21,36.3,533.8,1162.95,396.55,217.95,874.3,16.0
2022-10-13,172.95,300.3,43.69,521.95,8.6,1419.9,,,611.6,186.23,35.9,521.45,1151.85,399.0,216.15,873.9,15.8
2022-10-14,172.5,297.85,43.26,513.65,8.5,1474.25,,,612.8,188.02,35.85,527.2,1143.7,396.25,215.9,871.15,15.8
2022-10-17,168.9,296.55,43.24,510.0,8.4,1489.95,,,608.75,188.83,36.9,543.65,1162.0,396.1,217.95,869.65,15.75
2022-10-18,168.8,295.75,43.12,508.6,8.45,1503.7,,,607.85,190.64,38.85,562.45,1166.45,404.25,220.65,874.95,15.85
2022-10-19,168.35,292.15,43.19,507.65,8.5,1485.45,,,607.05,190.83,39.35,553.4,1164.25,399.05,218.4,875.2,15.9
2022-10-20,169.8,297.1,43.04,509.6,8.55,1500.9,,,601.0,191.44,40.5,555.4,1158.15,398.1,220.8,869.15,15.95
2022-10-21,168.05,298.35,42.73,504.15,8.7,1500.5,,,589.2,191.52,40.75,560.85,1143.5,398.05,218.6,865.8,16.05
2022-10-24,166.9,300.75,43.48,515.75,8.7,1517.85,,,599.8,193.17,41.1,570.5,1156.75,401.6,219.0,866.1,15.75
2022-10-25,165.7,302.6,43.17,506.85,8.6,1526.3,,,595.55,192.49,43.3,578.55,1180.65,404.55,220.65,867.25,15.6
2022-10-27,159.7,305.6,43.46,509.05,8.6,1523.95,,,595.55,193.45,43.0,579.65,1188.15,407.7,225.85,874.25,15.75
2022-10-28,161.75,303.3,43.28,509.65,8.55,1513.25,,,592.7,193.96,43.1,570.75,1131.95,409.9,225.05,871.25,15.65
2022-10-31,159.85,303.65,43.23,509.05,8.55,1537.65,,,603.95,196.27,42.65,573.8,1132.8,412.75,226.0,876.2,15.55
2022-11-01,157.35,304.35,43.31,512.85,8.65,1573.0,,,605.2,197.98,40.1,576.9,1142.2,421.35,230.6,908.95,15.5
2022-11-02,158.5,305.2,43.5,508.0,8.55,1553.3,,,619.4,197.41,39.25,573.85,1132.75,422.15,229.05,909.25,15.5
2022-11-03,161.6,305.1,43.0,505.15,8.55,1530.75,,,625.65,197.39,41.3,584.9,1131.5,416.25,227.4,861.25,16.1
2022-11-04,162.35,301.35,43.29,514.1,8.4,1514.0,,,628.05,197.77,41.8,593.95,1123.35,425.35,228.3,845.25,16.45
2022-11-07,162.45,309.75,43.74,520.35,8.35,1507.45,,,633.25,198.62,41.85,614.15,1122.35,435.0,229.15,834.55,16.55
2022-11-09,163.5,306.85,43.97,529.95,8.5,1511.2,,,631.3,198.32,44.95,615.55,1111.95,433.15,231.35,836.6,16.55
2022-11-10,162.3,305.5,44.18,520.7,8.65,1501.95,,,620.85,196.86,44.05,605.75,1070.25,412.2,229.2,826.1,16.5
2022-11-11,160.6,308.9,44.76,516.6,8.5,1570.1,,,627.7,200.22,44.75,601.3,1067.5,423.5,229.75,829.05,16.85
2022-11-14,159.6,307.65,44.82,517.7,8.5,1585.3,,,664.65,200.17,43.95,592.55,1065.25,433.7,227.7,822.9,17.1
2022-11-15,159.45,308.9,45.15,518.95,8.45,1594.0,,,654.7,200.91,43.95,600.85,1057.2,437.15,229.5,818.65,17.05
2022-11-16,160.45,306.45,45.35,507.0,8.4,1602.8,,,642.65,200.87,44.15,599.75,1049.2,431.55,224.6,817.2,17.05
2022-11-17,171.1,305.2,45.17,511.3,8.35,1587.4,,,643.85,200.2,44.3,599.05,1036.2,423.15,221.4,824.4,16.95
2022-11-18,166.1,304.1,45.26,510.25,8.35,1593.4,,,638.8,199.92,45.85,602.7,1015.75,423.8,220.45,809.95,16.85
2022-11-21,161.45,310.3,44.8,508.55,8.4,1568.2,,,627.05,198.55,47.6,598.1,1036.3,421.1,221.4,809.95,16.65
2022-11-22,162.2,306.85,44.9,508.35,8.35,1585.05,,,625.8,199.23,48.2,599.1,1039.2,424.7,220.5,818.0,17.05
2022-11-23,162.0,310.15,44.77,519.65,8.25,1583.15,,,621.2,199.51,50.35,607.65,1028.5,424.05,220.8,813.1,16.85
2022-11-24,162.6,321.0,45.04,518.9,8.05,1629.8,,,624.25,201.72,50.85,609.35,1023.8,423.4,220.75,818.75,16.95
2022-11-25,164.95,324.45,44.98,520.65,8.05,1635.65,,,627.75,202.35,53.6,607.4,1032.1,433.2,224.1,829.4,16.95
2022-11-28,168.1,340.75,45.12,534.65,8.05,1623.4,,,629.8,203.04,53.4,608.6,1038.85,433.25,224.6,839.4,17.15
2022-11-29,165.0,339.05,45.1,535.8,8.05,1629.05,,,636.8,203.43,52.5,608.55,1028.2,433.15,223.45,825.85,17.05
2022-11-30,167.9,341.15,45.1,536.65,8.25,1634.95,,,636.3,204.7,51.3,602.45,1035.5,439.4,224.8,819.5,17.15
2022-12-01,169.75,338.6,45.37,535.15,8.15,1657.1,,,650.9,205.54,53.25,608.1,1048.7,438.25,224.85,842.35,17.05
2022-12-02,171.3,341.1,45.88,533.25,8.3,1637.9,,,651.25,204.81,54.0,607.55,1039.35,435.4,225.25,855.25,17.4
2022-12-05,174.45,338.4,46.09,537.4,8.15,1639.75,,,652.1,204.44,55.15,617.3,1056.7,428.75,224.2,858.45,17.45
2022-12-06,173.7,328.55,45.82,530.65,8.05,1612.9,,,651.7,204.14,55.45,608.95,1043.2,427.1,228.8,851.15,17.5
2022-12-07,168.4,334.35,45.84,528.5,8.0,1605.5,,,654.15,202.87,55.45,607.05,1029.5,420.1,225.85,847.9,17.45
2022-12-08,167.5,335.75,46.06,528.7,8.0,1620.15,,,662.35,203.62,57.7,611.65,1046.25,417.2,225.05,847.9,17.75
2022-12-09,167.75,338.45,46.11,522.05,7.95,1569.3,,,671.85,202.48,56.25,616.5,1033.75,413.3,219.4,833.6,19.7
2022-12-12,168.0,349.0,46.19,517.8,7.95,1547.2,,,697.2,202.61,58.1,613.05,1034.15,414.15,217.7,841.15,21.1
2022-12-13,167.8,346.15,46.16,515.35,7.9,1572.15,,,718.3,203.77,59.9,616.75,1033.7,418.5,218.85,839.9,23.95
2022-12-14,168.8,348.75,46.54,524.85,8.65,1579.4,,,724.3,204.35,59.25,625.5,1036.5,417.9,222.7,850.8,22.1
2022-12-15,167.4,349.15,46.03,524.4,8.4,1540.5,,,708.75,201.58,59.3,615.95,1026.7,416.7,221.8,850.4,22.45
2022-12-16,165.15,341.75,46.1,521.9,8.3,1522.2,,,688.55,200.16,56.75,603.35,991.5,421.6,217.35,835.1,21.2
2022-12-19,163.3,341.3,46.42,519.0,8.35,1507.35,,,734.6,201.67,56.05,604.45,988.65,418.0,216.8,836.3,21.4
2022-12-20,162.05,340.25,46.75,515.3,8.25,1507.3,,,739.95,201.21,55.55,604.45,979.0,410.5,217.85,827.9,21.3
2022-12-21,160.65,334.1,46.86,508.55,8.0,1509.55,,,701.65,199.4,53.15,593.4,965.6,402.6,213.8,813.7,19.85
2022-12-22,154.3,327.9,46.87,499.95,8.0,1522.05,,,681.6,198.55,53.75,593.4,940.25,394.45,208.9,807.35,18.95
2022-12-23,147.7,325.1,46.69,485.8,7.65,1497.1,,,658.75,195.15,49.7,574.0,891.7,378.35,196.9,777.75,17.45
2022-12-26,158.6,325.1,46.69,491.15,7.85,1502.4,,,688.0,197.23,53.5,597.1,906.8,384.8,203.15,786.5,19.6
2022-12-27,161.95,326.0,46.87,495.5,7.9,1514.85,,,692.6,198.0,54.2,601.9,918.4,394.15,207.7,797.75,20.15
2022-12-28,161.05,324.1,46.55,489.25,7.95,1510.15,,,687.05,197.99,54.9,601.05,933.2,391.3,208.25,797.75,20.15
2022-12-29,163.3,327.2,46.61,491.45,7.9,1517.55,,,683.7,198.78,55.4,611.8,928.55,385.9,205.85,800.45,20.15
2022-12-30,162.2,330.5,46.79,499.35,7.9,1508.2,,,684.6,198.04,56.45,613.7,937.15,387.95,207.7,799.85,20.6
2023-01-02,161.65,333.85,47.17,500.15,8.0,1524.0,,,709.5,199.34,57.15,612.2,941.35,394.8,211.85,802.65,21.65
2023-01-03,161.3,336.85,47.63,500.5,7.95,1522.55,,,734.6,199.68,57.8,612.4,941.7,393.9,211.35,808.3,22.05
2023-01-04,161.7,336.3,48.07,492.85,7.8,1494.8,,,731.0,197.67,56.25,605.2,931.65,385.6,208.1,805.85,21.35
2023-01-05,160.65,342.35,47.78,493.2,7.9,1475.2,,,727.8,197.07,56.75,605.1,942.15,386.9,207.6,809.45,21.45
2023-01-06,160.4,344.7,47.5,492.35,7.8,1448.5,,,707.3,195.72,56.4,600.65,948.3,382.0,205.4,814.55,21.1
2023-01-09,162.25,346.75,48.11,488.85,7.45,1484.45,,,711.6,198.28,57.1,607.7,958.3,389.45,206.2,820.1,21.25
2023-01-10,158.85,347.35,47.96,487.75,7.25,1469.75,,,715.0,196.13,55.1,595.15,968.55,412.9,206.05,825.95,20.65
2023-01-11,159.85,352.5,48.02,485.0,7.45,1471.25,,,715.1,196.13,56.4,596.7,967.75,418.2,205.85,830.95,20.05
2023-01-12,158.35,345.05,47.95,481.45,7.35,1480.6,,,705.4,195.61,55.85,594.9,973.25,412.25,205.7,809.25,19.9
2023-01-13,159.75,350.1,48.23,479.6,7.3,1503.65,,,712.8,196.61,56.8,600.1,974.6,411.5,206.45,806.35,20.15
2023-01-16,157.65,348.95,48.7,480.9,7.2,1525.5,,,709.2,196.06,58.9,603.0,970.35,413.0,206.95,805.5,20.15
2023-01-17,156.35,348.4,48.5,476.75,7.25,1539.5,,,705.7,197.47,57.75,592.95,987.2,415.3,207.7,809.95,20.1
2023-01-18,156.85,346.05,48.46,476.05,7.3,1545.4,,,706.6,198.65,56.75,591.45,998.95,408.4,207.5,802.2,20.35
2023-01-19,153.65,349.65,48.5,475.85,7.4,1538.9,,,701.6,198.43,57.2,589.85,980.45,400.75,205.3,789.6,20.15
2023-01-20,151.5,346.35,48.76,473.65,7.25,1525.55,,,698.55,197.45,56.95,592.2,975.85,403.15,207.2,780.05,19.75
2023-01-23,152.35,349.6,48.77,469.9,7.05,1548.0,,,700.9,198.44,56.8,600.45,977.15,408.4,207.0,776.75,18.15
2023-01-24,150.7,348.95,48.91,470.5,7.05,1551.9,,,702.1,198.42,55.5,594.35,971.8,422.15,205.85,778.0,18.2
2023-01-25,148.05,346.75,48.76,469.8,6.75,1543.0,,,689.4,196.04,53.7,568.7,950.4,419.05,201.45,756.55,17.9
2023-01-27,146.15,336.55,48.78,466.15,6.4,1519.15,,,665.95,193.0,50.8,539.95,945.0,445.6,202.35,744.95,17.5
2023-01-30,141.15,335.1,48.77,372.95,6.8,1538.8,,,656.5,193.25,50.7,538.2,955.35,443.65,204.35,774.95,17.1
2023-01-31,142.4,343.25,48.67,351.7,7.05,1533.75,,,653.3,193.44,53.55,553.5,973.4,452.1,212.9,802.65,17.25
2023-02-01,140.3,334.7,49.41,325.0,6.7,1551.1,,,598.45,193.13,50.3,527.35,956.15,446.65,205.85,794.6,16.9
2023-02-02,132.25,332.2,50.47,315.85,6.8,1583.75,,,599.1,192.91,50.8,528.1,967.25,444.8,206.3,821.55,16.85
2023-02-03,128.2,326.7,49.42,321.7,6.85,1599.4,,,599.05,195.12,51.8,544.2,969.95,445.45,205.3,813.0,16.45
2023-02-06,125.9,333.75,49.04,342.95,8.25,1569.85,,,599.9,194.48,51.4,545.4,1006.7,442.0,208.55,826.7,16.65
2023-02-07,127.75,332.15,49.07,340.35,7.95,1562.4,,,603.05,194.04,51.3,547.1,1030.95,435.45,206.3,815.2,16.85
2023-02-08,133.3,334.2,49.2,345.95,7.9,1590.5,,,610.25,195.54,51.6,549.75,1029.4,440.1,207.15,827.4,17.1
2023-02-09,135.35,333.7,49.11,343.35,7.85,1617.0,,,613.15,195.89,51.0,550.8,1012.55,436.75,205.5,824.55,16.85
2023-02-10,133.85,334.0,48.66,343.9,7.85,1608.55,,,620.05,195.49,51.25,553.05,1020.3,445.85,204.8,849.85,17.05
2023-02-13,131.95,334.9,48.67,345.35,7.85,1567.45,,,606.7,194.6,50.2,537.5,1017.3,441.05,203.6,848.55,16.7
2023-02-14,129.8,331.15,48.79,337.75,7.7,1593.25,,,598.05,195.98,50.8,540.85,1009.95,440.55,203.1,856.8,16.4
2023-02-15,128.35,331.15,48.16,329.75,7.75,1597.05,,,601.0,197.08,50.9,542.25,1010.65,444.15,205.25,858.75,16.4
