date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2025-09-01 00:00:00+05:30,63.29,65.5,63.25,64.83,2956447.0,0.0,0.0,
2025-09-02 00:00:00+05:30,65.09,66.15,64.48,64.94,2028833.0,0.0,0.0,
2025-09-03 00:00:00+05:30,64.94,66.67,64.46,65.51,2586022.0,0.0,0.0,
2025-09-04 00:00:00+05:30,66.0,66.24,63.22,63.62,2413708.0,0.0,0.0,
2025-09-05 00:00:00+05:30,63.54,64.4,62.31,62.62,3624123.0,0.0,0.0,
2025-09-08 00:00:00+05:30,63.0,65.35,62.62,64.68,3615265.0,0.0,0.0,
2025-09-09 00:00:00+05:30,64.9,65.15,63.39,63.85,1863701.0,0.0,0.0,
2025-09-10 00:00:00+05:30,64.01,65.68,63.66,63.95,2639788.0,0.0,0.0,
2025-09-11 00:00:00+05:30,63.95,64.69,62.9,63.27,2095310.0,0.0,0.0,
2025-09-12 00:00:00+05:30,63.58,63.96,62.91,63.38,1584345.0,0.0,0.0,
2025-09-15 00:00:00+05:30,63.45,66.22,63.23,64.47,5647808.0,0.0,0.0,
2025-09-16 00:00:00+05:30,64.8,66.25,64.51,64.85,3246213.0,0.0,0.0,
2025-09-17 00:00:00+05:30,65.14,65.7,64.3,64.91,2313513.0,0.0,0.0,
2025-09-18 00:00:00+05:30,65.17,65.6,63.75,64.15,2586635.0,0.0,0.0,
2025-09-19 00:00:00+05:30,63.98,64.59,63.51,63.69,1739444.0,0.0,0.0,
2025-09-22 00:00:00+05:30,63.69,64.12,62.61,62.82,2387829.0,0.0,0.0,
2025-09-23 00:00:00+05:30,62.82,63.56,62.18,62.33,2146833.0,0.0,0.0,
2025-09-24 00:00:00+05:30,62.31,62.53,60.11,60.44,2543265.0,0.0,0.0,
2025-09-25 00:00:00+05:30,59.4,61.9,59.4,60.84,2816104.0,0.0,0.0,
2025-09-26 00:00:00+05:30,60.61,60.98,58.45,59.03,2780232.0,0.0,0.0,
2025-09-29 00:00:00+05:30,59.5,59.7,57.95,58.18,2248368.0,0.0,0.0,
