date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2025-10-01 00:00:00+05:30,55.05,55.36,54.6,55.18,46144026.0,0.0,0.0,
2025-10-03 00:00:00+05:30,55.44,55.48,53.85,54.46,69042422.0,0.0,0.0,
2025-10-06 00:00:00+05:30,55.0,55.17,53.92,54.11,45009790.0,0.0,0.0,
2025-10-07 00:00:00+05:30,54.35,54.8,53.95,54.01,50646458.0,0.0,0.0,
2025-10-08 00:00:00+05:30,54.13,54.14,52.66,52.77,60453406.0,0.0,0.0,
2025-10-09 00:00:00+05:30,52.8,53.53,52.55,53.17,63749358.0,0.0,0.0,
2025-10-10 00:00:00+05:30,53.3,54.75,53.23,54.31,58987213.0,0.0,0.0,
2025-10-13 00:00:00+05:30,54.29,54.48,53.72,54.35,44487704.0,0.0,0.0,
2025-10-14 00:00:00+05:30,54.65,54.7,53.62,53.95,40526897.0,0.0,0.0,
2025-10-15 00:00:00+05:30,54.21,54.6,53.58,53.73,56703266.0,0.0,0.0,
2025-10-16 00:00:00+05:30,53.93,54.2,53.41,53.61,48868416.0,0.0,0.0,
2025-10-17 00:00:00+05:30,53.61,53.95,52.0,52.92,173663310.0,0.0,0.0,
2025-10-20 00:00:00+05:30,53.19,53.69,52.92,53.09,34409429.0,0.0,0.0,
2025-10-21 00:00:00+05:30,53.6,54.34,53.4,54.18,22821584.0,0.0,0.0,
2025-10-23 00:00:00+05:30,54.54,55.25,54.22,54.53,76480331.0,0.0,0.0,
2025-10-24 00:00:00+05:30,54.68,55.18,53.65,53.82,44370005.0,0.0,0.0,
2025-10-27 00:00:00+05:30,54.1,54.16,53.63,53.71,24719719.0,0.0,0.0,
2025-10-28 00:00:00+05:30,53.71,56.47,53.6,56.22,134473878.0,0.0,0.0,
2025-10-29 00:00:00+05:30,56.44,58.78,55.98,58.19,154967971.0,0.0,0.0,
2025-10-30 00:00:00+05:30,58.5,59.33,57.92,58.51,83463327.0,0.0,0.0,
