date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2023-11-01 00:00:00+05:30,13.1,13.8,13.0,13.8,3141523.0,0.0,0.0,0.0
2023-11-02 00:00:00+05:30,14.45,14.45,14.45,14.45,8493312.0,0.0,0.0,0.0
2023-11-03 00:00:00+05:30,14.8,15.15,14.45,15.15,18490592.0,0.0,0.0,0.0
2023-11-06 00:00:00+05:30,15.9,15.9,15.75,15.9,5837724.0,0.0,0.0,0.0
2023-11-07 00:00:00+05:30,16.65,16.65,15.4,15.95,29211114.0,0.0,0.0,0.0
2023-11-08 00:00:00+05:30,16.7,16.7,16.3,16.7,55181461.0,0.0,0.0,0.0
2023-11-09 00:00:00+05:30,17.0,17.5,16.9,17.5,35566432.0,0.0,0.0,0.0
2023-11-10 00:00:00+05:30,17.95,18.35,16.65,17.35,54246198.0,0.0,0.0,0.0
2023-11-13 00:00:00+05:30,18.5,19.1,18.35,19.1,21143434.0,0.0,0.0,0.0
2023-11-15 00:00:00+05:30,20.05,20.05,20.05,20.05,5062416.0,0.0,0.0,0.0
2023-11-16 00:00:00+05:30,21.05,21.05,21.05,21.05,3604073.0,0.0,0.0,0.0
2023-11-17 00:00:00+05:30,21.2,22.1,21.1,22.1,33294919.0,0.0,0.0,0.0
2023-11-20 00:00:00+05:30,23.2,23.2,21.3,23.1,93339397.0,0.0,0.0,0.0
2023-11-21 00:00:00+05:30,23.55,24.2,21.95,21.95,43063200.0,0.0,0.0,0.0
2023-11-22 00:00:00+05:30,21.2,21.4,20.85,20.85,17393862.0,0.0,0.0,0.0
2023-11-23 00:00:00+05:30,19.8,21.85,19.8,21.85,49184737.0,0.0,0.0,0.0
2023-11-24 00:00:00+05:30,22.9,22.9,22.3,22.9,12020724.0,0.0,0.0,0.0
2023-11-28 00:00:00+05:30,23.75,24.0,22.4,23.0,36793034.0,0.0,0.0,0.0
2023-11-29 00:00:00+05:30,23.5,23.5,21.85,21.85,29163194.0,0.0,0.0,0.0
