date,segment,exchange,symbol,scrip_name,holding_quantity,avg_price,holding_amount,open_price,open_amount,high_price,high_amount,low_price,low_amount,close_price,close_amount
2021-10-26,EQ,NSE,PNB,PUNJAB NATIONAL BANK,2.0,45.35,90.7,43.35,86.7,45.45,90.9,43.11,86.22,43.77,87.54
2021-10-27,EQ,NSE,PNB,PUNJAB NATIONAL BANK,2.0,45.35,90.7,44.2,88.4,44.97,89.94,43.63,87.26,44.2,88.4
2021-10-28,EQ,NSE,BANKBARODA,BANK OF BARODA,1.0,100.2,100.2,91.89,91.89,93.04,93.04,89.32,89.32,89.69,89.69
2021-10-28,EQ,NSE,PNB,PUNJAB NATIONAL BANK,2.0,45.35,90.7,43.11,86.22,43.11,86.22,39.14,78.28,39.48,78.96
2021-10-29,EQ,NSE,BANKBARODA,BANK OF BARODA,1.0,100.2,100.2,88.86,88.86,92.76,92.76,85.29,85.29,89.41,89.41
2021-10-29,EQ,NSE,PNB,PUNJAB NATIONAL BANK,2.0,45.35,90.7,39.86,79.72,41.15,82.3,38.76,77.52,40.19,80.38
2021-10-30,EQ,NSE,BANKBARODA,BANK OF BARODA,1.0,100.2,100.2,88.86,88.86,92.76,92.76,85.29,85.29,89.41,89.41
2021-10-30,EQ,NSE,PNB,PUNJAB NATIONAL BANK,2.0,45.35,90.7,39.86,79.72,41.15,82.3,38.76,77.52,40.19,80.38
2021-10-31,EQ,NSE,BANKBARODA,BANK OF BARODA,1.0,100.2,100.2,88.86,88.86,92.76,92.76,85.29,85.29,89.41,89.41
2021-10-31,EQ,NSE,PNB,PUNJAB NATIONAL BANK,2.0,45.35,90.7,39.86,79.72,41.15,82.3,38.76,77.52,40.19,80.38
2021-11-01,EQ,NSE,BANKBARODA,BANK OF BARODA,1.0,100.2,100.2,90.24,90.24,91.16,91.16,89.18,89.18,90.84,90.84
2021-11-01,EQ,NSE,PNB,PUNJAB NATIONAL BANK,2.0,45.35,90.7,40.58,81.16,40.67,81.34,40.0,80.0,40.19,80.38
2021-11-02,EQ,NSE,BANKBARODA,BANK OF BARODA,1.0,100.2,100.2,90.74,90.74,94.27,94.27,90.61,90.61,93.82,93.82
2021-11-02,EQ,NSE,PNB,PUNJAB NATIONAL BANK,2.0,45.35,90.7,40.48,80.96,40.58,81.16,39.86,79.72,40.19,80.38
2021-11-03,EQ,NSE,BANKBARODA,BANK OF BARODA,1.0,100.2,100.2,94.18,94.18,95.7,95.7,91.89,91.89,92.53,92.53
2021-11-03,EQ,NSE,PNB,PUNJAB NATIONAL BANK,2.0,45.35,90.7,40.29,80.58,40.72,81.44,39.34,78.68,39.53,79.06
2021-11-04,EQ,NSE,BANKBARODA,BANK OF BARODA,1.0,100.2,100.2,93.86,93.86,94.69,94.69,93.54,93.54,94.09,94.09
2021-11-04,EQ,NSE,PNB,PUNJAB NATIONAL BANK,2.0,45.35,90.7,39.86,79.72,40.1,80.2,39.62,79.24,40.0,80.0
2021-11-05,EQ,NSE,BANKBARODA,BANK OF BARODA,1.0,100.2,100.2,93.86,93.86,94.69,94.69,93.54,93.54,94.09,94.09
2021-11-05,EQ,NSE,PNB,PUNJAB NATIONAL BANK,2.0,45.35,90.7,39.86,79.72,40.1,80.2,39.62,79.24,40.0,80.0
2021-11-06,EQ,NSE,BANKBARODA,BANK OF BARODA,1.0,100.2,100.2,93.86,93.86,94.69,94.69,93.54,93.54,94.09,94.09
2021-11-06,EQ,NSE,PNB,PUNJAB NATIONAL BANK,2.0,45.35,90.7,39.86,79.72,40.1,80.2,39.62,79.24,40.0,80.0
2021-11-07,EQ,NSE,BANKBARODA,BANK OF BARODA,1.0,100.2,100.2,93.86,93.86,94.69,94.69,93.54,93.54,94.09,94.09
2021-11-07,EQ,NSE,PNB,PUNJAB NATIONAL BANK,2.0,45.35,90.7,39.86,79.72,40.1,80.2,39.62,79.24,40.0,80.0
2021-11-08,EQ,NSE,PNB,PUNJAB NATIONAL BANK,2.0,45.35,90.7,40.34,80.68,40.72,81.44,40.0,80.0,40.48,80.96
