symbol,name
0P0000Y7UY.BO,Indiabulls Income Fund Direct Monthly Dividend Payout
0P0000YCGL.BO,IDFC Banking &amp; PSU Debt Fund-Direct Plan- Fortnightly Dividend Payout
0P0000YU92.BO,Motilal Oswal Focused 25 Regular Growth
0P0000YWL0.BO,Parag Parikh Long Term Equity Regular Growth
0P0000YWL1.BO,Parag Parikh Long Term Equity Direct Growth
0P0000Z34R.BO,SBI Consumption Opportunities Fund Regular Plan Growth
0P0000Z8NK.BO,Sundaram Low Duration Regular Quatterly Dividend Payout (Formerly Super Institutional Plan)
0P0000Z9VZ.BO,Axis Dynamic Bond Fund Direct Plan Half Yearly Dividend Payout Option
0P0000ZKI8.BO,ICICI Prudential Savings Fund Direct Plan Dividend Payout Others
0P0000ZKJT.BO,Edelweiss Banking and PSU Debt Fund Direct Plan Monthly Dividend Payout Option
0P0000ZKL0.BO,IDBI Equity Advantage Fund Regular Growth
0P0000ZKLP.BO,DSP Banking &amp; PSU Debt Fund Regular Quarterly Dividend Payout
0P0000ZLWY.BO,ICICI Prudential All Seasons Bond Fund Direct Plan Dividend Payout
0P0000ZRWN.BO,Max Life- PensionPreserver Fund
0P0000ZRWT.BO,ICICI Prudential Liquid Fund Direct Plan Dividend Payout Others
0P0000ZTNO.BO,Kotak Bond Short Term Plan-(Half Yearly Dividend Payout) Direct
0P000101RU.BO,IIFL Liquid Fund Regular Weekly Dividend Payout
0P00011MOQ.BO,ICICI Prudential Savings Fund Dividend Payout Others
0P00011R49.BO,Baroda ELSS 96 Fund - Plan A- Bonus Option
0P00011SRW.BO,ICICI Prudential Money Market Fund Direct Plan Dividend Payout Others
0P000123QC.BO,Edelweiss Government Securities Fund Regular Monthly Dividend Payout
0P000124IS.BO,Nippon India Equity Hybrid Fund Quarterly Dividend Payout Option
0P00012ALU.BO,Motilal Oswal Midcap 30 Regular Growth
0P00012B07.BO,Baroda ELSS 96 - Plan B (Direct)- Bonus Option
0P00012D9O.BO,BNP Paribas Medium Term Fund Regular Calendar Quarterly Dividend Payout
0P00012D9T.BO,BNP Paribas Medium Term Fund Direct Calendar Quarterly Dividend Payout
0P00012IEH.BO,BOI AXA Equity Debt Rebalancer Direct Dividend Payout
0P00012IEI.BO,BOI AXA Equity Debt Rebalancer Direct Growth
0P00012IEJ.BO,BOI AXA Equity Debt Rebalancer Regular Dividend Payout
0P00012IEK.BO,BOI AXA Equity Debt Rebalancer Regular Growth
0P00012O11.BO,Sundaram Low Duration Regular Fortnightly Dividend Payout (Formerly Super Institutional Plan)
0P00012ZRK.BO,Motilal Oswal Multicap 35 Fund Direct Plan Dividend Payout
0P00012ZRM.BO,Motilal Oswal Multicap 35 Fund - Direct Plan - Growth
0P00012ZRO.BO,Motilal Oswal Multicap 35 Fund - Regular Plan - Growth
0P000133S9.BO,L&amp;T Emerging Businesses Fund Regular Growth
0P000133SA.BO,L&amp;T Emerging Businesses Fund Regular Dividend Payout
0P000133SB.BO,L&amp;T Emerging Businesses Fund Direct Growth
0P000133SC.BO,L&amp;T Emerging Businesses Fund Direct Dividend Payout
0P000134CU.BO,L&amp;T Ultra Short Term Fund Direct Plan Bonus
0P000135C7.BO,ICICI Prudential Money Market Fund Dividend Payout Others
0P00013MFL.BO,Edelweiss Emerging Markets Opportunities Equity Offshore Regular Gwoth
0P00013YAK.BO,Kotak Bond Short Term Plan-(Half Yearly Dividend Payout)
0P00013YN1.BO,L&amp;T Business Cycles Regular Growth
0P00013YN2.BO,L&amp;T Business Cycles Regular Dividend Payout
0P00013YN3.BO,L&amp;T Business Cycles Direct Growth
0P00013YN4.BO,L&amp;T Business Cycles Direct Dividend Payout
0P000148ON.BO,IDFC Dynamic Bond Fund Direct Plan Periodic Dividend Payout
0P00014BOR.BO,Edelweiss Corporate Bond Fund Regular Gwowth
0P00014CFF.BO,ICICI Prudential Liquid Fund Dividend Payout Others
0P00014JBM.BO,HDFC Corporate Bond Fund Direct Option Normal Dividend Payout Option
0P00014JBP.BO,HDFC Medium Term Debt Plan Regular Plan Normal Dividend Payout Option
0P00014JBQ.BO,HDFC Medium Term Debt Plan Direct Plan Normal Dividend Payout Option
0P00014KAS.BO,IIFL Focused Equity Fund Regular Growth
0P00014KAU.BO,IIFL Focused Equity Fund Direct Growth
0P00014LYF.BO,Kotak Equity Arbitrage Fund Bimonthly Dividend Payout
0P00014MH8.BO,Kotak Equity Arbitrage Fund Bimothly Dividend Payout Direct
0P000150PR.BO,Aditya Birla Sun Life Equity Savings Fund Direct PlanGrowth
0P000153GC.BO,Nippon India Gilt Securities Fund- Direct Plan- Growth Plan- Bonus Option
0P0001540Z.BO,HDFC Dynamic Debt Plan Regular Plan Normal Dividend Payout Option
0P00015410.BO,HDFC Income Fund Direct Plan Normal Dividend Payout Option
0P00015411.BO,HDFC Income Fund Regular Plan Normal Dividend Payout Option
0P00015412.BO,HDFC Short Term Debt Fund Direct Plan Normal Dividend Payout Option
0P00015413.BO,HDFC Short Term Debt Regular Plan Normal Dividend Payout Option
0P000156L7.BO,ICICI Prudential Short Term Fund Half Yearly Dividend Payout
0P000159Q0.BO,Motilal Oswal Long Term Equity Fund - Direct Plan - Growth
0P00015BYN.BO,L&amp;T Resurgent India Bond Fund Regular Growth
0P00015BYP.BO,L&amp;T Resurgent India Bond Fund Regular Dividend Payout
0P00015BYQ.BO,L&amp;T Resurgent India Bond Fund Direct Growth
0P00015BYR.BO,L&amp;T Resurgent India Bond Fund Direct Dividend Payout
0P00015BYS.BO,Edelweiss Multi-Cap Regular Growth
0P00015DXJ.BO,Nippon India Retirement Fund - Wealth Creation Scheme - Regular Growth
0P00015DXK.BO,Nippon India Retirement Fund - Wealth Creation Scheme - Regular Bonus
0P00015DXL.BO,Nippon India Retirement Fund Wealth Creation Scheme Regular Dividend Payout
0P00015FQH.BO,Tata Short Term Bond Fund Direct Plan Periodic Dividend Payout Option
0P00015FQI.BO,Tata Short Term Bond Fund Regular Periodic Dividend Payout Option
0P00015GXV.BO,Sundaram Money Fund Regular Qrtly Dividend Reinvestment
0P00015H6K.BO,Baroda ELSS 96 Plan A -Growth Option
0P00015I1U.BO,Baroda ELSS 96 Plan B(Direct) -Growth Option
0P00015R9R.BO,UTI Medium Term Fund - Direct Plan - Growth Option
0P00015XG1.BO,L&amp;T Resurgent India Bond Fund Annual Dividend Payout Option
0P000168VX.BO,LIC MF Unit Linked Insurance-10 Yrs Single Premium-Regular-Dividend Reinvestment
0P000168W0.BO,LIC MF Unit Linked Insurance 10 Yrs Regular Premium Reducing Cover Yearly-Regular-Dividend
0P000168W2.BO,LIC MF Unit Linked Insurance 10 Yrs Regular Premium Uniform Cover Half-Yearly-Regular-Dividend
0P000168W3.BO,LIC MF Unit Linked Insurance 10 Yrs Regular Premium Uniform Cover Yearly-Regular-Dividend
0P000168W4.BO,LIC MF Unit Linked Insurance 15 Yrs Regular Premium Reducing Cover Monthly-Regular-Dividend
0P000168W6.BO,LIC MF Unit Linked Insurance 15Yrs Regular Premium Reducing Cover Yearly-Regular-Dividend
0P000168W9.BO,LIC MF Unit Linked Insurance 15 Yrs Regular Premium Uniform Cover Yearly-Regular-Dividend
0P000168WA.BO,LIC MF Unit Linked Insurance-10 Yrs Single Premium-Direct-Dividend Reinvestment
0P000168WC.BO,LIC MF Unit Linked Insurance 10 Yrs Regular Premium Reducing Cover Yearly-Direct-Dividend
0P000168WF.BO,LIC MF Unit Linked Insurance-10 Yrs Regular Premium Uniform Cover Yearly-Direct-Dividend
0P000168WG.BO,LIC MF Unit Linked Insurance 10 Yrs Regular Premium Uniform Cover Monthly-Direct-Dividend
0P000168WI.BO,LIC MF Unit Linked Insurance 15 Yrs Regular Premium Reducing Cover Yearly-Direct-Dividend
0P000168WJ.BO,LIC MF Unit Linked Insurance 15 Yrs Regular Premium Reducing Cover Monthly-Direct-Dividend
0P000168WL.BO,LIC MF Unit Linked Insurance 15 Yrs Regular Premium Uniform Cover Yearly-Direct-Dividend
0P00016H71.BO,Mirae Asset Hybrid Equity Fund -Direct Plan-Dividend Payout
0P00016KOX.BO,Axis Equity Saver Fund Regular Plan Monthly Dividend Payout
0P00016MTY.BO,UTI Money Market Fund - Regular Plan - Fortnightly Dividend Payout Option
0P00016YNJ.BO,Essel Large Cap Equity Fund Regular Plan Yearly Dividend Payout Option
0P000173N3.BO,L&amp;T Resurgent India Bond Fund Direct Plan Annual Dividend Payout Option
0P000175WG.BO,Axis Children&apos;s Gift Regular No Lock in Growth
0P000175WK.BO,Axis Children&apos;s Gift Direct No Lock in Growth
0P000175WL.BO,Axis Children&apos;s Gift Direct No Lockin Dividend Payout
0P00017842.BO,Mirae Asset Tax Saver Fund -Regular Plan-Growth
0P00017844.BO,Mirae Asset Tax Saver Fund -Direct Plan-Growth
0P00017894.BO,LIC MF Unit Linked Insurance 10 Yrs Regular Premium Reducing Cover Quarterly - Direct
0P00017895.BO,LIC MF Unit Linked Insurance 10 Years Regular Premium Reducing Cover Quarterly-Regular
0P00017896.BO,LIC MF Unit Linked Insurance 10 Years Regular Premium Uniform Cover Quarterly-Direct
0P00017897.BO,LIC MF Unit Linked Insurance 10 Yrs Regular Premium Uniform Cover Quarterly-Regular
0P00017898.BO,LIC MF Unit Linked Insurance 15 Yrs Regular Premium Reducing Cover Quarterly-Direct
0P00017899.BO,LIC MF Unit Linked Insurance 15 Yrs Regular Premium Reducing Cover Quarterly-Regular
0P000178SJ.BO,Essel Long Term Advantage Fund Regular Dividend Payout
