symbol,name
GUJCOTEX.BO,Gujarat Cotex Limited
GUJCRAFT.BO,Gujarat Craft Industries Limited
GUJCRED.BO,Gujarat Credit Corporation Limited
GUJGAS.BO,Gujarat Gas Limited
GUJHOTE.BO,Gujarat Hotels Limited
GUJHYSPIN.BO,Gujarat Hy-Spin Limited
GUJINTRX.BO,Gujarat Intrux Limited
GUJINV.BO,Gujarat Investa Limited
GUJPETR.BO,Gujarat Petrosynthese Limited
GUJRAFIA.BO,Gujarat Raffia Industries Limited
GUJSTATFIN.BO,Gujarat State Financial Corporation
GUJTERC.BO,Gujarat Terce Laboratories Limited
GUJTHEM.BO,Gujarat Themis Biosyn Limited
GUJTLRM.BO,Gujarat Toolroom Limited
GULFOILLUB.BO,Gulf Oil Lubricants India Limited
GULFPETRO.BO,GP Petroleums Limited
GULPOLY.BO,Gulshan Polyols Limited
GVFILM.BO,GV Films Limited
GVKPIL.BO,GVK Power & Infrastructure Limited
GYANDEV.BO,Gyan Developers and Builders Limited
HAL.BO,Hindustan Aeronautics Limited
HALDER.BO,Halder Venture Limited
HALDYNGL.BO,Haldyn Glass Limited
HANMAN.BO,HANMAN FIT LIMITED
HAPPSTMNDS.BO,Happiest Minds Technologies Li
HARDCAS.BO,Hardcastle and Waud Manufacturing Company Limited
HARDWYN.BO,HARDWYN INDIA LIMITED
HARIAAPL.BO,Haria Apparels Limited
HARIAEXPO.BO,Haria Exports Limited
HARISH.BO,Harish Textile Engineers Limit
HARITASEAT.BO,Harita Seating Systems Limited
HARLETH.BO,Haryana Leather Chemicals Limited
HARRMALAYA.BO,Harrisons Malayalam Limited
HARYNACAP.BO,Haryana Capfin Limited
HASTIFIN.BO,Hasti Finance Limited
HATHWAY.BO,Hathway Cable and Datacom Limited
HATHWAYB.BO,Hathway Bhawani Cabletel & Datacom Limited
HATSUN.BO,Hatsun Agro Product Limited
HAVELLS.BO,Havells India Limited
HAVISHA.BO,SRI HAVISHA HOSPITALITY INFRAS
HAWAENG.BO,Hawa Engineers Limited
HAWKINCOOK.BO,Hawkins Cookers Limited
HAZOOR.BO,Hazoor Multi Projects Limited
HBANKETF.BO,HDFC Mutual Fund
HBEL.BO,Humming Bird Education Limited
HBESD.BO,HB Estate Developers Limited
HBLEAS.BO,HB Leasing and Finance Company Limited
HBLPOWER.BO,HBL Power Systems Limited
HBPOR.BO,HB Portfolio Limited
HBSTOCK.BO,HB Stockholdings Limited
HCC.BO,Hindustan Construction Company Limited
HCG.BO,HealthCare Global Enterprises Limited
HCKKVENTURE.BO,HCKK Ventures Limited
HCL-INSYS.BO,HCL Infosystems Limited
HCLTECH.BO,HCL Technologies Limited
HDFC.BO,Housing Development Finance Corporation Limited
HDFCAMC.BO,HDFC Asset Management Company
HDFCBANK.BO,HDFC Bank Limited
HDFCLIFE.BO,HDFC Life Insurance Company Limited
HDFCMFGETF.BO,HDFC Gold Exchange Traded Fund
HDFCNIFETF.BO,HDFC Nifty 50 ETF
HDIL.BO,Housing Development and Infrastructure Limited
HEERAISP.BO,Heera Ispat Limited
HEG.BO,HEG Limited
HEIDELBERG.BO,HeidelbergCement India Limited
HELPAGE.BO,Helpage Finlease Limited
HEMANG.BO,Hemang Resources Limited
HEMIPROP.BO,Hemisphere Properties India Li
HEMORGANIC.BO,Hemo Organic Limited
HERANBA.BO,Heranba Industries Limited
HERCULES.BO,Hercules Hoists Limited
HERITGFOOD.BO,Heritage Foods Limited
HEROMOTOCO.BO,Hero MotoCorp Limited
HESTERBIO.BO,Hester Biosciences Limited
HEXATRADEX.BO,Hexa Tradex Limited
HFCL.BO,HFCL Limited
HFIL.BO,HIMALAYA FOOD INTERNATIONAL LI
HGINFRA.BO,H.G. Infra Engineering Limited
HGS.BO,Hinduja Global Solutions Limited
HIGHENE.BO,High Energy Batteries (India) Limited
HIKAL.BO,Hikal Limited
HIL.BO,HIL Limited
HILIKS.BO,HILIKS TECHNOLOGIES LIMITED
HILTON.BO,Hilton Metal Forging Limited
HIMATSEIDE.BO,Himatsingka Seide Limited
HIMFIBP.BO,Himachal Fibres Limited
HIMGRANI.BO,Himalaya Granites Limited
HIMTEK.BO,HIM TEKNOFORGE LIMITED
HINDADH.BO,Hindustan Adhesives Limited
HINDALCO.BO,Hindalco Industries Limited
HINDALUMI.BO,Hind Aluminium Industries Limited
HINDBIO.BO,Hindustan Bio Sciences Limited
HINDCOMPOS.BO,Hindustan Composites Limited
HINDCOPPER.BO,Hindustan Copper Limited
HINDEVER.BO,Hindustan Everest Tools Limited
HINDHARD.BO,Hindustan Hardy Limited
HINDMILL.BO,Hindoostan Mills Limited
HINDMOTORS.BO,Hindustan Motors Limited
HINDNATGLS.BO,Hindusthan National Glass & Industries Limited
HINDOILEXP.BO,Hindustan Oil Exploration Company Limited
HINDPETRO.BO,Hindustan Petroleum Corporation Limited
HINDTIN.BO,Hindustan Tin Works Limited
HINDUNILVR.BO,Hindustan Unilever Limited
HINDZINC.BO,Hindustan Zinc Limited
HINFLUR.BO,Hindustan Fluorocarbons Limited
HIPOLIN.BO,Hipolin Limited
HIPPOCABS.BO,Trekkingtoes.com Limited
HIRECT.BO,Hind Rectifiers Limited
HISARMET.BO,Hisar Metal Industries Limited
HISARSP.BO,Hisar Spinning Mills Limited
HITECHCORP.BO,Hitech Corporation Limited
HITECHGEAR.BO,The Hi-Tech Gears Limited
HITECHWIND.BO,HI-TECH WINDING SYSTEMS LIMITE
HITKITGLO.BO,Hit Kit Global Solutions Limited
HITTCO.BO,Hittco Tools Limited
HKG.BO,HKG LIMITED
HLEGLAS.BO,HLE GLASCOAT LIMITED
HLVLTD.BO,HLV LIMITED
HMT.BO,HMT Limited
HMVL.BO,Hindustan Media Ventures Limited
HNDFDS.BO,Hindustan Foods Limited
HNGSNGBEES.BO,Nippon India ETF Hang Seng BeES
HOCL.BO,Hindustan Organic Chemicals Limited
HOMEFIRST.BO,Home First Finance Company Ind
HONAUT.BO,one
HONDAPOWER.BO,Honda India Power Products Limited
HOTELRUGBY.BO,Hotel Rugby Limited
HOTLSILV.BO,H S India Limited
HOVS.BO,HOV Services Limited
HOWARHO.BO,Howard Hotels Limited
HPCOTTON.BO,H.P. Cotton Textile Mills Limited
HPL.BO,HPL Electric & Power Limited
HRMNYCP.BO,Harmony Capital Services Limited
HRYNSHP.BO,Hariyana Ship Breakers Limited
HSCL.BO,Himadri Speciality Chemical Limited
HTMEDIA.BO,HT Media Limited
HUBTOWN.BO,Hubtown Limited
HUDCO.BO,Housing and Urban Development Corporation Limited
HUHTAMAKI.BO,HUHTAMAKI INDIA LIMITED
HUIL.BO,Hindusthan Urban Infrastructure Limited
HYPERSOFT.BO,HyperSoft Technologies Limited
IBINFO.BO,IB Infotech Enterprises Limited
IBREALEST.BO,Indiabulls Real Estate Limited
IBRIGST.BO,Indian Bright Steel Company Limited
IBULHSGFIN.BO,Indiabulls Housing Finance Limited
ICICI500.BO,ICICI Prudential S&amp;P BSE 500 ETF
ICICIALPLV.BO,ICICI Prudential Mutual Fund
ICICIB22.BO,ICICI Prudential Mutual Fund
ICICIBANK.BO,ICICI Bank Limited
ICICIBANKN.BO,ICICI Prudential Mutual Fund
ICICIBANKP.BO,ICICI Prudential Mutual Fund
ICICIGI.BO,ICICI Lombard General Insurance Company Limited
ICICIGOLD.BO,ICICI Prudential Gold ETF
ICICILOVOL.BO,ICICI Prudential Nifty Low Vol
ICICIM150.BO,ICICI Prudential Mutual Fund
ICICIMCAP.BO,ICICI Prudential Midcap Select
ICICINF100.BO,ICICI Prudential Nifty 100 ETF
ICICINIFTY.BO,ICICI Prudential Nifty ETF
ICICINV20.BO,ICICI Prudential NV20 ETF
ICICINXT50.BO,ICICI Prudential Nifty Next 50 ETF
ICICIPRULI.BO,ICICI Prudential Life Insurance Company Limited
ICICISENSX.BO,ICICI Prudential Sensex ETF
ICICITECH.BO,ICICI Prudential Mutual Fund
ICIL.BO,Indo Count Industries Limited
ICL.BO,Indo Cotspin Limited
ICRA.BO,ICRA Limited
ICSL.BO,Integrated Capital Services Limited
IDBI.BO,IDBI Bank Limited
IDBIGOLD.BO,IDBI Gold ETF
IDEA.BO,one
IDFC.BO,IDFC Limited
IDFCEOS6RG.BO,IDFC Mutual Fund
IDFCFIRSTB.BO,First Bank
IDFSENSEXE.BO,IDFC Sensex ETF
IDM.BO,International Data Management Limited
IEX.BO,Indian Energy Exchange Limited
IFBAGRO.BO,IFB Agro Industries Limited
IFBIND.BO,IFB Industries Limited
IFCI.BO,IFCI Limited
IFGLEXPOR.BO,IFGL Refractories Limited
IFINSEC.BO,India Finsec Limited
IFINSER.BO,Interactive Financial Services Limited
IFSL.BO,Integrated Financial Services Limited
IGARASHI.BO,Igarashi Motors India Limited
IGCIL.BO,IGC Industries Limited
IGL.BO,Indraprastha Gas Limited
IGPL.BO,I G Petrochemicals Limited
IGRL.BO,India Green Reality Limited
IIFL.BO,IIFL Finance Limited
IIFLSEC.BO,IIFL Securities Limited
IIFLWAM.BO,IIFL Wealth Management Limited
IISL.BO,Ishaan Infrastructures and Shelters Limited
IITL.BO,Industrial Investment Trust Limited
IITLPROJ.BO,IITL Projects Limited
IKAB.BO,Ikab Securities & Investment Limited
IMAGICAA.BO,IMAGICAAWORLD ENTERTAINMENT LI
IMCAP.BO,IM+ Capitals Limited
IMEC.BO,IMEC SERVICES LIMITED
IMFA.BO,Indian Metals and Ferro Alloys Limited
IMPAL.BO,India Motor Parts & Accessories Limited
IMPEXFERRO.BO,Impex Ferro Tech Limited
INANI.BO,Inani Marbles and Industries Limited
INANISEC.BO,Inani Securities Limited
INCAP.BO,Incap Limited
INCON.BO,Incon Engineers Limited
INDAG.BO,Indag Rubber Limited
INDAGIV.BO,Ind Agiv Commerce Limited
INDBANK.BO,Indbank Merchant Banking Services Limited
INDBNK.BO,Ind Bank Housing Limited
INDCEMCAP.BO,India Cements Capital Limited
INDCTST.BO,Inducto Steels Limited
INDERGR.BO,Indergiri Finance Limited
INDGELA.BO,India Gelatine & Chemicals Limited
INDHOTEL.BO,The Indian Hotels Company Limited
INDIACEM.BO,The India Cements Limited
INDIAGLYCO.BO,India Glycols Limited
INDIAHOME.BO,India Home Loan Limited
INDIAMART.BO,IndiaMART InterMESH Limited
INDIANACRY.BO,Indian Acrylics Limited
INDIANB.BO,Indian Bank
INDIANCARD.BO,The Indian Card Clothing Company Limited
INDIANHUME.BO,The Indian Hume Pipe Company Limited
INDIANVSH.BO,IndiaNivesh Limited
INDICAP.BO,Inditrade Capital Limited
INDIGO.BO,InterGlobe Aviation Limited
INDIGOPNTS.BO,Indigo Paints Limited
INDIGRID.BO,India Grid Trust
INDINFO.BO,Indian Infotech and Software Limited
INDINFRA.BO,India Infraspace Limited
INDLEASE.BO,India Lease Development Limited
INDLMETER.BO,IMP Powers Limited
INDNIPPON.BO,India Nippon Electricals Limited
INDOAMIN.BO,Indo Amines Limited
INDOASIAF.BO,Indo Asia Finance Limited
INDOBORAX.BO,Indo Borax & Chemicals Limited
INDOCITY.BO,Indo-City Infotech Limited
INDOCO.BO,Indoco Remedies Limited
INDOCRED.BO,Indo Credit Capital Limited
INDOEURO.BO,Indo Euro Indchem Limited
INDOKEM.BO,Indokem Limited
INDORAMA.BO,Indo Rama Synthetics (India) Limited
INDOSOLAR.BO,Indosolar Limited
INDOSTAR.BO,IndoStar Capital Finance Limit
INDOTECH.BO,Indo Tech Transformers Limited
INDOTHAI.BO,Indo Thai Securities Ltd.
INDOUS.BO,Indo US Bio-Tech Limited
INDOVATION.BO,Titan Intech Limited
INDOWIND.BO,Indowind Energy Limited
INDPRUD.BO,Industrial & Prudential Investment Company Limited
INDRAIND.BO,Indra Industries Limited
INDRAMEDCO.BO,Indraprastha Medical Corporation Limited
INDRANIB.BO,Indrayani Biotech Limited
INDRENEW.BO,Ind Renewable Energy Limited
INDSILHYD.BO,Indsil Hydro Power and Manganese Limited
INDSUCR.BO,Indian Sucrose Limited
INDSWFTLAB.BO,Ind-Swift Laboratories Limited
INDSWFTLTD.BO,Ind-Swift Limited
INDTERRAIN.BO,Indian Terrain Fashions Limited
INDTONER.BO,one
INDUSFINL.BO,Indus Finance Limited
INDUSINDBK.BO,IndusInd Bank Limited
INDUSTOWER.BO,INDUS TOWERS LIMITED
INDXTRA.BO,IEL Limited
INEOSSTYRO.BO,INEOS Styrolution India Limited
INFIBEAM.BO,Infibeam Avenues Limited
INFLAME.BO,Inflame Appliances Limited
INFOMEDIA.BO,Infomedia Press Limited
INFORTEC.BO,Informed Technologies India Limited
INFRABEES.BO,Nippon India Mutual Fund
INFRAIND.BO,Infra Industries Limited
INFRONICS.BO,Infronics Systems Limited
INFY.BO,Infosys Limited
INGERRAND.BO,Ingersoll-Rand (India) Limited
INLCM.BO,The Indian Link Chain Manufactures Limited
INNOCORP.BO,Innocorp Limited
INNOVATIVE.BO,Innovative Ideals and Services
INNOVATORS.BO,Innovators Facade Systems Limi
INNOVTEC.BO,Innovative Tech Pack Limited
INOVSYNTH.BO,Innovassynth Investments Limited
INOXLEISUR.BO,INOX Leisure Limited
INOXWIND.BO,Inox Wind Limited
INSECTICID.BO,Insecticides (India) Limited
INSILCO.BO,Insilco Limited
INSPIRISYS.BO,Inspirisys Solutions Limited
INTCAPM.BO,Integra Capital Management Limited
INTECCAP.BO,Intec Capital Limited
INTEGRA.BO,Integra Garments and Textiles Limited
INTEGRAEN.BO,Integra Engineering India Limited
INTELLADV.BO,Intellivate Capital Advisors Limited
INTELLCAP.BO,Intellivate Capital Ventures Limited
INTELLECT.BO,Intellect Design Arena Limited
INTELSOFT.BO,Integra Telecommunication & Software Limited
INTENTECH.BO,Intense Technologies Limited
INTERDIGI.BO,Interworld Digital Limited
INTLCOMBQ.BO,International Combustion (India) Limited
INTLCONV.BO,International Conveyors Limited
INTRGLB.BO,Inter Globe Finance Limited
INTSTOIL.BO,Inter State Oil Carrier Limited
INVENTURE.BO,Inventure Growth & Securities Limited
INVPRECQ.BO,Investment & Precision Castings Limited
IOB.BO,Indian Overseas Bank
IOC.BO,Indian Oil Corporation Limited
IOLCP.BO,IOL Chemicals and Pharmaceuticals Limited
IONEXCHANG.BO,Ion Exchange (India) Limited
IOSYSTEM.BO,IO System Limited
IPCALAB.BO,Ipca Laboratories Limited
IPOWER.BO,i Power Solutions India Limited
IPRINGLTD.BO,IP Rings Limited
IPRU3018.BO,ICICI Prudential Mutual Fund - Value Fund Series 19
IPRU3019.BO,ICICI Prudential Mutual Fund - Value Fund Series 19
IPRU3035.BO,ICICI Prudential Mutual Fund - Value Fund Series 20
IPRU3095.BO,ICICI Prudential Mutual Fund
IPRU3168.BO,ICICI Prudential Mutual Fund
IPRU3169.BO,ICICI Prudential Mutual Fund
IPRU3218.BO,ICICI Prudential Mutual Fund
IPRU3219.BO,ICICI Prudential Mutual Fund
IRB.BO,IRB Infrastructure Developers Limited
IRBINVIT.BO,IRB InvIT Fund
IRCON.BO,IRCON International Ltd
IRCTC.BO,Indian Railway Catering and To
IRFC.BO,Indian Railway Finance Corpora
IRIS.BO,IRIS Business Services Limited
IRONWOOD.BO,IRONWOOD EDUCATION LIMITED
ISEC.BO,ICICI Securities Limited
ISFL.BO,ISF Limited
ISFT.BO,IntraSoft Technologies Limited
ISGEC.BO,Isgec Heavy Engineering Limited
ISHANCH.BO,Ishan Dyes & Chemicals Limited
ISHITADR.BO,Ishita Drugs and Industries Limited
ISLCONSUL.BO,ISL Consulting Limited
ISMTLTD.BO,ISMT Limited
ISTLTD.BO,IST Limited
ISTRNETWK.BO,two
ISWL.BO,India Steel Works Limited
ITC.BO,ITC Limited
ITDC.BO,India Tourism Development Corporation Limited
ITDCEM.BO,ITD Cementation India Limited
ITHL.BO,International Travel House Limited
ITI.BO,ITI Limited
ITL.BO,ITL Industries Limited
IVC.BO,IL&FS Investment Managers Limited
IVP.BO,IVP Limited
IVZINGOLD.BO,Invesco India Gold ETF
IWP.BO,The Indian Wood Products Company Limited
IYKOTHITE.BO,Iykot Hitech Toolroom Limited
IZMO.BO,IZMO Limited
J&KBANK.BO,The Jammu and Kashmir Bank Limited
JAGAJITIND.BO,Jagatjit Industries Limited
JAGANLAM.BO,Jagan Lamps Limited
JAGJANANI.BO,Jagjanani Textiles Limited
JAGRAN.BO,Jagran Prakashan Limited
JAGSNPHARM.BO,Jagsonpal Pharmaceuticals Limited
JAGSONFI.BO,Jagsonpal Finance & Leasing Ltd.
JAIBALAJI.BO,Jai Balaji Industries Limited
JAICORPLTD.BO,Jai Corp Limited
JAIHINDS.BO,Jaihind Synthetics Limited
JAINCO.BO,Jainco Projects (India) Limited
JAINEX.BO,Jainex Aamcol Limited
JAINMARMO.BO,Jain Marmo Industries Limited
JAINSTUDIO.BO,Jain Studios Limited
JAIPAN.BO,Jaipan Industries Limited
JAMESWARREN.BO,James Warren Tea Limited
JAMNAAUTO.BO,Jamna Auto Industries Limited
JAMSHRI.BO,Jamshri Realty Limited
JASCH.BO,Jasch Industries Limited
JATALIA.BO,JATALIA GLOBAL VENTURES LIMITE
JATTAINDUS.BO,Jattashankar Industries Limited
JAUSPOL.BO,Jauss Polymers Limited
JAYAGROGN.BO,Jayant Agro-Organics Limited
JAYATMA.BO,Jayatma Enterprises Limited
JAYBARMARU.BO,Jay Bharat Maruti Limited
JAYBHCR.BO,Jayabharat Credit Limited
JAYCH.BO,Jayshree Chemicals Limited
JAYIND.BO,JAYATMA INDUSTRIES LIMITED
JAYKAY.BO,Jaykay Enterprises Limited
JAYNECOIND.BO,Jayaswal Neco Industries Limited
JAYSHREETEA.BO,Jay Shree Tea & Industries Limited
JAYSYN.BO,Jaysynth Dyestuff (India) Limited
JAYUSH.BO,Jay Ushin Limited
JBCHEPHARM.BO,J. B. Chemicals & Pharmaceuticals Limited
JBFIND.BO,JBF Industries Limited
JBMA.BO,JBM Auto Limited
JCHAC.BO,Johnson Controls-Hitachi Air Conditioning India Limited
JCTLTD.BO,JCT Limited
JDORGOCHEM.BO,JD Orgochem Limited
JEL.BO,Jyotirgamya Enterprises Limited
JENBURPH.BO,Jenburkt Pharmaceuticals Limited
JETAIRWAYS.BO,Jet Airways (India) Limited
JETINFRA.BO,
JETKINGQ.BO,Jetking Infotrain Limited
JETMALL.BO,Jetmall Spices and Masala Limi
JFL.BO,Jhandewalas Foods Limited
JHACC.BO,Jhaveri Credits and Capital Limited
JHS.BO,JHS Svendgaard Laboratories Limited
JIGAR.BO,Jigar Cables Limited
JIKIND.BO,JIK Industries Limited
JINAAM.BO,JINAAM?S DRESS LIMITED
JINDALPHOT.BO,Jindal Photo Limited
JINDALPOLY.BO,Jindal Poly Films Limited
JINDALSAW.BO,Jindal Saw Limited
JINDALSTEL.BO,Jindal Steel & Power Limited
JINDCAP.BO,Jindal Capital Limited
JINDCOT.BO,Jindal Cotex Limited
JINDHOT.BO,Jindal Hotels Limited
JINDRILL.BO,Jindal Drilling & Industries Limited
JINDWORLD.BO,Jindal Worldwide Limited
JISLDVREQS.BO,Jain Irrigation Systems Limited
JISLJALEQS.BO,Jain Irrigation Systems Limited
JITFINFRA.BO,JITF Infralogistics Limited
JIYAECO.BO,Jiya Eco-Products Limited
JJFINCOR.BO,J.J. Finance Corporation Limited
JKAGRI.BO,JK Agri Genetics Limited
JKCEMENT.BO,J.K. Cement Limited
JKIL.BO,J. Kumar Infraprojects Limited
JKLAKSHMI.BO,JK Lakshmi Cement Limited
JKPAPER.BO,JK Paper Limited
JKTYRE.BO,JK Tyre & Industries Limited
JLL.BO,Jindal Leasefin Limited
JLMORI.BO,J. L. Morison (India) Limited
JMCPROJECT.BO,JMC Projects (India) Limited
JMDVL.BO,JMD Ventures Limited
JMFINANCIL.BO,JM Financial Limited
JMGCORP.BO,JMG Corporation Limited
JMTAUTOLTD.BO,JMT Auto Limited
JOINDRE.BO,Joindre Capital Services Limited
JONJUA.BO,Jonjua Overseas Limited
JOONKTOLL.BO,Joonktollee Tea & Industries Limited
JOSTS.BO,Jost's Engineering Company Limited
JPASSOCIAT.BO,Jaiprakash Associates Limited
JPINFRATEC.BO,Jaypee Infratech Limited
JPOLYINVST.BO,Jindal Poly Investment and Finance Company Limited
JPPOWER.BO,Jaiprakash Power Ventures Limited
JPTRLES.BO,Jupiter Industries and Leasing Ltd.
JPTSEC.BO,JPT Securities Limited
JRFOODS.BO,J. R. Foods Limited
JSGLEASING.BO,JSG Leasing Limited
JSHL.BO,JLA Infraville Shoppers Limited
JSL.BO,Jindal Stainless Limited
JSLHISAR.BO,Jindal Stainless (Hisar) Limited
JSLINDL.BO,JSL Industries Limited
JSTL.BO,Jeevan Scientific Technology Limited
JSWENERGY.BO,JSW Energy Limited
JSWHL.BO,JSW Holdings Limited
JSWISPL.BO,JSW ISPAT SPECIAL PRODUCTS LIM
JSWSTEEL.BO,JSW Steel Limited
JTAPARIA.BO,J. Taparia Projects Limited
JTEKTINDIA.BO,JTEKT India Ltd
JTLINFRA.BO,JTL Infra Limited
JUBLFOOD.BO,Jubilant FoodWorks Limited
JUBLINDS.BO,Jubilant Industries Limited
JUBLINGREA.BO,Jubilant Ingrevia Limited
JUBLPHARMA.BO,JUBILANT PHARMOVA LIMITED
JUMBO.BO,Jumbo Bag Limited
JUMPNET.BO,two
JUNIORBEES.BO,Nippon India ETF Junior BeES
JUPITERIN.BO,Jupiter Infomedia Limited
JUSTDIAL.BO,Just Dial Limited
JYOTHYLAB.BO,Jyothy Labs Limited
JYOTI.BO,Jyoti Limited
JYOTIRES.BO,Jyoti Resins and Adhesives Limited
JYOTISTRUC.BO,Jyoti Structures Limited
KABRADG.BO,Kabra Drugs Limited
KABRAEXTRU.BO,Kabra Extrusiontechnik Limited
KABSON.BO,Kabsons Industries Limited
KACHCHH.BO,Kachchh Minerals Limited
KACL.BO,Kaiser Corporation Limited
KAIRA.BO,Kaira Can Company Limited
KAJARIACER.BO,Kajaria Ceramics Limited
KAJARIR.BO,K I C Metaliks Limited
KAKATCEM.BO,Kakatiya Cement Sugar and Industries Limited
KAKTEX.BO,Kakatiya Textiles Limited
KALLAM.BO,Kallam Textiles Limited
KALPATPOWR.BO,Kalpataru Power Transmission Limited
KALYANIFRG.BO,Kalyani Forge Limited
KALYANKJIL.BO,Kalyan Jewellers India Limited
KAMADGIRI.BO,Kamadgiri Fashion Limited
KAMAHOLD.BO,KAMA Holdings Limited
KAMANWALA.BO,Kamanwala Housing Construction Limited
KAMATHOTEL.BO,Kamat Hotels (India) Limited
KAMDHENU.BO,Kamdhenu Limited
KANANIIND.BO,Kanani Industries Limited
KANCHI.BO,Kanchi Karpooram Limited
KANCOTEA.BO,KANCO TEA & INDUSTRIES LIMITED
KANDAGIRI.BO,Kandagiri Spinning Mills Limited
KANELIND.BO,Kanel Industries Limited
KANORICHEM.BO,Kanoria Chemicals & Industries Limited
KANPRPLA.BO,Kanpur Plastipack Limited
KANSAFB.BO,KANSAL FIBRES LTD.
KANSAINER.BO,Kansai Nerolac Paints Limited
KANSHST.BO,Kanishk Steel Industries Limited
KANUNGO.BO,Kanungo Financiers Limited
KAPASHI.BO,Kapashi Commercial Ltd.
KAPILCO.BO,Kapil Cotex Limited
KAPILRAJ.BO,Kapil Raj Finance Limited
KARANWO.BO,Manor Estates and Industries Limited
KARDA.BO,Karda Constructions Limited
KARMAENG.BO,Karma Energy Limited
KARNAVATI.BO,Karnavati Finance Limited
KARURVYSYA.BO,The Karur Vysya Bank Limited
KATRSPG.BO,Katare Spinning Mills Limited
KAUSHALYA.BO,Kaushalya Infrastructure Development Corporation Limited
KAYA.BO,Kaya Limited
KAYCEEI.BO,Kaycee Industries Limited
KAYPOWR.BO,Kay Power And Paper Limited
KBSINDIA.BO,KBS India Limited
KCDGROUP.BO,KCD INDUSTRIES INDIA LIMITED
KCL.BO,Kabra Commercial Limited
KCLINFRA.BO,KCL Infra Projects Limited
KCP.BO,The KCP Limited
KCPSUGIND.BO,K.C.P. Sugar and Industries Corporation Limited
KDDL-RE.BO,KDDL Ltd
KDDL.BO,KDDL Limited
KDL.BO,Kkrrafton Developers Limited
KDLL.BO,KD LEISURES LIMITED
KEC.BO,KEC International Limited
KECL.BO,Kirloskar Electric Company Limited
KEERTHI.BO,Keerthi Industries Limited
KEI.BO,KEI Industries Limited
KEL.BO,Kotia Enterprises Limited
KELENRG.BO,Keltech Energies Limited
KELLTONTEC.BO,Kellton Tech Solutions Limited
KEMISTAR.BO,Kemistar Corporation Limited
KEMP.BO,Kemp and Company Limited
KENNAMET.BO,Kennametal India Limited
KERALAYUR.BO,Kerala Ayurveda Limited
KERNEX.BO,Kernex Microsystems (India) Limited
KESARENT.BO,Kesar Enterprises Limited
KESARPE.BO,Kesar Petroproducts Limited
KESORAMIND.BO,Kesoram Industries Limited
KEYCORP.BO,Key Corp Limited
KEYFINSER.BO,KEYNOTE FINANCIAL SERVICES LIM
KFBL.BO,Kothari Fermentation and Biochem Limited
KGDENIM.BO,K G Denim Limited
KGL.BO,Karuturi Global Limited
KGPETRO.BO,KG Petrochem Limited
KHADIM.BO,Khadim India Limited
KHAICHEM.BO,Khaitan Chemicals and Fertilizers Limited
KHANDSE.BO,Khandwala Securities Limited
KHODAY.BO,Khoday India Limited
KHOOBSURAT.BO,Khoobsurat Limited
KHYATI.BO,Khyati Multimedia Entertainment Limited
KICL.BO,Kalyani Investment Company Limited
KIDUJA.BO,Kiduja India Limited
KIFS.BO,KIFS Financial Services Limited
KILITCH.BO,Kilitch Drugs (India) Limited
KILPEST.BO,Kilpest India Limited
KIMIABL.BO,KIMIA BIOSCIENCES LIMITED
KINETICENG.BO,Kinetic Engineering Limited
KINETRU.BO,Kinetic Trust Limited
KINGFA.BO,Kingfa Science & Technology (India) Limited
KINGSINFR.BO,Kings Infra Ventures Limited
KIOCL.BO,KIOCL Limited
KIRANPR.BO,Kiran Print-Pack Limited
KIRANSY-B.BO,Kiran Syntex Limited
KIRANVYPAR.BO,Kiran Vyapar Limited
KIRIINDUS.BO,Kiri Industries Limited
KIRLFER.BO,Kirloskar Ferrous Industries Limited
KIRLOSBROS.BO,Kirloskar Brothers Limited
KIRLOSENG.BO,Kirloskar Oil Engines Limited
KIRLOSIND.BO,Kirloskar Industries Limited
KIRLPNU.BO,Kirloskar Pneumatic Company Limited
KISAN.BO,Kisan Mouldings Limited
KITEX.BO,Kitex Garments Limited
KJMCCORP.BO,KJMC Corporate Advisors (India) Limited
KJMCFIN.BO,KJMC Financial Services Limited
KKALPANAIND.BO,Kkalpana Industries (India) Limited
KKCL.BO,Kewal Kiran Clothing Limited
KKFIN.BO,K K Fincorp Limited
KKPLASTICK.BO,Kkalpana Plastick Limited
KLBRENG-B.BO,Kilburn Engineering Limited
KLGCAP.BO,KLG Capital Services Limited
KLIFESTYL.BO,K-Lifestyle and Industries Limited
KLKELEC.BO,KLK Electrical Limited
KLRFM.BO,KOVILPATTI LAKSHMI ROLLER FLOU
KMCSHIL.BO,KMC Speciality Hospitals (India) Limited
KMEW.BO,Knowledge Marine & Engineering
KMFBLDR.BO,KMF Builders & Developers Limited
KMSMEDI.BO,KMS Medisurgi Limited
KMSUGAR.BO,K.M. Sugar Mills Limited
KNRCON.BO,KNR Constructions Limited
KOBO.BO,KOBO BIOTECH LIMITED
KOCL.BO,Kome-on Communication Limited
KOHINOOR.BO,Kohinoor Foods Ltd.
KOKUYOCMLN.BO,Kokuyo Camlin Limited
KOLTEPATIL.BO,Kolte-Patil Developers Limited
KONARKSY.BO,Konark Synthetic Limited
KONNDOR.BO,KONNDOR INDUSTRIES LIMITED
KOPRAN.BO,Kopran Limited
KORE.BO,Kore Foods Limited
KOTAKBANK.BO,Kotak Mahindra Bank Limited
KOTAKGOLD.BO,Kotak Gold Exchange Traded Scheme
