exchange,segment,symbol,scrip_name,position,quantity,open_datetime,open_side,open_price,open_amount,close_datetime,close_side,close_price,close_amount,pnl_amount,pnl_percentage,brokerage
NSE,EQ,LLOYDSENGG,LLOYDS ENGG WORK LIMITED,LONG,7.0,2021-11-22 00:00:00,BUY,9.65,67.55,2022-02-28 00:00:00,SELL,12.62,88.34,20.79,30.78,0.26
NSE,EQ,LLOYDSENGG,LLOYDS ENGG WORK LIMITED,LONG,90.0,2021-11-24 00:00:00,BUY,11.07,996.3,2022-02-28 00:00:00,SELL,12.63,1136.7,140.4,14.09,3.54
NSE,EQ,LLOYDSENGG,LLOYDS ENGG WORK LIMITED,LONG,900.0,2021-11-29 00:00:00,BUY,12.5,11250.0,2022-02-28 00:00:00,SELL,12.63,11367.0,117.0,1.04,37.67
NSE,EQ,LLOYDSENGG,LLOYDS ENGG WORK LIMITED,LONG,200.0,2021-11-29 00:00:00,BUY,12.5,2500.0,2022-05-09 00:00:00,SELL,13.83,2766.0,266.0,10.64,8.75
NSE,EQ,LLOYDSENGG,LLOYDS ENGG WORK LIMITED,LONG,300.0,2021-11-29 00:00:00,BUY,12.5,3750.0,2022-05-09 00:00:00,SELL,14.1,4230.0,480.0,12.8,13.26
NSE,EQ,PNB,PUNJAB NATIONAL BANK,LONG,2.0,2021-10-26 00:00:00,BUY,45.35,90.7,2021-12-23 00:00:00,SELL,37.95,75.9,-14.8,-16.32,0.28
NSE,EQ,PRAKASHSTL,PRAKASH STEELAGE LTD,LONG,20.0,2021-12-21 00:00:00,BUY,5.2,104.0,2023-11-23 00:00:00,SELL,5.5,110.0,6.0,5.77,0.36
NSE,EQ,PRAKASHSTL,PRAKASH STEELAGE LTD,LONG,10.0,2021-12-22 00:00:00,BUY,4.95,49.5,2023-11-23 00:00:00,SELL,5.5,55.0,5.5,11.11,0.17
NSE,EQ,PRAKASHSTL,PRAKASH STEELAGE LTD,LONG,10.0,2021-12-22 00:00:00,BUY,5.0,50.0,2023-11-23 00:00:00,SELL,5.5,55.0,5.0,10.0,0.17
NSE,EQ,PRAKASHSTL,PRAKASH STEELAGE LTD,LONG,50.0,2021-12-29 00:00:00,BUY,6.05,302.5,2023-11-23 00:00:00,SELL,5.5,275.0,-27.5,-9.09,0.96
NSE,EQ,PRAKASHSTL,PRAKASH STEELAGE LTD,LONG,150.0,2021-12-29 00:00:00,BUY,6.15,922.5,2023-11-23 00:00:00,SELL,5.5,825.0,-97.5,-10.57,2.92
NSE,EQ,RPOWER,RELIANCE POWER LTD.,LONG,90.0,2022-01-11 00:00:00,BUY,15.3,1377.0,2022-02-21 00:00:00,SELL,14.0,1260.0,-117.0,-8.5,4.4
NSE,EQ,RPOWER,RELIANCE POWER LTD.,LONG,10.0,2022-01-25 00:00:00,BUY,15.0,150.0,2022-02-21 00:00:00,SELL,14.0,140.0,-10.0,-6.67,0.48
NSE,EQ,RTNPOWER,RATTANINDIA POWER LIMITED,LONG,50.0,2021-12-29 00:00:00,BUY,6.75,337.5,2024-01-18 00:00:00,SELL,10.5,525.0,187.5,55.56,1.42
NSE,EQ,RTNPOWER,RATTANINDIA POWER LIMITED,LONG,50.0,2022-01-03 00:00:00,BUY,7.65,382.5,2024-01-18 00:00:00,SELL,10.5,525.0,142.5,37.25,1.5
NSE,EQ,RTNPOWER,RATTANINDIA POWER LIMITED,LONG,100.0,2022-01-03 00:00:00,BUY,7.7,770.0,2024-01-18 00:00:00,SELL,10.5,1050.0,280.0,36.36,3.01
NSE,EQ,RTNPOWER,RATTANINDIA POWER LIMITED,LONG,6.0,2022-01-06 00:00:00,BUY,7.3,43.8,2024-01-18 00:00:00,SELL,10.5,63.0,19.2,43.84,0.18
NSE,EQ,RTNPOWER,RATTANINDIA POWER LIMITED,LONG,294.0,2022-01-06 00:00:00,BUY,7.4,2175.6,2024-01-18 00:00:00,SELL,10.5,3087.0,911.4,41.89,8.7
NSE,EQ,RTNPOWER,RATTANINDIA POWER LIMITED,LONG,6.0,2022-01-06 00:00:00,BUY,7.4,44.4,2024-07-04 00:00:00,SELL,17.12,102.72,58.32,131.35,0.24
NSE,EQ,RTNPOWER,RATTANINDIA POWER LIMITED,LONG,94.0,2022-01-07 00:00:00,BUY,7.45,700.3,2024-07-04 00:00:00,SELL,17.12,1609.28,908.98,129.8,3.78
NSE,EQ,RTNPOWER,RATTANINDIA POWER LIMITED,LONG,100.0,2022-01-07 00:00:00,BUY,7.5,750.0,2024-07-04 00:00:00,SELL,17.12,1712.0,962.0,128.27,4.03
NSE,EQ,TTML,TATA TELESERV(MAHARASTRA),SHORT,7.0,2021-11-26 00:00:00,SELL,102.0,714.0,2021-11-26 00:00:00,BUY,96.6,676.2,37.8,5.29,2.32
NSE,EQ,TTML,TATA TELESERV(MAHARASTRA),SHORT,7.0,2021-11-26 00:00:00,SELL,102.0,714.0,2021-11-26 00:00:00,BUY,99.2,694.4,19.6,2.75,2.35
NSE,EQ,TTML,TATA TELESERV(MAHARASTRA),SHORT,13.0,2021-11-26 00:00:00,SELL,102.0,1326.0,2021-11-26 00:00:00,BUY,99.45,1292.85,33.15,2.5,4.37
NSE,EQ,TTML,TATA TELESERV(MAHARASTRA),SHORT,30.0,2021-11-26 00:00:00,SELL,102.0,3060.0,2021-11-26 00:00:00,BUY,97.25,2917.5,142.5,4.66,9.97
NSE,EQ,TTML,TATA TELESERV(MAHARASTRA),SHORT,43.0,2021-11-26 00:00:00,SELL,102.0,4386.0,2021-11-26 00:00:00,BUY,94.05,4044.15,341.85,7.79,14.07
NSE,EQ,TTML,TATA TELESERV(MAHARASTRA),LONG,20.0,2021-11-26 00:00:00,BUY,97.25,1945.0,2021-11-29 00:00:00,SELL,107.2,2144.0,199.0,10.23,6.8
NSE,EQ,TTML,TATA TELESERV(MAHARASTRA),SHORT,26.0,2021-11-29 00:00:00,SELL,107.2,2787.2,2021-11-29 00:00:00,BUY,106.0,2756.0,31.2,1.12,9.24
NSE,EQ,TTML,TATA TELESERV(MAHARASTRA),SHORT,104.0,2021-11-29 00:00:00,SELL,107.2,11148.8,2021-11-29 00:00:00,BUY,97.65,10155.6,993.2,8.91,35.57
NSE,EQ,TTML,TATA TELESERV(MAHARASTRA),LONG,40.0,2021-11-29 00:00:00,BUY,106.0,4240.0,2022-05-06 00:00:00,SELL,138.4,5536.0,1296.0,30.57,16.19
NSE,EQ,TTML,TATA TELESERV(MAHARASTRA),LONG,10.0,2021-12-23 00:00:00,BUY,154.1,1541.0,2022-05-06 00:00:00,SELL,138.4,1384.0,-157.0,-10.19,4.88
NSE,EQ,TTML,TATA TELESERV(MAHARASTRA),LONG,20.0,2021-12-24 00:00:00,BUY,161.8,3236.0,2022-05-06 00:00:00,SELL,138.4,2768.0,-468.0,-14.46,10.04
NSE,EQ,URJA,URJA GLOBAL LIMITED,LONG,50.0,2021-12-27 00:00:00,BUY,17.0,850.0,2024-03-13 00:00:00,SELL,20.0,1000.0,150.0,17.65,3.07
NSE,EQ,URJA,URJA GLOBAL LIMITED,LONG,50.0,2022-01-04 00:00:00,BUY,22.8,1140.0,2024-03-13 00:00:00,SELL,20.0,1000.0,-140.0,-12.28,3.58
NSE,EQ,VIJIFIN,VIJI FINANCE LIMITED,LONG,100.0,2021-12-31 00:00:00,BUY,6.25,625.0,2022-01-10 00:00:00,SELL,5.7,570.0,-55.0,-8.8,1.99
NSE,EQ,VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,LONG,100.0,2021-11-26 00:00:00,BUY,0.9,90.0,2021-12-03 00:00:00,SELL,1.11,111.0,21.0,23.33,0.33
NSE,EQ,VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,LONG,100.0,2021-11-26 00:00:00,BUY,0.93,93.0,2021-12-03 00:00:00,SELL,1.11,111.0,18.0,19.35,0.34
NSE,EQ,VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,LONG,100.0,2021-11-26 00:00:00,BUY,0.94,94.0,2021-12-03 00:00:00,SELL,1.11,111.0,17.0,18.09,0.34
NSE,EQ,VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,LONG,100.0,2021-11-26 00:00:00,BUY,0.97,97.0,2021-12-03 00:00:00,SELL,1.11,111.0,14.0,14.43,0.35
NSE,EQ,VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,LONG,300.0,2021-12-02 00:00:00,BUY,1.16,348.0,2022-06-03 00:00:00,SELL,1.4,420.0,72.0,20.69,1.27
NSE,EQ,VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,LONG,200.0,2021-12-21 00:00:00,BUY,1.59,318.0,2022-06-03 00:00:00,SELL,1.4,280.0,-38.0,-11.95,1.0
NSE,EQ,YAMNINV,YAMINI INVESTMENTS COMPANY LTD,LONG,100.0,2021-11-25 00:00:00,BUY,0.97,97.0,2022-02-08 00:00:00,SELL,2.36,236.0,139.0,143.3,0.54
FON,FO,BANKNIFTY,BANKNIFTY-CE-33500-12MAY2022,LONG,25.0,2022-05-12 14:51:46,BUY,51.0,1275.0,2022-05-12 14:54:06,SELL,58.0,1450.0,175.0,13.73,48.69
FON,FO,BANKNIFTY,BANKNIFTY-CE-33500-12MAY2022,LONG,25.0,2022-05-12 14:58:30,BUY,53.0,1325.0,2022-05-12 15:01:28,SELL,58.0,1450.0,125.0,9.43,48.69
FON,FO,BANKNIFTY,BANKNIFTY-CE-34100-19MAY2022,LONG,25.0,2022-05-17 11:28:04,BUY,320.0,8000.0,2022-05-17 11:55:36,SELL,335.0,8375.0,375.0,4.69,55.83
FON,FO,BANKNIFTY,BANKNIFTY-CE-34200-19MAY2022,LONG,25.0,2022-05-17 14:05:27,BUY,339.0,8475.0,2022-05-17 14:19:51,SELL,345.0,8625.0,150.0,1.77,56.1
FON,FO,BANKNIFTY,BANKNIFTY-CE-34600-10MAR2022,LONG,25.0,2022-03-10 15:08:05,BUY,14.0,350.0,2022-03-10 15:12:27,SELL,28.0,700.0,350.0,100.0,47.91
FON,FO,BANKNIFTY,BANKNIFTY-CE-34600-10MAR2022,LONG,25.0,2022-03-10 15:15:29,BUY,11.0,275.0,2022-03-10 15:23:44,SELL,0.8,20.0,-255.0,-92.73,47.23
FON,FO,BANKNIFTY,BANKNIFTY-CE-35100-10MAR2022,LONG,25.0,2022-03-10 10:11:26,BUY,240.0,6000.0,2022-03-10 10:26:18,SELL,340.85,8521.25,2521.25,42.02,55.92
FON,FO,BANKNIFTY,BANKNIFTY-CE-35800-05MAY2022,LONG,25.0,2022-05-05 10:25:58,BUY,124.25,3106.25,2022-05-05 11:33:12,SELL,113.0,2825.0,-281.25,-9.05,50.12
FON,FO,BANKNIFTY,BANKNIFTY-CE-36300-28APR2022,LONG,25.0,2022-04-28 13:46:25,BUY,106.0,2650.0,2022-04-28 14:25:55,SELL,121.45,3036.25,386.25,14.58,50.32
FON,FO,BANKNIFTY,BANKNIFTY-CE-36500-17MAR2022,LONG,25.0,2022-03-17 10:10:13,BUY,175.0,4375.0,2022-03-17 10:58:04,SELL,155.0,3875.0,-500.0,-11.43,51.21
FON,FO,BANKNIFTY,BANKNIFTY-CE-46500-21FEB2024,LONG,15.0,2024-02-16 13:39:08,BUY,469.0,7035.0,2024-02-16 13:57:05,SELL,522.4,7836.0,801.0,11.39,55.26
FON,FO,BANKNIFTY,BANKNIFTY-CE-49900-12JUN2024,LONG,30.0,2024-06-12 14:46:55,BUY,98.0,2940.0,2024-06-12 14:58:50,SELL,40.05,1201.5,-1738.5,-59.13,48.49
FON,FO,BANKNIFTY,BANKNIFTY-CE-50800-31JUL2024,LONG,15.0,2024-07-26 11:49:13,BUY,428.0,6420.0,2024-07-26 12:08:24,SELL,445.0,6675.0,255.0,3.97,54.08
FON,FO,BANKNIFTY,BANKNIFTY-CE-51300-11SEP2024,LONG,15.0,2024-09-11 10:39:46,BUY,157.8,2367.0,2024-09-11 10:46:34,SELL,126.05,1890.75,-476.25,-20.12,49.17
FON,FO,BANKNIFTY,BANKNIFTY-CE-51500-07AUG2024,LONG,15.0,2024-08-02 13:37:24,BUY,376.3,5644.5,2024-08-02 13:47:14,SELL,390.25,5853.75,209.25,3.71,53.23
