Date,Exchange,Segment,Debit Amount,Credit Amount,Group Name,Bill Number
10-08-2022,NSE,EQ,0.0,53158.26,Rolling,106783.0
13-05-2022,NSE,EQ,13560.0,0.0,,78527.0
11-05-2022,NSE,EQ,29819.26,0.0,Rolling,104137.0
