Date,Exchange,Segment,Debit Amount,Credit Amount,Group Name,Bill Number
10-11-2021,NSE,EQ,0.0,1926.08,Rolling,43245.0
06-08-2021,NSE,EQ,19674.83,0.0,Rolling,23446.0
15-06-2021,NSE,EQ,19282.81,0.0,Rolling,29462.0
14-06-2021,NSE,EQ,0.0,13642.06,Rolling,32369.0
04-06-2021,NSE,EQ,0.0,6138.13,Rolling,30394.0
10-05-2021,NSE,EQ,5116.23,0.0,Rolling,31840.0
12-04-2021,NSE,EQ,19166.36,0.0,Rolling,34619.0
