date,segment,stock_name,quantity,avg_price,investment,current_price,current_value
2024-01-18,EQ,TATAMOTORS,100,261.0,26100.4,819.05,81905.0
2024-01-19,EQ,TATAMOTORS,100,261.0,26100.4,823.55,82355.0
2024-01-20,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-01-21,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-01-22,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-01-23,EQ,TATAMOTORS,100,261.0,26100.4,800.45,80045.0
2024-01-24,EQ,TATAMOTORS,100,261.0,26100.4,810.9,81090.0
2024-01-25,EQ,TATAMOTORS,100,261.0,26100.4,811.85,81185.0
2024-01-26,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-01-27,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-01-28,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-01-29,EQ,TATAMOTORS,100,261.0,26100.4,841.0,84100.0
2024-01-30,EQ,TATAMOTORS,100,261.0,26100.4,858.85,85885.0
2024-01-31,EQ,TATAMOTORS,100,261.0,26100.4,884.2,88420.0
2024-02-01,EQ,TATAMOTORS,100,261.0,26100.4,878.5,87850.0
2024-02-02,EQ,TATAMOTORS,100,261.0,26100.4,878.75,87875.0
2024-02-03,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-02-04,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-02-05,EQ,TATAMOTORS,100,261.0,26100.4,926.8,92680.0
2024-02-06,EQ,TATAMOTORS,100,261.0,26100.4,939.55,93955.0
2024-02-07,EQ,TATAMOTORS,100,261.0,26100.4,933.8,93380.0
2024-02-08,EQ,TATAMOTORS,100,261.0,26100.4,924.3,92430.0
2024-02-09,EQ,TATAMOTORS,100,261.0,26100.4,915.0,91500.0
2024-02-10,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-02-11,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-02-12,EQ,TATAMOTORS,100,261.0,26100.4,911.6,91160.0
2024-02-13,EQ,TATAMOTORS,100,261.0,26100.4,906.9,90690.0
2024-02-14,EQ,TATAMOTORS,100,261.0,26100.4,918.3,91830.0
2024-02-15,EQ,TATAMOTORS,100,261.0,26100.4,920.55,92055.0
2024-02-16,EQ,TATAMOTORS,100,261.0,26100.4,938.6,93860.0
2024-02-17,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-02-18,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-02-19,EQ,TATAMOTORS,100,261.0,26100.4,932.6,93260.0
2024-02-20,EQ,TATAMOTORS,100,261.0,26100.4,926.35,92635.0
2024-02-21,EQ,TATAMOTORS,100,261.0,26100.4,921.05,92105.0
2024-02-22,EQ,TATAMOTORS,100,261.0,26100.4,932.3,93230.0
2024-02-23,EQ,TATAMOTORS,100,261.0,26100.4,937.4,93740.0
2024-02-24,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-02-25,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-02-26,EQ,TATAMOTORS,100,261.0,26100.4,936.95,93695.0
2024-02-27,EQ,TATAMOTORS,100,261.0,26100.4,962.7,96270.0
2024-02-28,EQ,TATAMOTORS,100,261.0,26100.4,958.05,95805.0
2024-02-29,EQ,TATAMOTORS,100,261.0,26100.4,950.2,95020.0
2024-03-01,EQ,TATAMOTORS,100,261.0,26100.4,977.4,97740.0
2024-03-02,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-03-03,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-03-04,EQ,TATAMOTORS,100,261.0,26100.4,987.2,98720.0
2024-03-05,EQ,TATAMOTORS,100,261.0,26100.4,1021.9,102190.0
2024-03-06,EQ,TATAMOTORS,100,261.0,26100.4,1017.65,101765.0
2024-03-07,EQ,TATAMOTORS,100,261.0,26100.4,1039.3,103930.0
2024-03-08,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-03-09,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-03-10,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-03-11,EQ,TATAMOTORS,100,261.0,26100.4,1028.0,102800.0
2024-03-12,EQ,TATAMOTORS,100,261.0,26100.4,1016.5,101650.0
2024-03-13,EQ,TATAMOTORS,100,261.0,26100.4,973.2,97320.0
2024-03-14,EQ,TATAMOTORS,100,261.0,26100.4,967.75,96775.0
2024-03-15,EQ,TATAMOTORS,100,261.0,26100.4,945.85,94585.0
2024-03-16,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-03-17,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-03-18,EQ,TATAMOTORS,100,261.0,26100.4,972.45,97245.0
2024-03-19,EQ,TATAMOTORS,100,261.0,26100.4,957.75,95775.0
2024-03-20,EQ,TATAMOTORS,100,261.0,26100.4,940.45,94045.0
2024-03-21,EQ,TATAMOTORS,100,261.0,26100.4,964.9,96490.0
2024-03-22,EQ,TATAMOTORS,100,261.0,26100.4,979.8,97980.0
2024-03-23,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-03-24,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-03-25,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-03-26,EQ,TATAMOTORS,100,261.0,26100.4,986.2,98620.0
2024-03-27,EQ,TATAMOTORS,100,261.0,26100.4,978.65,97865.0
2024-03-28,EQ,TATAMOTORS,100,261.0,26100.4,992.8,99280.0
2024-03-29,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-03-30,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-03-31,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-04-01,EQ,TATAMOTORS,100,261.0,26100.4,992.25,99225.0
2024-04-02,EQ,TATAMOTORS,100,261.0,26100.4,1004.65,100465.0
2024-04-03,EQ,TATAMOTORS,100,261.0,26100.4,1009.15,100915.0
2024-04-04,EQ,TATAMOTORS,100,261.0,26100.4,1011.6,101160.0
2024-04-05,EQ,TATAMOTORS,100,261.0,26100.4,1007.1,100710.0
2024-04-06,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-04-07,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-04-08,EQ,TATAMOTORS,100,261.0,26100.4,1013.2,101320.0
2024-04-09,EQ,TATAMOTORS,100,261.0,26100.4,1008.5,100850.0
2024-04-10,EQ,TATAMOTORS,100,261.0,26100.4,1013.5,101350.0
2024-04-11,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-04-12,EQ,TATAMOTORS,100,261.0,26100.4,1018.5,101850.0
2024-04-13,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-04-14,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-04-15,EQ,TATAMOTORS,100,261.0,26100.4,998.8,99880.0
2024-04-16,EQ,TATAMOTORS,100,261.0,26100.4,992.8,99280.0
2024-04-17,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-04-18,EQ,TATAMOTORS,100,261.0,26100.4,971.35,97135.0
2024-04-19,EQ,TATAMOTORS,100,261.0,26100.4,963.2,96320.0
2024-04-20,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-04-21,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-04-22,EQ,TATAMOTORS,100,261.0,26100.4,973.55,97355.0
2024-04-23,EQ,TATAMOTORS,100,261.0,26100.4,986.75,98675.0
2024-04-24,EQ,TATAMOTORS,100,261.0,26100.4,991.65,99165.0
2024-04-25,EQ,TATAMOTORS,100,261.0,26100.4,1001.25,100125.0
2024-04-26,EQ,TATAMOTORS,100,261.0,26100.4,999.5,99950.0
2024-04-27,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-04-28,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-04-29,EQ,TATAMOTORS,100,261.0,26100.4,1000.6,100060.0
2024-04-30,EQ,TATAMOTORS,100,261.0,26100.4,1007.9,100790.0
2024-05-01,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-05-02,EQ,TATAMOTORS,100,261.0,26100.4,1027.8,102780.0
2024-05-03,EQ,TATAMOTORS,100,261.0,26100.4,1013.4,101340.0
2024-05-04,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-05-05,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-05-06,EQ,TATAMOTORS,100,261.0,26100.4,1016.2,101620.0
2024-05-07,EQ,TATAMOTORS,100,261.0,26100.4,988.55,98855.0
2024-05-08,EQ,TATAMOTORS,100,261.0,26100.4,1012.1,101210.0
2024-05-09,EQ,TATAMOTORS,100,261.0,26100.4,1030.3,103030.0
2024-05-10,EQ,TATAMOTORS,100,261.0,26100.4,1046.65,104665.00000000001
2024-05-11,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-05-12,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-05-13,EQ,TATAMOTORS,100,261.0,26100.4,959.75,95975.0
2024-05-14,EQ,TATAMOTORS,100,261.0,26100.4,964.65,96465.0
2024-05-15,EQ,TATAMOTORS,100,261.0,26100.4,947.3,94730.0
2024-05-16,EQ,TATAMOTORS,100,261.0,26100.4,936.4,93640.0
2024-05-17,EQ,TATAMOTORS,100,261.0,26100.4,945.7,94570.0
2024-05-18,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-05-19,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-05-20,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-05-21,EQ,TATAMOTORS,100,261.0,26100.4,951.3,95130.0
2024-05-22,EQ,TATAMOTORS,100,261.0,26100.4,947.5,94750.0
2024-05-23,EQ,TATAMOTORS,100,261.0,26100.4,962.35,96235.0
2024-05-24,EQ,TATAMOTORS,100,261.0,26100.4,960.55,96055.0
2024-05-25,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-05-26,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-05-27,EQ,TATAMOTORS,100,261.0,26100.4,958.5,95850.0
2024-05-28,EQ,TATAMOTORS,100,261.0,26100.4,947.55,94755.0
2024-05-29,EQ,TATAMOTORS,100,261.0,26100.4,943.6,94360.0
2024-05-30,EQ,TATAMOTORS,100,261.0,26100.4,923.95,92395.0
2024-05-31,EQ,TATAMOTORS,100,261.0,26100.4,923.0,92300.0
2024-06-01,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-02,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-03,EQ,TATAMOTORS,100,261.0,26100.4,950.45,95045.0
2024-06-04,EQ,TATAMOTORS,100,261.0,26100.4,903.9,90390.0
2024-06-05,EQ,TATAMOTORS,100,261.0,26100.4,929.95,92995.0
2024-06-06,EQ,TATAMOTORS,100,261.0,26100.4,938.25,93825.0
2024-06-07,EQ,TATAMOTORS,100,261.0,26100.4,970.5,97050.0
2024-06-08,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-09,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-10,EQ,TATAMOTORS,100,261.0,26100.4,975.15,97515.0
2024-06-11,EQ,TATAMOTORS,100,261.0,26100.4,987.1,98710.0
2024-06-12,EQ,TATAMOTORS,100,261.0,26100.4,988.7,98870.0
2024-06-13,EQ,TATAMOTORS,100,261.0,26100.4,985.85,98585.0
2024-06-14,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-15,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-16,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-17,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-18,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-19,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-20,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-21,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-22,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-23,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-24,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-25,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-26,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-27,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-28,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-29,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-06-30,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-01,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-02,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-03,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-04,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-05,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-06,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-07,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-08,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-09,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-10,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-11,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-12,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-13,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-14,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-15,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-16,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-17,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-18,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-19,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-20,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-21,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-22,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-23,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-24,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-25,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-26,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-27,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-28,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-29,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-30,EQ,TATAMOTORS,100,261.0,26100.4,,
2024-07-31,EQ,TATAMOTORS,100,261.0,26100.4,,
2021-02-08,EQ,TATAPOWER,72,90.0,6480.0,90.0,6480.0
2021-02-09,EQ,TATAPOWER,72,90.0,6480.0,87.15,6274.8
2021-02-10,EQ,TATAPOWER,72,90.0,6480.0,88.1,6343.2
2021-02-11,EQ,TATAPOWER,72,90.0,6480.0,87.8,6321.599999999999
2021-02-12,EQ,TATAPOWER,72,90.0,6480.0,87.3,6285.599999999999
2021-02-13,EQ,TATAPOWER,72,90.0,6480.0,,
2021-02-14,EQ,TATAPOWER,72,90.0,6480.0,,
2021-02-15,EQ,TATAPOWER,72,90.0,6480.0,86.7,6242.400000000001
2021-02-16,EQ,TATAPOWER,72,90.0,6480.0,90.25,6498.0
2021-02-17,EQ,TATAPOWER,72,90.0,6480.0,91.1,6559.2
2021-02-18,EQ,TATAPOWER,72,90.0,6480.0,93.1,6703.2
2021-02-19,EQ,TATAPOWER,72,90.0,6480.0,91.1,6559.2
2021-02-20,EQ,TATAPOWER,72,90.0,6480.0,,
2021-02-21,EQ,TATAPOWER,72,90.0,6480.0,,
2021-02-22,EQ,TATAPOWER,105,90.0,9450.0,90.1,9460.5
2021-02-23,EQ,TATAPOWER,105,90.0,9450.0,92.05,9665.25
2021-02-24,EQ,TATAPOWER,105,90.0,9450.0,94.05,9875.25
2021-02-25,EQ,TATAPOWER,105,90.0,9450.0,96.0,10080.0
2021-02-26,EQ,TATAPOWER,105,90.0,9450.0,95.15,9990.75
2021-02-27,EQ,TATAPOWER,105,90.0,9450.0,,
2021-02-28,EQ,TATAPOWER,105,90.0,9450.0,,
2021-03-01,EQ,TATAPOWER,105,90.0,9450.0,97.9,10279.5
2021-03-02,EQ,TATAPOWER,105,90.0,9450.0,100.35,10536.75
2021-03-03,EQ,TATAPOWER,105,90.0,9450.0,105.25,11051.25
2021-03-04,EQ,TATAPOWER,105,90.0,9450.0,109.3,11476.5
2021-03-05,EQ,TATAPOWER,105,90.0,9450.0,107.35,11271.75
2021-03-06,EQ,TATAPOWER,105,90.0,9450.0,,
2021-03-07,EQ,TATAPOWER,105,90.0,9450.0,,
2021-03-08,EQ,TATAPOWER,105,90.0,9450.0,109.05,11450.25
2021-03-09,EQ,TATAPOWER,105,90.0,9450.0,107.0,11235.0
2021-03-10,EQ,TATAPOWER,105,90.0,9450.0,107.35,11271.75
2021-03-11,EQ,TATAPOWER,105,90.0,9450.0,,
2021-03-12,EQ,TATAPOWER,105,90.0,9450.0,113.25,11891.25
2021-03-13,EQ,TATAPOWER,105,90.0,9450.0,,
2021-03-14,EQ,TATAPOWER,105,90.0,9450.0,,
2021-03-15,EQ,TATAPOWER,105,90.0,9450.0,111.55,11712.75
2021-03-16,EQ,TATAPOWER,105,90.0,9450.0,109.7,11518.5
2021-03-17,EQ,TATAPOWER,105,90.0,9450.0,103.3,10846.5
2021-03-18,EQ,TATAPOWER,105,90.0,9450.0,100.55,10557.75
2021-03-19,EQ,TATAPOWER,105,90.0,9450.0,104.15,10935.75
2021-03-20,EQ,TATAPOWER,105,90.0,9450.0,,
2021-03-21,EQ,TATAPOWER,105,90.0,9450.0,,
2021-03-22,EQ,TATAPOWER,105,90.0,9450.0,104.75,10998.75
2021-03-23,EQ,TATAPOWER,105,90.0,9450.0,104.55,10977.75
2021-03-24,EQ,TATAPOWER,105,90.0,9450.0,101.25,10631.25
2021-03-25,EQ,TATAPOWER,105,90.0,9450.0,98.65,10358.25
2021-03-26,EQ,TATAPOWER,105,90.0,9450.0,103.45,10862.25
2021-03-27,EQ,TATAPOWER,105,90.0,9450.0,,
2021-03-28,EQ,TATAPOWER,105,90.0,9450.0,,
2021-03-29,EQ,TATAPOWER,105,90.0,9450.0,,
2021-03-30,EQ,TATAPOWER,105,90.0,9450.0,103.6,10878.0
2021-03-31,EQ,TATAPOWER,105,90.0,9450.0,103.25,10841.25
2021-04-01,EQ,TATAPOWER,105,90.0,9450.0,105.05,11030.25
2021-04-02,EQ,TATAPOWER,105,90.0,9450.0,,
2021-04-03,EQ,TATAPOWER,105,90.0,9450.0,,
2021-04-04,EQ,TATAPOWER,105,90.0,9450.0,,
2021-04-05,EQ,TATAPOWER,105,90.0,9450.0,103.35,10851.75
2021-04-06,EQ,TATAPOWER,105,90.0,9450.0,104.7,10993.5
2021-04-07,EQ,TATAPOWER,105,90.0,9450.0,104.45,10967.25
2021-04-08,EQ,TATAPOWER,105,90.0,9450.0,104.95,11019.75
2021-04-09,EQ,TATAPOWER,105,90.0,9450.0,104.1,10930.5
2021-04-10,EQ,TATAPOWER,105,90.0,9450.0,,
2021-04-11,EQ,TATAPOWER,105,90.0,9450.0,,
2021-04-12,EQ,TATAPOWER,105,90.0,9450.0,92.2,9681.0
2021-04-13,EQ,TATAPOWER,105,90.0,9450.0,95.85,10064.25
2021-04-14,EQ,TATAPOWER,105,90.0,9450.0,,
2021-04-15,EQ,TATAPOWER,105,90.0,9450.0,94.15,9885.75
2021-04-16,EQ,TATAPOWER,105,90.0,9450.0,97.15,10200.75
2021-04-17,EQ,TATAPOWER,105,90.0,9450.0,,
2021-04-18,EQ,TATAPOWER,105,90.0,9450.0,,
2021-04-19,EQ,TATAPOWER,105,90.0,9450.0,93.8,9849.0
2021-04-20,EQ,TATAPOWER,105,90.0,9450.0,93.6,9828.0
2021-04-21,EQ,TATAPOWER,105,90.0,9450.0,,
2021-04-22,EQ,TATAPOWER,105,90.0,9450.0,94.25,9896.25
2021-04-23,EQ,TATAPOWER,105,90.0,9450.0,95.65,10043.25
2021-04-24,EQ,TATAPOWER,105,90.0,9450.0,,
2021-04-25,EQ,TATAPOWER,105,90.0,9450.0,,
2021-04-26,EQ,TATAPOWER,105,90.0,9450.0,96.3,10111.5
2021-04-27,EQ,TATAPOWER,105,90.0,9450.0,98.0,10290.0
2021-04-28,EQ,TATAPOWER,105,90.0,9450.0,97.95,10284.75
2021-04-29,EQ,TATAPOWER,105,90.0,9450.0,97.65,10253.25
2021-04-30,EQ,TATAPOWER,105,90.0,9450.0,98.85,10379.25
2021-05-01,EQ,TATAPOWER,105,90.0,9450.0,,
2021-05-02,EQ,TATAPOWER,105,90.0,9450.0,,
2021-05-03,EQ,TATAPOWER,105,90.0,9450.0,99.85,10484.25
2021-05-04,EQ,TATAPOWER,105,90.0,9450.0,101.05,10610.25
2021-05-05,EQ,TATAPOWER,105,90.0,9450.0,102.0,10710.0
2021-05-06,EQ,TATAPOWER,105,90.0,9450.0,102.9,10804.5
2021-05-07,EQ,TATAPOWER,105,90.0,9450.0,102.7,10783.5
2021-05-08,EQ,TATAPOWER,105,90.0,9450.0,,
2021-05-09,EQ,TATAPOWER,105,90.0,9450.0,,
2021-05-10,EQ,TATAPOWER,105,90.0,9450.0,109.95,11544.75
2021-05-11,EQ,TATAPOWER,105,90.0,9450.0,109.35,11481.75
2021-05-12,EQ,TATAPOWER,105,90.0,9450.0,106.6,11193.0
2021-05-13,EQ,TATAPOWER,105,90.0,9450.0,,
2021-05-14,EQ,TATAPOWER,105,90.0,9450.0,101.5,10657.5
2021-05-15,EQ,TATAPOWER,105,90.0,9450.0,,
2021-05-16,EQ,TATAPOWER,105,90.0,9450.0,,
2021-05-17,EQ,TATAPOWER,105,90.0,9450.0,103.45,10862.25
2021-05-18,EQ,TATAPOWER,105,90.0,9450.0,105.35,11061.75
2021-05-19,EQ,TATAPOWER,105,90.0,9450.0,104.25,10946.25
2021-05-20,EQ,TATAPOWER,105,90.0,9450.0,102.95,10809.75
2021-05-21,EQ,TATAPOWER,105,90.0,9450.0,104.9,11014.5
2021-05-22,EQ,TATAPOWER,105,90.0,9450.0,,
2021-05-23,EQ,TATAPOWER,105,90.0,9450.0,,
2021-05-24,EQ,TATAPOWER,105,90.0,9450.0,107.3,11266.5
2021-05-25,EQ,TATAPOWER,105,90.0,9450.0,107.45,11282.25
2021-05-26,EQ,TATAPOWER,105,90.0,9450.0,106.1,11140.5
2021-05-27,EQ,TATAPOWER,105,90.0,9450.0,106.35,11166.75
2021-05-28,EQ,TATAPOWER,105,90.0,9450.0,105.35,11061.75
2021-05-29,EQ,TATAPOWER,105,90.0,9450.0,,
2021-05-30,EQ,TATAPOWER,105,90.0,9450.0,,
2021-05-31,EQ,TATAPOWER,105,90.0,9450.0,106.45,11177.25
2021-06-01,EQ,TATAPOWER,105,90.0,9450.0,104.65,10988.25
2021-06-02,EQ,TATAPOWER,105,90.0,9450.0,108.1,11350.5
2021-06-03,EQ,TATAPOWER,105,90.0,9450.0,108.65,11408.25
2021-06-04,EQ,TATAPOWER,105,90.0,9450.0,108.15,11355.75
2021-06-05,EQ,TATAPOWER,105,90.0,9450.0,,
2021-06-06,EQ,TATAPOWER,105,90.0,9450.0,,
2021-06-07,EQ,TATAPOWER,105,90.0,9450.0,113.35,11901.75
2021-06-08,EQ,TATAPOWER,105,90.0,9450.0,117.05,12290.25
2021-06-09,EQ,TATAPOWER,105,90.0,9450.0,124.65,13088.25
2021-06-10,EQ,TATAPOWER,105,90.0,9450.0,127.6,13398.0
2021-06-11,EQ,TATAPOWER,105,90.0,9450.0,125.7,13198.5
2021-06-12,EQ,TATAPOWER,105,90.0,9450.0,,
2021-06-13,EQ,TATAPOWER,105,90.0,9450.0,,
2021-06-14,EQ,TATAPOWER,105,90.0,9450.0,123.4,12957.0
2021-06-15,EQ,TATAPOWER,105,90.0,9450.0,122.15,12825.75
2021-06-16,EQ,TATAPOWER,105,90.0,9450.0,125.95,13224.75
2021-06-17,EQ,TATAPOWER,105,90.0,9450.0,123.95,13014.75
2021-06-18,EQ,TATAPOWER,105,90.0,9450.0,121.45,12752.25
2021-06-19,EQ,TATAPOWER,105,90.0,9450.0,,
2021-06-20,EQ,TATAPOWER,105,90.0,9450.0,,
2021-06-21,EQ,TATAPOWER,105,90.0,9450.0,123.3,12946.5
2021-06-22,EQ,TATAPOWER,105,90.0,9450.0,121.45,12752.25
2021-06-23,EQ,TATAPOWER,105,90.0,9450.0,120.75,12678.75
2021-06-24,EQ,TATAPOWER,105,90.0,9450.0,118.85,12479.25
2021-06-25,EQ,TATAPOWER,105,90.0,9450.0,121.1,12715.5
2021-06-26,EQ,TATAPOWER,105,90.0,9450.0,,
2021-06-27,EQ,TATAPOWER,105,90.0,9450.0,,
2021-06-28,EQ,TATAPOWER,105,90.0,9450.0,122.55,12867.75
2021-06-29,EQ,TATAPOWER,105,90.0,9450.0,122.8,12894.0
2021-06-30,EQ,TATAPOWER,105,90.0,9450.0,122.1,12820.5
2021-07-01,EQ,TATAPOWER,105,90.0,9450.0,121.35,12741.75
2021-07-02,EQ,TATAPOWER,105,90.0,9450.0,120.95,12699.75
2021-07-03,EQ,TATAPOWER,105,90.0,9450.0,,
2021-07-04,EQ,TATAPOWER,105,90.0,9450.0,,
2021-07-05,EQ,TATAPOWER,105,90.0,9450.0,125.9,13219.5
2021-07-06,EQ,TATAPOWER,105,90.0,9450.0,123.0,12915.0
2021-07-07,EQ,TATAPOWER,105,90.0,9450.0,123.85,13004.25
2021-07-08,EQ,TATAPOWER,105,90.0,9450.0,123.4,12957.0
2021-07-09,EQ,TATAPOWER,105,90.0,9450.0,124.45,13067.25
2021-07-10,EQ,TATAPOWER,105,90.0,9450.0,,
2021-07-11,EQ,TATAPOWER,105,90.0,9450.0,,
2021-07-12,EQ,TATAPOWER,105,90.0,9450.0,123.8,12999.0
2021-07-13,EQ,TATAPOWER,105,90.0,9450.0,124.05,13025.25
2021-07-14,EQ,TATAPOWER,105,90.0,9450.0,124.55,13077.75
2021-07-15,EQ,TATAPOWER,105,90.0,9450.0,124.45,13067.25
2021-07-16,EQ,TATAPOWER,105,90.0,9450.0,124.15,13035.75
2021-07-17,EQ,TATAPOWER,105,90.0,9450.0,,
2021-07-18,EQ,TATAPOWER,105,90.0,9450.0,,
2021-07-19,EQ,TATAPOWER,105,90.0,9450.0,125.8,13209.0
2021-07-20,EQ,TATAPOWER,105,90.0,9450.0,121.8,12789.0
2021-07-21,EQ,TATAPOWER,105,90.0,9450.0,,
2021-07-22,EQ,TATAPOWER,105,90.0,9450.0,123.7,12988.5
2021-07-23,EQ,TATAPOWER,105,90.0,9450.0,122.9,12904.5
2021-07-24,EQ,TATAPOWER,105,90.0,9450.0,,
2021-07-25,EQ,TATAPOWER,105,90.0,9450.0,,
2021-07-26,EQ,TATAPOWER,105,90.0,9450.0,122.6,12873.0
2021-07-27,EQ,TATAPOWER,105,90.0,9450.0,121.15,12720.75
2021-07-28,EQ,TATAPOWER,105,90.0,9450.0,120.35,12636.75
2021-07-29,EQ,TATAPOWER,105,90.0,9450.0,122.75,12888.75
2021-07-30,EQ,TATAPOWER,105,90.0,9450.0,125.0,13125.0
2021-07-31,EQ,TATAPOWER,105,90.0,9450.0,,
2021-08-01,EQ,TATAPOWER,105,90.0,9450.0,,
2021-08-02,EQ,TATAPOWER,105,90.0,9450.0,133.45,14012.249999999998
2021-08-03,EQ,TATAPOWER,105,90.0,9450.0,132.6,13923.0
2021-08-04,EQ,TATAPOWER,105,90.0,9450.0,131.65,13823.25
2021-08-05,EQ,TATAPOWER,105,90.0,9450.0,134.55,14127.750000000002
2021-08-06,EQ,TATAPOWER,105,90.0,9450.0,135.15,14190.75
2021-08-07,EQ,TATAPOWER,105,90.0,9450.0,,
2021-08-08,EQ,TATAPOWER,105,90.0,9450.0,,
2021-08-09,EQ,TATAPOWER,105,90.0,9450.0,132.05,13865.250000000002
2021-08-10,EQ,TATAPOWER,105,90.0,9450.0,130.05,13655.250000000002
