date,segment,stock_name,quantity,avg_price,investment,current_price,current_value
2020-05-05,EQ,BHAGERIA,10,116.55,1165.5,112.15,1121.5
2020-05-06,EQ,BHAGERIA,10,116.55,1165.5,119.95,1199.5
2020-05-07,EQ,BHAGERIA,10,116.55,1165.5,116.85,1168.5
2020-05-08,EQ,BHAGERIA,10,116.55,1165.5,111.9,1119.0
2020-05-09,EQ,BHAGERIA,10,116.55,1165.5,,
2020-05-10,EQ,BHAGERIA,10,116.55,1165.5,,
2020-05-11,EQ,BHAGERIA,10,116.55,1165.5,109.3,1093.0
2020-05-12,EQ,BHAGERIA,10,116.55,1165.5,106.05,1060.5
2020-05-13,EQ,BHAGERIA,10,116.55,1165.5,110.2,1102.0
2020-05-14,EQ,BHAGERIA,10,116.55,1165.5,109.15,1091.5
2020-05-15,EQ,BHAGERIA,10,116.55,1165.5,106.75,1067.5
2020-05-16,EQ,BHAGERIA,10,116.55,1165.5,,
2020-05-17,EQ,BHAGERIA,10,116.55,1165.5,,
2020-05-18,EQ,BHAGERIA,10,116.55,1165.5,100.9,1009.0
2020-05-19,EQ,BHAGERIA,15,111.03,1665.5,99.05,1485.75
2020-05-20,EQ,BHAGERIA,15,111.03,1665.5,100.6,1509.0
2020-05-21,EQ,BHAGERIA,15,111.03,1665.5,103.75,1556.25
2020-05-22,EQ,BHAGERIA,15,111.03,1665.5,103.05,1545.75
2020-05-23,EQ,BHAGERIA,15,111.03,1665.5,,
2020-05-24,EQ,BHAGERIA,15,111.03,1665.5,,
2020-05-25,EQ,BHAGERIA,15,111.03,1665.5,,
2020-05-26,EQ,BHAGERIA,15,111.03,1665.5,106.4,1596.0
2020-05-27,EQ,BHAGERIA,15,111.03,1665.5,107.5,1612.5
2020-05-28,EQ,BHAGERIA,15,111.03,1665.5,107.15,1607.25
2020-05-29,EQ,BHAGERIA,15,111.03,1665.5,105.25,1578.75
2020-05-30,EQ,BHAGERIA,15,111.03,1665.5,,
2020-05-31,EQ,BHAGERIA,15,111.03,1665.5,,
2020-06-01,EQ,BHAGERIA,15,111.03,1665.5,106.2,1593.0
2020-06-02,EQ,BHAGERIA,15,111.03,1665.5,111.75,1676.25
2020-06-03,EQ,BHAGERIA,15,111.03,1665.5,110.5,1657.5
2020-06-04,EQ,BHAGERIA,15,111.03,1665.5,109.5,1642.5
2020-06-05,EQ,BHAGERIA,15,111.03,1665.5,111.55,1673.25
2020-06-06,EQ,BHAGERIA,15,111.03,1665.5,,
2020-06-07,EQ,BHAGERIA,15,111.03,1665.5,,
2020-06-08,EQ,BHAGERIA,15,111.03,1665.5,109.05,1635.75
2020-06-09,EQ,BHAGERIA,15,111.03,1665.5,107.85,1617.75
2020-06-10,EQ,BHAGERIA,15,111.03,1665.5,112.85,1692.75
2020-06-11,EQ,BHAGERIA,15,111.03,1665.5,110.25,1653.75
2020-06-12,EQ,BHAGERIA,15,111.03,1665.5,109.5,1642.5
2020-06-13,EQ,BHAGERIA,15,111.03,1665.5,,
2020-06-14,EQ,BHAGERIA,15,111.03,1665.5,,
2021-08-06,EQ,BPCL,43,457.0,19651.0,455.6,19590.8
2021-08-07,EQ,BPCL,43,457.0,19651.0,,
2021-08-08,EQ,BPCL,43,457.0,19651.0,,
2021-08-09,EQ,BPCL,43,457.0,19651.0,452.5,19457.5
2021-08-10,EQ,BPCL,43,457.0,19651.0,444.7,19122.1
2021-08-11,EQ,BPCL,43,457.0,19651.0,450.0,19350.0
2021-08-12,EQ,BPCL,43,457.0,19651.0,448.15,19270.45
2021-08-13,EQ,BPCL,43,457.0,19651.0,454.9,19560.7
2021-08-14,EQ,BPCL,43,457.0,19651.0,,
2021-08-15,EQ,BPCL,43,457.0,19651.0,,
2021-08-16,EQ,BPCL,43,457.0,19651.0,464.0,19952.0
2021-08-17,EQ,BPCL,43,457.0,19651.0,465.0,19995.0
2021-08-18,EQ,BPCL,43,457.0,19651.0,463.5,19930.5
2021-08-19,EQ,BPCL,43,457.0,19651.0,,
2021-08-20,EQ,BPCL,43,457.0,19651.0,455.2,19573.6
2021-08-21,EQ,BPCL,43,457.0,19651.0,,
2021-08-22,EQ,BPCL,43,457.0,19651.0,,
2021-08-23,EQ,BPCL,43,457.0,19651.0,451.7,19423.1
2021-08-24,EQ,BPCL,43,457.0,19651.0,456.4,19625.2
2021-08-25,EQ,BPCL,43,457.0,19651.0,460.7,19810.1
2021-08-26,EQ,BPCL,43,457.0,19651.0,466.75,20070.25
2021-08-27,EQ,BPCL,43,457.0,19651.0,471.3,20265.9
2021-08-28,EQ,BPCL,43,457.0,19651.0,,
2021-08-29,EQ,BPCL,43,457.0,19651.0,,
2021-08-30,EQ,BPCL,43,457.0,19651.0,472.55,20319.65
2021-08-31,EQ,BPCL,43,457.0,19651.0,471.65,20280.95
2021-09-01,EQ,BPCL,43,457.0,19651.0,477.0,20511.0
2021-09-02,EQ,BPCL,43,457.0,19651.0,479.8,20631.4
2021-09-03,EQ,BPCL,43,457.0,19651.0,491.3,21125.9
2021-09-04,EQ,BPCL,43,457.0,19651.0,,
2021-09-05,EQ,BPCL,43,457.0,19651.0,,
2021-09-06,EQ,BPCL,43,457.0,19651.0,490.8,21104.4
2021-09-07,EQ,BPCL,43,457.0,19651.0,481.95,20723.85
2021-09-08,EQ,BPCL,43,457.0,19651.0,489.55,21050.65
2021-09-09,EQ,BPCL,43,457.0,19651.0,491.15,21119.45
2021-09-10,EQ,BPCL,43,457.0,19651.0,,
2021-09-11,EQ,BPCL,43,457.0,19651.0,,
2021-09-12,EQ,BPCL,43,457.0,19651.0,,
2021-09-13,EQ,BPCL,43,457.0,19651.0,498.1,21418.3
2021-09-14,EQ,BPCL,43,457.0,19651.0,493.1,21203.3
2021-09-15,EQ,BPCL,43,457.0,19651.0,489.95,21067.85
2021-09-16,EQ,BPCL,43,457.0,19651.0,439.05,18879.15
2021-09-17,EQ,BPCL,43,457.0,19651.0,436.25,18758.75
2021-09-18,EQ,BPCL,43,457.0,19651.0,,
2021-09-19,EQ,BPCL,43,457.0,19651.0,,
2021-09-20,EQ,BPCL,43,457.0,19651.0,420.4,18077.2
2021-09-21,EQ,BPCL,43,457.0,19651.0,413.8,17793.4
2021-09-22,EQ,BPCL,43,457.0,19651.0,420.15,18066.45
2021-09-23,EQ,BPCL,43,457.0,19651.0,419.95,18057.85
2021-09-24,EQ,BPCL,43,457.0,19651.0,414.8,17836.4
2021-09-25,EQ,BPCL,43,457.0,19651.0,,
2021-09-26,EQ,BPCL,43,457.0,19651.0,,
2021-09-27,EQ,BPCL,43,457.0,19651.0,420.6,18085.8
2021-09-28,EQ,BPCL,43,457.0,19651.0,429.6,18472.8
2021-09-29,EQ,BPCL,43,457.0,19651.0,436.9,18786.7
2021-09-30,EQ,BPCL,43,457.0,19651.0,432.2,18584.6
2021-10-01,EQ,BPCL,43,457.0,19651.0,433.05,18621.15
2021-10-02,EQ,BPCL,43,457.0,19651.0,,
2021-10-03,EQ,BPCL,43,457.0,19651.0,,
2021-10-04,EQ,BPCL,43,457.0,19651.0,435.85,18741.55
2021-10-05,EQ,BPCL,43,457.0,19651.0,443.85,19085.55
2021-10-06,EQ,BPCL,43,457.0,19651.0,447.2,19229.6
2021-10-07,EQ,BPCL,43,457.0,19651.0,449.2,19315.6
2021-10-08,EQ,BPCL,43,457.0,19651.0,449.45,19326.35
2021-10-09,EQ,BPCL,43,457.0,19651.0,,
2021-10-10,EQ,BPCL,43,457.0,19651.0,,
2021-10-11,EQ,BPCL,43,457.0,19651.0,454.4,19539.2
2021-10-12,EQ,BPCL,43,457.0,19651.0,455.25,19575.75
2021-10-13,EQ,BPCL,43,457.0,19651.0,458.65,19721.95
2021-10-14,EQ,BPCL,43,457.0,19651.0,459.3,19749.9
2021-10-15,EQ,BPCL,43,457.0,19651.0,,
2021-10-16,EQ,BPCL,43,457.0,19651.0,,
2021-10-17,EQ,BPCL,43,457.0,19651.0,,
2021-10-18,EQ,BPCL,43,457.0,19651.0,462.5,19887.5
2021-10-19,EQ,BPCL,43,457.0,19651.0,453.05,19481.15
2021-10-20,EQ,BPCL,43,457.0,19651.0,441.1,18967.3
2021-10-21,EQ,BPCL,43,457.0,19651.0,451.05,19395.15
2021-10-22,EQ,BPCL,43,457.0,19651.0,447.25,19231.75
2021-10-23,EQ,BPCL,43,457.0,19651.0,,
2021-10-24,EQ,BPCL,43,457.0,19651.0,,
2021-10-25,EQ,BPCL,43,457.0,19651.0,431.7,18563.1
2021-10-26,EQ,BPCL,43,457.0,19651.0,431.05,18535.15
2021-10-27,EQ,BPCL,43,457.0,19651.0,427.7,18391.1
2021-10-28,EQ,BPCL,43,457.0,19651.0,420.8,18094.4
2021-10-29,EQ,BPCL,43,457.0,19651.0,417.7,17961.1
2021-10-30,EQ,BPCL,43,457.0,19651.0,,
2021-10-31,EQ,BPCL,43,457.0,19651.0,,
2021-11-01,EQ,BPCL,43,457.0,19651.0,421.65,18130.95
2021-11-02,EQ,BPCL,43,457.0,19651.0,416.15,17894.45
2021-11-03,EQ,BPCL,43,457.0,19651.0,414.9,17840.7
2021-11-04,EQ,BPCL,43,457.0,19651.0,419.75,18049.25
2021-11-05,EQ,BPCL,43,457.0,19651.0,,
2021-11-06,EQ,BPCL,43,457.0,19651.0,,
2021-11-07,EQ,BPCL,43,457.0,19651.0,,
2021-11-08,EQ,BPCL,43,457.0,19651.0,431.75,18565.25
2021-11-09,EQ,BPCL,43,457.0,19651.0,430.5,18511.5
2021-11-10,EQ,BPCL,43,457.0,19651.0,431.25,18543.75
2021-11-11,EQ,BPCL,43,457.0,19651.0,425.3,18287.9
2021-11-12,EQ,BPCL,43,457.0,19651.0,427.7,18391.1
2021-11-13,EQ,BPCL,43,457.0,19651.0,,
2021-11-14,EQ,BPCL,43,457.0,19651.0,,
2021-11-15,EQ,BPCL,43,457.0,19651.0,426.35,18333.05
2021-11-16,EQ,BPCL,43,457.0,19651.0,419.9,18055.7
2021-11-17,EQ,BPCL,43,457.0,19651.0,413.8,17793.4
2021-11-18,EQ,BPCL,43,457.0,19651.0,405.3,17427.9
2021-11-19,EQ,BPCL,43,457.0,19651.0,,
2021-11-20,EQ,BPCL,43,457.0,19651.0,,
2021-11-21,EQ,BPCL,43,457.0,19651.0,,
2021-11-22,EQ,BPCL,43,457.0,19651.0,395.6,17010.8
2021-11-23,EQ,BPCL,43,457.0,19651.0,397.6,17096.8
2021-11-24,EQ,BPCL,43,457.0,19651.0,403.35,17344.05
2021-11-25,EQ,BPCL,43,457.0,19651.0,400.1,17204.3
2021-11-26,EQ,BPCL,43,457.0,19651.0,376.85,16204.550000000001
2021-11-27,EQ,BPCL,43,457.0,19651.0,,
2021-11-28,EQ,BPCL,43,457.0,19651.0,,
2021-11-29,EQ,BPCL,43,457.0,19651.0,367.45,15800.35
2021-11-30,EQ,BPCL,43,457.0,19651.0,370.0,15910.0
2021-12-01,EQ,BPCL,43,457.0,19651.0,368.75,15856.25
2021-12-02,EQ,BPCL,43,457.0,19651.0,378.85,16290.550000000001
2021-12-03,EQ,BPCL,43,457.0,19651.0,385.9,16593.7
2021-12-04,EQ,BPCL,43,457.0,19651.0,,
2021-12-05,EQ,BPCL,43,457.0,19651.0,,
2021-12-06,EQ,BPCL,43,457.0,19651.0,383.45,16488.35
2021-12-07,EQ,BPCL,43,457.0,19651.0,387.8,16675.4
2021-12-08,EQ,BPCL,43,457.0,19651.0,391.15,16819.45
2021-12-09,EQ,BPCL,43,457.0,19651.0,393.75,16931.25
2021-12-10,EQ,BPCL,43,457.0,19651.0,396.95,17068.85
2021-12-11,EQ,BPCL,43,457.0,19651.0,,
2021-12-12,EQ,BPCL,43,457.0,19651.0,,
2021-12-13,EQ,BPCL,43,457.0,19651.0,392.35,16871.05
2021-12-14,EQ,BPCL,43,457.0,19651.0,391.65,16840.95
2021-12-15,EQ,BPCL,43,457.0,19651.0,384.3,16524.9
2021-12-16,EQ,BPCL,43,457.0,19651.0,391.05,16815.15
2021-12-17,EQ,BPCL,43,457.0,19651.0,384.7,16542.1
2021-12-18,EQ,BPCL,43,457.0,19651.0,,
2021-12-19,EQ,BPCL,43,457.0,19651.0,,
2021-12-20,EQ,BPCL,43,457.0,19651.0,360.0,15480.0
2021-12-21,EQ,BPCL,43,457.0,19651.0,364.2,15660.6
2021-12-22,EQ,BPCL,43,457.0,19651.0,372.45,16015.35
2021-12-23,EQ,BPCL,43,457.0,19651.0,377.35,16226.050000000001
2021-12-24,EQ,BPCL,43,457.0,19651.0,372.15,16002.449999999999
2021-12-25,EQ,BPCL,43,457.0,19651.0,,
2021-12-26,EQ,BPCL,43,457.0,19651.0,,
2021-12-27,EQ,BPCL,43,457.0,19651.0,374.4,16099.199999999999
2021-12-28,EQ,BPCL,43,457.0,19651.0,380.4,16357.199999999999
2021-12-29,EQ,BPCL,43,457.0,19651.0,381.1,16387.3
2021-12-30,EQ,BPCL,43,457.0,19651.0,377.95,16251.85
2021-12-31,EQ,BPCL,43,457.0,19651.0,385.45,16574.35
2022-01-01,EQ,BPCL,43,457.0,19651.0,,
2022-01-02,EQ,BPCL,43,457.0,19651.0,,
2022-01-03,EQ,BPCL,43,457.0,19651.0,386.1,16602.3
2022-01-04,EQ,BPCL,43,457.0,19651.0,385.95,16595.85
2022-01-05,EQ,BPCL,43,457.0,19651.0,394.7,16972.1
2022-01-06,EQ,BPCL,43,457.0,19651.0,395.8,17019.4
2022-01-07,EQ,BPCL,43,457.0,19651.0,396.2,17036.6
2022-01-08,EQ,BPCL,43,457.0,19651.0,,
2022-01-09,EQ,BPCL,43,457.0,19651.0,,
2022-01-10,EQ,BPCL,43,457.0,19651.0,397.55,17094.65
2022-01-11,EQ,BPCL,43,457.0,19651.0,391.15,16819.45
2022-01-12,EQ,BPCL,43,457.0,19651.0,388.7,16714.1
2022-01-13,EQ,BPCL,43,457.0,19651.0,394.5,16963.5
2022-01-14,EQ,BPCL,43,457.0,19651.0,398.45,17133.35
2022-01-15,EQ,BPCL,43,457.0,19651.0,,
2022-01-16,EQ,BPCL,43,457.0,19651.0,,
2022-01-17,EQ,BPCL,43,457.0,19651.0,400.55,17223.65
2022-01-18,EQ,BPCL,43,457.0,19651.0,398.1,17118.3
2022-01-19,EQ,BPCL,43,457.0,19651.0,394.35,16957.05
2022-01-20,EQ,BPCL,43,457.0,19651.0,393.05,16901.15
2022-01-21,EQ,BPCL,43,457.0,19651.0,381.7,16413.1
2022-01-22,EQ,BPCL,43,457.0,19651.0,,
2022-01-23,EQ,BPCL,43,457.0,19651.0,,
2022-01-24,EQ,BPCL,43,457.0,19651.0,373.1,16043.300000000001
2022-01-25,EQ,BPCL,43,457.0,19651.0,382.55,16449.65
2022-01-26,EQ,BPCL,43,457.0,19651.0,,
2022-01-27,EQ,BPCL,43,457.0,19651.0,382.2,16434.6
2022-01-28,EQ,BPCL,43,457.0,19651.0,382.5,16447.5
2022-01-29,EQ,BPCL,43,457.0,19651.0,,
2022-01-30,EQ,BPCL,43,457.0,19651.0,,
2022-01-31,EQ,BPCL,43,457.0,19651.0,397.05,17073.15
2022-02-01,EQ,BPCL,43,457.0,19651.0,378.85,16290.550000000001
2022-02-02,EQ,BPCL,43,457.0,19651.0,382.1,16430.3
2022-02-03,EQ,BPCL,43,457.0,19651.0,377.05,16213.15
2022-02-04,EQ,BPCL,43,457.0,19651.0,375.65,16152.949999999999
2022-02-05,EQ,BPCL,43,457.0,19651.0,,
2022-02-06,EQ,BPCL,43,457.0,19651.0,,
2022-02-07,EQ,BPCL,43,457.0,19651.0,372.45,16015.35
2022-02-08,EQ,BPCL,43,457.0,19651.0,377.4,16228.199999999999
2022-02-09,EQ,BPCL,43,457.0,19651.0,375.6,16150.800000000001
2022-02-10,EQ,BPCL,43,457.0,19651.0,369.65,15894.949999999999
2022-02-11,EQ,BPCL,43,457.0,19651.0,369.55,15890.65
2022-02-12,EQ,BPCL,43,457.0,19651.0,,
2022-02-13,EQ,BPCL,43,457.0,19651.0,,
2022-02-14,EQ,BPCL,43,457.0,19651.0,361.7,15553.1
2022-02-15,EQ,BPCL,43,457.0,19651.0,368.9,15862.699999999999
2022-02-16,EQ,BPCL,43,457.0,19651.0,374.1,16086.300000000001
2022-02-17,EQ,BPCL,43,457.0,19651.0,373.0,16039.0
2022-02-18,EQ,BPCL,43,457.0,19651.0,373.15,16045.449999999999
2022-02-19,EQ,BPCL,43,457.0,19651.0,,
2022-02-20,EQ,BPCL,43,457.0,19651.0,,
2022-02-21,EQ,BPCL,43,457.0,19651.0,368.75,15856.25
2022-02-22,EQ,BPCL,43,457.0,19651.0,355.3,15277.9
2022-02-23,EQ,BPCL,43,457.0,19651.0,357.1,15355.300000000001
2022-02-24,EQ,BPCL,43,457.0,19651.0,333.05,14321.15
2022-02-25,EQ,BPCL,43,457.0,19651.0,336.35,14463.050000000001
2022-02-26,EQ,BPCL,43,457.0,19651.0,,
2022-02-27,EQ,BPCL,43,457.0,19651.0,,
2022-02-28,EQ,BPCL,43,457.0,19651.0,349.8,15041.4
2022-03-01,EQ,BPCL,43,457.0,19651.0,,
2022-03-02,EQ,BPCL,43,457.0,19651.0,342.1,14710.300000000001
2022-03-03,EQ,BPCL,43,457.0,19651.0,346.4,14895.199999999999
2022-03-04,EQ,BPCL,43,457.0,19651.0,348.35,14979.050000000001
2022-03-05,EQ,BPCL,43,457.0,19651.0,,
2022-03-06,EQ,BPCL,43,457.0,19651.0,,
2022-03-07,EQ,BPCL,43,457.0,19651.0,338.0,14534.0
2022-03-08,EQ,BPCL,43,457.0,19651.0,341.6,14688.800000000001
2022-03-09,EQ,BPCL,43,457.0,19651.0,342.65,14733.949999999999
2022-03-10,EQ,BPCL,43,457.0,19651.0,349.0,15007.0
2022-03-11,EQ,BPCL,43,457.0,19651.0,362.0,15566.0
2022-03-12,EQ,BPCL,43,457.0,19651.0,,
2022-03-13,EQ,BPCL,43,457.0,19651.0,,
2022-03-14,EQ,BPCL,43,457.0,19651.0,359.65,15464.949999999999
2022-03-15,EQ,BPCL,43,457.0,19651.0,350.3,15062.9
2022-03-16,EQ,BPCL,43,457.0,19651.0,356.3,15320.9
2022-03-17,EQ,BPCL,43,457.0,19651.0,364.2,15660.6
2022-03-18,EQ,BPCL,43,457.0,19651.0,,
2022-03-19,EQ,BPCL,43,457.0,19651.0,,
2022-03-20,EQ,BPCL,43,457.0,19651.0,,
2022-03-21,EQ,BPCL,43,457.0,19651.0,357.2,15359.6
2022-03-22,EQ,BPCL,43,457.0,19651.0,368.4,15841.199999999999
2022-03-23,EQ,BPCL,43,457.0,19651.0,366.6,15763.800000000001
2022-03-24,EQ,BPCL,43,457.0,19651.0,362.6,15591.800000000001
2022-03-25,EQ,BPCL,43,457.0,19651.0,360.3,15492.9
2022-03-26,EQ,BPCL,43,457.0,19651.0,,
2022-03-27,EQ,BPCL,43,457.0,19651.0,,
2022-03-28,EQ,BPCL,43,457.0,19651.0,359.7,15467.1
2022-03-29,EQ,BPCL,43,457.0,19651.0,358.45,15413.35
2022-03-30,EQ,BPCL,43,457.0,19651.0,360.05,15482.15
2022-03-31,EQ,BPCL,43,457.0,19651.0,359.35,15452.050000000001
2022-04-01,EQ,BPCL,43,457.0,19651.0,374.4,16099.199999999999
2022-04-02,EQ,BPCL,43,457.0,19651.0,,
2022-04-03,EQ,BPCL,43,457.0,19651.0,,
2022-04-04,EQ,BPCL,43,457.0,19651.0,380.2,16348.6
2022-04-05,EQ,BPCL,43,457.0,19651.0,380.0,16340.0
2022-04-06,EQ,BPCL,43,457.0,19651.0,385.8,16589.4
2022-04-07,EQ,BPCL,43,457.0,19651.0,380.8,16374.4
2022-04-08,EQ,BPCL,43,457.0,19651.0,384.55,16535.65
2022-04-09,EQ,BPCL,43,457.0,19651.0,,
2022-04-10,EQ,BPCL,43,457.0,19651.0,,
2022-04-11,EQ,BPCL,43,457.0,19651.0,388.35,16699.05
2022-04-12,EQ,BPCL,43,457.0,19651.0,380.6,16365.800000000001
2022-04-13,EQ,BPCL,43,457.0,19651.0,379.0,16297.0
2022-04-14,EQ,BPCL,43,457.0,19651.0,,
2022-04-15,EQ,BPCL,43,457.0,19651.0,,
2022-04-16,EQ,BPCL,43,457.0,19651.0,,
2022-04-17,EQ,BPCL,43,457.0,19651.0,,
2022-04-18,EQ,BPCL,43,457.0,19651.0,371.75,15985.25
2022-04-19,EQ,BPCL,43,457.0,19651.0,375.85,16161.550000000001
2022-04-20,EQ,BPCL,43,457.0,19651.0,389.95,16767.85
2022-04-21,EQ,BPCL,43,457.0,19651.0,397.7,17101.1
2022-04-22,EQ,BPCL,43,457.0,19651.0,393.4,16916.2
2022-04-23,EQ,BPCL,43,457.0,19651.0,,
2022-04-24,EQ,BPCL,43,457.0,19651.0,,
2022-04-25,EQ,BPCL,43,457.0,19651.0,369.7,15897.1
2022-04-26,EQ,BPCL,43,457.0,19651.0,372.85,16032.550000000001
2022-04-27,EQ,BPCL,43,457.0,19651.0,366.5,15759.5
2022-04-28,EQ,BPCL,43,457.0,19651.0,369.35,15882.050000000001
2022-04-29,EQ,BPCL,43,457.0,19651.0,362.6,15591.800000000001
2022-04-30,EQ,BPCL,43,457.0,19651.0,,
2022-05-01,EQ,BPCL,43,457.0,19651.0,,
2022-05-02,EQ,BPCL,43,457.0,19651.0,366.45,15757.35
2022-05-03,EQ,BPCL,43,457.0,19651.0,,
2022-05-04,EQ,BPCL,43,457.0,19651.0,363.45,15628.35
2022-05-05,EQ,BPCL,43,457.0,19651.0,361.0,15523.0
2022-05-06,EQ,BPCL,43,457.0,19651.0,357.3,15363.9
2022-05-07,EQ,BPCL,43,457.0,19651.0,,
2022-05-08,EQ,BPCL,43,457.0,19651.0,,
2022-05-09,EQ,BPCL,43,457.0,19651.0,353.4,15196.199999999999
2022-05-10,EQ,BPCL,43,457.0,19651.0,353.45,15198.35
2022-05-11,EQ,BPCL,43,457.0,19651.0,347.1,14925.300000000001
2022-05-12,EQ,BPCL,43,457.0,19651.0,339.95,14617.85
2022-05-13,EQ,BPCL,43,457.0,19651.0,336.95,14488.85
2022-05-14,EQ,BPCL,43,457.0,19651.0,,
2022-05-15,EQ,BPCL,43,457.0,19651.0,,
2022-05-16,EQ,BPCL,43,457.0,19651.0,336.1,14452.300000000001
2022-05-17,EQ,BPCL,43,457.0,19651.0,342.45,14725.35
2022-05-18,EQ,BPCL,43,457.0,19651.0,331.9,14271.699999999999
2022-05-19,EQ,BPCL,43,457.0,19651.0,326.65,14045.949999999999
2022-05-20,EQ,BPCL,43,457.0,19651.0,332.8,14310.4
2022-05-21,EQ,BPCL,43,457.0,19651.0,,
2022-05-22,EQ,BPCL,43,457.0,19651.0,,
2022-05-23,EQ,BPCL,43,457.0,19651.0,332.1,14280.300000000001
2022-05-24,EQ,BPCL,43,457.0,19651.0,330.1,14194.300000000001
2022-05-25,EQ,BPCL,43,457.0,19651.0,326.15,14024.449999999999
2022-05-26,EQ,BPCL,43,457.0,19651.0,324.35,13947.050000000001
2022-05-27,EQ,BPCL,43,457.0,19651.0,322.35,13861.050000000001
2022-05-28,EQ,BPCL,43,457.0,19651.0,,
2022-05-29,EQ,BPCL,43,457.0,19651.0,,
2022-05-30,EQ,BPCL,43,457.0,19651.0,329.15,14153.449999999999
2022-05-31,EQ,BPCL,43,457.0,19651.0,326.2,14026.6
2022-06-01,EQ,BPCL,43,457.0,19651.0,326.0,14018.0
2022-06-02,EQ,BPCL,43,457.0,19651.0,329.35,14162.050000000001
2022-06-03,EQ,BPCL,43,457.0,19651.0,328.15,14110.449999999999
2022-06-04,EQ,BPCL,43,457.0,19651.0,,
2022-06-05,EQ,BPCL,43,457.0,19651.0,,
2022-06-06,EQ,BPCL,43,457.0,19651.0,319.35,13732.050000000001
2022-06-07,EQ,BPCL,43,457.0,19651.0,320.25,13770.75
2022-06-08,EQ,BPCL,43,457.0,19651.0,323.9,13927.699999999999
2022-06-09,EQ,BPCL,43,457.0,19651.0,332.85,14312.550000000001
2022-06-10,EQ,BPCL,43,457.0,19651.0,331.0,14233.0
2022-06-11,EQ,BPCL,43,457.0,19651.0,,
2022-06-12,EQ,BPCL,43,457.0,19651.0,,
2022-06-13,EQ,BPCL,43,457.0,19651.0,317.95,13671.85
2022-06-14,EQ,BPCL,43,457.0,19651.0,314.3,13514.9
2022-06-15,EQ,BPCL,43,457.0,19651.0,314.0,13502.0
2022-06-16,EQ,BPCL,43,457.0,19651.0,311.65,13400.949999999999
2022-06-17,EQ,BPCL,43,457.0,19651.0,301.0,12943.0
2022-06-18,EQ,BPCL,43,457.0,19651.0,,
2022-06-19,EQ,BPCL,43,457.0,19651.0,,
2022-06-20,EQ,BPCL,43,457.0,19651.0,296.05,12730.15
2022-06-21,EQ,BPCL,43,457.0,19651.0,301.2,12951.6
2022-06-22,EQ,BPCL,43,457.0,19651.0,305.9,13153.699999999999
2022-06-23,EQ,BPCL,43,457.0,19651.0,307.9,13239.699999999999
2022-06-24,EQ,BPCL,43,457.0,19651.0,307.55,13224.65
2022-06-25,EQ,BPCL,43,457.0,19651.0,,
2022-06-26,EQ,BPCL,43,457.0,19651.0,,
2022-06-27,EQ,BPCL,43,457.0,19651.0,315.0,13545.0
2022-06-28,EQ,BPCL,43,457.0,19651.0,318.6,13699.800000000001
2022-06-29,EQ,BPCL,43,457.0,19651.0,316.4,13605.199999999999
2022-06-30,EQ,BPCL,43,457.0,19651.0,308.4,13261.199999999999
2022-07-01,EQ,BPCL,43,457.0,19651.0,318.35,13689.050000000001
2022-07-02,EQ,BPCL,43,457.0,19651.0,,
2022-07-03,EQ,BPCL,43,457.0,19651.0,,
2022-07-04,EQ,BPCL,43,457.0,19651.0,316.35,13603.050000000001
2022-07-05,EQ,BPCL,43,457.0,19651.0,313.1,13463.300000000001
2022-07-06,EQ,BPCL,43,457.0,19651.0,321.3,13815.9
2022-07-07,EQ,BPCL,43,457.0,19651.0,329.4,14164.199999999999
2022-07-08,EQ,BPCL,43,457.0,19651.0,325.3,13987.9
2022-07-09,EQ,BPCL,43,457.0,19651.0,,
2022-07-10,EQ,BPCL,43,457.0,19651.0,,
2022-07-11,EQ,BPCL,43,457.0,19651.0,315.9,13583.699999999999
2022-07-12,EQ,BPCL,43,457.0,19651.0,308.65,13271.949999999999
2022-07-13,EQ,BPCL,43,457.0,19651.0,310.5,13351.5
2022-07-14,EQ,BPCL,43,457.0,19651.0,306.15,13164.449999999999
2022-07-15,EQ,BPCL,43,457.0,19651.0,312.1,13420.300000000001
2022-07-16,EQ,BPCL,43,457.0,19651.0,,
2022-07-17,EQ,BPCL,43,457.0,19651.0,,
2022-07-18,EQ,BPCL,43,457.0,19651.0,315.8,13579.4
2022-07-19,EQ,BPCL,43,457.0,19651.0,316.55,13611.65
2022-07-20,EQ,BPCL,43,457.0,19651.0,317.1,13635.300000000001
2022-07-21,EQ,BPCL,43,457.0,19651.0,322.7,13876.1
2022-07-22,EQ,BPCL,43,457.0,19651.0,320.3,13772.9
2022-07-23,EQ,BPCL,43,457.0,19651.0,,
2022-07-24,EQ,BPCL,43,457.0,19651.0,,
2022-07-25,EQ,BPCL,43,457.0,19651.0,317.15,13637.449999999999
2022-07-26,EQ,BPCL,43,457.0,19651.0,318.45,13693.35
2022-07-27,EQ,BPCL,43,457.0,19651.0,324.6,13957.800000000001
2022-07-28,EQ,BPCL,43,457.0,19651.0,326.05,14020.15
2022-07-29,EQ,BPCL,43,457.0,19651.0,330.3,14202.9
2022-07-30,EQ,BPCL,43,457.0,19651.0,,
2022-07-31,EQ,BPCL,43,457.0,19651.0,,
2022-08-01,EQ,BPCL,43,457.0,19651.0,334.15,14368.449999999999
2022-08-02,EQ,BPCL,43,457.0,19651.0,335.15,14411.449999999999
