date,segment,stock_name,holding_quantity,holding_price_avg,holding_amount,close,current_value
2022-07-05,EQ,LICI,15.0,904.0,13560.0,687.96,10319.4
2022-07-06,EQ,LICI,15.0,904.0,13560.0,688.26,10323.9
2022-07-07,EQ,LICI,15.0,904.0,13560.0,683.46,10251.9
2022-07-08,EQ,LICI,15.0,904.0,13560.0,693.3,10399.5
2022-07-09,EQ,LICI,15.0,904.0,13560.0,693.3,10399.5
2022-07-10,EQ,LICI,15.0,904.0,13560.0,693.3,10399.5
2022-07-11,EQ,LICI,15.0,904.0,13560.0,703.19,10547.85
2022-07-12,EQ,LICI,15.0,904.0,13560.0,702.6,10539.0
2022-07-13,EQ,LICI,15.0,904.0,13560.0,703.83,10557.45
2022-07-14,EQ,LICI,15.0,904.0,13560.0,697.41,10461.15
2022-07-15,EQ,LICI,15.0,904.0,13560.0,693.69,10405.35
2022-07-16,EQ,LICI,15.0,904.0,13560.0,693.69,10405.35
2022-07-17,EQ,LICI,15.0,904.0,13560.0,693.69,10405.35
2022-07-18,EQ,LICI,15.0,904.0,13560.0,681.94,10229.1
2022-07-19,EQ,LICI,15.0,904.0,13560.0,674.45,10116.75
2022-07-20,EQ,LICI,15.0,904.0,13560.0,673.33,10099.95
2022-07-21,EQ,LICI,15.0,904.0,13560.0,673.18,10097.7
2022-07-22,EQ,LICI,15.0,904.0,13560.0,674.26,10113.9
2022-07-23,EQ,LICI,15.0,904.0,13560.0,674.26,10113.9
2022-07-24,EQ,LICI,15.0,904.0,13560.0,674.26,10113.9
2022-07-25,EQ,LICI,15.0,904.0,13560.0,669.65,10044.75
2022-07-26,EQ,LICI,15.0,904.0,13560.0,661.23,9918.45
2022-07-27,EQ,LICI,15.0,904.0,13560.0,660.26,9903.9
2022-07-28,EQ,LICI,15.0,904.0,13560.0,660.79,9911.85
2022-07-29,EQ,LICI,15.0,904.0,13560.0,663.63,9954.45
2022-07-30,EQ,LICI,15.0,904.0,13560.0,663.63,9954.45
2022-07-31,EQ,LICI,15.0,904.0,13560.0,663.63,9954.45
2022-08-01,EQ,LICI,15.0,904.0,13560.0,668.63,10029.45
2022-08-02,EQ,LICI,15.0,904.0,13560.0,671.17,10067.55
2022-08-03,EQ,LICI,15.0,904.0,13560.0,664.12,9961.8
2022-08-04,EQ,LICI,15.0,904.0,13560.0,659.62,9894.3
2022-08-05,EQ,LICI,15.0,904.0,13560.0,672.98,10094.7
2022-08-06,EQ,LICI,15.0,904.0,13560.0,672.98,10094.7
2022-08-07,EQ,LICI,15.0,904.0,13560.0,672.98,10094.7
2022-08-08,EQ,LICI,15.0,904.0,13560.0,665.79,9986.85
2022-08-09,EQ,LICI,15.0,904.0,13560.0,665.79,9986.85
2021-02-09,EQ,NIFTYBEES,1.0,162.52,162.52,161.23,161.23
2021-02-10,EQ,NIFTYBEES,1.0,162.52,162.52,161.46,161.46
2021-02-11,EQ,NIFTYBEES,1.0,162.52,162.52,162.06,162.06
2021-02-12,EQ,NIFTYBEES,1.0,162.52,162.52,162.17,162.17
2021-02-13,EQ,NIFTYBEES,1.0,162.52,162.52,162.17,162.17
2021-02-14,EQ,NIFTYBEES,1.0,162.52,162.52,162.17,162.17
2021-02-15,EQ,NIFTYBEES,1.0,162.52,162.52,163.93,163.93
2021-02-16,EQ,NIFTYBEES,1.0,162.52,162.52,163.54,163.54
2021-02-17,EQ,NIFTYBEES,1.0,162.52,162.52,162.59,162.59
2021-02-18,EQ,NIFTYBEES,1.0,162.52,162.52,161.89,161.89
2021-02-19,EQ,NIFTYBEES,1.0,162.52,162.52,160.42,160.42
2021-02-20,EQ,NIFTYBEES,1.0,162.52,162.52,160.42,160.42
2021-02-21,EQ,NIFTYBEES,1.0,162.52,162.52,160.42,160.42
2021-02-22,EQ,NIFTYBEES,1.0,162.52,162.52,157.18,157.18
2021-02-23,EQ,NIFTYBEES,1.0,162.52,162.52,157.59,157.59
2021-02-24,EQ,NIFTYBEES,1.0,162.52,162.52,160.15,160.15
2021-02-25,EQ,NIFTYBEES,1.0,162.52,162.52,161.87,161.87
2021-02-26,EQ,NIFTYBEES,1.0,162.52,162.52,156.15,156.15
2021-02-27,EQ,NIFTYBEES,1.0,162.52,162.52,156.15,156.15
2021-02-28,EQ,NIFTYBEES,1.0,162.52,162.52,156.15,156.15
2021-03-01,EQ,NIFTYBEES,1.0,162.52,162.52,158.01,158.01
2021-03-02,EQ,NIFTYBEES,1.0,162.52,162.52,159.57,159.57
2021-03-03,EQ,NIFTYBEES,1.0,162.52,162.52,162.98,162.98
2021-03-04,EQ,NIFTYBEES,1.0,162.52,162.52,161.2,161.2
2021-03-05,EQ,NIFTYBEES,1.0,162.52,162.52,159.66,159.66
2021-03-06,EQ,NIFTYBEES,1.0,162.52,162.52,159.66,159.66
2021-03-07,EQ,NIFTYBEES,1.0,162.52,162.52,159.66,159.66
2021-03-08,EQ,NIFTYBEES,1.0,162.52,162.52,160.04,160.04
2021-03-09,EQ,NIFTYBEES,1.0,162.52,162.52,161.47,161.47
2021-03-10,EQ,NIFTYBEES,1.0,162.52,162.52,162.16,162.16
2021-03-11,EQ,NIFTYBEES,1.0,162.52,162.52,162.16,162.16
2021-03-12,EQ,NIFTYBEES,1.0,162.52,162.52,160.63,160.63
2021-03-13,EQ,NIFTYBEES,1.0,162.52,162.52,160.63,160.63
2021-03-14,EQ,NIFTYBEES,1.0,162.52,162.52,160.63,160.63
2021-03-15,EQ,NIFTYBEES,1.0,162.52,162.52,159.96,159.96
2021-03-16,EQ,NIFTYBEES,1.0,162.52,162.52,159.79,159.79
2021-03-17,EQ,NIFTYBEES,1.0,162.52,162.52,157.88,157.88
2021-03-18,EQ,NIFTYBEES,1.0,162.52,162.52,156.12,156.12
2021-03-19,EQ,NIFTYBEES,1.0,162.52,162.52,157.87,157.87
2021-03-20,EQ,NIFTYBEES,1.0,162.52,162.52,157.87,157.87
2021-03-21,EQ,NIFTYBEES,1.0,162.52,162.52,157.87,157.87
2021-03-22,EQ,NIFTYBEES,1.0,162.52,162.52,157.33,157.33
2021-03-23,EQ,NIFTYBEES,1.0,162.52,162.52,158.35,158.35
2021-03-24,EQ,NIFTYBEES,1.0,162.52,162.52,156.09,156.09
2021-03-25,EQ,NIFTYBEES,1.0,162.52,162.52,153.86,153.86
2021-03-26,EQ,NIFTYBEES,1.0,162.52,162.52,155.21,155.21
2021-03-27,EQ,NIFTYBEES,1.0,162.52,162.52,155.21,155.21
2021-03-28,EQ,NIFTYBEES,1.0,162.52,162.52,155.21,155.21
2021-03-29,EQ,NIFTYBEES,1.0,162.52,162.52,155.21,155.21
2021-03-30,EQ,NIFTYBEES,1.0,162.52,162.52,158.42,158.42
2021-03-31,EQ,NIFTYBEES,1.0,162.52,162.52,157.16,157.16
2021-04-01,EQ,NIFTYBEES,1.0,162.52,162.52,158.7,158.7
2021-04-02,EQ,NIFTYBEES,1.0,162.52,162.52,158.7,158.7
2021-04-03,EQ,NIFTYBEES,1.0,162.52,162.52,158.7,158.7
2021-04-04,EQ,NIFTYBEES,1.0,162.52,162.52,158.7,158.7
2021-04-05,EQ,NIFTYBEES,1.0,162.52,162.52,156.96,156.96
2021-04-06,EQ,NIFTYBEES,1.0,162.52,162.52,157.39,157.39
2021-04-07,EQ,NIFTYBEES,1.0,162.52,162.52,158.82,158.82
2021-04-08,EQ,NIFTYBEES,1.0,162.52,162.52,158.87,158.87
2021-04-09,EQ,NIFTYBEES,1.0,162.52,162.52,158.78,158.78
2021-04-10,EQ,NIFTYBEES,1.0,162.52,162.52,158.78,158.78
2021-04-11,EQ,NIFTYBEES,1.0,162.52,162.52,158.78,158.78
2021-04-12,EQ,NIFTYBEES,1.0,162.52,162.52,154.08,154.08
2021-04-13,EQ,NIFTYBEES,1.0,162.52,162.52,155.5,155.5
2021-04-14,EQ,NIFTYBEES,1.0,162.52,162.52,155.5,155.5
2021-04-15,EQ,NIFTYBEES,1.0,162.52,162.52,155.93,155.93
2021-04-16,EQ,NIFTYBEES,1.0,162.52,162.52,156.42,156.42
2021-04-17,EQ,NIFTYBEES,1.0,162.52,162.52,156.42,156.42
2021-04-18,EQ,NIFTYBEES,1.0,162.52,162.52,156.42,156.42
2021-04-19,EQ,NIFTYBEES,1.0,162.52,162.52,154.09,154.09
2021-04-20,EQ,NIFTYBEES,1.0,162.52,162.52,153.29,153.29
2021-04-21,EQ,NIFTYBEES,1.0,162.52,162.52,153.29,153.29
2021-04-22,EQ,NIFTYBEES,1.0,162.52,162.52,154.27,154.27
2021-04-23,EQ,NIFTYBEES,1.0,162.52,162.52,153.86,153.86
2021-04-24,EQ,NIFTYBEES,1.0,162.52,162.52,153.86,153.86
2021-04-25,EQ,NIFTYBEES,1.0,162.52,162.52,153.86,153.86
2021-04-26,EQ,NIFTYBEES,1.0,162.52,162.52,155.17,155.17
2021-04-27,EQ,NIFTYBEES,1.0,162.52,162.52,156.83,156.83
2021-04-28,EQ,NIFTYBEES,1.0,162.52,162.52,158.9,158.9
2021-04-29,EQ,NIFTYBEES,1.0,162.52,162.52,159.1,159.1
2021-04-30,EQ,NIFTYBEES,1.0,162.52,162.52,157.0,157.0
2021-05-01,EQ,NIFTYBEES,1.0,162.52,162.52,157.0,157.0
2021-05-02,EQ,NIFTYBEES,1.0,162.52,162.52,157.0,157.0
2021-05-03,EQ,NIFTYBEES,1.0,162.52,162.52,156.97,156.97
2021-05-04,EQ,NIFTYBEES,1.0,162.52,162.52,155.55,155.55
2021-05-05,EQ,NIFTYBEES,1.0,162.52,162.52,156.81,156.81
2021-05-06,EQ,NIFTYBEES,1.0,162.52,162.52,157.54,157.54
2021-05-07,EQ,NIFTYBEES,1.0,162.52,162.52,158.53,158.53
2021-05-08,EQ,NIFTYBEES,1.0,162.52,162.52,158.53,158.53
2021-05-09,EQ,NIFTYBEES,1.0,162.52,162.52,158.53,158.53
2021-05-10,EQ,NIFTYBEES,1.0,162.52,162.52,159.69,159.69
2021-05-11,EQ,NIFTYBEES,1.0,162.52,162.52,158.94,158.94
2021-05-12,EQ,NIFTYBEES,1.0,162.52,162.52,157.69,157.69
2021-05-13,EQ,NIFTYBEES,1.0,162.52,162.52,157.69,157.69
2021-05-14,EQ,NIFTYBEES,1.0,162.52,162.52,157.47,157.47
2021-05-15,EQ,NIFTYBEES,1.0,162.52,162.52,157.47,157.47
2021-05-16,EQ,NIFTYBEES,1.0,162.52,162.52,157.47,157.47
2021-05-17,EQ,NIFTYBEES,1.0,162.52,162.52,159.52,159.52
2021-05-18,EQ,NIFTYBEES,1.0,162.52,162.52,161.37,161.37
2021-05-19,EQ,NIFTYBEES,1.0,162.52,162.52,160.67,160.67
2021-05-20,EQ,NIFTYBEES,1.0,162.52,162.52,159.64,159.64
2021-05-21,EQ,NIFTYBEES,1.0,162.52,162.52,162.1,162.1
2021-05-22,EQ,NIFTYBEES,1.0,162.52,162.52,162.1,162.1
2021-05-23,EQ,NIFTYBEES,1.0,162.52,162.52,162.1,162.1
2021-05-24,EQ,NIFTYBEES,1.0,162.52,162.52,162.43,162.43
2021-05-25,EQ,NIFTYBEES,1.0,162.52,162.52,162.53,162.53
2021-05-26,EQ,NIFTYBEES,1.0,162.52,162.52,163.46,163.46
2021-05-27,EQ,NIFTYBEES,1.0,162.52,162.52,164.12,164.12
2021-05-28,EQ,NIFTYBEES,1.0,162.52,162.52,165.02,165.02
2021-05-29,EQ,NIFTYBEES,1.0,162.52,162.52,165.02,165.02
2021-05-30,EQ,NIFTYBEES,1.0,162.52,162.52,165.02,165.02
2021-05-31,EQ,NIFTYBEES,1.0,162.52,162.52,166.79,166.79
2021-06-01,EQ,NIFTYBEES,1.0,162.52,162.52,166.88,166.88
2021-06-02,EQ,NIFTYBEES,1.0,162.52,162.52,167.29,167.29
2021-06-03,EQ,NIFTYBEES,1.0,162.52,162.52,168.17,168.17
2021-06-04,EQ,NIFTYBEES,1.0,162.52,162.52,168.15,168.15
2021-06-05,EQ,NIFTYBEES,1.0,162.52,162.52,168.15,168.15
2021-06-06,EQ,NIFTYBEES,1.0,162.52,162.52,168.15,168.15
2021-06-07,EQ,NIFTYBEES,1.0,162.52,162.52,168.63,168.63
2021-06-08,EQ,NIFTYBEES,1.0,162.52,162.52,168.57,168.57
2021-06-09,EQ,NIFTYBEES,1.0,162.52,162.52,167.59,167.59
2021-06-10,EQ,NIFTYBEES,1.0,162.52,162.52,168.6,168.6
2021-06-11,EQ,NIFTYBEES,1.0,162.52,162.52,169.33,169.33
2021-06-12,EQ,NIFTYBEES,1.0,162.52,162.52,169.33,169.33
2021-06-13,EQ,NIFTYBEES,1.0,162.52,162.52,169.33,169.33
2020-07-29,EQ,PNB,30.0,32.95,988.5,31.27,938.1
2020-07-30,EQ,PNB,30.0,32.95,988.5,30.31,909.3
2020-07-31,EQ,PNB,30.0,32.95,988.5,30.5,915.0
2020-08-01,EQ,PNB,30.0,32.95,988.5,30.5,915.0
2020-08-02,EQ,PNB,30.0,32.95,988.5,30.5,915.0
2020-08-03,EQ,PNB,30.0,32.95,988.5,31.41,942.3
2020-08-04,EQ,PNB,30.0,32.95,988.5,31.03,930.9
2020-08-05,EQ,PNB,30.0,32.95,988.5,31.12,933.6
2020-08-06,EQ,PNB,30.0,32.95,988.5,30.89,926.7
2020-08-07,EQ,PNB,30.0,32.95,988.5,31.32,939.6
2020-08-08,EQ,PNB,30.0,32.95,988.5,31.32,939.6
2020-08-09,EQ,PNB,30.0,32.95,988.5,31.32,939.6
2020-08-10,EQ,PNB,30.0,32.95,988.5,31.36,940.8
2020-08-11,EQ,PNB,30.0,32.95,988.5,31.36,940.8
2020-08-12,EQ,PNB,30.0,32.95,988.5,32.27,968.1
2020-08-13,EQ,PNB,30.0,32.95,988.5,31.75,952.5
2020-08-14,EQ,PNB,30.0,32.95,988.5,30.79,923.7
2020-08-15,EQ,PNB,30.0,32.95,988.5,30.79,923.7
2020-08-16,EQ,PNB,30.0,32.95,988.5,30.79,923.7
2020-08-17,EQ,PNB,30.0,32.95,988.5,30.98,929.4
2020-08-18,EQ,PNB,30.0,32.95,988.5,31.36,940.8
2020-08-19,EQ,PNB,30.0,32.95,988.5,32.65,979.5
2020-08-20,EQ,PNB,30.0,32.95,988.5,33.51,1005.3
2020-08-21,EQ,PNB,30.0,32.95,988.5,34.04,1021.2
2020-08-22,EQ,PNB,30.0,32.95,988.5,34.04,1021.2
2020-08-23,EQ,PNB,30.0,32.95,988.5,34.04,1021.2
2020-08-24,EQ,PNB,30.0,32.95,988.5,33.7,1011.0
2020-08-25,EQ,PNB,30.0,32.95,988.5,33.61,1008.3
2020-08-26,EQ,PNB,30.0,32.95,988.5,33.8,1014.0
2020-08-27,EQ,PNB,30.0,32.95,988.5,33.7,1011.0
2020-08-28,EQ,PNB,30.0,32.95,988.5,35.37,1061.1
2020-08-29,EQ,PNB,30.0,32.95,988.5,35.37,1061.1
2020-08-30,EQ,PNB,30.0,32.95,988.5,35.37,1061.1
2020-08-31,EQ,PNB,30.0,32.95,988.5,33.46,1003.8
2020-09-01,EQ,PNB,30.0,32.95,988.5,33.13,993.9
2020-09-02,EQ,PNB,30.0,32.95,988.5,33.22,996.6
2020-09-03,EQ,PNB,30.0,32.95,988.5,32.94,988.2
2020-09-04,EQ,PNB,30.0,32.95,988.5,32.13,963.9
2020-09-05,EQ,PNB,30.0,32.95,988.5,32.13,963.9
2020-09-06,EQ,PNB,30.0,32.95,988.5,32.13,963.9
2020-09-07,EQ,PNB,30.0,32.95,988.5,32.27,968.1
2020-09-08,EQ,PNB,30.0,32.95,988.5,32.13,963.9
2020-09-09,EQ,PNB,30.0,32.95,988.5,31.41,942.3
2020-09-10,EQ,PNB,30.0,32.95,988.5,32.03,960.9
2020-09-11,EQ,PNB,30.0,32.95,988.5,32.17,965.1
2020-09-12,EQ,PNB,30.0,32.95,988.5,32.17,965.1
2020-09-13,EQ,PNB,30.0,32.95,988.5,32.17,965.1
2020-09-14,EQ,PNB,30.0,32.95,988.5,32.08,962.4
2020-09-15,EQ,PNB,30.0,32.95,988.5,31.79,953.7
2020-09-16,EQ,PNB,30.0,32.95,988.5,32.08,962.4
2020-09-17,EQ,PNB,30.0,32.95,988.5,31.75,952.5
2020-09-18,EQ,PNB,30.0,32.95,988.5,31.12,933.6
2020-09-19,EQ,PNB,30.0,32.95,988.5,31.12,933.6
2020-09-20,EQ,PNB,30.0,32.95,988.5,31.12,933.6
2020-09-21,EQ,PNB,30.0,32.95,988.5,29.26,877.8
