Date,Open,High,Low,Close,Adj Close,Volume
2021-03-05,900.000000,945.000000,796.549988,812.599976,803.218262,16523452
2021-03-08,826.000000,836.950012,736.000000,749.500000,740.846802,4061558
2021-03-09,756.049988,798.000000,731.200012,788.000000,778.902283,2938791
2021-03-10,789.000000,801.950012,770.250000,789.750000,780.632080,1298178
2021-03-12,800.000000,804.000000,758.099976,761.750000,752.955322,652564
2021-03-15,760.900024,763.650024,705.500000,707.500000,699.331726,868752
2021-03-16,714.799988,724.799988,695.349976,699.849976,691.770020,525679
2021-03-17,694.000000,697.200012,653.049988,660.049988,652.429504,706047
2021-03-18,662.799988,672.000000,627.049988,634.849976,627.520386,791769
2021-03-19,629.799988,649.900024,627.500000,639.400024,632.017944,776461
2021-03-22,640.000000,668.650024,633.049988,642.049988,634.637329,474231
2021-03-23,646.049988,660.950012,640.000000,642.500000,635.082092,370317
2021-03-24,635.000000,647.000000,631.650024,633.349976,626.037720,369566
2021-03-25,630.200012,640.900024,627.000000,628.950012,621.688599,504307
2021-03-26,638.000000,641.000000,628.200012,630.349976,623.072327,293864
2021-03-30,637.000000,649.000000,627.200012,630.450012,623.171204,359233
2021-03-31,631.750000,645.000000,630.000000,631.200012,623.912598,425879
2021-04-01,635.799988,647.200012,631.000000,632.150024,624.851746,387094
2021-04-05,632.000000,636.200012,620.099976,624.599976,617.388794,333226
2021-04-06,624.000000,624.000000,602.099976,604.799988,597.817322,741336
2021-04-07,606.000000,689.000000,606.000000,663.250000,655.592468,1546227
2021-04-08,664.650024,683.250000,661.000000,665.349976,657.668213,474468
2021-04-09,667.000000,672.250000,654.000000,658.000000,650.403137,213971
2021-04-12,640.000000,657.400024,627.099976,637.750000,630.386963,416594
2021-04-13,641.000000,662.400024,641.000000,646.400024,638.937073,334959
2021-04-15,645.950012,647.900024,632.650024,639.299988,631.919128,178700
2021-04-16,642.500000,657.500000,638.150024,645.849976,638.393433,223288
2021-04-19,627.099976,636.950012,620.099976,625.000000,617.784180,349838
2021-04-20,642.000000,645.000000,621.250000,623.549988,616.350891,214109
2021-04-22,625.000000,703.000000,620.049988,668.500000,660.781921,1226176
2021-04-23,672.000000,694.000000,653.200012,659.650024,652.034119,857620
2021-04-26,668.000000,682.000000,661.950012,669.650024,661.918640,306250
2021-04-27,670.000000,692.000000,670.000000,682.700012,674.817993,381872
2021-04-28,685.500000,728.000000,685.000000,711.000000,702.791321,1100849
2021-04-29,716.000000,722.700012,692.000000,700.349976,692.264160,413373
2021-04-30,696.500000,727.700012,691.849976,715.099976,706.843872,727618
2021-05-03,710.500000,742.000000,706.250000,731.049988,722.609802,612106
2021-05-04,736.000000,738.000000,706.250000,710.000000,701.802795,314389
2021-05-05,716.400024,724.000000,702.549988,718.500000,710.204590,343350
2021-05-06,721.049988,734.000000,705.000000,706.900024,698.738647,238336
2021-05-07,713.750000,729.000000,703.000000,708.150024,699.974243,551134
2021-05-10,714.900024,725.400024,708.000000,709.750000,701.555725,263611
2021-05-11,704.000000,722.000000,702.799988,713.900024,705.657837,272085
2021-05-12,716.000000,719.799988,703.000000,706.750000,698.590332,272609
2021-05-14,711.000000,744.000000,705.000000,732.799988,724.339539,760162
2021-05-17,740.000000,769.799988,737.099976,756.650024,747.914246,938771
2021-05-18,753.900024,765.000000,736.549988,740.450012,731.901245,338631
