Date,Open,High,Low,Close,Adj Close,Volume
2018-10-30,177.000000,181.500000,176.050003,177.250000,176.699280,15602414
2018-10-31,178.300003,180.000000,173.449997,179.100006,178.543533,12579712
2018-11-01,182.000000,186.050003,178.199997,179.449997,178.892441,28947802
2018-11-02,180.949997,191.850006,180.899994,190.300003,189.708740,29425248
2018-11-05,191.300003,191.300003,186.649994,189.800003,189.210297,14818506
2018-11-06,192.449997,199.949997,191.750000,193.250000,192.649567,35339222
2018-11-07,194.949997,195.750000,193.350006,194.850006,194.244598,3932893
2018-11-09,192.899994,200.750000,192.000000,195.250000,194.643356,22341961
2018-11-12,194.449997,194.449997,185.199997,186.050003,185.471939,20789180
2018-11-13,180.750000,183.000000,178.350006,179.500000,178.942291,22189598
2018-11-14,180.500000,183.000000,176.250000,176.800003,176.250687,15795883
2018-11-15,178.000000,182.699997,177.500000,180.199997,179.640106,18740276
2018-11-16,180.899994,181.850006,177.850006,179.899994,179.341049,10022823
2018-11-19,180.600006,185.500000,179.100006,184.600006,184.026459,14522581
2018-11-20,184.050003,188.300003,183.199997,183.750000,183.179092,13114982
2018-11-21,184.399994,186.750000,183.750000,184.149994,183.577835,8097107
2018-11-22,185.500000,186.149994,181.750000,182.550003,181.982819,9135857
2018-11-26,183.899994,184.449997,177.000000,181.750000,181.185303,9865426
2018-11-27,181.699997,184.550003,178.550003,180.050003,179.490585,11639680
2018-11-28,181.000000,181.350006,174.000000,174.449997,173.907974,12504717
2018-11-29,175.949997,179.350006,173.449997,177.250000,176.699280,20892744
2018-11-30,172.000000,174.899994,170.350006,171.949997,171.415741,18393012
2018-12-03,173.250000,176.449997,170.000000,175.449997,174.904877,14068885
2018-12-04,177.949997,178.750000,175.300003,175.750000,175.203949,11481923
2018-12-05,173.000000,173.000000,168.600006,169.199997,168.674286,14960527
2018-12-06,168.500000,168.699997,161.600006,162.649994,162.144638,15428019
2018-12-07,162.250000,164.199997,160.800003,162.399994,161.895416,13545006
2018-12-10,159.899994,160.500000,156.500000,157.100006,156.611893,13520495
2018-12-11,155.000000,159.500000,154.649994,158.100006,157.608795,12094881
2018-12-12,159.500000,167.100006,158.000000,164.100006,163.590149,22461175
2018-12-13,166.000000,168.000000,165.550003,166.850006,166.331604,12235499
2018-12-14,166.000000,168.399994,164.850006,166.949997,166.431274,10091732
2018-12-17,167.250000,175.949997,167.250000,173.949997,173.409531,28526103
2018-12-18,174.000000,177.600006,173.100006,174.750000,174.207047,18015933
2018-12-19,176.500000,176.500000,172.500000,173.899994,173.359680,11540042
2018-12-20,173.000000,177.300003,171.750000,176.399994,175.851913,15819006
2018-12-21,177.000000,180.500000,175.149994,176.250000,175.702393,23742481
2018-12-24,176.250000,177.850006,171.500000,172.500000,171.964035,11374468
2018-12-26,171.449997,172.199997,167.600006,170.899994,170.369003,12044191
2018-12-27,172.750000,173.399994,167.699997,168.250000,167.727249,15231581
2018-12-28,169.399994,172.199997,169.149994,170.850006,170.319168,8669584
